index,true_label,random_label,predicted,raw_answer
5633,streetcar,plain,OL,YES
5634,willow_tree,squirrel,CL,NO
5635,house,forest,CL,NO
5636,snail,shrew,CL,NO
5637,maple_tree,cattle,CL,NO
5638,train,woman,CL,NO
5639,oak_tree,crab,CL,NO
5640,bicycle,pear,CL,NO
5641,clock,squirrel,CL,NO
5642,can,lion,CL,NO
5643,chair,chair,OL,YES
5644,worm,couch,CL,NO
5645,telephone,cloud,OL,YES
5646,bear,can,CL,NO
5647,raccoon,beaver,CL,NO
5648,whale,streetcar,CL,NO
5649,apple,trout,CL,NO
5650,girl,television,CL,NO
5651,worm,skyscraper,CL,NO
5652,wardrobe,skyscraper,OL,YES
5653,couch,dolphin,CL,NO
5654,rose,house,CL,NO
5655,worm,lamp,OL,YES
5656,sunflower,flatfish,CL,NO
5657,whale,man,CL,NO
5658,sunflower,spider,CL,NO
5659,cloud,hamster,CL,NO
5660,boy,telephone,CL,NO
5661,baby,sea,CL,NO
5662,mountain,plate,CL,NO
5663,table,rocket,CL,NO
5664,couch,crocodile,CL,NO
5665,orange,cloud,CL,NO
5666,elephant,telephone,CL,NO
5667,plain,can,CL,NO
5668,butterfly,sunflower,OL,YES
5669,wolf,sunflower,CL,NO
5670,bottle,cockroach,CL,NO
5671,bottle,spider,CL,NO
5672,pine_tree,mouse,CL,NO
5673,keyboard,rabbit,CL,NO
5674,man,keyboard,CL,NO
5675,tractor,trout,CL,NO
5676,squirrel,boy,CL,NO
5677,beaver,tiger,CL,NO
5678,worm,shark,CL,NO
5679,rose,dolphin,CL,NO
5680,road,telephone,CL,NO
5681,camel,pickup_truck,CL,NO
5682,road,bridge,CL,NO
5683,bottle,streetcar,CL,NO
5684,chair,camel,OL,YES
5685,porcupine,beaver,OL,YES
5686,tiger,chair,CL,NO
5687,bear,shark,CL,NO
5688,keyboard,tank,CL,NO
5689,squirrel,lobster,CL,NO
5690,aquarium_fish,plate,CL,NO
5691,elephant,castle,CL,NO
5692,television,bed,CL,NO
5693,pear,plain,OL,YES
5694,cloud,pine_tree,CL,NO
5695,camel,mushroom,CL,NO
5696,bowl,otter,CL,NO
5697,snail,caterpillar,CL,NO
5698,telephone,bee,CL,NO
5699,snail,television,CL,NO
5700,wardrobe,elephant,CL,NO
5701,plate,plain,CL,NO
5702,skyscraper,camel,CL,NO
5703,pear,crab,CL,NO
5704,oak_tree,bear,CL,NO
5705,spider,orange,CL,NO
5706,wardrobe,woman,CL,NO
5707,sea,tank,CL,NO
5708,whale,plain,OL,YES
5709,streetcar,tractor,CL,NO
5710,sea,tulip,CL,NO
5711,keyboard,aquarium_fish,CL,NO
5712,rose,apple,CL,NO
5713,chimpanzee,porcupine,CL,NO
5714,wolf,boy,CL,NO
5715,plain,crab,CL,NO
5716,bed,tractor,CL,NO
5717,orchid,chair,CL,NO
5718,beetle,shark,OL,YES
5719,elephant,spider,CL,NO
5720,skunk,camel,CL,NO
5721,shark,spider,CL,NO
5722,chair,poppy,CL,NO
5723,butterfly,bear,CL,NO
5724,lawn_mower,bee,CL,NO
5725,clock,cup,CL,NO
5726,kangaroo,mouse,CL,NO
5727,chair,bed,CL,NO
5728,squirrel,castle,CL,NO
5729,spider,girl,CL,NO
5730,ray,shark,CL,NO
5731,mountain,lizard,CL,NO
5732,orange,bee,CL,NO
5733,butterfly,man,CL,NO
5734,kangaroo,pear,CL,NO
5735,squirrel,trout,CL,NO
5736,shrew,bee,CL,NO
5737,dolphin,man,CL,NO
5738,woman,hamster,CL,NO
5739,whale,plate,CL,NO
5740,kangaroo,tulip,CL,NO
5741,tractor,crab,CL,NO
5742,butterfly,willow_tree,CL,NO
5743,worm,maple_tree,CL,NO
5744,crab,aquarium_fish,OL,YES
5745,bowl,tank,OL,YES
5746,tractor,camel,CL,NO
5747,lawn_mower,mouse,CL,NO
5748,trout,squirrel,CL,NO
5749,leopard,porcupine,CL,NO
5750,cattle,porcupine,CL,NO
5751,crab,motorcycle,CL,NO
5752,keyboard,seal,CL,NO
5753,pear,possum,CL,NO
5754,butterfly,lion,CL,NO
5755,wolf,poppy,CL,NO
5756,whale,ray,OL,YES
5757,bicycle,house,CL,NO
5758,dinosaur,lion,CL,NO
5759,bicycle,bridge,CL,NO
5760,dolphin,chimpanzee,CL,NO
5761,castle,train,CL,NO
5762,forest,bed,CL,NO
5763,bus,mouse,CL,NO
5764,television,mouse,CL,NO
5765,orange,spider,CL,NO
5766,clock,lizard,CL,NO
5767,telephone,bottle,CL,NO
5768,wolf,house,CL,NO
5769,crab,apple,CL,NO
5770,crocodile,aquarium_fish,CL,NO
5771,pickup_truck,cloud,CL,NO
5772,raccoon,possum,OL,YES
5773,skyscraper,camel,CL,NO
5774,pine_tree,chimpanzee,CL,NO
5775,aquarium_fish,mushroom,CL,NO
5776,man,snake,CL,NO
5777,castle,bicycle,CL,NO
5778,tractor,motorcycle,CL,NO
5779,elephant,porcupine,CL,NO
5780,seal,trout,CL,NO
5781,turtle,lamp,CL,NO
5782,streetcar,apple,CL,NO
5783,cattle,dinosaur,CL,NO
5784,man,bus,CL,NO
5785,tulip,oak_tree,CL,NO
5786,wolf,palm_tree,CL,NO
5787,lizard,bee,CL,NO
5788,whale,mountain,CL,NO
5789,castle,clock,CL,NO
5790,crocodile,house,CL,NO
5791,house,bottle,CL,NO
5792,apple,maple_tree,CL,NO
5793,television,turtle,CL,NO
5794,clock,pine_tree,CL,NO
5795,plain,can,CL,NO
5796,bridge,bed,CL,NO
5797,cup,boy,CL,NO
5798,mouse,telephone,CL,NO
5799,tank,motorcycle,CL,NO
5800,camel,plain,OL,YES
5801,crab,pear,CL,NO
5802,baby,porcupine,CL,NO
5803,lawn_mower,butterfly,CL,NO
5804,spider,shrew,CL,NO
5805,mouse,kangaroo,CL,NO
5806,house,lizard,CL,NO
5807,ray,keyboard,CL,NO
5808,otter,cattle,CL,NO
5809,caterpillar,snake,CL,NO
5810,can,lobster,CL,NO
5811,aquarium_fish,rose,CL,NO
5812,shark,woman,CL,NO
5813,turtle,shrew,CL,NO
5814,table,mountain,CL,NO
5815,poppy,mouse,CL,NO
5816,crab,couch,CL,NO
5817,skyscraper,crocodile,CL,NO
5818,rocket,worm,CL,NO
5819,beetle,road,OL,YES
5820,rabbit,bridge,CL,NO
5821,tiger,snake,CL,NO
5822,hamster,crocodile,CL,NO
5823,boy,pine_tree,CL,NO
5824,cattle,snake,CL,NO
5825,ray,fox,CL,NO
5826,lizard,bee,CL,NO
5827,lizard,worm,CL,NO
5828,clock,oak_tree,CL,NO
5829,squirrel,mouse,CL,NO
5830,bicycle,apple,CL,NO
5831,butterfly,telephone,CL,NO
5832,bee,dinosaur,CL,NO
5833,cattle,man,CL,NO
5834,castle,raccoon,CL,NO
5835,fox,pine_tree,CL,NO
5836,elephant,forest,OL,YES
5837,bus,tank,CL,NO
5838,bee,mountain,CL,NO
5839,bus,dinosaur,CL,NO
5840,dolphin,castle,CL,NO
5841,beaver,bicycle,CL,NO
5842,skyscraper,lizard,CL,NO
5843,turtle,snake,CL,NO
5844,plain,mouse,CL,NO
5845,snake,palm_tree,CL,NO
5846,chair,pickup_truck,CL,NO
5847,dinosaur,bicycle,CL,NO
5848,pine_tree,boy,CL,NO
5849,chimpanzee,bicycle,CL,NO
5850,aquarium_fish,rabbit,CL,NO
5851,snake,fox,CL,NO
5852,bee,bottle,CL,NO
5853,baby,mouse,CL,NO
5854,willow_tree,camel,CL,NO
5855,lamp,tractor,CL,NO
5856,mushroom,turtle,CL,NO
5857,lawn_mower,oak_tree,CL,NO
5858,sea,mouse,CL,NO
5859,tiger,boy,CL,NO
5860,maple_tree,bear,CL,NO
5861,otter,skunk,CL,NO
5862,shark,mountain,CL,NO
5863,shark,dolphin,CL,NO
5864,bottle,possum,CL,NO
5865,snail,turtle,OL,YES
5866,bicycle,orange,OL,YES
5867,can,butterfly,CL,NO
5868,lizard,elephant,CL,NO
5869,sea,train,CL,NO
5870,sea,ray,CL,NO
5871,oak_tree,leopard,CL,NO
5872,seal,tiger,CL,NO
5873,kangaroo,beaver,CL,NO
5874,cloud,leopard,CL,NO
5875,snail,spider,CL,NO
5876,possum,skyscraper,CL,NO
5877,bee,squirrel,CL,NO
5878,poppy,chair,CL,NO
5879,possum,tiger,CL,NO
5880,beaver,plain,OL,YES
5881,bus,aquarium_fish,CL,NO
5882,motorcycle,couch,CL,NO
5883,bottle,seal,CL,NO
5884,fox,rabbit,CL,NO
5885,clock,spider,CL,NO
5886,bicycle,whale,CL,NO
5887,keyboard,seal,CL,NO
5888,wardrobe,castle,CL,NO
5889,pickup_truck,mountain,CL,NO
5890,television,tank,CL,NO
5891,flatfish,girl,CL,NO
5892,aquarium_fish,lion,CL,NO
5893,lion,bear,OL,YES
5894,road,chair,CL,NO
5895,man,fox,CL,NO
5896,tractor,boy,CL,NO
5897,pickup_truck,pear,CL,NO
5898,table,possum,CL,NO
5899,lizard,poppy,CL,NO
5900,rose,seal,CL,NO
5901,maple_tree,orchid,OL,YES
5902,tank,squirrel,CL,NO
5903,worm,sweet_pepper,CL,NO
5904,sunflower,bicycle,CL,NO
5905,wardrobe,baby,CL,NO
5906,lawn_mower,lamp,CL,NO
5907,orange,wardrobe,CL,NO
5908,mountain,hamster,CL,NO
5909,can,lizard,CL,NO
5910,skunk,lion,CL,NO
5911,maple_tree,crab,CL,NO
5912,snake,turtle,CL,NO
5913,woman,palm_tree,CL,NO
5914,apple,skunk,CL,NO
5915,dolphin,flatfish,CL,NO
5916,snake,couch,CL,NO
5917,possum,cockroach,CL,NO
5918,lawn_mower,train,CL,NO
5919,crab,bus,CL,NO
5920,cattle,house,CL,NO
5921,baby,possum,CL,NO
5922,cattle,poppy,CL,NO
5923,mouse,plate,CL,NO
5924,tulip,tulip,OL,YES
5925,train,ray,CL,NO
5926,cockroach,crocodile,CL,NO
5927,mouse,keyboard,CL,NO
5928,hamster,caterpillar,CL,NO
5929,palm_tree,tulip,CL,NO
5930,keyboard,woman,CL,NO
5931,worm,mountain,CL,NO
5932,fox,fox,OL,YES
5933,orange,leopard,CL,NO
5934,road,plain,OL,YES
5935,skyscraper,lizard,CL,NO
5936,worm,tank,CL,NO
5937,bridge,sunflower,CL,NO
5938,television,bed,CL,NO
5939,skyscraper,woman,CL,NO
5940,chair,shrew,CL,NO
5941,pear,worm,CL,NO
5942,bus,house,CL,NO
5943,chimpanzee,wardrobe,CL,NO
5944,cloud,bottle,CL,NO
5945,chimpanzee,hamster,CL,NO
5946,cattle,streetcar,CL,NO
5947,bowl,bear,CL,NO
5948,lamp,camel,CL,NO
5949,kangaroo,turtle,CL,NO
5950,apple,chimpanzee,CL,NO
5951,lobster,leopard,CL,NO
5952,house,crab,CL,NO
5953,plain,mountain,CL,NO
5954,palm_tree,poppy,CL,NO
5955,cockroach,beetle,OL,YES
5956,snail,tractor,CL,NO
5957,shark,tractor,CL,NO
5958,tank,willow_tree,CL,NO
5959,cloud,butterfly,CL,NO
5960,bed,chimpanzee,CL,NO
5961,cloud,possum,CL,NO
5962,spider,bowl,CL,NO
5963,willow_tree,sunflower,CL,NO
5964,bear,bus,CL,NO
5965,girl,bear,CL,NO
5966,caterpillar,lizard,CL,NO
5967,telephone,plain,OL,YES
5968,snail,bee,CL,NO
5969,lawn_mower,turtle,CL,NO
5970,shark,tractor,CL,NO
5971,pickup_truck,lizard,CL,NO
5972,crocodile,sea,CL,NO
5973,bear,leopard,CL,NO
5974,chimpanzee,chair,CL,NO
5975,motorcycle,man,CL,NO
5976,trout,skyscraper,CL,NO
5977,lawn_mower,shark,CL,NO
5978,skunk,bee,CL,NO
5979,cattle,beaver,CL,NO
5980,lion,squirrel,CL,NO
5981,bus,snail,CL,NO
5982,television,camel,CL,NO
5983,bridge,cup,CL,NO
5984,lizard,lobster,OL,YES
5985,castle,mushroom,CL,NO
5986,aquarium_fish,possum,CL,NO
5987,wolf,television,CL,NO
5988,tractor,road,OL,YES
5989,pear,lion,CL,NO
5990,table,castle,CL,NO
5991,camel,cloud,CL,NO
5992,mouse,rose,CL,NO
5993,wolf,tank,CL,NO
5994,porcupine,train,CL,NO
5995,beetle,whale,CL,NO
5996,lion,dolphin,CL,NO
5997,man,forest,CL,NO
5998,pickup_truck,porcupine,CL,NO
5999,sea,cloud,OL,YES
6000,leopard,sunflower,CL,NO
6001,lawn_mower,whale,CL,NO
6002,telephone,willow_tree,CL,NO
6003,bridge,elephant,CL,NO
6004,sea,dinosaur,CL,NO
6005,cup,butterfly,CL,NO
6006,keyboard,possum,CL,NO
6007,rocket,trout,CL,NO
6008,plate,clock,CL,NO
6009,porcupine,orchid,CL,NO
6010,camel,pine_tree,CL,NO
6011,pickup_truck,mushroom,CL,NO
6012,forest,cattle,CL,NO
6013,cloud,cloud,OL,YES
6014,hamster,cockroach,CL,NO
6015,lion,bee,CL,NO
6016,tiger,mouse,CL,NO
6017,skunk,telephone,CL,NO
6018,porcupine,tulip,CL,NO
6019,clock,poppy,CL,NO
6020,raccoon,tiger,CL,NO
6021,woman,kangaroo,CL,NO
6022,skunk,tulip,CL,NO
6023,streetcar,dolphin,CL,NO
6024,camel,crocodile,CL,NO
6025,squirrel,aquarium_fish,OL,YES
6026,house,tulip,CL,NO
6027,clock,cockroach,CL,NO
6028,caterpillar,skyscraper,CL,NO
6029,porcupine,sweet_pepper,CL,NO
6030,trout,shark,CL,NO
6031,bridge,willow_tree,CL,NO
6032,mushroom,oak_tree,OL,YES
6033,willow_tree,tank,CL,NO
6034,television,lobster,CL,NO
6035,skunk,sunflower,CL,NO
6036,ray,woman,CL,NO
6037,dinosaur,mushroom,CL,NO
6038,chair,clock,CL,NO
6039,skunk,mouse,CL,NO
6040,rabbit,boy,CL,NO
6041,mushroom,hamster,CL,NO
6042,bowl,house,CL,NO
6043,plate,pear,CL,NO
6044,tulip,rocket,CL,NO
6045,pine_tree,tulip,CL,NO
6046,chimpanzee,wolf,CL,NO
6047,squirrel,trout,CL,NO
6048,orchid,ray,OL,YES
6049,skyscraper,bed,CL,NO
6050,cockroach,apple,CL,NO
6051,beaver,wardrobe,CL,NO
6052,butterfly,snail,CL,NO
6053,snail,shrew,OL,YES
6054,tractor,maple_tree,CL,NO
6055,sea,porcupine,CL,NO
6056,bear,road,CL,NO
6057,sunflower,television,CL,NO
6058,girl,keyboard,CL,NO
6059,snake,palm_tree,CL,NO
6060,shrew,man,CL,NO
6061,seal,bee,CL,NO
6062,house,lawn_mower,CL,NO
6063,skyscraper,rocket,CL,NO
6064,cup,train,CL,NO
6065,pine_tree,maple_tree,OL,YES
6066,pear,baby,CL,NO
6067,sweet_pepper,aquarium_fish,CL,NO
6068,wolf,poppy,CL,NO
6069,bottle,apple,CL,NO
6070,bicycle,turtle,CL,NO
6071,dolphin,rocket,CL,NO
6072,chair,tulip,CL,NO
6073,maple_tree,bridge,CL,NO
6074,sea,palm_tree,CL,NO
6075,cattle,plain,OL,YES
6076,bridge,dolphin,CL,NO
6077,table,kangaroo,CL,NO
6078,telephone,forest,CL,NO
6079,wolf,palm_tree,CL,NO
6080,hamster,seal,CL,NO
6081,lizard,beaver,CL,NO
6082,trout,bee,CL,NO
6083,cockroach,orange,OL,YES
6084,motorcycle,tank,OL,YES
6085,rose,skunk,CL,NO
6086,lobster,bed,CL,NO
6087,rose,bowl,CL,NO
6088,aquarium_fish,bowl,CL,NO
6089,lizard,seal,CL,NO
6090,clock,bowl,CL,NO
6091,trout,road,CL,NO
6092,bicycle,skunk,CL,NO
6093,crab,plate,CL,NO
6094,mountain,keyboard,CL,NO
6095,raccoon,crocodile,CL,NO
6096,fox,orchid,CL,NO
6097,woman,clock,CL,NO
6098,hamster,man,CL,NO
6099,porcupine,beetle,CL,NO
6100,pine_tree,chair,CL,NO
6101,train,snail,CL,NO
6102,lizard,chimpanzee,CL,NO
6103,dolphin,bottle,CL,NO
6104,poppy,can,CL,NO
6105,tank,man,CL,NO
6106,wardrobe,man,CL,NO
6107,television,wolf,CL,NO
6108,sweet_pepper,bridge,CL,NO
6109,whale,bottle,CL,NO
6110,train,train,OL,YES
6111,mountain,pear,CL,NO
6112,dinosaur,palm_tree,CL,NO
6113,squirrel,seal,CL,NO
6114,train,butterfly,CL,NO
6115,rose,pine_tree,CL,NO
6116,shark,bottle,CL,NO
6117,mountain,house,CL,NO
6118,couch,poppy,OL,YES
6119,lamp,lamp,OL,YES
6120,leopard,sunflower,CL,NO
6121,turtle,bowl,CL,NO
6122,oak_tree,wardrobe,CL,NO
6123,motorcycle,sunflower,CL,NO
6124,keyboard,orange,CL,NO
6125,otter,bowl,CL,NO
6126,snail,crocodile,CL,NO
6127,trout,butterfly,CL,NO
6128,forest,lamp,CL,NO
6129,skyscraper,worm,CL,NO
6130,castle,wolf,CL,NO
6131,rocket,lawn_mower,CL,NO
6132,mushroom,maple_tree,CL,NO
6133,chimpanzee,tiger,CL,NO
6134,bus,wolf,CL,NO
6135,raccoon,bus,CL,NO
6136,chimpanzee,trout,CL,NO
6137,chair,girl,CL,NO
6138,beetle,ray,CL,NO
6139,television,ray,CL,NO
6140,butterfly,bowl,CL,NO
6141,sunflower,telephone,CL,NO
6142,leopard,bed,CL,NO
6143,maple_tree,tractor,CL,NO
6144,mountain,motorcycle,CL,NO
6145,skyscraper,rabbit,CL,NO
6146,cloud,sunflower,CL,NO
6147,whale,rabbit,CL,NO
6148,lion,hamster,CL,NO
6149,man,telephone,CL,NO
6150,rocket,tiger,CL,NO
6151,streetcar,bed,CL,NO
6152,ray,mountain,CL,NO
6153,lizard,elephant,CL,NO
6154,rose,bear,CL,NO
6155,shark,palm_tree,CL,NO
6156,house,cockroach,CL,NO
6157,rabbit,bridge,CL,NO
6158,squirrel,girl,CL,NO
6159,woman,lion,CL,NO
6160,plain,squirrel,CL,NO
6161,crab,television,CL,NO
6162,skunk,leopard,OL,YES
6163,palm_tree,train,CL,NO
6164,flatfish,lamp,CL,NO
6165,palm_tree,beetle,CL,NO
6166,plate,possum,CL,NO
6167,boy,rocket,CL,NO
6168,worm,train,CL,NO
6169,maple_tree,possum,CL,NO
6170,willow_tree,shark,CL,NO
6171,pickup_truck,flatfish,OL,YES
6172,streetcar,flatfish,CL,NO
6173,sunflower,clock,CL,NO
6174,castle,sweet_pepper,CL,NO
6175,castle,skyscraper,CL,NO
6176,lamp,flatfish,CL,NO
6177,sea,whale,CL,NO
6178,can,pickup_truck,CL,NO
6179,orange,streetcar,CL,NO
6180,squirrel,motorcycle,CL,NO
6181,poppy,house,CL,NO
6182,forest,cockroach,CL,NO
6183,oak_tree,mouse,CL,NO
6184,kangaroo,chimpanzee,CL,NO
6185,possum,tractor,CL,NO
6186,ray,can,CL,NO
6187,chimpanzee,orchid,CL,NO
6188,fox,lamp,CL,NO
6189,bridge,fox,CL,NO
6190,bus,aquarium_fish,CL,NO
6191,telephone,wardrobe,CL,NO
6192,dolphin,woman,CL,NO
6193,house,crocodile,CL,NO
6194,leopard,motorcycle,CL,NO
6195,sunflower,television,CL,NO
6196,flatfish,crab,CL,NO
6197,can,possum,CL,NO
6198,sweet_pepper,bed,CL,NO
6199,forest,camel,CL,NO
6200,leopard,forest,CL,NO
6201,tractor,lion,CL,NO
6202,trout,rose,CL,NO
6203,bowl,man,CL,NO
6204,sweet_pepper,palm_tree,CL,NO
6205,camel,apple,CL,NO
6206,aquarium_fish,worm,CL,NO
6207,poppy,mushroom,CL,NO
6208,house,man,CL,NO
6209,streetcar,streetcar,OL,YES
6210,bowl,lamp,CL,NO
6211,spider,apple,CL,NO
6212,forest,snail,CL,NO
6213,pickup_truck,camel,CL,NO
6214,streetcar,willow_tree,CL,NO
6215,dolphin,cockroach,CL,NO
6216,girl,sea,CL,NO
6217,bridge,bear,CL,NO
6218,cloud,pine_tree,CL,NO
6219,snake,whale,CL,NO
6220,mushroom,man,CL,NO
6221,plate,orchid,CL,NO
6222,bicycle,ray,CL,NO
6223,baby,couch,CL,NO
6224,lawn_mower,beetle,OL,YES
6225,can,keyboard,CL,NO
6226,bee,pickup_truck,CL,NO
6227,sunflower,turtle,CL,NO
6228,shark,aquarium_fish,OL,YES
6229,keyboard,cup,CL,NO
6230,cup,sunflower,CL,NO
6231,television,aquarium_fish,CL,NO
6232,couch,caterpillar,CL,NO
6233,couch,plate,CL,NO
6234,lizard,aquarium_fish,CL,NO
6235,lobster,wardrobe,CL,NO
6236,whale,squirrel,CL,NO
6237,bee,clock,CL,NO
6238,cattle,tulip,CL,NO
6239,rose,orchid,CL,NO
6240,bowl,seal,CL,NO
6241,apple,palm_tree,CL,NO
6242,shark,bridge,OL,YES
6243,palm_tree,can,CL,NO
6244,lawn_mower,mushroom,CL,NO
6245,mountain,bottle,CL,NO
6246,hamster,boy,CL,NO
6247,apple,tank,CL,NO
6248,kangaroo,wardrobe,CL,NO
6249,lion,skunk,CL,NO
6250,whale,flatfish,CL,NO
6251,possum,ray,CL,NO
6252,motorcycle,crab,CL,NO
6253,dinosaur,worm,CL,NO
6254,rabbit,tiger,CL,NO
6255,rabbit,seal,CL,NO
6256,sweet_pepper,train,CL,NO
6257,willow_tree,skunk,CL,NO
6258,streetcar,boy,CL,NO
6259,sea,elephant,CL,NO
6260,rose,bus,CL,NO
6261,telephone,tulip,CL,NO
6262,bee,tiger,CL,NO
6263,butterfly,caterpillar,CL,NO
6264,television,keyboard,OL,YES
6265,bus,rose,CL,NO
6266,cockroach,telephone,CL,NO
6267,porcupine,forest,OL,YES
6268,couch,mushroom,CL,NO
6269,tractor,palm_tree,CL,NO
6270,skyscraper,castle,CL,NO
6271,sunflower,bear,CL,NO
6272,whale,boy,CL,NO
6273,raccoon,orchid,CL,NO
6274,tank,bicycle,CL,NO
6275,hamster,pine_tree,CL,NO
6276,orchid,caterpillar,CL,NO
6277,sunflower,pickup_truck,CL,NO
6278,sweet_pepper,pine_tree,CL,NO
6279,chair,trout,CL,NO
6280,plain,bridge,CL,NO
6281,bear,dinosaur,CL,NO
6282,crocodile,house,CL,NO
6283,pine_tree,skyscraper,CL,NO
6284,road,bottle,CL,NO
6285,hamster,tulip,CL,NO
6286,cattle,hamster,CL,NO
6287,mountain,boy,CL,NO
6288,tiger,skunk,CL,NO
6289,bridge,snake,CL,NO
6290,palm_tree,cloud,OL,YES
6291,dinosaur,fox,OL,YES
6292,plain,dolphin,CL,NO
6293,bicycle,mountain,CL,NO
6294,apple,bus,CL,NO
6295,orange,clock,CL,NO
6296,crocodile,skunk,CL,NO
6297,couch,hamster,CL,NO
6298,lamp,camel,CL,NO
6299,worm,tulip,CL,NO
6300,clock,lobster,CL,NO
6301,oak_tree,porcupine,CL,NO
6302,skyscraper,tiger,CL,NO
6303,skunk,mushroom,CL,NO
6304,can,boy,CL,NO
6305,can,squirrel,CL,NO
6306,caterpillar,turtle,CL,NO
6307,chair,possum,CL,NO
6308,pear,rabbit,CL,NO
6309,lobster,telephone,CL,NO
6310,palm_tree,bowl,CL,NO
6311,tractor,bus,CL,NO
6312,orchid,camel,CL,NO
6313,baby,clock,CL,NO
6314,ray,palm_tree,CL,NO
6315,mouse,bee,CL,NO
6316,aquarium_fish,train,CL,NO
6317,oak_tree,possum,CL,NO
6318,maple_tree,whale,CL,NO
6319,woman,ray,CL,NO
6320,squirrel,baby,CL,NO
6321,trout,mountain,CL,NO
6322,spider,pickup_truck,CL,NO
6323,tiger,maple_tree,CL,NO
6324,kangaroo,bridge,CL,NO
6325,man,sweet_pepper,CL,NO
6326,woman,man,CL,NO
6327,elephant,bed,CL,NO
6328,dinosaur,willow_tree,CL,NO
6329,sweet_pepper,crab,CL,NO
6330,bicycle,palm_tree,CL,NO
6331,lion,cup,CL,NO
6332,snail,pine_tree,CL,NO
6333,motorcycle,worm,CL,NO
6334,turtle,rose,CL,NO
6335,mountain,wolf,CL,NO
6336,wolf,castle,CL,NO
6337,streetcar,snail,CL,NO
6338,fox,pine_tree,CL,NO
6339,poppy,aquarium_fish,CL,NO
6340,cloud,mountain,OL,YES
6341,tractor,forest,CL,NO
6342,squirrel,elephant,CL,NO
6343,dolphin,couch,CL,NO
6344,sea,oak_tree,CL,NO
6345,hamster,bottle,CL,NO
6346,oak_tree,cup,CL,NO
6347,lawn_mower,wardrobe,CL,NO
6348,cattle,rabbit,CL,NO
6349,lizard,ray,OL,YES
6350,possum,trout,CL,NO
6351,mountain,flatfish,CL,NO
6352,tractor,ray,CL,NO
6353,man,squirrel,CL,NO
6354,bus,sea,CL,NO
6355,camel,bridge,CL,NO
6356,snail,keyboard,CL,NO
6357,chimpanzee,snake,CL,NO
6358,seal,rose,CL,NO
6359,flatfish,trout,CL,NO
6360,shark,bus,CL,NO
6361,butterfly,turtle,CL,NO
6362,porcupine,spider,CL,NO
6363,skunk,skyscraper,CL,NO
6364,couch,lion,CL,NO
6365,sweet_pepper,mushroom,CL,NO
6366,possum,sunflower,CL,NO
6367,beetle,lion,CL,NO
6368,cup,telephone,CL,NO
6369,clock,apple,CL,NO
6370,seal,cup,CL,NO
6371,bed,leopard,CL,NO
6372,bowl,castle,CL,NO
6373,ray,plate,CL,NO
6374,lamp,girl,CL,NO
6375,chimpanzee,seal,CL,NO
6376,clock,clock,OL,YES
6377,flatfish,flatfish,CL,NO
6378,road,bridge,CL,NO
6379,mouse,lion,CL,NO
6380,ray,cattle,CL,NO
6381,camel,baby,CL,NO
6382,tractor,chair,CL,NO
6383,worm,apple,CL,NO
6384,tulip,otter,CL,NO
6385,lizard,palm_tree,CL,NO
6386,bicycle,tulip,CL,NO
6387,shark,wolf,CL,NO
6388,plain,squirrel,CL,NO
6389,apple,boy,CL,NO
6390,train,pear,CL,NO
6391,streetcar,boy,CL,NO
6392,flatfish,dolphin,CL,NO
6393,dinosaur,boy,CL,NO
6394,lizard,chimpanzee,CL,NO
6395,aquarium_fish,train,CL,NO
6396,house,beetle,CL,NO
6397,snail,tulip,CL,NO
6398,rabbit,willow_tree,CL,NO
6399,beetle,mushroom,CL,NO
6400,bed,keyboard,CL,NO
6401,shark,sweet_pepper,CL,NO
6402,skunk,tulip,CL,NO
6403,mountain,keyboard,CL,NO
6404,bee,fox,OL,YES
6405,turtle,cattle,CL,NO
6406,girl,sweet_pepper,CL,NO
6407,keyboard,train,CL,NO
6408,bus,pear,CL,NO
6409,can,orchid,CL,NO
6410,lizard,wolf,CL,NO
6411,rabbit,tiger,CL,NO
6412,willow_tree,aquarium_fish,CL,NO
6413,ray,beetle,OL,YES
6414,lizard,palm_tree,CL,NO
6415,bear,couch,CL,NO
6416,apple,seal,CL,NO
6417,snake,porcupine,CL,NO
6418,plain,train,CL,NO
6419,castle,skunk,CL,NO
6420,butterfly,elephant,CL,NO
6421,willow_tree,leopard,CL,NO
6422,bed,palm_tree,CL,NO
6423,pickup_truck,lizard,CL,NO
6424,bed,motorcycle,CL,NO
6425,raccoon,castle,CL,NO
6426,bowl,pickup_truck,CL,NO
6427,bowl,maple_tree,CL,NO
6428,train,bus,CL,NO
6429,maple_tree,telephone,CL,NO
6430,lizard,lobster,CL,NO
6431,caterpillar,skyscraper,OL,YES
6432,chimpanzee,lobster,CL,NO
6433,skyscraper,ray,OL,YES
6434,otter,castle,CL,NO
6435,mouse,skyscraper,CL,NO
6436,poppy,cloud,CL,NO
6437,forest,plain,CL,NO
6438,apple,wolf,CL,NO
6439,bee,wolf,CL,NO
6440,squirrel,castle,CL,NO
6441,pear,fox,CL,NO
6442,turtle,lizard,CL,NO
6443,orange,camel,CL,NO
6444,mushroom,bus,CL,NO
6445,shark,leopard,CL,NO
6446,mushroom,ray,CL,NO
6447,mushroom,keyboard,CL,NO
6448,television,cloud,CL,NO
6449,road,leopard,CL,NO
6450,lion,telephone,CL,NO
6451,orchid,shark,CL,NO
6452,train,woman,CL,NO
