index,true_label,random_label,predicted,raw_answer,clip_pos_similarity,clip_neg_similarity
9941,household_furniture,household_furniture,OL,YES,0.2007,0.1984
9942,flowers,household_electrical_devices,CL,NO,0.1627,0.1901
9943,flowers,insects,CL,NO,0.1923,0.1924
9944,insects,medium_mammals,CL,NO,0.1622,0.1516
9945,large_man-made_outdoor_things,medium_mammals,CL,NO,0.1759,0.1779
9946,reptiles,fish,CL,NO,0.1489,0.166
9947,food_containers,large_carnivores,CL,NO,0.155,0.1432
9948,flowers,flowers,OL,YES,0.2194,0.2012
9949,flowers,flowers,OL,YES,0.2343,0.2144
9950,insects,non-insect_invertebrates,CL,NO,0.2208,0.215
9951,reptiles,reptiles,OL,YES,0.1897,0.1791
9952,large_omnivores_and_herbivores,medium_mammals,OL,YES,0.2162,0.2051
9953,medium_mammals,reptiles,CL,NO,0.1733,0.1779
9954,standard transportation vehicles,insects,CL,NO,0.1725,0.1678
9955,large_omnivores_and_herbivores,large_man-made_outdoor_things,CL,NO,0.1592,0.1807
9956,specialized utility vehicles,large_man-made_outdoor_things,CL,NO,0.1813,0.1755
9957,aquatic_mammals,specialized utility vehicles,CL,NO,0.1466,0.1696
9958,large_natural_outdoor_scenes,fruit_and_vegetables,CL,NO,0.1589,0.1853
9959,standard transportation vehicles,household_furniture,CL,NO,0.1539,0.162
9960,large_carnivores,non-insect_invertebrates,CL,NO,0.1721,0.1711
9961,flowers,reptiles,CL,NO,0.1472,0.1626
9962,specialized utility vehicles,aquatic_mammals,CL,NO,0.1481,0.1469
9963,food_containers,non-insect_invertebrates,CL,NO,0.1715,0.1821
9964,people,large_carnivores,CL,NO,0.157,0.1605
9965,small_mammals,non-insect_invertebrates,OL,YES,0.191,0.1882
9966,people,specialized utility vehicles,CL,NO,0.1196,0.1373
9967,household_electrical_devices,household_electrical_devices,OL,YES,0.2129,0.2134
9968,fish,household_electrical_devices,CL,NO,0.1464,0.1793
9969,large_carnivores,flowers,CL,NO,0.1322,0.1581
9970,trees,specialized utility vehicles,CL,NO,0.16,0.1833
9971,trees,large_carnivores,CL,NO,0.1262,0.1359
9972,standard transportation vehicles,medium_mammals,CL,NO,0.1846,0.1921
9973,trees,reptiles,CL,NO,0.162,0.1882
9974,non-insect_invertebrates,medium_mammals,CL,NO,0.1876,0.1964
9975,household_furniture,aquatic_mammals,CL,NO,0.1979,0.1896
9976,medium_mammals,specialized utility vehicles,CL,NO,0.1516,0.1804
9977,aquatic_mammals,large_carnivores,OL,YES,0.1943,0.1885
9978,aquatic_mammals,small_mammals,CL,NO,0.2024,0.1865
9979,small_mammals,food_containers,CL,NO,0.1765,0.2108
9980,household_electrical_devices,trees,CL,NO,0.146,0.1613
9981,trees,household_furniture,CL,NO,0.171,0.1855
9982,household_electrical_devices,specialized utility vehicles,CL,NO,0.1498,0.1516
9983,reptiles,household_electrical_devices,CL,NO,0.1661,0.191
9984,household_furniture,aquatic_mammals,CL,NO,0.1812,0.1768
9985,household_electrical_devices,standard transportation vehicles,CL,NO,0.1339,0.1312
9986,large_omnivores_and_herbivores,aquatic_mammals,CL,NO,0.1997,0.1947
9987,aquatic_mammals,fruit_and_vegetables,CL,NO,0.1367,0.1824
9988,standard transportation vehicles,flowers,CL,NO,0.1433,0.1708
9989,small_mammals,trees,CL,NO,0.1307,0.1802
9990,fruit_and_vegetables,trees,OL,YES,0.137,0.1611
9991,specialized utility vehicles,fruit_and_vegetables,CL,NO,0.1814,0.185
9992,medium_mammals,standard transportation vehicles,CL,NO,0.1514,0.1666
9993,food_containers,aquatic_mammals,CL,NO,0.1453,0.1497
9994,reptiles,fruit_and_vegetables,CL,NO,0.1698,0.1919
9995,large_man-made_outdoor_things,people,CL,NO,0.174,0.1694
9996,fish,large_carnivores,CL,NO,0.1637,0.1542
9997,large_carnivores,standard transportation vehicles,CL,NO,0.1338,0.1556
9998,non-insect_invertebrates,medium_mammals,OL,YES,0.1945,0.194
9999,large_natural_outdoor_scenes,people,CL,NO,0.1691,0.1531
10000,standard transportation vehicles,fruit_and_vegetables,CL,NO,0.1677,0.1747
10001,non-insect_invertebrates,specialized utility vehicles,CL,NO,0.1866,0.1913
10002,aquatic_mammals,household_furniture,CL,NO,0.1138,0.1606
10003,household_electrical_devices,flowers,CL,NO,0.1292,0.1312
10004,trees,large_natural_outdoor_scenes,OL,YES,0.1792,0.1901
10005,small_mammals,medium_mammals,OL,YES,0.2186,0.215
10006,fruit_and_vegetables,flowers,OL,YES,0.1971,0.1947
10007,flowers,small_mammals,CL,NO,0.1819,0.1808
10008,large_carnivores,medium_mammals,OL,YES,0.2236,0.2103
10009,people,reptiles,CL,NO,0.155,0.1702
10010,fish,non-insect_invertebrates,CL,NO,0.1926,0.1885
10011,large_omnivores_and_herbivores,large_natural_outdoor_scenes,OL,YES,0.202,0.1979
10012,people,flowers,CL,NO,0.1836,0.2032
10013,household_electrical_devices,standard transportation vehicles,CL,NO,0.1428,0.1537
10014,insects,large_omnivores_and_herbivores,CL,NO,0.185,0.1843
10015,people,fish,CL,NO,0.1648,0.1765
10016,medium_mammals,food_containers,CL,NO,0.1545,0.1831
10017,small_mammals,specialized utility vehicles,CL,NO,0.1666,0.1785
10018,specialized utility vehicles,people,CL,NO,0.1405,0.1487
10019,reptiles,large_natural_outdoor_scenes,OL,YES,0.166,0.1855
10020,trees,fruit_and_vegetables,CL,NO,0.1824,0.2072
10021,people,large_carnivores,CL,NO,0.1663,0.1643
10022,aquatic_mammals,trees,CL,NO,0.1498,0.1766
10023,people,household_electrical_devices,CL,NO,0.1707,0.1924
10024,large_carnivores,reptiles,CL,NO,0.1542,0.1722
10025,trees,reptiles,CL,NO,0.1582,0.1746
10026,trees,large_natural_outdoor_scenes,OL,YES,0.1694,0.1776
10027,flowers,household_furniture,CL,NO,0.1682,0.1816
10028,large_man-made_outdoor_things,large_carnivores,CL,NO,0.12067,0.1248
10029,aquatic_mammals,food_containers,CL,NO,0.1508,0.175
10030,large_carnivores,small_mammals,CL,NO,0.2053,0.1989
10031,standard transportation vehicles,reptiles,CL,NO,0.11566,0.1504
10032,aquatic_mammals,insects,CL,NO,0.1914,0.2021
10033,trees,fruit_and_vegetables,CL,NO,0.187,0.203
10034,large_man-made_outdoor_things,insects,CL,NO,0.1597,0.1674
10035,large_natural_outdoor_scenes,fish,CL,NO,0.1692,0.1777
10036,aquatic_mammals,large_man-made_outdoor_things,CL,NO,0.1515,0.1648
10037,fruit_and_vegetables,large_natural_outdoor_scenes,OL,YES,0.1805,0.1918
10038,small_mammals,standard transportation vehicles,CL,NO,0.1436,0.1655
10039,fruit_and_vegetables,large_natural_outdoor_scenes,OL,YES,0.1791,0.1926
10040,non-insect_invertebrates,large_carnivores,CL,NO,0.1837,0.17
10041,flowers,trees,CL,NO,0.1537,0.1772
10042,specialized utility vehicles,reptiles,CL,NO,0.1466,0.1598
10043,large_carnivores,medium_mammals,OL,YES,0.2228,0.2122
10044,household_furniture,large_omnivores_and_herbivores,CL,NO,0.1774,0.2035
10045,small_mammals,large_carnivores,CL,NO,0.1875,0.1876
10046,specialized utility vehicles,fish,CL,NO,0.1708,0.17
10047,specialized utility vehicles,food_containers,CL,NO,0.12494,0.1501
10048,medium_mammals,medium_mammals,OL,YES,0.2244,0.2147
10049,large_carnivores,aquatic_mammals,CL,NO,0.1888,0.1858
10050,standard transportation vehicles,specialized utility vehicles,CL,NO,0.1879,0.1853
10051,large_omnivores_and_herbivores,non-insect_invertebrates,CL,NO,0.1632,0.1808
10052,trees,reptiles,CL,NO,0.1608,0.1837
10053,reptiles,medium_mammals,CL,NO,0.214,0.2018
10054,flowers,medium_mammals,CL,NO,0.1886,0.1934
10055,large_natural_outdoor_scenes,medium_mammals,CL,NO,0.1791,0.1821
10056,trees,reptiles,CL,NO,0.1632,0.1896
10057,large_carnivores,household_electrical_devices,CL,NO,0.1624,0.186
10058,aquatic_mammals,aquatic_mammals,CL,NO,0.206,0.1958
10059,large_carnivores,trees,CL,NO,0.141,0.1729
10060,non-insect_invertebrates,household_electrical_devices,CL,NO,0.1625,0.1788
10061,aquatic_mammals,food_containers,CL,NO,0.1674,0.1995
10062,food_containers,flowers,CL,NO,0.1285,0.1456
10063,trees,household_electrical_devices,CL,NO,0.1697,0.1906
10064,trees,large_man-made_outdoor_things,CL,NO,0.2173,0.2063
10065,insects,small_mammals,CL,NO,0.2054,0.1869
10066,aquatic_mammals,large_omnivores_and_herbivores,CL,NO,0.1825,0.209
10067,aquatic_mammals,household_furniture,CL,NO,0.1301,0.1631
10068,large_natural_outdoor_scenes,large_omnivores_and_herbivores,CL,NO,0.1812,0.1791
10069,household_furniture,specialized utility vehicles,CL,NO,0.10767,0.138
10070,trees,fish,CL,NO,0.1635,0.1755
10071,food_containers,insects,CL,NO,0.1625,0.1534
10072,insects,large_omnivores_and_herbivores,CL,NO,0.2041,0.1976
10073,trees,household_furniture,CL,NO,0.1611,0.181
10074,aquatic_mammals,fruit_and_vegetables,CL,NO,0.1425,0.167
10075,large_man-made_outdoor_things,insects,CL,NO,0.1774,0.178
10076,household_furniture,aquatic_mammals,CL,NO,0.1782,0.1821
10077,fish,small_mammals,CL,NO,0.1846,0.1786
10078,small_mammals,large_omnivores_and_herbivores,CL,NO,0.1611,0.1842
10079,trees,specialized utility vehicles,CL,NO,0.1829,0.1876
10080,people,fish,CL,NO,0.1903,0.2041
10081,aquatic_mammals,small_mammals,CL,NO,0.1985,0.1824
10082,standard transportation vehicles,food_containers,CL,NO,0.1675,0.1897
10083,standard transportation vehicles,household_furniture,CL,NO,0.169,0.1744
10084,household_furniture,specialized utility vehicles,CL,NO,0.1501,0.171
10085,non-insect_invertebrates,household_electrical_devices,CL,NO,0.1638,0.1776
10086,household_electrical_devices,reptiles,CL,NO,0.1487,0.1705
10087,trees,large_omnivores_and_herbivores,CL,NO,0.1893,0.1906
10088,household_furniture,household_furniture,OL,YES,0.2166,0.2072
10089,large_omnivores_and_herbivores,large_natural_outdoor_scenes,OL,YES,0.1873,0.1968
10090,large_omnivores_and_herbivores,specialized utility vehicles,CL,NO,0.1545,0.177
10091,standard transportation vehicles,fruit_and_vegetables,CL,NO,0.1661,0.1697
10092,trees,food_containers,CL,NO,0.1846,0.2146
10093,large_omnivores_and_herbivores,household_furniture,CL,NO,0.1394,0.1672
10094,small_mammals,people,CL,NO,0.1616,0.1674
10095,household_furniture,large_man-made_outdoor_things,CL,NO,0.1727,0.1906
10096,fruit_and_vegetables,standard transportation vehicles,CL,NO,0.1387,0.145
10097,large_omnivores_and_herbivores,household_furniture,CL,NO,0.148,0.1714
10098,standard transportation vehicles,household_electrical_devices,CL,NO,0.1737,0.1869
10099,aquatic_mammals,large_man-made_outdoor_things,CL,NO,0.1798,0.1884
10100,large_carnivores,trees,OL,YES,0.1552,0.1722
10101,household_furniture,large_natural_outdoor_scenes,CL,NO,0.1705,0.1987
10102,fruit_and_vegetables,food_containers,CL,NO,0.1835,0.1954
10103,trees,specialized utility vehicles,CL,NO,0.1624,0.1776
10104,aquatic_mammals,trees,CL,NO,0.1613,0.169
10105,non-insect_invertebrates,trees,CL,NO,0.1338,0.1796
10106,standard transportation vehicles,household_electrical_devices,CL,NO,0.1558,0.188
10107,medium_mammals,medium_mammals,OL,YES,0.2316,0.2173
10108,non-insect_invertebrates,large_carnivores,CL,NO,0.1671,0.175
10109,non-insect_invertebrates,reptiles,CL,NO,0.1594,0.1528
10110,large_omnivores_and_herbivores,standard transportation vehicles,CL,NO,0.1582,0.1838
10111,trees,trees,OL,YES,0.2026,0.1871
10112,specialized utility vehicles,trees,CL,NO,0.1411,0.1707
10113,medium_mammals,household_electrical_devices,CL,NO,0.1746,0.1821
10114,flowers,fruit_and_vegetables,CL,NO,0.1866,0.203
10115,people,household_furniture,CL,NO,0.1553,0.1741
10116,reptiles,specialized utility vehicles,CL,NO,0.1594,0.1683
10117,fruit_and_vegetables,large_carnivores,CL,NO,0.1029,0.11536
10118,aquatic_mammals,medium_mammals,CL,NO,0.2135,0.2087
10119,food_containers,medium_mammals,CL,NO,0.1699,0.1605
10120,household_electrical_devices,fish,CL,NO,0.1626,0.1736
10121,large_omnivores_and_herbivores,food_containers,CL,NO,0.1448,0.1702
10122,household_electrical_devices,medium_mammals,CL,NO,0.1498,0.1611
10123,large_omnivores_and_herbivores,fish,CL,NO,0.1622,0.1731
10124,trees,large_carnivores,CL,NO,0.1698,0.1637
10125,household_electrical_devices,specialized utility vehicles,CL,NO,0.1565,0.1587
10126,large_carnivores,household_electrical_devices,CL,NO,0.1703,0.1954
10127,insects,standard transportation vehicles,CL,NO,0.12134,0.1382
10128,large_carnivores,large_natural_outdoor_scenes,OL,YES,0.1666,0.175
10129,standard transportation vehicles,large_natural_outdoor_scenes,CL,NO,0.1753,0.1748
10130,standard transportation vehicles,fruit_and_vegetables,CL,NO,0.1106,0.1611
10131,large_man-made_outdoor_things,medium_mammals,CL,NO,0.152,0.1676
10132,medium_mammals,insects,CL,NO,0.1681,0.1731
10133,small_mammals,large_natural_outdoor_scenes,OL,YES,0.1814,0.1853
10134,people,large_man-made_outdoor_things,CL,NO,0.1553,0.1705
10135,large_man-made_outdoor_things,household_electrical_devices,CL,NO,0.1625,0.1705
10136,large_omnivores_and_herbivores,household_furniture,CL,NO,0.1605,0.1678
10137,large_natural_outdoor_scenes,large_omnivores_and_herbivores,CL,NO,0.1885,0.1962
10138,fish,large_natural_outdoor_scenes,CL,NO,0.163,0.1755
10139,reptiles,insects,CL,NO,0.1774,0.1733
10140,non-insect_invertebrates,aquatic_mammals,CL,NO,0.2115,0.2053
10141,non-insect_invertebrates,people,CL,NO,0.1669,0.1643
10142,non-insect_invertebrates,fish,CL,NO,0.1477,0.1554
10143,large_natural_outdoor_scenes,flowers,CL,NO,0.1765,0.18
10144,insects,standard transportation vehicles,CL,NO,0.1775,0.1665
10145,household_furniture,fruit_and_vegetables,CL,NO,0.1688,0.1855
10146,reptiles,trees,OL,YES,0.1619,0.1877
10147,large_man-made_outdoor_things,fruit_and_vegetables,CL,NO,0.1267,0.1671
10148,large_man-made_outdoor_things,fruit_and_vegetables,CL,NO,0.1486,0.1587
10149,small_mammals,insects,CL,NO,0.2148,0.205
10150,large_natural_outdoor_scenes,aquatic_mammals,CL,NO,0.1838,0.1879
10151,fish,reptiles,CL,NO,0.1394,0.1669
10152,trees,fruit_and_vegetables,CL,NO,0.1781,0.19
10153,medium_mammals,trees,CL,NO,0.137,0.161
10154,household_electrical_devices,small_mammals,CL,NO,0.1886,0.1816
10155,fruit_and_vegetables,reptiles,CL,NO,0.1537,0.1659
10156,fish,medium_mammals,CL,NO,0.1759,0.1709
10157,non-insect_invertebrates,specialized utility vehicles,CL,NO,0.1432,0.1534
10158,large_natural_outdoor_scenes,medium_mammals,CL,NO,0.1763,0.1843
10159,fruit_and_vegetables,flowers,CL,NO,0.1559,0.1632
10160,fish,fruit_and_vegetables,CL,NO,0.1714,0.1927
10161,large_carnivores,flowers,CL,NO,0.1455,0.1676
10162,reptiles,medium_mammals,CL,NO,0.2003,0.2058
10163,large_natural_outdoor_scenes,medium_mammals,CL,NO,0.1835,0.1832
10164,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES,0.1912,0.1967
10165,fruit_and_vegetables,food_containers,CL,NO,0.17,0.1577
10166,trees,large_carnivores,CL,NO,0.1566,0.1437
10167,trees,medium_mammals,CL,NO,0.1836,0.1844
10168,insects,large_omnivores_and_herbivores,CL,NO,0.1965,0.1991
10169,small_mammals,flowers,CL,NO,0.1519,0.1843
10170,standard transportation vehicles,food_containers,CL,NO,0.1519,0.1808
10171,large_omnivores_and_herbivores,large_carnivores,OL,YES,0.1725,0.1798
10172,large_omnivores_and_herbivores,trees,CL,NO,0.1497,0.1779
10173,standard transportation vehicles,aquatic_mammals,CL,NO,0.1804,0.181
10174,standard transportation vehicles,large_carnivores,CL,NO,0.1432,0.1357
10175,small_mammals,insects,CL,NO,0.1934,0.1874
10176,household_electrical_devices,fruit_and_vegetables,CL,NO,0.1469,0.1593
10177,small_mammals,household_furniture,CL,NO,0.1641,0.1918
10178,large_carnivores,insects,CL,NO,0.1733,0.1829
10179,large_natural_outdoor_scenes,food_containers,CL,NO,0.1559,0.1853
10180,specialized utility vehicles,trees,OL,YES,0.1521,0.159
10181,standard transportation vehicles,fruit_and_vegetables,CL,NO,0.1415,0.1609
10182,aquatic_mammals,non-insect_invertebrates,OL,YES,0.1614,0.1722
10183,specialized utility vehicles,medium_mammals,OL,YES,0.1694,0.1732
10184,large_carnivores,small_mammals,OL,YES,0.1926,0.185
10185,large_omnivores_and_herbivores,small_mammals,OL,YES,0.2192,0.203
10186,trees,household_electrical_devices,CL,NO,0.1808,0.1971
10187,small_mammals,trees,CL,NO,0.1298,0.1649
10188,large_omnivores_and_herbivores,household_furniture,CL,NO,0.1619,0.1744
10189,specialized utility vehicles,large_carnivores,CL,NO,0.1235,0.1262
10190,insects,large_carnivores,CL,NO,0.16,0.157
10191,household_furniture,people,CL,NO,0.1436,0.1483
10192,medium_mammals,food_containers,CL,NO,0.139,0.1843
10193,fruit_and_vegetables,people,CL,NO,0.1782,0.1599
10194,fish,standard transportation vehicles,CL,NO,0.1486,0.1636
10195,aquatic_mammals,fish,OL,YES,0.1864,0.1888
10196,standard transportation vehicles,medium_mammals,CL,NO,0.1812,0.1735
10197,trees,aquatic_mammals,CL,NO,0.1975,0.1918
10198,medium_mammals,non-insect_invertebrates,CL,NO,0.1941,0.1947
10199,aquatic_mammals,household_furniture,CL,NO,0.1262,0.1656
10200,fish,medium_mammals,CL,NO,0.1929,0.1987
10201,large_carnivores,fish,CL,NO,0.1576,0.1808
10202,large_omnivores_and_herbivores,large_natural_outdoor_scenes,CL,NO,0.1809,0.1779
10203,large_natural_outdoor_scenes,large_man-made_outdoor_things,CL,NO,0.1696,0.1829
10204,specialized utility vehicles,large_man-made_outdoor_things,CL,NO,0.1647,0.1625
10205,household_furniture,people,CL,NO,0.1635,0.1514
10206,flowers,large_carnivores,CL,NO,0.1578,0.1588
10207,people,large_man-made_outdoor_things,CL,NO,0.1407,0.1523
10208,specialized utility vehicles,fish,CL,NO,0.153,0.1721
10209,large_man-made_outdoor_things,large_omnivores_and_herbivores,CL,NO,0.1967,0.1984
10210,small_mammals,large_man-made_outdoor_things,CL,NO,0.1549,0.1796
10211,specialized utility vehicles,people,CL,NO,0.1592,0.1466
10212,food_containers,large_carnivores,CL,NO,0.168,0.1553
10213,non-insect_invertebrates,large_man-made_outdoor_things,CL,NO,0.166,0.1814
10214,large_omnivores_and_herbivores,large_omnivores_and_herbivores,OL,YES,0.1797,0.199
10215,non-insect_invertebrates,reptiles,OL,YES,0.1539,0.1746
10216,medium_mammals,insects,CL,NO,0.167,0.175
10217,aquatic_mammals,people,CL,NO,0.1736,0.1777
10218,household_electrical_devices,medium_mammals,CL,NO,0.1694,0.166
10219,household_furniture,household_electrical_devices,CL,NO,0.1793,0.1838
10220,household_furniture,reptiles,CL,NO,0.1289,0.1571
10221,fruit_and_vegetables,household_electrical_devices,CL,NO,0.1543,0.1886
10222,specialized utility vehicles,trees,OL,YES,0.1632,0.1815
10223,aquatic_mammals,household_furniture,CL,NO,0.1241,0.1654
10224,household_furniture,specialized utility vehicles,CL,NO,0.1519,0.1646
10225,large_omnivores_and_herbivores,medium_mammals,OL,YES,0.2489,0.2334
10226,food_containers,non-insect_invertebrates,CL,NO,0.1804,0.1855
10227,people,large_man-made_outdoor_things,CL,NO,0.1587,0.1772
10228,large_man-made_outdoor_things,trees,CL,NO,0.1726,0.1946
10229,flowers,non-insect_invertebrates,CL,NO,0.2025,0.1995
10230,large_natural_outdoor_scenes,small_mammals,CL,NO,0.1931,0.1765
10231,insects,people,CL,NO,0.1642,0.1606
10232,specialized utility vehicles,large_natural_outdoor_scenes,OL,YES,0.1921,0.194
10233,non-insect_invertebrates,specialized utility vehicles,CL,NO,0.1666,0.1742
10234,household_furniture,trees,CL,NO,0.12,0.1589
10235,large_natural_outdoor_scenes,household_electrical_devices,CL,NO,0.1635,0.1898
10236,large_man-made_outdoor_things,aquatic_mammals,CL,NO,0.1923,0.186
10237,insects,large_carnivores,OL,YES,0.1425,0.1495
10238,medium_mammals,non-insect_invertebrates,CL,NO,0.1721,0.1843
10239,trees,food_containers,CL,NO,0.1714,0.2137
10240,household_electrical_devices,flowers,CL,NO,0.1549,0.1593
10241,small_mammals,food_containers,CL,NO,0.152,0.1931
10242,standard transportation vehicles,non-insect_invertebrates,CL,NO,0.173,0.1644
10243,aquatic_mammals,household_furniture,CL,NO,0.1477,0.1671
10244,fruit_and_vegetables,medium_mammals,OL,YES,0.147,0.1663
10245,trees,small_mammals,CL,NO,0.2123,0.1992
10246,people,reptiles,CL,NO,0.1572,0.1863
10247,specialized utility vehicles,household_electrical_devices,CL,NO,0.1735,0.1902
10248,aquatic_mammals,fruit_and_vegetables,CL,NO,0.1559,0.1793
10249,specialized utility vehicles,household_electrical_devices,CL,NO,0.1401,0.1508
10250,insects,small_mammals,CL,NO,0.1748,0.1665
10251,household_electrical_devices,fruit_and_vegetables,CL,NO,0.167,0.1688
10252,household_furniture,large_omnivores_and_herbivores,CL,NO,0.1455,0.1599
10253,large_man-made_outdoor_things,food_containers,CL,NO,0.1738,0.1774
10254,food_containers,standard transportation vehicles,CL,NO,0.136,0.1388
10255,large_man-made_outdoor_things,reptiles,CL,NO,0.1505,0.1749
10256,trees,household_electrical_devices,CL,NO,0.1678,0.1887
10257,household_furniture,trees,CL,NO,0.1414,0.1725
10258,medium_mammals,household_electrical_devices,CL,NO,0.1654,0.1978
10259,people,standard transportation vehicles,CL,NO,0.1436,0.1626
10260,reptiles,aquatic_mammals,CL,NO,0.1837,0.1794
10261,non-insect_invertebrates,aquatic_mammals,CL,NO,0.1935,0.1918
10262,flowers,medium_mammals,CL,NO,0.2004,0.1952
10263,small_mammals,large_omnivores_and_herbivores,CL,NO,0.1698,0.1943
10264,large_omnivores_and_herbivores,reptiles,CL,NO,0.1561,0.1772
10265,non-insect_invertebrates,insects,OL,YES,0.2224,0.198
10266,non-insect_invertebrates,large_natural_outdoor_scenes,OL,YES,0.2067,0.1993
10267,aquatic_mammals,fruit_and_vegetables,CL,NO,0.0786,0.1514
10268,food_containers,small_mammals,CL,NO,0.1696,0.1578
10269,household_furniture,large_natural_outdoor_scenes,CL,NO,0.1399,0.1597
10270,food_containers,standard transportation vehicles,CL,NO,0.1217,0.1328
10271,insects,flowers,CL,NO,0.1499,0.1702
10272,insects,small_mammals,OL,YES,0.2108,0.1942
10273,food_containers,household_electrical_devices,CL,NO,0.1802,0.1898
10274,trees,small_mammals,CL,NO,0.1715,0.1626
10275,large_carnivores,people,CL,NO,0.1804,0.1727
10276,household_furniture,large_carnivores,CL,NO,0.11505,0.1174
10277,food_containers,household_electrical_devices,CL,NO,0.1813,0.1794
10278,people,household_furniture,CL,NO,0.1622,0.1824
10279,large_man-made_outdoor_things,household_furniture,CL,NO,0.1644,0.1841
10280,food_containers,fruit_and_vegetables,CL,NO,0.1858,0.1771
10281,large_natural_outdoor_scenes,flowers,CL,NO,0.1815,0.1897
10282,medium_mammals,large_natural_outdoor_scenes,OL,YES,0.1702,0.181
10283,flowers,large_man-made_outdoor_things,CL,NO,0.1677,0.1885
10284,large_omnivores_and_herbivores,fish,CL,NO,0.1583,0.1808
10285,large_omnivores_and_herbivores,aquatic_mammals,CL,NO,0.1877,0.1903
10286,large_carnivores,reptiles,CL,NO,0.1616,0.179
10287,large_man-made_outdoor_things,non-insect_invertebrates,CL,NO,0.1857,0.1791
10288,aquatic_mammals,specialized utility vehicles,CL,NO,0.1542,0.1755
10289,large_man-made_outdoor_things,non-insect_invertebrates,CL,NO,0.1674,0.1655
10290,trees,flowers,CL,NO,0.1675,0.1854
10291,household_electrical_devices,large_carnivores,CL,NO,0.1567,0.1461
10292,fruit_and_vegetables,specialized utility vehicles,CL,NO,0.1564,0.1647
10293,fish,standard transportation vehicles,CL,NO,0.1366,0.16
10294,non-insect_invertebrates,fish,CL,NO,0.1887,0.1859
10295,flowers,household_electrical_devices,CL,NO,0.1827,0.1989
10296,medium_mammals,reptiles,CL,NO,0.1471,0.1725
10297,fruit_and_vegetables,medium_mammals,CL,NO,0.1964,0.1892
10298,standard transportation vehicles,insects,CL,NO,0.1582,0.1597
10299,household_electrical_devices,household_electrical_devices,CL,NO,0.1857,0.1849
10300,fish,household_electrical_devices,CL,NO,0.1085,0.1625
10301,people,large_carnivores,CL,NO,0.1436,0.1339
10302,small_mammals,large_natural_outdoor_scenes,OL,YES,0.187,0.1826
10303,large_omnivores_and_herbivores,reptiles,CL,NO,0.135,0.1799
10304,large_omnivores_and_herbivores,trees,CL,NO,0.1482,0.1874
10305,household_electrical_devices,large_carnivores,CL,NO,0.1647,0.1469
10306,non-insect_invertebrates,large_natural_outdoor_scenes,OL,YES,0.1643,0.1819
10307,large_man-made_outdoor_things,large_carnivores,CL,NO,0.1519,0.1431
10308,large_carnivores,large_omnivores_and_herbivores,OL,YES,0.1868,0.199
10309,flowers,household_furniture,CL,NO,0.1858,0.1941
10310,small_mammals,aquatic_mammals,CL,NO,0.2122,0.2029
10311,fruit_and_vegetables,food_containers,CL,NO,0.1934,0.1951
10312,large_natural_outdoor_scenes,specialized utility vehicles,CL,NO,0.1558,0.1652
10313,flowers,fruit_and_vegetables,CL,NO,0.1831,0.1995
10314,household_furniture,trees,CL,NO,0.1448,0.1587
10315,non-insect_invertebrates,people,CL,NO,0.1407,0.1505
10316,small_mammals,standard transportation vehicles,CL,NO,0.134,0.1465
10317,people,large_carnivores,CL,NO,0.153,0.1299
10318,aquatic_mammals,aquatic_mammals,CL,NO,0.2328,0.2074
10319,household_furniture,large_man-made_outdoor_things,CL,NO,0.1691,0.1727
10320,people,small_mammals,CL,NO,0.211,0.1747
10321,medium_mammals,fruit_and_vegetables,CL,NO,0.149,0.1766
10322,food_containers,fruit_and_vegetables,OL,YES,0.2047,0.1737
10323,trees,flowers,CL,NO,0.1918,0.192
10324,large_natural_outdoor_scenes,flowers,CL,NO,0.1707,0.1785
10325,standard transportation vehicles,large_omnivores_and_herbivores,CL,NO,0.1688,0.1671
10326,reptiles,small_mammals,CL,NO,0.197,0.175
10327,standard transportation vehicles,trees,CL,NO,0.1536,0.1836
10328,household_electrical_devices,household_electrical_devices,OL,YES,0.1722,0.1986
10329,household_furniture,trees,CL,NO,0.09814,0.1127
10330,household_furniture,reptiles,CL,NO,0.1593,0.1753
10331,non-insect_invertebrates,insects,CL,NO,0.2059,0.1986
10332,medium_mammals,people,CL,NO,0.1855,0.1937
10333,small_mammals,large_omnivores_and_herbivores,CL,NO,0.185,0.199
10334,insects,small_mammals,OL,YES,0.1888,0.174
10335,household_furniture,medium_mammals,CL,NO,0.1539,0.1594
10336,fish,large_natural_outdoor_scenes,OL,YES,0.1716,0.1798
10337,large_natural_outdoor_scenes,small_mammals,CL,NO,0.169,0.1608
10338,fish,people,CL,NO,0.1643,0.1708
10339,medium_mammals,insects,CL,NO,0.1761,0.1859
10340,household_electrical_devices,fish,CL,NO,0.1638,0.172
10341,household_furniture,non-insect_invertebrates,CL,NO,0.1788,0.1748
10342,flowers,small_mammals,CL,NO,0.191,0.1844
10343,fish,small_mammals,CL,NO,0.2007,0.1941
10344,fish,trees,OL,YES,0.1375,0.1582
10345,flowers,specialized utility vehicles,CL,NO,0.1555,0.1805
10346,standard transportation vehicles,large_man-made_outdoor_things,CL,NO,0.1805,0.166
10347,non-insect_invertebrates,fruit_and_vegetables,CL,NO,0.1826,0.1823
10348,trees,specialized utility vehicles,CL,NO,0.168,0.1744
10349,large_carnivores,non-insect_invertebrates,CL,NO,0.1783,0.182
