index,true_label,random_label,predicted,raw_answer
16471,trees,large_man-made_outdoor_things,CL,NO
16472,household_electrical_devices,large_carnivores,CL,NO
16473,people,non-insect_invertebrates,CL,NO
16474,non-insect_invertebrates,large_carnivores,CL,NO
16475,household_electrical_devices,standard transportation vehicles,CL,NO
16476,people,food_containers,CL,NO
16477,large_man-made_outdoor_things,aquatic_mammals,CL,NO
16478,insects,aquatic_mammals,CL,NO
16479,standard transportation vehicles,trees,OL,YES
16480,household_furniture,household_furniture,OL,YES
16481,flowers,fruit_and_vegetables,CL,NO
16482,non-insect_invertebrates,large_omnivores_and_herbivores,CL,NO
16483,specialized utility vehicles,standard transportation vehicles,CL,NO
16484,flowers,aquatic_mammals,CL,NO
16485,household_furniture,specialized utility vehicles,CL,NO
16486,large_carnivores,fruit_and_vegetables,CL,NO
16487,household_electrical_devices,large_carnivores,CL,NO
16488,reptiles,specialized utility vehicles,CL,NO
16489,medium_mammals,large_omnivores_and_herbivores,CL,NO
16490,large_carnivores,large_natural_outdoor_scenes,OL,YES
16491,fish,non-insect_invertebrates,CL,NO
16492,insects,food_containers,CL,NO
16493,reptiles,medium_mammals,OL,YES
16494,household_furniture,aquatic_mammals,CL,NO
16495,household_electrical_devices,large_natural_outdoor_scenes,CL,NO
16496,medium_mammals,large_natural_outdoor_scenes,OL,YES
16497,standard transportation vehicles,household_electrical_devices,CL,NO
16498,large_carnivores,fish,CL,NO
16499,specialized utility vehicles,large_carnivores,CL,NO
16500,large_omnivores_and_herbivores,specialized utility vehicles,CL,NO
16501,food_containers,small_mammals,CL,NO
16502,reptiles,flowers,CL,NO
16503,specialized utility vehicles,household_electrical_devices,CL,NO
16504,fish,fish,OL,YES
16505,small_mammals,large_man-made_outdoor_things,CL,NO
16506,large_man-made_outdoor_things,medium_mammals,CL,NO
16507,food_containers,household_furniture,CL,NO
16508,non-insect_invertebrates,medium_mammals,CL,NO
16509,non-insect_invertebrates,fruit_and_vegetables,CL,NO
16510,food_containers,household_electrical_devices,CL,NO
16511,people,people,OL,YES
16512,fruit_and_vegetables,food_containers,CL,NO
16513,fish,fish,CL,NO
16514,non-insect_invertebrates,small_mammals,CL,NO
16515,household_electrical_devices,aquatic_mammals,CL,NO
16516,large_carnivores,flowers,CL,NO
16517,non-insect_invertebrates,people,CL,NO
16518,large_natural_outdoor_scenes,non-insect_invertebrates,CL,NO
16519,small_mammals,small_mammals,OL,YES
16520,fruit_and_vegetables,aquatic_mammals,CL,NO
16521,household_furniture,large_carnivores,CL,NO
16522,household_electrical_devices,large_natural_outdoor_scenes,CL,NO
16523,fruit_and_vegetables,small_mammals,CL,NO
16524,people,fruit_and_vegetables,CL,NO
16525,large_omnivores_and_herbivores,household_furniture,CL,NO
16526,flowers,small_mammals,CL,NO
16527,insects,medium_mammals,CL,NO
16528,household_furniture,trees,CL,NO
16529,standard transportation vehicles,non-insect_invertebrates,CL,NO
16530,trees,large_natural_outdoor_scenes,OL,YES
16531,large_man-made_outdoor_things,small_mammals,CL,NO
16532,large_carnivores,large_omnivores_and_herbivores,CL,NO
16533,food_containers,large_natural_outdoor_scenes,CL,NO
16534,food_containers,medium_mammals,CL,NO
16535,fruit_and_vegetables,flowers,CL,NO
16536,insects,reptiles,OL,YES
16537,insects,standard transportation vehicles,CL,NO
16538,medium_mammals,food_containers,CL,NO
16539,fish,household_furniture,CL,NO
16540,fruit_and_vegetables,people,CL,NO
16541,fruit_and_vegetables,large_natural_outdoor_scenes,CL,NO
16542,medium_mammals,fruit_and_vegetables,CL,NO
16543,flowers,large_man-made_outdoor_things,CL,NO
16544,insects,large_man-made_outdoor_things,CL,NO
16545,small_mammals,reptiles,CL,NO
16546,fish,household_furniture,CL,NO
16547,household_furniture,large_omnivores_and_herbivores,CL,NO
16548,trees,trees,OL,YES
16549,specialized utility vehicles,insects,CL,NO
16550,small_mammals,insects,CL,NO
16551,fish,standard transportation vehicles,CL,NO
16552,household_electrical_devices,insects,CL,NO
16553,household_electrical_devices,large_man-made_outdoor_things,OL,YES
16554,food_containers,food_containers,CL,NO
16555,aquatic_mammals,reptiles,CL,NO
16556,flowers,large_man-made_outdoor_things,CL,NO
16557,fruit_and_vegetables,standard transportation vehicles,CL,NO
16558,insects,reptiles,OL,YES
16559,large_carnivores,non-insect_invertebrates,CL,NO
16560,food_containers,non-insect_invertebrates,CL,NO
16561,household_electrical_devices,medium_mammals,CL,NO
16562,fish,household_electrical_devices,CL,NO
16563,household_furniture,food_containers,CL,NO
16564,non-insect_invertebrates,flowers,CL,NO
16565,standard transportation vehicles,specialized utility vehicles,CL,NO
16566,reptiles,specialized utility vehicles,CL,NO
16567,household_furniture,flowers,OL,YES
16568,standard transportation vehicles,large_natural_outdoor_scenes,OL,YES
16569,large_omnivores_and_herbivores,household_furniture,CL,NO
16570,trees,non-insect_invertebrates,CL,NO
16571,fruit_and_vegetables,medium_mammals,CL,NO
16572,people,trees,CL,NO
16573,medium_mammals,large_carnivores,CL,NO
16574,standard transportation vehicles,large_man-made_outdoor_things,OL,YES
16575,fish,food_containers,CL,NO
16576,large_natural_outdoor_scenes,household_furniture,CL,NO
16577,fish,large_omnivores_and_herbivores,CL,NO
16578,food_containers,small_mammals,CL,NO
16579,large_natural_outdoor_scenes,medium_mammals,CL,NO
16580,specialized utility vehicles,trees,OL,YES
16581,people,flowers,CL,NO
16582,small_mammals,small_mammals,OL,YES
16583,large_carnivores,fish,CL,NO
16584,insects,household_furniture,CL,NO
16585,insects,large_natural_outdoor_scenes,OL,YES
16586,medium_mammals,medium_mammals,CL,NO
16587,people,specialized utility vehicles,CL,NO
16588,fish,household_electrical_devices,CL,NO
16589,food_containers,large_omnivores_and_herbivores,CL,NO
16590,food_containers,large_omnivores_and_herbivores,CL,NO
16591,small_mammals,fruit_and_vegetables,CL,NO
16592,fish,insects,CL,NO
16593,fish,aquatic_mammals,OL,YES
16594,specialized utility vehicles,insects,CL,NO
16595,people,fruit_and_vegetables,CL,NO
16596,reptiles,trees,OL,YES
16597,fruit_and_vegetables,medium_mammals,CL,NO
16598,large_carnivores,large_carnivores,OL,YES
16599,people,non-insect_invertebrates,CL,NO
16600,specialized utility vehicles,fruit_and_vegetables,CL,NO
16601,insects,trees,CL,NO
16602,standard transportation vehicles,household_electrical_devices,CL,NO
16603,people,standard transportation vehicles,CL,NO
16604,aquatic_mammals,food_containers,CL,NO
16605,trees,large_man-made_outdoor_things,CL,NO
16606,standard transportation vehicles,household_furniture,CL,NO
16607,standard transportation vehicles,food_containers,CL,NO
16608,trees,large_carnivores,CL,NO
16609,standard transportation vehicles,large_man-made_outdoor_things,CL,NO
16610,household_electrical_devices,non-insect_invertebrates,CL,NO
16611,medium_mammals,flowers,CL,NO
16612,household_electrical_devices,insects,CL,NO
16613,fish,household_furniture,CL,NO
16614,food_containers,food_containers,CL,NO
16615,large_carnivores,small_mammals,OL,YES
16616,fish,large_carnivores,CL,NO
16617,large_carnivores,fish,CL,NO
16618,specialized utility vehicles,small_mammals,CL,NO
16619,food_containers,large_man-made_outdoor_things,CL,NO
16620,flowers,specialized utility vehicles,CL,NO
16621,large_natural_outdoor_scenes,specialized utility vehicles,CL,NO
16622,large_man-made_outdoor_things,food_containers,CL,NO
16623,aquatic_mammals,large_omnivores_and_herbivores,CL,NO
16624,non-insect_invertebrates,specialized utility vehicles,CL,NO
16625,small_mammals,fruit_and_vegetables,CL,NO
16626,large_man-made_outdoor_things,flowers,CL,NO
16627,people,household_furniture,CL,NO
16628,trees,fruit_and_vegetables,OL,YES
16629,fish,aquatic_mammals,CL,NO
16630,household_electrical_devices,large_man-made_outdoor_things,CL,NO
16631,large_omnivores_and_herbivores,standard transportation vehicles,CL,NO
16632,reptiles,household_furniture,CL,NO
16633,fruit_and_vegetables,large_natural_outdoor_scenes,OL,YES
16634,aquatic_mammals,large_man-made_outdoor_things,CL,NO
16635,household_furniture,food_containers,CL,NO
16636,food_containers,large_natural_outdoor_scenes,CL,NO
16637,fruit_and_vegetables,food_containers,CL,NO
16638,large_omnivores_and_herbivores,people,CL,NO
16639,trees,large_natural_outdoor_scenes,OL,YES
16640,specialized utility vehicles,large_carnivores,CL,NO
16641,reptiles,large_man-made_outdoor_things,CL,NO
16642,large_omnivores_and_herbivores,large_omnivores_and_herbivores,OL,YES
16643,flowers,large_omnivores_and_herbivores,CL,NO
16644,fish,household_furniture,CL,NO
16645,fruit_and_vegetables,specialized utility vehicles,CL,NO
16646,small_mammals,large_omnivores_and_herbivores,OL,YES
16647,small_mammals,flowers,CL,NO
16648,specialized utility vehicles,household_furniture,CL,NO
16649,household_furniture,small_mammals,CL,NO
16650,trees,fruit_and_vegetables,CL,NO
16651,small_mammals,flowers,CL,NO
16652,reptiles,small_mammals,OL,YES
16653,fruit_and_vegetables,fish,CL,NO
16654,trees,food_containers,CL,NO
16655,reptiles,household_electrical_devices,CL,NO
16656,household_electrical_devices,people,CL,NO
16657,standard transportation vehicles,standard transportation vehicles,OL,YES
16658,trees,insects,CL,NO
16659,large_omnivores_and_herbivores,standard transportation vehicles,CL,NO
16660,standard transportation vehicles,large_natural_outdoor_scenes,CL,NO
16661,medium_mammals,non-insect_invertebrates,OL,YES
16662,medium_mammals,large_natural_outdoor_scenes,OL,YES
16663,flowers,non-insect_invertebrates,CL,NO
16664,small_mammals,large_man-made_outdoor_things,CL,NO
16665,fish,reptiles,CL,NO
16666,reptiles,small_mammals,OL,YES
16667,large_carnivores,medium_mammals,OL,YES
16668,large_natural_outdoor_scenes,food_containers,CL,NO
16669,reptiles,large_natural_outdoor_scenes,OL,YES
16670,fruit_and_vegetables,standard transportation vehicles,CL,NO
16671,fish,food_containers,CL,NO
16672,medium_mammals,household_furniture,CL,NO
16673,standard transportation vehicles,household_furniture,CL,NO
16674,flowers,trees,CL,NO
16675,insects,food_containers,CL,NO
16676,large_natural_outdoor_scenes,specialized utility vehicles,CL,NO
16677,large_man-made_outdoor_things,fruit_and_vegetables,CL,NO
16678,flowers,aquatic_mammals,CL,NO
16679,small_mammals,trees,CL,NO
16680,large_natural_outdoor_scenes,food_containers,CL,NO
16681,small_mammals,large_omnivores_and_herbivores,CL,NO
16682,household_electrical_devices,household_electrical_devices,CL,NO
16683,flowers,non-insect_invertebrates,CL,NO
16684,large_natural_outdoor_scenes,insects,CL,NO
16685,people,fruit_and_vegetables,CL,NO
16686,specialized utility vehicles,non-insect_invertebrates,CL,NO
16687,aquatic_mammals,food_containers,CL,NO
16688,food_containers,household_electrical_devices,CL,NO
16689,people,small_mammals,CL,NO
16690,household_furniture,fish,CL,NO
16691,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES
16692,medium_mammals,aquatic_mammals,CL,NO
16693,large_carnivores,household_electrical_devices,CL,NO
16694,large_natural_outdoor_scenes,medium_mammals,CL,NO
16695,large_carnivores,flowers,CL,NO
16696,food_containers,trees,CL,NO
16697,fish,flowers,CL,NO
16698,trees,insects,CL,NO
16699,flowers,insects,CL,NO
16700,standard transportation vehicles,flowers,CL,NO
16701,standard transportation vehicles,food_containers,CL,NO
16702,large_omnivores_and_herbivores,people,CL,NO
16703,large_natural_outdoor_scenes,specialized utility vehicles,CL,NO
16704,food_containers,small_mammals,CL,NO
16705,large_natural_outdoor_scenes,large_man-made_outdoor_things,CL,NO
16706,large_man-made_outdoor_things,people,CL,NO
16707,household_furniture,household_furniture,OL,YES
16708,household_furniture,insects,CL,NO
16709,trees,large_carnivores,CL,NO
16710,large_natural_outdoor_scenes,insects,CL,NO
16711,aquatic_mammals,large_carnivores,CL,NO
16712,reptiles,household_electrical_devices,CL,NO
16713,large_carnivores,large_omnivores_and_herbivores,CL,NO
16714,household_electrical_devices,people,CL,NO
16715,large_man-made_outdoor_things,non-insect_invertebrates,CL,NO
16716,large_omnivores_and_herbivores,small_mammals,CL,NO
16717,people,non-insect_invertebrates,CL,NO
16718,specialized utility vehicles,reptiles,CL,NO
16719,non-insect_invertebrates,trees,CL,NO
16720,flowers,large_carnivores,CL,NO
16721,household_furniture,insects,CL,NO
16722,large_omnivores_and_herbivores,aquatic_mammals,CL,NO
16723,people,fruit_and_vegetables,CL,NO
16724,household_furniture,food_containers,CL,NO
16725,flowers,household_furniture,CL,NO
16726,large_man-made_outdoor_things,trees,CL,NO
16727,reptiles,large_carnivores,CL,NO
16728,standard transportation vehicles,fish,CL,NO
16729,fruit_and_vegetables,large_natural_outdoor_scenes,OL,YES
16730,household_furniture,reptiles,CL,NO
16731,fruit_and_vegetables,large_omnivores_and_herbivores,CL,NO
16732,food_containers,small_mammals,CL,NO
16733,specialized utility vehicles,medium_mammals,CL,NO
16734,large_carnivores,large_man-made_outdoor_things,CL,NO
16735,medium_mammals,non-insect_invertebrates,CL,NO
16736,large_carnivores,fish,CL,NO
16737,insects,trees,CL,NO
16738,trees,food_containers,CL,NO
16739,reptiles,standard transportation vehicles,CL,NO
16740,food_containers,standard transportation vehicles,CL,NO
16741,household_furniture,reptiles,CL,NO
16742,large_man-made_outdoor_things,large_omnivores_and_herbivores,CL,NO
16743,reptiles,large_omnivores_and_herbivores,CL,NO
16744,small_mammals,insects,OL,YES
16745,fish,large_carnivores,CL,NO
16746,food_containers,fish,CL,NO
16747,reptiles,medium_mammals,OL,YES
16748,reptiles,large_carnivores,CL,NO
16749,specialized utility vehicles,small_mammals,CL,NO
16750,food_containers,standard transportation vehicles,CL,NO
16751,reptiles,trees,CL,NO
16752,fish,large_man-made_outdoor_things,CL,NO
16753,household_electrical_devices,small_mammals,CL,NO
16754,large_carnivores,standard transportation vehicles,CL,NO
16755,non-insect_invertebrates,people,CL,NO
16756,specialized utility vehicles,food_containers,CL,NO
16757,fruit_and_vegetables,trees,CL,NO
16758,large_man-made_outdoor_things,flowers,CL,NO
16759,specialized utility vehicles,large_carnivores,CL,NO
16760,specialized utility vehicles,household_electrical_devices,CL,NO
16761,fish,flowers,CL,NO
16762,large_man-made_outdoor_things,specialized utility vehicles,CL,NO
16763,insects,large_natural_outdoor_scenes,OL,YES
16764,non-insect_invertebrates,large_omnivores_and_herbivores,OL,YES
16765,household_electrical_devices,large_carnivores,CL,NO
16766,aquatic_mammals,food_containers,CL,NO
16767,household_furniture,large_carnivores,CL,NO
16768,household_furniture,aquatic_mammals,CL,NO
16769,aquatic_mammals,trees,CL,NO
16770,small_mammals,standard transportation vehicles,CL,NO
16771,insects,aquatic_mammals,CL,NO
16772,medium_mammals,fruit_and_vegetables,CL,NO
16773,large_carnivores,specialized utility vehicles,CL,NO
16774,household_furniture,food_containers,CL,NO
16775,household_furniture,reptiles,CL,NO
16776,food_containers,large_carnivores,CL,NO
16777,trees,fish,CL,NO
16778,specialized utility vehicles,insects,CL,NO
16779,small_mammals,specialized utility vehicles,CL,NO
16780,insects,medium_mammals,CL,NO
16781,food_containers,household_furniture,CL,NO
16782,reptiles,non-insect_invertebrates,CL,NO
16783,large_omnivores_and_herbivores,specialized utility vehicles,CL,NO
16784,flowers,aquatic_mammals,CL,NO
16785,fruit_and_vegetables,people,CL,NO
16786,fruit_and_vegetables,people,CL,NO
16787,trees,non-insect_invertebrates,CL,NO
16788,small_mammals,large_man-made_outdoor_things,CL,NO
16789,trees,large_natural_outdoor_scenes,OL,YES
16790,specialized utility vehicles,people,CL,NO
16791,flowers,small_mammals,CL,NO
16792,reptiles,large_carnivores,CL,NO
16793,aquatic_mammals,food_containers,CL,NO
16794,large_natural_outdoor_scenes,large_omnivores_and_herbivores,OL,YES
16795,standard transportation vehicles,non-insect_invertebrates,CL,NO
16796,fruit_and_vegetables,medium_mammals,CL,NO
16797,reptiles,large_man-made_outdoor_things,CL,NO
16798,large_carnivores,large_carnivores,CL,NO
16799,trees,people,CL,NO
16800,standard transportation vehicles,fish,CL,NO
16801,reptiles,standard transportation vehicles,CL,NO
16802,large_carnivores,large_natural_outdoor_scenes,CL,NO
16803,large_carnivores,fruit_and_vegetables,CL,NO
16804,household_furniture,trees,CL,NO
16805,large_natural_outdoor_scenes,small_mammals,CL,NO
16806,non-insect_invertebrates,large_carnivores,CL,NO
16807,large_omnivores_and_herbivores,flowers,CL,NO
16808,small_mammals,food_containers,CL,NO
16809,flowers,food_containers,CL,NO
16810,insects,insects,OL,YES
16811,flowers,people,CL,NO
16812,large_man-made_outdoor_things,standard transportation vehicles,CL,NO
16813,household_furniture,reptiles,CL,NO
16814,large_man-made_outdoor_things,large_man-made_outdoor_things,OL,YES
16815,household_electrical_devices,aquatic_mammals,CL,NO
16816,household_electrical_devices,specialized utility vehicles,CL,NO
16817,large_omnivores_and_herbivores,medium_mammals,OL,YES
16818,reptiles,non-insect_invertebrates,CL,NO
16819,insects,household_electrical_devices,CL,NO
16820,fish,specialized utility vehicles,CL,NO
16821,medium_mammals,standard transportation vehicles,CL,NO
16822,large_natural_outdoor_scenes,household_electrical_devices,CL,NO
16823,flowers,household_electrical_devices,CL,NO
16824,food_containers,food_containers,OL,YES
16825,small_mammals,non-insect_invertebrates,OL,YES
16826,large_omnivores_and_herbivores,large_natural_outdoor_scenes,CL,NO
16827,non-insect_invertebrates,small_mammals,CL,NO
16828,specialized utility vehicles,fish,CL,NO
16829,large_man-made_outdoor_things,food_containers,CL,NO
16830,trees,flowers,CL,NO
16831,fish,standard transportation vehicles,CL,NO
16832,medium_mammals,reptiles,CL,NO
16833,large_man-made_outdoor_things,non-insect_invertebrates,CL,NO
16834,large_man-made_outdoor_things,household_furniture,CL,NO
16835,large_natural_outdoor_scenes,reptiles,CL,NO
16836,large_carnivores,large_natural_outdoor_scenes,CL,NO
16837,household_furniture,flowers,CL,NO
16838,flowers,household_furniture,CL,NO
16839,standard transportation vehicles,medium_mammals,CL,NO
16840,flowers,flowers,OL,YES
16841,flowers,household_furniture,CL,NO
16842,fish,food_containers,CL,NO
16843,reptiles,specialized utility vehicles,CL,NO
16844,fruit_and_vegetables,flowers,CL,NO
16845,reptiles,trees,CL,NO
16846,flowers,small_mammals,CL,NO
16847,medium_mammals,fruit_and_vegetables,CL,NO
16848,standard transportation vehicles,household_electrical_devices,CL,NO
16849,household_furniture,food_containers,CL,NO
16850,large_man-made_outdoor_things,large_natural_outdoor_scenes,OL,YES
16851,reptiles,standard transportation vehicles,CL,NO
16852,specialized utility vehicles,insects,CL,NO
16853,insects,flowers,OL,YES
16854,fruit_and_vegetables,specialized utility vehicles,CL,NO
16855,reptiles,small_mammals,OL,YES
16856,non-insect_invertebrates,aquatic_mammals,CL,NO
16857,specialized utility vehicles,household_electrical_devices,CL,NO
16858,flowers,large_man-made_outdoor_things,CL,NO
16859,fruit_and_vegetables,small_mammals,CL,NO
16860,aquatic_mammals,food_containers,CL,NO
16861,large_omnivores_and_herbivores,large_omnivores_and_herbivores,CL,NO
16862,medium_mammals,fruit_and_vegetables,CL,NO
16863,fish,flowers,CL,NO
16864,medium_mammals,aquatic_mammals,CL,NO
16865,large_omnivores_and_herbivores,aquatic_mammals,CL,NO
16866,large_omnivores_and_herbivores,reptiles,CL,NO
16867,trees,large_carnivores,CL,NO
16868,non-insect_invertebrates,insects,CL,NO
16869,large_man-made_outdoor_things,household_electrical_devices,CL,NO
16870,large_natural_outdoor_scenes,medium_mammals,CL,NO
16871,non-insect_invertebrates,insects,CL,NO
16872,standard transportation vehicles,insects,CL,NO
16873,trees,fruit_and_vegetables,CL,NO
16874,insects,large_carnivores,CL,NO
16875,small_mammals,standard transportation vehicles,CL,NO
16876,specialized utility vehicles,fish,CL,NO
16877,specialized utility vehicles,standard transportation vehicles,OL,YES
16878,fish,flowers,CL,NO
16879,small_mammals,large_natural_outdoor_scenes,CL,NO
16880,non-insect_invertebrates,fruit_and_vegetables,CL,NO
16881,large_carnivores,specialized utility vehicles,CL,NO
16882,reptiles,people,CL,NO
16883,large_man-made_outdoor_things,people,CL,NO
16884,reptiles,non-insect_invertebrates,CL,NO
16885,fruit_and_vegetables,medium_mammals,CL,NO
16886,household_furniture,non-insect_invertebrates,CL,NO
16887,large_carnivores,large_natural_outdoor_scenes,OL,YES
16888,large_natural_outdoor_scenes,large_omnivores_and_herbivores,OL,YES
16889,household_furniture,small_mammals,CL,NO
16890,non-insect_invertebrates,large_natural_outdoor_scenes,CL,NO
16891,large_man-made_outdoor_things,trees,OL,YES
16892,specialized utility vehicles,non-insect_invertebrates,CL,NO
16893,large_man-made_outdoor_things,insects,CL,NO
16894,people,household_electrical_devices,CL,NO
16895,food_containers,household_furniture,CL,NO
16896,reptiles,insects,CL,NO
16897,flowers,reptiles,CL,NO
16898,large_man-made_outdoor_things,reptiles,CL,NO
16899,specialized utility vehicles,household_electrical_devices,CL,NO
16900,food_containers,standard transportation vehicles,CL,NO
16901,people,non-insect_invertebrates,CL,NO
16902,reptiles,flowers,CL,NO
16903,aquatic_mammals,aquatic_mammals,OL,YES
16904,small_mammals,fish,CL,NO
16905,flowers,fruit_and_vegetables,CL,NO
16906,fruit_and_vegetables,people,CL,NO
16907,flowers,specialized utility vehicles,CL,NO
16908,large_omnivores_and_herbivores,fish,CL,NO
16909,large_man-made_outdoor_things,large_carnivores,CL,NO
16910,large_omnivores_and_herbivores,fruit_and_vegetables,CL,NO
16911,small_mammals,large_natural_outdoor_scenes,OL,YES
16912,flowers,aquatic_mammals,CL,NO
16913,people,household_furniture,CL,NO
16914,large_man-made_outdoor_things,household_furniture,CL,NO
16915,trees,large_carnivores,CL,NO
16916,reptiles,food_containers,CL,NO
16917,specialized utility vehicles,insects,CL,NO
16918,people,medium_mammals,CL,NO
16919,household_furniture,fish,CL,NO
16920,household_electrical_devices,large_man-made_outdoor_things,CL,NO
16921,specialized utility vehicles,large_omnivores_and_herbivores,CL,NO
16922,household_furniture,large_omnivores_and_herbivores,CL,NO
16923,aquatic_mammals,people,CL,NO
16924,trees,medium_mammals,CL,NO
16925,non-insect_invertebrates,aquatic_mammals,CL,NO
16926,reptiles,aquatic_mammals,CL,NO
16927,large_natural_outdoor_scenes,people,CL,NO
16928,reptiles,large_carnivores,CL,NO
16929,insects,medium_mammals,CL,NO
16930,insects,trees,CL,NO
16931,fruit_and_vegetables,reptiles,CL,NO
16932,large_omnivores_and_herbivores,non-insect_invertebrates,OL,YES
16933,fruit_and_vegetables,food_containers,CL,NO
16934,household_furniture,trees,CL,NO
16935,flowers,reptiles,CL,NO
16936,flowers,fish,CL,NO
16937,trees,large_omnivores_and_herbivores,OL,YES
16938,large_omnivores_and_herbivores,large_carnivores,CL,NO
16939,household_furniture,food_containers,CL,NO
16940,small_mammals,reptiles,CL,NO
16941,specialized utility vehicles,standard transportation vehicles,CL,NO
16942,fruit_and_vegetables,aquatic_mammals,CL,NO
16943,large_man-made_outdoor_things,large_omnivores_and_herbivores,CL,NO
16944,medium_mammals,fish,CL,NO
16945,large_man-made_outdoor_things,household_furniture,CL,NO
16946,aquatic_mammals,large_natural_outdoor_scenes,CL,NO
16947,large_carnivores,small_mammals,CL,NO
16948,small_mammals,reptiles,CL,NO
16949,insects,non-insect_invertebrates,CL,NO
16950,household_furniture,non-insect_invertebrates,CL,NO
16951,insects,fruit_and_vegetables,CL,NO
16952,large_natural_outdoor_scenes,large_man-made_outdoor_things,CL,NO
16953,small_mammals,people,CL,NO
16954,large_carnivores,large_omnivores_and_herbivores,OL,YES
16955,reptiles,standard transportation vehicles,CL,NO
16956,people,small_mammals,CL,NO
16957,large_carnivores,large_man-made_outdoor_things,CL,NO
16958,specialized utility vehicles,large_man-made_outdoor_things,CL,NO
16959,non-insect_invertebrates,fruit_and_vegetables,CL,NO
16960,reptiles,people,CL,NO
16961,fish,flowers,CL,NO
16962,specialized utility vehicles,insects,CL,NO
16963,trees,large_man-made_outdoor_things,CL,NO
16964,people,fish,CL,NO
16965,food_containers,people,CL,NO
16966,fish,large_natural_outdoor_scenes,OL,YES
16967,household_furniture,people,CL,NO
16968,insects,fruit_and_vegetables,CL,NO
16969,fish,household_electrical_devices,CL,NO
16970,large_omnivores_and_herbivores,non-insect_invertebrates,CL,NO
16971,small_mammals,large_man-made_outdoor_things,CL,NO
16972,standard transportation vehicles,large_omnivores_and_herbivores,CL,NO
16973,standard transportation vehicles,fruit_and_vegetables,CL,NO
16974,aquatic_mammals,reptiles,CL,NO
16975,small_mammals,household_electrical_devices,CL,NO
16976,non-insect_invertebrates,aquatic_mammals,OL,YES
16977,household_electrical_devices,fruit_and_vegetables,CL,NO
16978,household_furniture,food_containers,CL,NO
16979,large_natural_outdoor_scenes,specialized utility vehicles,CL,NO
16980,medium_mammals,large_carnivores,CL,NO
16981,insects,reptiles,CL,NO
16982,non-insect_invertebrates,large_natural_outdoor_scenes,CL,NO
16983,trees,aquatic_mammals,CL,NO
16984,household_electrical_devices,specialized utility vehicles,CL,NO
16985,medium_mammals,large_omnivores_and_herbivores,OL,YES
16986,small_mammals,household_electrical_devices,CL,NO
16987,large_natural_outdoor_scenes,flowers,CL,NO
16988,insects,large_carnivores,CL,NO
16989,food_containers,standard transportation vehicles,CL,NO
16990,medium_mammals,specialized utility vehicles,CL,NO
16991,trees,large_carnivores,CL,NO
16992,household_electrical_devices,people,CL,NO
16993,food_containers,aquatic_mammals,CL,NO
16994,large_man-made_outdoor_things,aquatic_mammals,CL,NO
16995,household_electrical_devices,reptiles,CL,NO
16996,fruit_and_vegetables,insects,CL,NO
16997,non-insect_invertebrates,household_furniture,CL,NO
16998,large_carnivores,food_containers,CL,NO
16999,medium_mammals,fish,CL,NO
17000,trees,standard transportation vehicles,CL,NO
17001,large_carnivores,aquatic_mammals,CL,NO
17002,large_man-made_outdoor_things,large_carnivores,CL,NO
17003,large_man-made_outdoor_things,large_natural_outdoor_scenes,OL,YES
17004,fruit_and_vegetables,large_natural_outdoor_scenes,CL,NO
17005,people,household_furniture,CL,NO
17006,small_mammals,reptiles,CL,NO
17007,small_mammals,non-insect_invertebrates,CL,NO
17008,specialized utility vehicles,insects,CL,NO
17009,fish,non-insect_invertebrates,OL,YES
17010,specialized utility vehicles,household_electrical_devices,CL,NO
17011,large_natural_outdoor_scenes,insects,CL,NO
17012,trees,large_carnivores,CL,NO
17013,insects,fish,CL,NO
17014,non-insect_invertebrates,large_man-made_outdoor_things,CL,NO
17015,fish,specialized utility vehicles,CL,NO
17016,medium_mammals,flowers,CL,NO
17017,food_containers,fruit_and_vegetables,CL,NO
17018,household_electrical_devices,small_mammals,CL,NO
17019,fruit_and_vegetables,household_electrical_devices,CL,NO
17020,household_furniture,household_electrical_devices,CL,NO
17021,large_carnivores,fruit_and_vegetables,CL,NO
17022,specialized utility vehicles,insects,CL,NO
17023,large_natural_outdoor_scenes,trees,CL,NO
17024,small_mammals,standard transportation vehicles,CL,NO
17025,fruit_and_vegetables,large_carnivores,CL,NO
17026,large_omnivores_and_herbivores,large_omnivores_and_herbivores,OL,YES
17027,trees,non-insect_invertebrates,CL,NO
17028,large_omnivores_and_herbivores,standard transportation vehicles,CL,NO
17029,insects,fish,CL,NO
17030,non-insect_invertebrates,large_man-made_outdoor_things,CL,NO
17031,large_man-made_outdoor_things,household_furniture,CL,NO
17032,non-insect_invertebrates,medium_mammals,OL,YES
17033,non-insect_invertebrates,food_containers,CL,NO
17034,standard transportation vehicles,fruit_and_vegetables,CL,NO
17035,household_electrical_devices,household_furniture,OL,YES
17036,fruit_and_vegetables,food_containers,CL,NO
17037,large_man-made_outdoor_things,large_natural_outdoor_scenes,OL,YES
17038,large_omnivores_and_herbivores,people,CL,NO
17039,medium_mammals,household_electrical_devices,CL,NO
17040,flowers,food_containers,CL,NO
17041,large_carnivores,non-insect_invertebrates,OL,YES
17042,food_containers,household_furniture,CL,NO
17043,trees,large_natural_outdoor_scenes,OL,YES
17044,small_mammals,large_man-made_outdoor_things,CL,NO
17045,insects,household_furniture,CL,NO
