index,true_label,candidate_labels,complementary_label
12758,3,"['re'; 'o'; 'ha'; 'ma'; 'tsu']",tsu
12759,3,"['ha'; 'ma'; 're'; 'tsu'; 'o']",tsu
12760,9,"['re'; 'o'; 'ma'; 'ki'; 'na']",na
12761,9,"['ma'; 'ki'; 'na'; 'o'; 're']",na
12762,6,"['su'; 'ha'; 'ya'; 'ki'; 'na']",na
12763,5,"['o'; 'ha'; 'tsu'; 'su'; 'na']",na
12764,7,"['wo'; 'o'; 'ki'; 'ma'; 'su']",su
12765,9,"['o'; 'ki'; 'ma'; 're'; 'na']",na
12766,8,"['wo'; 'o'; 'na'; 'ha'; 'tsu']",na
12767,1,"['su'; 'na'; 'ki'; 'tsu'; 're']",na
12768,5,"['na'; 'o'; 'su'; 'ha'; 'tsu']",na
12769,5,"['tsu'; 'na'; 'su'; 'ha'; 'o']",na
12770,1,"['su'; 'ki'; 'tsu'; 'na'; 're']",na
12771,4,"['na'; 'tsu'; 'ya'; 'ma'; 're']",ya
12772,8,"['ha'; 'tsu'; 'na'; 'wo'; 'o']",na
12773,5,"['ha'; 'su'; 'o'; 'tsu'; 'na']",su
12774,0,"['ma'; 'ki'; 'o'; 'na'; 'wo']",ki
12775,6,"['ya'; 'na'; 'su'; 'ha'; 'ki']",na
12776,2,"['ki'; 'o'; 'ya'; 'ma'; 'wo']",o
12777,8,"['ha'; 'na'; 'wo'; 'tsu'; 'o']",na
12778,9,"['o'; 'ma'; 'na'; 'ki'; 're']",re
12779,9,"['ma'; 'na'; 'ki'; 'o'; 're']",na
12780,1,"['re'; 'na'; 'ki'; 'tsu'; 'su']",tsu
12781,4,"['na'; 'ya'; 'tsu'; 're'; 'ma']",tsu
12782,8,"['wo'; 'tsu'; 'o'; 'na'; 'ha']",na
12783,0,"['ma'; 'wo'; 'na'; 'o'; 'ki']",na
12784,5,"['ha'; 'o'; 'su'; 'tsu'; 'na']",na
12785,4,"['na'; 'tsu'; 'ya'; 're'; 'ma']",tsu
12786,1,"['su'; 'ki'; 'na'; 're'; 'tsu']",su
12787,9,"['re'; 'ma'; 'o'; 'na'; 'ki']",na
12788,4,"['tsu'; 'na'; 're'; 'ya'; 'ma']",na
12789,8,"['o'; 'tsu'; 'wo'; 'ha'; 'na']",tsu
12790,7,"['ki'; 'su'; 'wo'; 'o'; 'ma']",o
12791,2,"['ki'; 'o'; 'wo'; 'ma'; 'ya']",o
12792,0,"['o'; 'na'; 'wo'; 'ma'; 'ki']",na
12793,1,"['na'; 'ki'; 're'; 'tsu'; 'su']",tsu
12794,2,"['ki'; 'ya'; 'ma'; 'o'; 'wo']",o
12795,1,"['re'; 'ki'; 'na'; 'su'; 'tsu']",ki
12796,1,"['tsu'; 'ki'; 'su'; 're'; 'na']",ki
12797,6,"['ki'; 'ha'; 'su'; 'ya'; 'na']",na
12798,4,"['na'; 'tsu'; 'ma'; 'ya'; 're']",tsu
12799,9,"['o'; 'ma'; 'na'; 're'; 'ki']",re
12800,0,"['ma'; 'ki'; 'o'; 'na'; 'wo']",ki
12801,3,"['tsu'; 'o'; 're'; 'ma'; 'ha']",ha
12802,6,"['ya'; 'ki'; 'na'; 'ha'; 'su']",ki
12803,9,"['ma'; 'o'; 'ki'; 're'; 'na']",o
12804,0,"['na'; 'ki'; 'o'; 'wo'; 'ma']",na
12805,1,"['na'; 'ki'; 'su'; 're'; 'tsu']",su
12806,4,"['ma'; 'tsu'; 'ya'; 'na'; 're']",ya
12807,4,"['ya'; 'ma'; 'na'; 'tsu'; 're']",tsu
12808,6,"['ya'; 'ki'; 'su'; 'ha'; 'na']",ki
12809,2,"['ki'; 'wo'; 'ya'; 'o'; 'ma']",wo
12810,6,"['su'; 'na'; 'ha'; 'ya'; 'ki']",na
12811,8,"['na'; 'ha'; 'tsu'; 'wo'; 'o']",na
12812,8,"['tsu'; 'o'; 'na'; 'wo'; 'ha']",na
12813,2,"['ya'; 'wo'; 'ma'; 'ki'; 'o']",wo
12814,8,"['tsu'; 'na'; 'wo'; 'o'; 'ha']",na
12815,1,"['na'; 'ki'; 'su'; 're'; 'tsu']",su
12816,0,"['na'; 'wo'; 'o'; 'ki'; 'ma']",na
12817,6,"['ha'; 'ya'; 'su'; 'na'; 'ki']",na
12818,6,"['na'; 'ya'; 'ki'; 'ha'; 'su']",na
12819,3,"['ha'; 'tsu'; 'o'; 're'; 'ma']",o
12820,6,"['ya'; 'ki'; 'na'; 'su'; 'ha']",ki
12821,7,"['o'; 'wo'; 'ma'; 'ki'; 'su']",ki
12822,5,"['ha'; 'su'; 'tsu'; 'na'; 'o']",na
12823,9,"['o'; 'ki'; 're'; 'ma'; 'na']",ki
12824,7,"['o'; 'ki'; 'wo'; 'ma'; 'su']",ki
12825,0,"['ma'; 'ki'; 'na'; 'o'; 'wo']",na
12826,0,"['o'; 'ma'; 'na'; 'ki'; 'wo']",na
12827,8,"['na'; 'o'; 'wo'; 'ha'; 'tsu']",na
12828,1,"['tsu'; 're'; 'ki'; 'na'; 'su']",na
12829,9,"['o'; 'ki'; 'na'; 'ma'; 're']",re
12830,1,"['su'; 'tsu'; 're'; 'na'; 'ki']",na
12831,7,"['wo'; 'o'; 'ma'; 'ki'; 'su']",su
12832,1,"['na'; 'ki'; 're'; 'tsu'; 'su']",tsu
12833,6,"['su'; 'na'; 'ya'; 'ha'; 'ki']",na
12834,7,"['wo'; 'ki'; 'ma'; 'su'; 'o']",ki
12835,2,"['ya'; 'wo'; 'o'; 'ma'; 'ki']",wo
12836,9,"['na'; 'ma'; 're'; 'o'; 'ki']",na
12837,2,"['ki'; 'wo'; 'ma'; 'o'; 'ya']",wo
12838,6,"['su'; 'ya'; 'na'; 'ha'; 'ki']",na
12839,6,"['na'; 'ki'; 'ya'; 'ha'; 'su']",na
12840,9,"['na'; 'o'; 're'; 'ma'; 'ki']",na
12841,7,"['ki'; 'ma'; 'su'; 'o'; 'wo']",o
12842,4,"['na'; 're'; 'ya'; 'tsu'; 'ma']",tsu
12843,4,"['ma'; 're'; 'ya'; 'tsu'; 'na']",tsu
12844,2,"['wo'; 'ki'; 'ya'; 'ma'; 'o']",ki
12845,1,"['re'; 'tsu'; 'su'; 'ki'; 'na']",tsu
12846,5,"['na'; 'ha'; 'tsu'; 'su'; 'o']",tsu
12847,8,"['wo'; 'na'; 'tsu'; 'o'; 'ha']",na
12848,4,"['na'; 're'; 'ma'; 'tsu'; 'ya']",tsu
12849,5,"['na'; 'tsu'; 'o'; 'su'; 'ha']",na
12850,4,"['tsu'; 'na'; 'ma'; 'ya'; 're']",na
12851,8,"['tsu'; 'o'; 'wo'; 'ha'; 'na']",na
12852,0,"['o'; 'ma'; 'wo'; 'na'; 'ki']",na
12853,9,"['na'; 'ki'; 're'; 'o'; 'ma']",na
12854,2,"['o'; 'ma'; 'wo'; 'ya'; 'ki']",o
12855,8,"['na'; 'tsu'; 'o'; 'wo'; 'ha']",na
12856,0,"['ki'; 'o'; 'na'; 'wo'; 'ma']",na
12857,3,"['re'; 'ma'; 'o'; 'ha'; 'tsu']",tsu
12858,1,"['ki'; 'na'; 'su'; 'tsu'; 're']",na
12859,3,"['o'; 'tsu'; 'ma'; 're'; 'ha']",tsu
12860,5,"['o'; 'tsu'; 'ha'; 'na'; 'su']",na
12861,1,"['tsu'; 'ki'; 're'; 'na'; 'su']",ki
12862,7,"['ma'; 'o'; 'ki'; 'su'; 'wo']",o
12863,0,"['na'; 'ki'; 'wo'; 'ma'; 'o']",na
12864,1,"['na'; 'tsu'; 'ki'; 'su'; 're']",na
12865,0,"['ma'; 'wo'; 'ki'; 'o'; 'na']",na
12866,3,"['ha'; 'o'; 'ma'; 're'; 'tsu']",tsu
12867,9,"['ma'; 'na'; 're'; 'o'; 'ki']",na
12868,7,"['ma'; 'wo'; 'o'; 'ki'; 'su']",wo
12869,9,"['ki'; 'ma'; 'o'; 're'; 'na']",na
12870,8,"['na'; 'o'; 'tsu'; 'wo'; 'ha']",ha
12871,8,"['wo'; 'na'; 'ha'; 'o'; 'tsu']",na
12872,3,"['ha'; 're'; 'o'; 'ma'; 'tsu']",tsu
12873,7,"['ma'; 'su'; 'ki'; 'o'; 'wo']",ki
12874,4,"['ya'; 'tsu'; 're'; 'ma'; 'na']",tsu
12875,2,"['ya'; 'ki'; 'o'; 'wo'; 'ma']",ki
12876,8,"['ha'; 'na'; 'wo'; 'tsu'; 'o']",na
12877,9,"['na'; 'o'; 're'; 'ma'; 'ki']",na
12878,8,"['ha'; 'wo'; 'tsu'; 'o'; 'na']",tsu
12879,5,"['su'; 'o'; 'na'; 'ha'; 'tsu']",na
12880,0,"['ki'; 'ma'; 'wo'; 'na'; 'o']",na
12881,0,"['o'; 'na'; 'wo'; 'ma'; 'ki']",na
12882,5,"['na'; 'su'; 'o'; 'tsu'; 'ha']",na
12883,8,"['ha'; 'tsu'; 'na'; 'wo'; 'o']",na
12884,3,"['tsu'; 'o'; 'ha'; 're'; 'ma']",ha
12885,6,"['ki'; 'ha'; 'su'; 'na'; 'ya']",na
12886,1,"['na'; 're'; 'su'; 'ki'; 'tsu']",su
12887,8,"['wo'; 'tsu'; 'ha'; 'o'; 'na']",na
12888,2,"['ma'; 'o'; 'ki'; 'wo'; 'ya']",ki
12889,4,"['re'; 'ma'; 'ya'; 'na'; 'tsu']",tsu
12890,7,"['ki'; 'o'; 'wo'; 'su'; 'ma']",o
12891,4,"['ya'; 're'; 'na'; 'tsu'; 'ma']",tsu
12892,9,"['re'; 'na'; 'ki'; 'o'; 'ma']",na
12893,2,"['o'; 'ki'; 'wo'; 'ya'; 'ma']",ki
12894,0,"['ma'; 'na'; 'wo'; 'ki'; 'o']",na
12895,9,"['ki'; 're'; 'o'; 'ma'; 'na']",na
12896,8,"['na'; 'wo'; 'o'; 'tsu'; 'ha']",tsu
12897,1,"['re'; 'ki'; 'su'; 'na'; 'tsu']",ki
12898,3,"['tsu'; 'ma'; 'ha'; 're'; 'o']",ha
12899,5,"['o'; 'tsu'; 'ha'; 'na'; 'su']",na
12900,7,"['su'; 'ma'; 'wo'; 'ki'; 'o']",ki
12901,4,"['ma'; 're'; 'ya'; 'tsu'; 'na']",tsu
12902,5,"['su'; 'o'; 'na'; 'ha'; 'tsu']",na
12903,0,"['o'; 'na'; 'wo'; 'ki'; 'ma']",na
12904,8,"['wo'; 'ha'; 'o'; 'tsu'; 'na']",tsu
12905,2,"['ya'; 'ma'; 'ki'; 'wo'; 'o']",ki
12906,1,"['tsu'; 'su'; 'na'; 're'; 'ki']",na
12907,4,"['ma'; 'ya'; 're'; 'na'; 'tsu']",tsu
12908,9,"['ki'; 'ma'; 're'; 'o'; 'na']",o
12909,6,"['ya'; 'su'; 'na'; 'ha'; 'ki']",na
12910,0,"['ki'; 'o'; 'wo'; 'na'; 'ma']",na
12911,4,"['ma'; 'tsu'; 'ya'; 'na'; 're']",tsu
12912,9,"['na'; 'o'; 'ma'; 'ki'; 're']",re
12913,2,"['ma'; 'ya'; 'ki'; 'wo'; 'o']",ki
12914,3,"['ha'; 're'; 'tsu'; 'o'; 'ma']",tsu
12915,9,"['ki'; 'ma'; 'na'; 're'; 'o']",na
12916,5,"['tsu'; 'na'; 'ha'; 'o'; 'su']",na
12917,1,"['su'; 'ki'; 're'; 'na'; 'tsu']",su
12918,4,"['ma'; 'na'; 're'; 'ya'; 'tsu']",tsu
12919,0,"['o'; 'wo'; 'na'; 'ma'; 'ki']",na
12920,7,"['ma'; 'ki'; 'o'; 'su'; 'wo']",ki
12921,0,"['wo'; 'ma'; 'na'; 'ki'; 'o']",na
12922,3,"['ma'; 'tsu'; 'o'; 'ha'; 're']",tsu
12923,8,"['wo'; 'ha'; 'tsu'; 'o'; 'na']",na
12924,3,"['re'; 'ma'; 'tsu'; 'o'; 'ha']",ha
12925,2,"['o'; 'ma'; 'ya'; 'ki'; 'wo']",o
12926,9,"['o'; 'ma'; 'na'; 're'; 'ki']",na
12927,2,"['wo'; 'ki'; 'o'; 'ma'; 'ya']",o
12928,6,"['su'; 'ya'; 'ki'; 'na'; 'ha']",ki
12929,0,"['ki'; 'na'; 'wo'; 'ma'; 'o']",na
12930,2,"['o'; 'ki'; 'wo'; 'ma'; 'ya']",ki
12931,8,"['na'; 'ha'; 'o'; 'tsu'; 'wo']",tsu
12932,2,"['wo'; 'ma'; 'o'; 'ya'; 'ki']",ki
12933,9,"['ki'; 'na'; 'ma'; 're'; 'o']",na
12934,2,"['ya'; 'ki'; 'ma'; 'wo'; 'o']",ki
12935,5,"['su'; 'tsu'; 'na'; 'ha'; 'o']",na
12936,8,"['na'; 'ha'; 'wo'; 'o'; 'tsu']",tsu
12937,9,"['ki'; 'o'; 'na'; 're'; 'ma']",na
12938,7,"['wo'; 'ma'; 'o'; 'ki'; 'su']",o
12939,3,"['ma'; 're'; 'o'; 'tsu'; 'ha']",tsu
12940,3,"['ha'; 're'; 'o'; 'tsu'; 'ma']",tsu
12941,9,"['ki'; 'ma'; 'na'; 're'; 'o']",na
12942,0,"['na'; 'o'; 'ma'; 'wo'; 'ki']",na
12943,4,"['tsu'; 'ma'; 'ya'; 'na'; 're']",na
12944,0,"['na'; 'o'; 'ki'; 'wo'; 'ma']",na
12945,1,"['re'; 'ki'; 'na'; 'su'; 'tsu']",na
12946,9,"['na'; 'ma'; 'ki'; 'o'; 're']",o
12947,1,"['su'; 're'; 'na'; 'ki'; 'tsu']",na
12948,1,"['su'; 'tsu'; 'ki'; 're'; 'na']",re
12949,4,"['ya'; 'tsu'; 'na'; 'ma'; 're']",tsu
12950,1,"['su'; 'na'; 're'; 'ki'; 'tsu']",na
12951,1,"['tsu'; 'su'; 're'; 'ki'; 'na']",na
12952,2,"['ki'; 'o'; 'ya'; 'ma'; 'wo']",o
12953,9,"['na'; 're'; 'ma'; 'o'; 'ki']",na
12954,8,"['wo'; 'na'; 'ha'; 'tsu'; 'o']",na
12955,0,"['o'; 'ki'; 'na'; 'ma'; 'wo']",na
12956,3,"['ha'; 'tsu'; 'o'; 'ma'; 're']",o
12957,1,"['ki'; 're'; 'tsu'; 'su'; 'na']",tsu
12958,5,"['o'; 'su'; 'na'; 'ha'; 'tsu']",na
12959,4,"['tsu'; 'ya'; 're'; 'ma'; 'na']",ya
12960,9,"['o'; 'ki'; 're'; 'ma'; 'na']",ki
12961,9,"['re'; 'o'; 'ki'; 'na'; 'ma']",na
12962,6,"['ya'; 'su'; 'ha'; 'na'; 'ki']",na
12963,8,"['o'; 'na'; 'wo'; 'ha'; 'tsu']",na
12964,3,"['o'; 'ma'; 'tsu'; 'ha'; 're']",tsu
12965,3,"['ha'; 'ma'; 're'; 'tsu'; 'o']",tsu
12966,8,"['ha'; 'o'; 'tsu'; 'wo'; 'na']",na
12967,7,"['su'; 'o'; 'wo'; 'ki'; 'ma']",o
12968,5,"['o'; 'su'; 'ha'; 'tsu'; 'na']",na
12969,5,"['na'; 'tsu'; 'ha'; 'su'; 'o']",na
12970,5,"['na'; 'o'; 'tsu'; 'ha'; 'su']",tsu
12971,3,"['ha'; 're'; 'o'; 'ma'; 'tsu']",tsu
12972,7,"['ma'; 'ki'; 'o'; 'su'; 'wo']",ki
12973,1,"['re'; 'tsu'; 'na'; 'ki'; 'su']",na
12974,6,"['ki'; 'ha'; 'ya'; 'su'; 'na']",na
12975,6,"['ya'; 'su'; 'ha'; 'na'; 'ki']",na
12976,9,"['o'; 'ki'; 'ma'; 'na'; 're']",ki
12977,0,"['wo'; 'o'; 'ki'; 'na'; 'ma']",na
12978,1,"['re'; 'ki'; 'tsu'; 'su'; 'na']",ki
12979,6,"['ha'; 'su'; 'ya'; 'na'; 'ki']",na
12980,1,"['ki'; 'su'; 're'; 'na'; 'tsu']",su
12981,0,"['o'; 'wo'; 'ma'; 'ki'; 'na']",na
12982,8,"['na'; 'o'; 'wo'; 'tsu'; 'ha']",tsu
12983,7,"['wo'; 'o'; 'su'; 'ma'; 'ki']",o
12984,3,"['ma'; 're'; 'o'; 'ha'; 'tsu']",tsu
12985,2,"['ma'; 'o'; 'ki'; 'ya'; 'wo']",ki
12986,8,"['wo'; 'o'; 'tsu'; 'ha'; 'na']",tsu
12987,5,"['na'; 'tsu'; 'su'; 'o'; 'ha']",na
12988,3,"['ma'; 'tsu'; 'o'; 'ha'; 're']",tsu
12989,7,"['su'; 'ki'; 'o'; 'ma'; 'wo']",ki
12990,5,"['tsu'; 'o'; 'ha'; 'na'; 'su']",na
12991,1,"['ki'; 're'; 'su'; 'tsu'; 'na']",na
12992,1,"['na'; 're'; 'tsu'; 'su'; 'ki']",tsu
12993,6,"['ki'; 'ha'; 'su'; 'ya'; 'na']",na
12994,5,"['o'; 'su'; 'tsu'; 'na'; 'ha']",na
12995,5,"['o'; 'su'; 'na'; 'ha'; 'tsu']",na
12996,0,"['ma'; 'wo'; 'ki'; 'o'; 'na']",na
12997,6,"['su'; 'ya'; 'na'; 'ha'; 'ki']",na
12998,0,"['ki'; 'ma'; 'o'; 'wo'; 'na']",na
12999,3,"['tsu'; 'o'; 're'; 'ha'; 'ma']",o
13000,2,"['wo'; 'ya'; 'ki'; 'o'; 'ma']",ki
13001,6,"['na'; 'ki'; 'su'; 'ha'; 'ya']",ki
13002,7,"['wo'; 'ma'; 'ki'; 'su'; 'o']",o
13003,0,"['wo'; 'na'; 'ma'; 'o'; 'ki']",na
13004,2,"['ma'; 'ya'; 'ki'; 'o'; 'wo']",ki
13005,9,"['re'; 'o'; 'ki'; 'na'; 'ma']",na
13006,1,"['tsu'; 'su'; 'ki'; 're'; 'na']",na
13007,1,"['su'; 'na'; 're'; 'ki'; 'tsu']",na
13008,0,"['ma'; 'na'; 'ki'; 'wo'; 'o']",na
13009,4,"['tsu'; 'ya'; 're'; 'na'; 'ma']",ya
13010,6,"['ki'; 'ha'; 'su'; 'na'; 'ya']",na
13011,4,"['ya'; 're'; 'tsu'; 'na'; 'ma']",tsu
13012,8,"['wo'; 'na'; 'ha'; 'o'; 'tsu']",na
13013,9,"['re'; 'ki'; 'na'; 'ma'; 'o']",na
13014,1,"['ki'; 're'; 'tsu'; 'su'; 'na']",tsu
13015,6,"['ya'; 'ha'; 'ki'; 'su'; 'na']",ha
13016,4,"['na'; 'ma'; 'tsu'; 'ya'; 're']",tsu
13017,6,"['na'; 'ha'; 'su'; 'ki'; 'ya']",na
13018,2,"['ya'; 'wo'; 'ki'; 'ma'; 'o']",wo
13019,5,"['tsu'; 'na'; 'o'; 'ha'; 'su']",na
13020,3,"['ha'; 'o'; 'ma'; 'tsu'; 're']",tsu
13021,4,"['ma'; 'na'; 're'; 'ya'; 'tsu']",tsu
13022,4,"['na'; 'tsu'; 'ma'; 're'; 'ya']",tsu
13023,1,"['tsu'; 'su'; 're'; 'na'; 'ki']",na
13024,2,"['ya'; 'wo'; 'ki'; 'ma'; 'o']",wo
13025,5,"['na'; 'su'; 'ha'; 'o'; 'tsu']",na
13026,2,"['ki'; 'wo'; 'ma'; 'o'; 'ya']",wo
13027,1,"['tsu'; 'na'; 'su'; 'ki'; 're']",na
13028,4,"['ya'; 'ma'; 'tsu'; 'na'; 're']",tsu
13029,6,"['ha'; 'su'; 'ki'; 'na'; 'ya']",na
13030,5,"['tsu'; 'na'; 'o'; 'su'; 'ha']",na
13031,8,"['ha'; 'o'; 'na'; 'tsu'; 'wo']",na
13032,4,"['ma'; 'ya'; 're'; 'tsu'; 'na']",tsu
13033,3,"['ma'; 'tsu'; 'ha'; 're'; 'o']",ha
13034,8,"['ha'; 'tsu'; 'wo'; 'o'; 'na']",na
13035,8,"['ha'; 'na'; 'o'; 'tsu'; 'wo']",na
13036,0,"['ma'; 'na'; 'ki'; 'o'; 'wo']",na
13037,0,"['ki'; 'ma'; 'na'; 'wo'; 'o']",na
13038,0,"['ki'; 'o'; 'na'; 'wo'; 'ma']",na
13039,3,"['o'; 'ha'; 'tsu'; 'ma'; 're']",tsu
13040,1,"['tsu'; 'ki'; 'na'; 're'; 'su']",ki
13041,6,"['na'; 'su'; 'ha'; 'ya'; 'ki']",na
13042,1,"['na'; 'ki'; 're'; 'su'; 'tsu']",su
13043,8,"['tsu'; 'wo'; 'o'; 'na'; 'ha']",na
13044,2,"['ki'; 'ya'; 'o'; 'wo'; 'ma']",o
13045,4,"['ma'; 'ya'; 're'; 'tsu'; 'na']",tsu
13046,8,"['ha'; 'na'; 'wo'; 'tsu'; 'o']",na
13047,2,"['ki'; 'ya'; 'ma'; 'wo'; 'o']",o
13048,0,"['ki'; 'na'; 'o'; 'wo'; 'ma']",na
13049,2,"['o'; 'ya'; 'ma'; 'wo'; 'ki']",o
13050,2,"['ki'; 'ya'; 'o'; 'ma'; 'wo']",o
13051,3,"['ma'; 'o'; 'ha'; 'tsu'; 're']",tsu
13052,2,"['o'; 'ki'; 'ya'; 'wo'; 'ma']",ki
13053,8,"['o'; 'wo'; 'tsu'; 'na'; 'ha']",na
13054,8,"['wo'; 'ha'; 'tsu'; 'na'; 'o']",na
13055,4,"['na'; 'ma'; 're'; 'ya'; 'tsu']",tsu
13056,9,"['o'; 're'; 'ki'; 'ma'; 'na']",na
13057,3,"['ha'; 'ma'; 'o'; 're'; 'tsu']",tsu
13058,5,"['o'; 'su'; 'ha'; 'na'; 'tsu']",na
13059,4,"['na'; 'ya'; 'ma'; 're'; 'tsu']",tsu
13060,5,"['tsu'; 'su'; 'ha'; 'na'; 'o']",na
13061,8,"['na'; 'wo'; 'tsu'; 'o'; 'ha']",na
13062,4,"['ma'; 'ya'; 're'; 'tsu'; 'na']",tsu
13063,2,"['wo'; 'ki'; 'ma'; 'o'; 'ya']",ki
13064,4,"['ma'; 'na'; 'tsu'; 'ya'; 're']",tsu
13065,1,"['na'; 'su'; 'ki'; 'tsu'; 're']",na
13066,0,"['o'; 'ma'; 'wo'; 'na'; 'ki']",na
13067,9,"['ki'; 'ma'; 'na'; 're'; 'o']",na
13068,2,"['ma'; 'ki'; 'o'; 'wo'; 'ya']",ki
13069,9,"['ki'; 're'; 'na'; 'o'; 'ma']",na
13070,7,"['o'; 'su'; 'ki'; 'ma'; 'wo']",ki
13071,9,"['o'; 'na'; 'ki'; 're'; 'ma']",na
13072,9,"['ki'; 'ma'; 'na'; 'o'; 're']",na
13073,3,"['ma'; 'tsu'; 'ha'; 're'; 'o']",ha
13074,5,"['na'; 'ha'; 'su'; 'o'; 'tsu']",su
13075,3,"['re'; 'ma'; 'ha'; 'tsu'; 'o']",tsu
13076,9,"['o'; 'na'; 'ki'; 'ma'; 're']",na
13077,8,"['na'; 'tsu'; 'wo'; 'o'; 'ha']",na
13078,7,"['su'; 'ma'; 'o'; 'ki'; 'wo']",ki
13079,1,"['tsu'; 'su'; 're'; 'na'; 'ki']",na
13080,6,"['ki'; 'ya'; 'ha'; 'na'; 'su']",na
13081,4,"['ma'; 'tsu'; 'ya'; 'na'; 're']",na
13082,4,"['ma'; 're'; 'ya'; 'tsu'; 'na']",tsu
13083,1,"['ki'; 'tsu'; 're'; 'su'; 'na']",na
13084,8,"['na'; 'wo'; 'tsu'; 'ha'; 'o']",tsu
13085,0,"['o'; 'na'; 'ki'; 'ma'; 'wo']",na
13086,2,"['ya'; 'wo'; 'ma'; 'o'; 'ki']",wo
13087,8,"['tsu'; 'ha'; 'na'; 'o'; 'wo']",na
13088,7,"['wo'; 'ki'; 'o'; 'ma'; 'su']",ki
13089,3,"['ma'; 'o'; 'ha'; 're'; 'tsu']",tsu
13090,7,"['o'; 'wo'; 'ma'; 'ki'; 'su']",o
13091,0,"['ki'; 'o'; 'wo'; 'na'; 'ma']",na
13092,2,"['o'; 'ya'; 'ma'; 'ki'; 'wo']",o
13093,4,"['na'; 'tsu'; 'ma'; 're'; 'ya']",re
13094,5,"['su'; 'na'; 'tsu'; 'o'; 'ha']",na
13095,5,"['na'; 'ha'; 'su'; 'o'; 'tsu']",na
13096,6,"['su'; 'ha'; 'ki'; 'na'; 'ya']",na
13097,4,"['ya'; 'na'; 'ma'; 'tsu'; 're']",tsu
13098,9,"['re'; 'na'; 'ma'; 'ki'; 'o']",na
13099,1,"['ki'; 'na'; 'tsu'; 'su'; 're']",na
13100,1,"['tsu'; 'su'; 'ki'; 'na'; 're']",na
13101,6,"['na'; 'ha'; 'ya'; 'ki'; 'su']",na
13102,5,"['o'; 'su'; 'tsu'; 'ha'; 'na']",na
13103,7,"['ki'; 'o'; 'ma'; 'wo'; 'su']",ki
13104,0,"['ki'; 'na'; 'ma'; 'wo'; 'o']",na
13105,9,"['ki'; 'na'; 're'; 'o'; 'ma']",na
13106,0,"['o'; 'ki'; 'wo'; 'na'; 'ma']",na
13107,9,"['na'; 're'; 'ki'; 'o'; 'ma']",o
13108,7,"['su'; 'wo'; 'ma'; 'ki'; 'o']",ki
13109,0,"['wo'; 'o'; 'ki'; 'na'; 'ma']",na
13110,4,"['ya'; 'na'; 'ma'; 'tsu'; 're']",tsu
13111,2,"['wo'; 'o'; 'ma'; 'ya'; 'ki']",o
13112,4,"['re'; 'tsu'; 'ma'; 'ya'; 'na']",tsu
13113,5,"['tsu'; 'su'; 'na'; 'o'; 'ha']",na
13114,0,"['na'; 'ki'; 'ma'; 'wo'; 'o']",na
13115,6,"['ha'; 'ki'; 'na'; 'ya'; 'su']",su
13116,8,"['na'; 'o'; 'wo'; 'ha'; 'tsu']",na
13117,3,"['o'; 'ha'; 'tsu'; 'ma'; 're']",ha
13118,0,"['wo'; 'ki'; 'na'; 'ma'; 'o']",ki
13119,7,"['su'; 'ma'; 'ki'; 'o'; 'wo']",ki
13120,7,"['o'; 'su'; 'wo'; 'ki'; 'ma']",ki
13121,2,"['ki'; 'ma'; 'o'; 'wo'; 'ya']",o
13122,9,"['na'; 're'; 'ki'; 'o'; 'ma']",na
13123,6,"['ki'; 'ya'; 'na'; 'ha'; 'su']",na
13124,1,"['ki'; 're'; 'na'; 'su'; 'tsu']",su
13125,3,"['ma'; 're'; 'ha'; 'tsu'; 'o']",tsu
13126,9,"['ki'; 'ma'; 'na'; 'o'; 're']",na
13127,8,"['tsu'; 'wo'; 'ha'; 'na'; 'o']",wo
13128,6,"['su'; 'ki'; 'na'; 'ha'; 'ya']",ki
13129,2,"['ya'; 'ma'; 'wo'; 'o'; 'ki']",o
13130,0,"['wo'; 'ma'; 'ki'; 'na'; 'o']",na
13131,1,"['ki'; 'na'; 'su'; 'tsu'; 're']",na
13132,6,"['na'; 'ya'; 'ha'; 'su'; 'ki']",su
13133,2,"['ya'; 'ki'; 'ma'; 'wo'; 'o']",ki
13134,2,"['wo'; 'ya'; 'ki'; 'o'; 'ma']",ki
13135,8,"['o'; 'tsu'; 'ha'; 'wo'; 'na']",tsu
13136,8,"['na'; 'tsu'; 'o'; 'wo'; 'ha']",na
13137,3,"['ha'; 'o'; 're'; 'ma'; 'tsu']",o
13138,5,"['tsu'; 'ha'; 'na'; 'su'; 'o']",na
13139,4,"['na'; 'ma'; 're'; 'tsu'; 'ya']",tsu
13140,4,"['tsu'; 'na'; 're'; 'ma'; 'ya']",na
13141,1,"['re'; 'tsu'; 'na'; 'su'; 'ki']",na
13142,4,"['na'; 'ya'; 're'; 'tsu'; 'ma']",tsu
13143,9,"['ki'; 're'; 'o'; 'ma'; 'na']",na
13144,0,"['wo'; 'na'; 'ki'; 'o'; 'ma']",na
13145,4,"['na'; 'tsu'; 're'; 'ma'; 'ya']",ya
13146,3,"['re'; 'o'; 'tsu'; 'ma'; 'ha']",ha
13147,5,"['tsu'; 'su'; 'o'; 'ha'; 'na']",na
13148,7,"['su'; 'o'; 'ki'; 'wo'; 'ma']",ki
13149,1,"['na'; 're'; 'ki'; 'su'; 'tsu']",su
13150,9,"['na'; 'ki'; 'ma'; 're'; 'o']",na
13151,9,"['na'; 'o'; 'ki'; 'ma'; 're']",na
