index,true_label,candidate_labels,complementary_label
3689,8,"['na'; 'tsu'; 'o'; 'ya'; 'ki'; 'su'; 'ma']",na
3690,6,"['o'; 'wo'; 'na'; 'tsu'; 'su'; 'ya'; 'ki']",na
3691,7,"['ki'; 'wo'; 'tsu'; 're'; 'ha'; 'o'; 'ma']",tsu
3692,5,"['na'; 'ya'; 'ki'; 'wo'; 'ha'; 'su'; 'ma']",ki
3693,2,"['ki'; 'na'; 'o'; 'ma'; 'wo'; 'tsu'; 're']",tsu
3694,7,"['tsu'; 're'; 'wo'; 'ha'; 'ma'; 'ki'; 'o']",ki
3695,5,"['wo'; 'na'; 'ki'; 'su'; 'ha'; 'ya'; 'ma']",na
3696,9,"['ya'; 'su'; 'ha'; 'ma'; 're'; 'wo'; 'ki']",re
3697,8,"['na'; 'ma'; 'tsu'; 'ki'; 'o'; 'su'; 'ya']",na
3698,2,"['ki'; 'tsu'; 'ma'; 're'; 'wo'; 'o'; 'na']",tsu
3699,9,"['ya'; 'ki'; 'ma'; 'ha'; 'su'; 'wo'; 're']",wo
3700,2,"['ki'; 'tsu'; 'wo'; 'o'; 're'; 'ma'; 'na']",tsu
3701,4,"['re'; 'ya'; 'o'; 'su'; 'ha'; 'na'; 'ki']",na
3702,3,"['ki'; 'tsu'; 'ya'; 'ma'; 'na'; 'o'; 'wo']",na
3703,0,"['wo'; 're'; 'ma'; 'ha'; 'na'; 'ki'; 'o']",na
3704,8,"['ma'; 'ki'; 'ya'; 'o'; 'tsu'; 'su'; 'na']",tsu
3705,1,"['ma'; 'ha'; 'wo'; 'ki'; 'ya'; 'o'; 're']",re
3706,1,"['ha'; 'o'; 're'; 'ya'; 'ma'; 'wo'; 'ki']",ki
3707,5,"['ma'; 'ha'; 'na'; 'ki'; 'ya'; 'wo'; 'su']",na
3708,2,"['ki'; 're'; 'wo'; 'ma'; 'na'; 'o'; 'tsu']",tsu
3709,4,"['su'; 'na'; 'ya'; 'ha'; 're'; 'ki'; 'o']",na
3710,9,"['ya'; 'ha'; 'ki'; 'ma'; 'su'; 're'; 'wo']",ha
3711,2,"['re'; 'wo'; 'na'; 'ma'; 'tsu'; 'ki'; 'o']",tsu
3712,2,"['tsu'; 'ki'; 'o'; 'ma'; 'na'; 'wo'; 're']",ki
3713,4,"['su'; 'ki'; 'na'; 'ha'; 'o'; 'ya'; 're']",re
3714,2,"['o'; 'wo'; 'ma'; 'na'; 're'; 'tsu'; 'ki']",tsu
3715,6,"['tsu'; 'ki'; 'su'; 'na'; 'o'; 'wo'; 'ya']",ki
3716,0,"['o'; 'wo'; 'na'; 'ki'; 'ha'; 'ma'; 're']",na
3717,4,"['ya'; 'o'; 'su'; 'na'; 'ha'; 'ki'; 're']",re
3718,4,"['ha'; 'ya'; 'na'; 'ki'; 'o'; 're'; 'su']",na
3719,3,"['ya'; 'tsu'; 'na'; 'wo'; 'ma'; 'o'; 'ki']",na
3720,2,"['wo'; 'na'; 're'; 'tsu'; 'ma'; 'o'; 'ki']",na
3721,7,"['re'; 'o'; 'wo'; 'ki'; 'tsu'; 'ha'; 'ma']",ha
3722,9,"['ma'; 'ya'; 're'; 'wo'; 'ha'; 'ki'; 'su']",ki
3723,0,"['re'; 'ki'; 'wo'; 'o'; 'ma'; 'ha'; 'na']",na
3724,4,"['su'; 'ki'; 'na'; 're'; 'o'; 'ya'; 'ha']",na
3725,6,"['su'; 'ya'; 'na'; 'wo'; 'tsu'; 'ki'; 'o']",na
3726,6,"['o'; 'tsu'; 'ki'; 'wo'; 'na'; 'su'; 'ya']",tsu
3727,9,"['re'; 'ha'; 'ma'; 'ya'; 'wo'; 'su'; 'ki']",wo
3728,5,"['ma'; 'na'; 'ki'; 'wo'; 'ya'; 'su'; 'ha']",na
3729,5,"['ma'; 'na'; 'ki'; 'ya'; 'su'; 'ha'; 'wo']",na
3730,8,"['ma'; 'ya'; 'su'; 'na'; 'o'; 'tsu'; 'ki']",su
3731,3,"['ki'; 'tsu'; 'ya'; 'na'; 'wo'; 'ma'; 'o']",na
3732,2,"['o'; 'na'; 're'; 'wo'; 'ki'; 'ma'; 'tsu']",tsu
3733,2,"['tsu'; 'wo'; 'o'; 're'; 'na'; 'ki'; 'ma']",na
3734,7,"['ha'; 're'; 'o'; 'ma'; 'wo'; 'ki'; 'tsu']",tsu
3735,5,"['na'; 'wo'; 'ha'; 'ma'; 'ya'; 'ki'; 'su']",na
3736,3,"['ya'; 'na'; 'ki'; 'tsu'; 'ma'; 'wo'; 'o']",tsu
3737,0,"['ki'; 'wo'; 'ma'; 're'; 'o'; 'na'; 'ha']",na
3738,9,"['wo'; 'ki'; 'ma'; 'ha'; 're'; 'ya'; 'su']",ki
3739,6,"['tsu'; 'na'; 'ya'; 'su'; 'wo'; 'ki'; 'o']",na
3740,9,"['wo'; 'ya'; 're'; 'ki'; 'su'; 'ma'; 'ha']",ha
3741,4,"['o'; 'na'; 'ya'; 're'; 'su'; 'ha'; 'ki']",na
3742,1,"['re'; 'ha'; 'ya'; 'ma'; 'wo'; 'ki'; 'o']",re
3743,6,"['o'; 'na'; 'wo'; 'ki'; 'su'; 'ya'; 'tsu']",su
3744,5,"['ha'; 'na'; 'wo'; 'ya'; 'su'; 'ma'; 'ki']",na
3745,1,"['ma'; 'ha'; 'o'; 'ya'; 're'; 'ki'; 'wo']",o
3746,5,"['ki'; 'ya'; 'na'; 'su'; 'ma'; 'ha'; 'wo']",na
3747,9,"['su'; 'ha'; 'ya'; 'ki'; 'ma'; 'wo'; 're']",wo
3748,1,"['o'; 're'; 'ki'; 'ha'; 'ya'; 'ma'; 'wo']",o
3749,2,"['tsu'; 'na'; 'ma'; 'o'; 'wo'; 'ki'; 're']",na
3750,1,"['ma'; 'ha'; 'ya'; 'ki'; 're'; 'wo'; 'o']",re
3751,6,"['su'; 'wo'; 'na'; 'ki'; 'tsu'; 'ya'; 'o']",na
3752,9,"['re'; 'ha'; 'wo'; 'ki'; 'ya'; 'ma'; 'su']",wo
3753,8,"['ya'; 'ma'; 'tsu'; 'ki'; 'su'; 'o'; 'na']",na
3754,1,"['ki'; 're'; 'ya'; 'ha'; 'o'; 'ma'; 'wo']",ha
3755,3,"['o'; 'ki'; 'tsu'; 'ya'; 'ma'; 'wo'; 'na']",ki
3756,4,"['ki'; 'ha'; 'na'; 'o'; 'su'; 're'; 'ya']",na
3757,1,"['wo'; 'o'; 'ma'; 're'; 'ki'; 'ha'; 'ya']",ha
3758,0,"['ha'; 'ki'; 'o'; 'na'; 'ma'; 're'; 'wo']",ki
3759,2,"['tsu'; 'na'; 'o'; 'ki'; 'wo'; 're'; 'ma']",na
3760,0,"['na'; 'ha'; 'ma'; 're'; 'ki'; 'o'; 'wo']",na
3761,2,"['o'; 'ki'; 're'; 'tsu'; 'wo'; 'na'; 'ma']",tsu
3762,2,"['ma'; 'ki'; 'na'; 'tsu'; 'o'; 're'; 'wo']",ki
3763,8,"['ma'; 'na'; 'ki'; 'o'; 'ya'; 'su'; 'tsu']",na
3764,8,"['ma'; 'tsu'; 'ki'; 'o'; 'ya'; 'na'; 'su']",na
3765,7,"['ha'; 'tsu'; 'ki'; 'o'; 're'; 'wo'; 'ma']",ki
3766,8,"['ma'; 'ki'; 'ya'; 'o'; 'tsu'; 'na'; 'su']",tsu
3767,2,"['wo'; 'ma'; 'ki'; 'tsu'; 're'; 'o'; 'na']",tsu
3768,4,"['re'; 'na'; 'su'; 'ha'; 'ki'; 'o'; 'ya']",na
3769,3,"['ki'; 'ya'; 'o'; 'wo'; 'tsu'; 'ma'; 'na']",tsu
3770,7,"['ma'; 'o'; 're'; 'tsu'; 'wo'; 'ha'; 'ki']",ha
3771,1,"['ha'; 'ki'; 'wo'; 're'; 'o'; 'ma'; 'ya']",ki
3772,1,"['ma'; 'ki'; 'o'; 'ya'; 'wo'; 'ha'; 're']",ki
3773,3,"['ki'; 'na'; 'ma'; 'wo'; 'tsu'; 'o'; 'ya']",na
3774,7,"['o'; 'ha'; 're'; 'tsu'; 'ki'; 'wo'; 'ma']",tsu
3775,6,"['tsu'; 'ki'; 'ya'; 'wo'; 'su'; 'o'; 'na']",ki
3776,7,"['ma'; 're'; 'ki'; 'o'; 'wo'; 'ha'; 'tsu']",tsu
3777,6,"['ya'; 'ki'; 'su'; 'o'; 'tsu'; 'wo'; 'na']",su
3778,4,"['ki'; 'ya'; 're'; 'na'; 'o'; 'ha'; 'su']",ya
3779,4,"['ki'; 'ya'; 'na'; 'o'; 're'; 'ha'; 'su']",ki
3780,9,"['re'; 'wo'; 'ya'; 'ha'; 'su'; 'ki'; 'ma']",ha
3781,5,"['wo'; 'ha'; 'ma'; 'su'; 'na'; 'ya'; 'ki']",na
3782,3,"['wo'; 'na'; 'ya'; 'ki'; 'o'; 'ma'; 'tsu']",na
3783,4,"['ya'; 'su'; 'ki'; 'na'; 're'; 'ha'; 'o']",na
3784,6,"['wo'; 'ki'; 'su'; 'tsu'; 'o'; 'na'; 'ya']",ki
3785,0,"['ki'; 'na'; 'ha'; 're'; 'ma'; 'o'; 'wo']",na
3786,3,"['ma'; 'tsu'; 'o'; 'wo'; 'na'; 'ya'; 'ki']",tsu
3787,3,"['ya'; 'wo'; 'ma'; 'ki'; 'tsu'; 'na'; 'o']",na
3788,7,"['re'; 'o'; 'wo'; 'ki'; 'tsu'; 'ha'; 'ma']",ha
3789,7,"['ma'; 'ki'; 'o'; 're'; 'ha'; 'wo'; 'tsu']",tsu
3790,7,"['wo'; 'ha'; 'ki'; 'tsu'; 'o'; 'ma'; 're']",tsu
3791,6,"['wo'; 'tsu'; 'ya'; 'su'; 'o'; 'ki'; 'na']",na
3792,5,"['ki'; 'na'; 'ma'; 'ha'; 'su'; 'ya'; 'wo']",na
3793,7,"['o'; 're'; 'ki'; 'wo'; 'ha'; 'tsu'; 'ma']",tsu
3794,8,"['ki'; 'o'; 'tsu'; 'ya'; 'na'; 'su'; 'ma']",tsu
3795,4,"['o'; 'su'; 'ha'; 're'; 'ki'; 'na'; 'ya']",na
3796,1,"['ki'; 'ha'; 'wo'; 'ya'; 'o'; 'ma'; 're']",o
3797,6,"['ki'; 'o'; 'tsu'; 'ya'; 'wo'; 'su'; 'na']",tsu
3798,7,"['tsu'; 'ha'; 'ma'; 'ki'; 'o'; 're'; 'wo']",ha
3799,8,"['ma'; 'ya'; 'na'; 'o'; 'su'; 'ki'; 'tsu']",na
3800,5,"['ha'; 'ma'; 'ki'; 'na'; 'su'; 'wo'; 'ya']",na
3801,9,"['ma'; 'ya'; 're'; 'wo'; 'ki'; 'su'; 'ha']",ha
3802,7,"['re'; 'ma'; 'o'; 'tsu'; 'ha'; 'ki'; 'wo']",tsu
3803,6,"['su'; 'ya'; 'o'; 'tsu'; 'na'; 'wo'; 'ki']",na
3804,6,"['na'; 'o'; 'ki'; 'tsu'; 'ya'; 'su'; 'wo']",na
3805,3,"['na'; 'ma'; 'ki'; 'tsu'; 'wo'; 'ya'; 'o']",tsu
3806,8,"['na'; 'su'; 'tsu'; 'o'; 'ma'; 'ya'; 'ki']",na
3807,6,"['o'; 'wo'; 'su'; 'na'; 'ya'; 'ki'; 'tsu']",su
3808,8,"['na'; 'tsu'; 'ma'; 'o'; 'ya'; 'ki'; 'su']",na
3809,7,"['o'; 'wo'; 'ma'; 'ki'; 'ha'; 're'; 'tsu']",o
3810,2,"['na'; 're'; 'o'; 'wo'; 'ma'; 'ki'; 'tsu']",tsu
3811,3,"['ki'; 'o'; 'ma'; 'na'; 'ya'; 'tsu'; 'wo']",tsu
3812,9,"['ha'; 'ma'; 'ya'; 'su'; 'wo'; 're'; 'ki']",wo
3813,6,"['su'; 'na'; 'ki'; 'wo'; 'ya'; 'o'; 'tsu']",su
3814,1,"['ki'; 're'; 'ma'; 'o'; 'ha'; 'ya'; 'wo']",o
3815,0,"['ma'; 'wo'; 're'; 'ha'; 'ki'; 'o'; 'na']",na
3816,8,"['ki'; 'ya'; 'ma'; 'su'; 'o'; 'na'; 'tsu']",su
3817,2,"['tsu'; 'ma'; 'o'; 're'; 'na'; 'ki'; 'wo']",na
3818,3,"['ki'; 'wo'; 'ma'; 'o'; 'na'; 'ya'; 'tsu']",tsu
3819,5,"['su'; 'na'; 'ya'; 'ki'; 'ma'; 'wo'; 'ha']",na
3820,2,"['wo'; 'ma'; 'tsu'; 'ki'; 'o'; 're'; 'na']",tsu
3821,3,"['na'; 'ki'; 'tsu'; 'wo'; 'o'; 'ma'; 'ya']",ki
3822,7,"['tsu'; 'ki'; 'ma'; 'ha'; 're'; 'wo'; 'o']",ki
3823,4,"['ki'; 'ya'; 'na'; 'o'; 're'; 'ha'; 'su']",na
3824,9,"['wo'; 'ha'; 'ki'; 're'; 'ya'; 'ma'; 'su']",ki
3825,0,"['ma'; 're'; 'na'; 'o'; 'wo'; 'ha'; 'ki']",na
3826,5,"['na'; 'ha'; 'ya'; 'ma'; 'su'; 'ki'; 'wo']",na
3827,3,"['ya'; 'tsu'; 'ma'; 'ki'; 'o'; 'wo'; 'na']",na
3828,9,"['ya'; 'ha'; 'su'; 'wo'; 'ma'; 're'; 'ki']",re
3829,6,"['wo'; 'su'; 'o'; 'ki'; 'na'; 'ya'; 'tsu']",su
3830,7,"['re'; 'wo'; 'tsu'; 'o'; 'ma'; 'ha'; 'ki']",ha
3831,2,"['re'; 'wo'; 'ma'; 'ki'; 'na'; 'tsu'; 'o']",tsu
3832,0,"['ma'; 'na'; 'o'; 're'; 'ha'; 'ki'; 'wo']",na
3833,3,"['ya'; 'na'; 'tsu'; 'ki'; 'ma'; 'o'; 'wo']",na
3834,1,"['ha'; 'o'; 'ki'; 're'; 'wo'; 'ma'; 'ya']",ki
3835,0,"['na'; 're'; 'wo'; 'o'; 'ha'; 'ki'; 'ma']",na
3836,2,"['ma'; 'tsu'; 'o'; 're'; 'na'; 'wo'; 'ki']",o
3837,8,"['o'; 'su'; 'na'; 'ma'; 'ki'; 'ya'; 'tsu']",su
3838,3,"['ma'; 'o'; 'ya'; 'ki'; 'tsu'; 'na'; 'wo']",na
3839,7,"['tsu'; 're'; 'wo'; 'ki'; 'o'; 'ha'; 'ma']",ha
3840,0,"['ki'; 'wo'; 'ha'; 'na'; 'o'; 'ma'; 're']",na
3841,6,"['ya'; 'tsu'; 'su'; 'ki'; 'wo'; 'o'; 'na']",na
3842,9,"['ki'; 'ha'; 'ya'; 'ma'; 'su'; 'wo'; 're']",wo
3843,8,"['ma'; 'o'; 'ki'; 'su'; 'ya'; 'na'; 'tsu']",su
3844,6,"['ki'; 'wo'; 'na'; 'o'; 'ya'; 'su'; 'tsu']",su
3845,0,"['ha'; 'o'; 'ma'; 'na'; 'wo'; 're'; 'ki']",na
3846,7,"['wo'; 'ki'; 'ma'; 're'; 'tsu'; 'o'; 'ha']",ha
3847,0,"['re'; 'wo'; 'ha'; 'o'; 'ma'; 'ki'; 'na']",na
3848,2,"['re'; 'ki'; 'na'; 'o'; 'ma'; 'tsu'; 'wo']",tsu
3849,7,"['o'; 'wo'; 're'; 'tsu'; 'ha'; 'ki'; 'ma']",ha
3850,1,"['re'; 'wo'; 'ya'; 'ma'; 'ki'; 'ha'; 'o']",ha
3851,6,"['su'; 'ya'; 'wo'; 'o'; 'ki'; 'na'; 'tsu']",su
3852,8,"['tsu'; 'ki'; 'na'; 'ya'; 'o'; 'ma'; 'su']",ki
3853,0,"['wo'; 'ha'; 're'; 'o'; 'ki'; 'na'; 'ma']",na
3854,4,"['o'; 'ki'; 'su'; 'ha'; 'ya'; 're'; 'na']",na
3855,2,"['tsu'; 'na'; 'ma'; 'wo'; 'o'; 're'; 'ki']",na
3856,4,"['ha'; 'na'; 'o'; 'ki'; 'ya'; 're'; 'su']",na
3857,9,"['ha'; 'ki'; 'wo'; 'su'; 're'; 'ma'; 'ya']",ki
3858,3,"['o'; 'tsu'; 'ma'; 'na'; 'ya'; 'wo'; 'ki']",tsu
3859,5,"['ya'; 'ma'; 'ha'; 'na'; 'ki'; 'wo'; 'su']",na
3860,6,"['ya'; 'tsu'; 'wo'; 'na'; 'o'; 'ki'; 'su']",tsu
3861,9,"['ha'; 'ki'; 'wo'; 'ma'; 're'; 'ya'; 'su']",ki
3862,4,"['re'; 'ya'; 'su'; 'ki'; 'na'; 'ha'; 'o']",na
3863,9,"['ya'; 'ki'; 're'; 'ma'; 'su'; 'wo'; 'ha']",ki
3864,9,"['re'; 'ma'; 'ya'; 'ki'; 'su'; 'wo'; 'ha']",ki
3865,7,"['ki'; 'o'; 'tsu'; 'ha'; 'wo'; 're'; 'ma']",tsu
3866,0,"['ha'; 'o'; 'wo'; 're'; 'ki'; 'ma'; 'na']",na
3867,0,"['re'; 'ma'; 'na'; 'ha'; 'o'; 'wo'; 'ki']",na
3868,8,"['na'; 'tsu'; 'su'; 'o'; 'ya'; 'ki'; 'ma']",na
3869,0,"['o'; 'na'; 'ha'; 're'; 'wo'; 'ki'; 'ma']",na
3870,6,"['tsu'; 'na'; 'ki'; 'ya'; 'su'; 'wo'; 'o']",na
3871,2,"['re'; 'na'; 'wo'; 'ma'; 'tsu'; 'o'; 'ki']",tsu
3872,4,"['ya'; 'na'; 're'; 'o'; 'su'; 'ha'; 'ki']",na
3873,9,"['re'; 'ma'; 'wo'; 'su'; 'ki'; 'ha'; 'ya']",ha
3874,0,"['ki'; 'o'; 'wo'; 'na'; 'ma'; 're'; 'ha']",o
3875,9,"['su'; 'wo'; 'ya'; 'ma'; 're'; 'ki'; 'ha']",ha
3876,0,"['na'; 'wo'; 'ma'; 'ha'; 're'; 'o'; 'ki']",na
3877,2,"['na'; 'wo'; 'o'; 're'; 'ki'; 'ma'; 'tsu']",tsu
3878,3,"['wo'; 'ya'; 'tsu'; 'ki'; 'o'; 'ma'; 'na']",tsu
3879,6,"['ki'; 'na'; 'tsu'; 'su'; 'o'; 'wo'; 'ya']",na
3880,6,"['ya'; 'tsu'; 'ki'; 'wo'; 'su'; 'o'; 'na']",tsu
3881,1,"['ma'; 'ya'; 'wo'; 'ha'; 're'; 'o'; 'ki']",o
3882,7,"['re'; 'ha'; 'tsu'; 'o'; 'ki'; 'ma'; 'wo']",o
3883,4,"['ki'; 'su'; 'ha'; 'o'; 'na'; 're'; 'ya']",na
3884,9,"['ki'; 'ma'; 're'; 'ha'; 'ya'; 'wo'; 'su']",wo
3885,9,"['ya'; 're'; 'su'; 'ki'; 'ha'; 'wo'; 'ma']",wo
3886,8,"['ma'; 'ya'; 'na'; 'ki'; 'su'; 'o'; 'tsu']",na
3887,7,"['tsu'; 'ki'; 'ha'; 'o'; 'wo'; 're'; 'ma']",ki
3888,2,"['ma'; 'ki'; 'o'; 'na'; 'tsu'; 'wo'; 're']",tsu
3889,5,"['ya'; 'su'; 'na'; 'ha'; 'ma'; 'wo'; 'ki']",ki
3890,2,"['tsu'; 're'; 'na'; 'o'; 'ki'; 'ma'; 'wo']",na
3891,3,"['na'; 'ki'; 'ya'; 'o'; 'tsu'; 'wo'; 'ma']",tsu
3892,1,"['ya'; 'ki'; 're'; 'wo'; 'ha'; 'ma'; 'o']",ki
3893,3,"['wo'; 'o'; 'ma'; 'ki'; 'na'; 'tsu'; 'ya']",tsu
3894,1,"['ha'; 're'; 'o'; 'wo'; 'ki'; 'ma'; 'ya']",re
3895,5,"['ma'; 'su'; 'ki'; 'wo'; 'na'; 'ha'; 'ya']",ki
3896,6,"['o'; 'wo'; 'na'; 'ya'; 'ki'; 'tsu'; 'su']",tsu
3897,8,"['ya'; 'tsu'; 'ki'; 'ma'; 'na'; 'o'; 'su']",tsu
3898,7,"['ki'; 'ma'; 'wo'; 'tsu'; 'ha'; 'o'; 're']",tsu
3899,0,"['wo'; 're'; 'ki'; 'ha'; 'ma'; 'na'; 'o']",na
3900,0,"['ki'; 'ma'; 'ha'; 're'; 'o'; 'wo'; 'na']",na
3901,2,"['o'; 'ki'; 'ma'; 'na'; 're'; 'wo'; 'tsu']",tsu
3902,5,"['ma'; 'ha'; 'na'; 'wo'; 'su'; 'ki'; 'ya']",na
3903,9,"['re'; 'ha'; 'ya'; 'ki'; 'su'; 'wo'; 'ma']",wo
3904,6,"['ki'; 'tsu'; 'ya'; 'na'; 'o'; 'wo'; 'su']",na
3905,3,"['na'; 'ma'; 'ki'; 'tsu'; 'o'; 'ya'; 'wo']",na
3906,4,"['na'; 'o'; 'ki'; 'su'; 'ya'; 'ha'; 're']",na
3907,6,"['tsu'; 'wo'; 'su'; 'na'; 'ya'; 'ki'; 'o']",na
3908,9,"['ya'; 'ki'; 'ma'; 'wo'; 'su'; 'ha'; 're']",ha
3909,2,"['re'; 'ma'; 'wo'; 'na'; 'tsu'; 'ki'; 'o']",tsu
3910,6,"['ya'; 'na'; 'ki'; 'tsu'; 'su'; 'o'; 'wo']",na
3911,4,"['ya'; 'su'; 're'; 'ki'; 'o'; 'ha'; 'na']",na
3912,5,"['ha'; 'su'; 'ma'; 'na'; 'wo'; 'ya'; 'ki']",na
3913,7,"['o'; 'ha'; 'tsu'; 'ki'; 'wo'; 'ma'; 're']",tsu
3914,2,"['ki'; 'ma'; 'na'; 're'; 'tsu'; 'o'; 'wo']",tsu
3915,5,"['wo'; 'ha'; 'ya'; 'na'; 'ma'; 'ki'; 'su']",na
3916,4,"['ha'; 're'; 'na'; 'su'; 'ya'; 'o'; 'ki']",na
3917,9,"['ha'; 'ki'; 'ma'; 'ya'; 're'; 'su'; 'wo']",re
3918,0,"['na'; 'ki'; 'o'; 'wo'; 'ma'; 'ha'; 're']",na
3919,4,"['o'; 'ki'; 'na'; 'su'; 'ha'; 'ya'; 're']",ki
3920,9,"['ha'; 'ma'; 'su'; 're'; 'ki'; 'ya'; 'wo']",wo
3921,0,"['na'; 'ki'; 're'; 'ma'; 'ha'; 'o'; 'wo']",na
3922,8,"['na'; 'su'; 'ki'; 'tsu'; 'o'; 'ma'; 'ya']",na
3923,5,"['wo'; 'su'; 'na'; 'ha'; 'ki'; 'ma'; 'ya']",na
3924,7,"['ha'; 'ki'; 're'; 'tsu'; 'o'; 'wo'; 'ma']",tsu
3925,5,"['ki'; 'wo'; 'ma'; 'ha'; 'na'; 'ya'; 'su']",na
3926,1,"['wo'; 'ki'; 're'; 'ha'; 'ma'; 'o'; 'ya']",ki
3927,0,"['na'; 'ma'; 'ha'; 'o'; 'ki'; 're'; 'wo']",na
3928,7,"['re'; 'ha'; 'tsu'; 'ki'; 'o'; 'ma'; 'wo']",ha
3929,5,"['su'; 'na'; 'ya'; 'ma'; 'wo'; 'ha'; 'ki']",na
3930,7,"['wo'; 're'; 'ma'; 'ha'; 'o'; 'ki'; 'tsu']",tsu
3931,3,"['o'; 'tsu'; 'wo'; 'ya'; 'na'; 'ma'; 'ki']",tsu
3932,0,"['re'; 'wo'; 'o'; 'ma'; 'ha'; 'ki'; 'na']",na
3933,3,"['tsu'; 'ya'; 'wo'; 'ki'; 'na'; 'ma'; 'o']",na
3934,1,"['ha'; 'wo'; 'ya'; 're'; 'ma'; 'ki'; 'o']",wo
3935,8,"['o'; 'su'; 'ma'; 'ki'; 'tsu'; 'ya'; 'na']",na
3936,1,"['ya'; 'wo'; 'ki'; 'ha'; 're'; 'o'; 'ma']",ki
3937,7,"['ki'; 'ha'; 'o'; 'wo'; 'tsu'; 'ma'; 're']",tsu
3938,2,"['wo'; 'ma'; 'tsu'; 're'; 'o'; 'na'; 'ki']",na
3939,8,"['ma'; 'su'; 'na'; 'tsu'; 'o'; 'ya'; 'ki']",na
3940,8,"['ki'; 'ya'; 'na'; 'ma'; 'tsu'; 'o'; 'su']",tsu
3941,1,"['re'; 'ki'; 'ya'; 'ma'; 'wo'; 'ha'; 'o']",ki
3942,2,"['tsu'; 'ki'; 'na'; 'ma'; 'wo'; 're'; 'o']",ki
3943,2,"['wo'; 'tsu'; 'o'; 'na'; 'ma'; 're'; 'ki']",tsu
3944,5,"['su'; 'ki'; 'ya'; 'wo'; 'ma'; 'na'; 'ha']",ki
3945,2,"['tsu'; 're'; 'wo'; 'o'; 'ma'; 'ki'; 'na']",na
3946,0,"['wo'; 're'; 'ma'; 'ki'; 'ha'; 'na'; 'o']",na
3947,8,"['su'; 'ma'; 'o'; 'ki'; 'tsu'; 'na'; 'ya']",na
3948,4,"['ya'; 'ha'; 'su'; 're'; 'o'; 'na'; 'ki']",na
3949,3,"['wo'; 'ya'; 'ma'; 'na'; 'ki'; 'o'; 'tsu']",tsu
3950,0,"['ha'; 'ki'; 're'; 'ma'; 'wo'; 'na'; 'o']",na
3951,3,"['wo'; 'o'; 'tsu'; 'ma'; 'na'; 'ki'; 'ya']",tsu
3952,9,"['su'; 'ha'; 'ya'; 'ma'; 'wo'; 'ki'; 're']",re
3953,4,"['ha'; 're'; 'na'; 'ki'; 'su'; 'o'; 'ya']",na
3954,8,"['o'; 'ki'; 'na'; 'ma'; 'ya'; 'tsu'; 'su']",tsu
3955,7,"['ha'; 'tsu'; 'ma'; 'wo'; 'ki'; 'o'; 're']",tsu
3956,3,"['wo'; 'o'; 'ki'; 'ya'; 'ma'; 'na'; 'tsu']",tsu
3957,1,"['o'; 'ki'; 'ya'; 're'; 'wo'; 'ma'; 'ha']",ki
3958,0,"['re'; 'ha'; 'o'; 'na'; 'ma'; 'ki'; 'wo']",na
3959,6,"['tsu'; 'ya'; 'su'; 'ki'; 'o'; 'wo'; 'na']",na
3960,0,"['ki'; 'na'; 'ma'; 'ha'; 'wo'; 're'; 'o']",na
3961,3,"['ki'; 'o'; 'wo'; 'tsu'; 'na'; 'ya'; 'ma']",tsu
3962,6,"['ki'; 'tsu'; 'su'; 'wo'; 'na'; 'o'; 'ya']",na
3963,3,"['o'; 'wo'; 'ki'; 'na'; 'tsu'; 'ya'; 'ma']",tsu
3964,5,"['ki'; 'ya'; 'su'; 'ha'; 'na'; 'ma'; 'wo']",na
3965,8,"['na'; 'ma'; 'ya'; 'ki'; 'o'; 'su'; 'tsu']",na
3966,1,"['wo'; 'ki'; 're'; 'ya'; 'o'; 'ha'; 'ma']",ki
3967,3,"['ma'; 'na'; 'tsu'; 'o'; 'ki'; 'ya'; 'wo']",na
3968,2,"['tsu'; 'ma'; 'ki'; 'wo'; 're'; 'na'; 'o']",na
3969,9,"['su'; 'wo'; 'ma'; 'ki'; 're'; 'ya'; 'ha']",ha
3970,5,"['su'; 'na'; 'wo'; 'ha'; 'ya'; 'ma'; 'ki']",na
3971,8,"['ma'; 'su'; 'ya'; 'o'; 'na'; 'tsu'; 'ki']",su
3972,6,"['wo'; 'o'; 'na'; 'ya'; 'ki'; 'su'; 'tsu']",na
3973,1,"['ma'; 'ya'; 'o'; 'ki'; 're'; 'ha'; 'wo']",ha
3974,1,"['ya'; 're'; 'wo'; 'ha'; 'o'; 'ki'; 'ma']",re
3975,9,"['ha'; 'ki'; 're'; 'ma'; 'su'; 'ya'; 'wo']",wo
3976,9,"['ki'; 'wo'; 'su'; 'ma'; 'ha'; 're'; 'ya']",wo
3977,9,"['wo'; 'ma'; 'ya'; 'ha'; 'ki'; 'su'; 're']",re
3978,7,"['re'; 'o'; 'tsu'; 'ma'; 'ha'; 'wo'; 'ki']",tsu
3979,2,"['wo'; 'ma'; 'tsu'; 'o'; 're'; 'ki'; 'na']",na
3980,9,"['su'; 'ya'; 'ma'; 'wo'; 'ha'; 're'; 'ki']",re
3981,3,"['wo'; 'tsu'; 'na'; 'ki'; 'ya'; 'o'; 'ma']",na
3982,8,"['tsu'; 'ki'; 'na'; 'ya'; 'ma'; 'o'; 'su']",ki
3983,1,"['ha'; 'ma'; 'o'; 'ki'; 're'; 'ya'; 'wo']",o
3984,7,"['re'; 'tsu'; 'o'; 'ha'; 'wo'; 'ma'; 'ki']",tsu
