index,true_label,candidate_labels,complementary_label
6951,9,"['dog'; 'bird'; 'airplane']",dog
6952,0,"['bird'; 'frog'; 'automobile']",frog
6953,7,"['frog'; 'cat'; 'automobile']",automobile
6954,0,"['bird'; 'automobile'; 'frog']",automobile
6955,1,"['dog'; 'bird'; 'deer']",bird
6956,2,"['cat'; 'automobile'; 'frog']",automobile
6957,5,"['truck'; 'cat'; 'automobile']",truck
6958,5,"['truck'; 'automobile'; 'cat']",truck
6959,1,"['deer'; 'bird'; 'dog']",bird
6960,6,"['airplane'; 'deer'; 'truck']",airplane
6961,3,"['dog'; 'truck'; 'automobile']",truck
6962,6,"['truck'; 'deer'; 'airplane']",deer
6963,2,"['cat'; 'frog'; 'automobile']",automobile
6964,8,"['horse'; 'deer'; 'frog']",horse
6965,5,"['cat'; 'automobile'; 'truck']",truck
6966,7,"['automobile'; 'frog'; 'cat']",frog
6967,1,"['bird'; 'dog'; 'deer']",bird
6968,6,"['airplane'; 'truck'; 'deer']",airplane
6969,1,"['dog'; 'deer'; 'bird']",dog
6970,2,"['cat'; 'frog'; 'automobile']",automobile
6971,1,"['deer'; 'dog'; 'bird']",dog
6972,0,"['bird'; 'automobile'; 'frog']",frog
6973,0,"['automobile'; 'bird'; 'frog']",frog
6974,8,"['deer'; 'horse'; 'frog']",deer
6975,8,"['frog'; 'deer'; 'horse']",frog
6976,2,"['automobile'; 'cat'; 'frog']",automobile
6977,8,"['deer'; 'frog'; 'horse']",deer
6978,5,"['truck'; 'cat'; 'automobile']",truck
6979,7,"['cat'; 'automobile'; 'frog']",automobile
6980,3,"['automobile'; 'dog'; 'truck']",truck
6981,3,"['dog'; 'truck'; 'automobile']",truck
6982,5,"['truck'; 'cat'; 'automobile']",truck
6983,4,"['horse'; 'airplane'; 'ship']",airplane
6984,9,"['dog'; 'airplane'; 'bird']",dog
6985,4,"['ship'; 'airplane'; 'horse']",airplane
6986,7,"['cat'; 'frog'; 'automobile']",automobile
6987,6,"['airplane'; 'deer'; 'truck']",airplane
6988,1,"['dog'; 'deer'; 'bird']",dog
6989,8,"['deer'; 'horse'; 'frog']",deer
6990,4,"['ship'; 'horse'; 'airplane']",airplane
6991,9,"['airplane'; 'dog'; 'bird']",dog
6992,7,"['automobile'; 'frog'; 'cat']",frog
6993,4,"['ship'; 'airplane'; 'horse']",airplane
6994,3,"['automobile'; 'truck'; 'dog']",truck
6995,8,"['horse'; 'deer'; 'frog']",horse
6996,2,"['automobile'; 'cat'; 'frog']",automobile
6997,9,"['bird'; 'dog'; 'airplane']",bird
6998,7,"['frog'; 'cat'; 'automobile']",automobile
6999,7,"['frog'; 'automobile'; 'cat']",automobile
7000,5,"['truck'; 'automobile'; 'cat']",truck
7001,6,"['airplane'; 'deer'; 'truck']",truck
7002,0,"['automobile'; 'frog'; 'bird']",frog
7003,6,"['truck'; 'deer'; 'airplane']",truck
7004,3,"['truck'; 'dog'; 'automobile']",truck
7005,1,"['deer'; 'dog'; 'bird']",deer
7006,3,"['truck'; 'dog'; 'automobile']",truck
7007,8,"['frog'; 'horse'; 'deer']",frog
7008,2,"['frog'; 'automobile'; 'cat']",automobile
7009,2,"['cat'; 'automobile'; 'frog']",automobile
7010,9,"['dog'; 'airplane'; 'bird']",dog
7011,7,"['automobile'; 'frog'; 'cat']",frog
7012,8,"['horse'; 'frog'; 'deer']",horse
7013,8,"['deer'; 'horse'; 'frog']",deer
7014,0,"['frog'; 'automobile'; 'bird']",automobile
7015,0,"['bird'; 'frog'; 'automobile']",frog
7016,7,"['frog'; 'cat'; 'automobile']",automobile
7017,5,"['cat'; 'truck'; 'automobile']",truck
7018,1,"['deer'; 'bird'; 'dog']",bird
7019,1,"['dog'; 'deer'; 'bird']",bird
7020,6,"['airplane'; 'deer'; 'truck']",deer
7021,5,"['automobile'; 'truck'; 'cat']",cat
7022,8,"['horse'; 'frog'; 'deer']",horse
7023,7,"['frog'; 'automobile'; 'cat']",automobile
7024,4,"['ship'; 'airplane'; 'horse']",airplane
7025,6,"['airplane'; 'truck'; 'deer']",truck
7026,2,"['frog'; 'cat'; 'automobile']",automobile
7027,7,"['automobile'; 'frog'; 'cat']",frog
7028,7,"['automobile'; 'frog'; 'cat']",frog
7029,8,"['deer'; 'horse'; 'frog']",deer
7030,7,"['automobile'; 'frog'; 'cat']",frog
7031,5,"['automobile'; 'truck'; 'cat']",truck
7032,5,"['truck'; 'cat'; 'automobile']",truck
7033,7,"['frog'; 'automobile'; 'cat']",automobile
7034,6,"['deer'; 'truck'; 'airplane']",truck
7035,4,"['ship'; 'horse'; 'airplane']",airplane
7036,6,"['airplane'; 'deer'; 'truck']",airplane
7037,2,"['cat'; 'frog'; 'automobile']",automobile
7038,2,"['frog'; 'automobile'; 'cat']",automobile
7039,8,"['frog'; 'deer'; 'horse']",deer
7040,9,"['airplane'; 'bird'; 'dog']",bird
7041,6,"['airplane'; 'truck'; 'deer']",airplane
7042,9,"['airplane'; 'bird'; 'dog']",bird
7043,4,"['ship'; 'airplane'; 'horse']",airplane
7044,6,"['airplane'; 'deer'; 'truck']",deer
7045,8,"['deer'; 'horse'; 'frog']",deer
7046,8,"['horse'; 'frog'; 'deer']",horse
7047,2,"['automobile'; 'cat'; 'frog']",automobile
7048,1,"['dog'; 'deer'; 'bird']",bird
7049,3,"['automobile'; 'dog'; 'truck']",automobile
7050,3,"['truck'; 'dog'; 'automobile']",truck
7051,8,"['horse'; 'frog'; 'deer']",horse
7052,4,"['ship'; 'horse'; 'airplane']",airplane
7053,0,"['frog'; 'bird'; 'automobile']",frog
7054,4,"['ship'; 'horse'; 'airplane']",airplane
7055,7,"['frog'; 'cat'; 'automobile']",automobile
7056,2,"['frog'; 'automobile'; 'cat']",automobile
7057,5,"['cat'; 'truck'; 'automobile']",truck
7058,4,"['airplane'; 'ship'; 'horse']",ship
7059,4,"['horse'; 'airplane'; 'ship']",airplane
7060,0,"['bird'; 'automobile'; 'frog']",automobile
7061,8,"['deer'; 'horse'; 'frog']",deer
7062,4,"['horse'; 'ship'; 'airplane']",ship
7063,3,"['truck'; 'dog'; 'automobile']",truck
7064,6,"['truck'; 'airplane'; 'deer']",deer
7065,3,"['automobile'; 'truck'; 'dog']",truck
7066,8,"['frog'; 'deer'; 'horse']",frog
7067,8,"['deer'; 'horse'; 'frog']",deer
7068,2,"['cat'; 'automobile'; 'frog']",automobile
7069,9,"['dog'; 'airplane'; 'bird']",dog
7070,6,"['deer'; 'airplane'; 'truck']",airplane
7071,9,"['bird'; 'airplane'; 'dog']",airplane
7072,5,"['truck'; 'cat'; 'automobile']",truck
7073,6,"['airplane'; 'truck'; 'deer']",deer
7074,2,"['automobile'; 'cat'; 'frog']",automobile
7075,3,"['dog'; 'truck'; 'automobile']",truck
7076,7,"['frog'; 'automobile'; 'cat']",automobile
7077,1,"['dog'; 'bird'; 'deer']",bird
7078,4,"['horse'; 'airplane'; 'ship']",airplane
7079,7,"['automobile'; 'cat'; 'frog']",frog
7080,9,"['airplane'; 'dog'; 'bird']",dog
7081,0,"['automobile'; 'bird'; 'frog']",bird
7082,5,"['cat'; 'truck'; 'automobile']",truck
7083,8,"['horse'; 'deer'; 'frog']",horse
7084,6,"['truck'; 'airplane'; 'deer']",truck
7085,7,"['frog'; 'cat'; 'automobile']",automobile
7086,3,"['dog'; 'automobile'; 'truck']",automobile
7087,1,"['deer'; 'bird'; 'dog']",bird
7088,7,"['frog'; 'cat'; 'automobile']",automobile
7089,2,"['automobile'; 'cat'; 'frog']",automobile
7090,5,"['automobile'; 'cat'; 'truck']",automobile
7091,6,"['airplane'; 'deer'; 'truck']",deer
7092,6,"['airplane'; 'truck'; 'deer']",airplane
7093,0,"['automobile'; 'frog'; 'bird']",frog
7094,5,"['cat'; 'truck'; 'automobile']",truck
7095,0,"['frog'; 'automobile'; 'bird']",automobile
7096,8,"['horse'; 'deer'; 'frog']",horse
7097,4,"['airplane'; 'horse'; 'ship']",airplane
7098,2,"['frog'; 'automobile'; 'cat']",automobile
7099,4,"['ship'; 'horse'; 'airplane']",airplane
7100,4,"['ship'; 'airplane'; 'horse']",airplane
7101,7,"['frog'; 'cat'; 'automobile']",automobile
7102,1,"['deer'; 'bird'; 'dog']",bird
7103,5,"['truck'; 'cat'; 'automobile']",truck
7104,8,"['horse'; 'frog'; 'deer']",horse
7105,5,"['truck'; 'automobile'; 'cat']",truck
7106,2,"['cat'; 'frog'; 'automobile']",automobile
7107,3,"['truck'; 'automobile'; 'dog']",truck
7108,8,"['horse'; 'frog'; 'deer']",horse
7109,8,"['deer'; 'frog'; 'horse']",deer
7110,4,"['airplane'; 'horse'; 'ship']",airplane
7111,9,"['airplane'; 'bird'; 'dog']",bird
7112,8,"['horse'; 'frog'; 'deer']",horse
7113,5,"['automobile'; 'cat'; 'truck']",truck
7114,9,"['dog'; 'bird'; 'airplane']",dog
7115,5,"['truck'; 'automobile'; 'cat']",truck
7116,2,"['automobile'; 'cat'; 'frog']",automobile
7117,5,"['truck'; 'automobile'; 'cat']",truck
7118,8,"['frog'; 'horse'; 'deer']",horse
7119,4,"['airplane'; 'horse'; 'ship']",airplane
7120,7,"['cat'; 'frog'; 'automobile']",automobile
7121,3,"['truck'; 'automobile'; 'dog']",truck
7122,3,"['automobile'; 'dog'; 'truck']",automobile
7123,3,"['dog'; 'truck'; 'automobile']",truck
7124,1,"['deer'; 'dog'; 'bird']",deer
7125,3,"['automobile'; 'dog'; 'truck']",automobile
7126,8,"['deer'; 'horse'; 'frog']",deer
7127,9,"['dog'; 'bird'; 'airplane']",dog
7128,3,"['truck'; 'dog'; 'automobile']",truck
7129,8,"['deer'; 'frog'; 'horse']",deer
7130,1,"['deer'; 'bird'; 'dog']",bird
7131,8,"['horse'; 'deer'; 'frog']",horse
7132,3,"['dog'; 'automobile'; 'truck']",automobile
7133,6,"['airplane'; 'truck'; 'deer']",truck
7134,9,"['airplane'; 'bird'; 'dog']",bird
7135,2,"['automobile'; 'cat'; 'frog']",automobile
7136,2,"['automobile'; 'frog'; 'cat']",automobile
7137,6,"['airplane'; 'truck'; 'deer']",airplane
7138,3,"['dog'; 'automobile'; 'truck']",automobile
7139,5,"['automobile'; 'truck'; 'cat']",truck
7140,5,"['cat'; 'truck'; 'automobile']",truck
7141,7,"['automobile'; 'cat'; 'frog']",automobile
7142,3,"['truck'; 'automobile'; 'dog']",truck
7143,6,"['airplane'; 'truck'; 'deer']",deer
7144,0,"['frog'; 'automobile'; 'bird']",automobile
7145,1,"['deer'; 'bird'; 'dog']",bird
7146,2,"['automobile'; 'frog'; 'cat']",automobile
7147,1,"['dog'; 'bird'; 'deer']",bird
7148,1,"['bird'; 'dog'; 'deer']",bird
7149,8,"['horse'; 'deer'; 'frog']",horse
7150,5,"['automobile'; 'truck'; 'cat']",cat
7151,2,"['cat'; 'frog'; 'automobile']",automobile
7152,7,"['automobile'; 'cat'; 'frog']",automobile
7153,3,"['truck'; 'automobile'; 'dog']",dog
7154,4,"['ship'; 'horse'; 'airplane']",airplane
7155,4,"['ship'; 'airplane'; 'horse']",airplane
7156,8,"['horse'; 'deer'; 'frog']",horse
7157,5,"['automobile'; 'cat'; 'truck']",truck
7158,5,"['automobile'; 'cat'; 'truck']",truck
7159,6,"['airplane'; 'deer'; 'truck']",truck
7160,5,"['cat'; 'automobile'; 'truck']",truck
7161,3,"['truck'; 'automobile'; 'dog']",truck
7162,5,"['automobile'; 'cat'; 'truck']",truck
7163,4,"['airplane'; 'horse'; 'ship']",airplane
7164,5,"['truck'; 'automobile'; 'cat']",cat
7165,2,"['cat'; 'automobile'; 'frog']",automobile
7166,2,"['cat'; 'automobile'; 'frog']",automobile
7167,9,"['bird'; 'airplane'; 'dog']",bird
7168,0,"['frog'; 'automobile'; 'bird']",automobile
7169,8,"['deer'; 'frog'; 'horse']",deer
7170,9,"['dog'; 'airplane'; 'bird']",dog
7171,3,"['automobile'; 'dog'; 'truck']",automobile
7172,6,"['airplane'; 'truck'; 'deer']",truck
7173,1,"['dog'; 'bird'; 'deer']",bird
7174,0,"['bird'; 'automobile'; 'frog']",automobile
7175,6,"['deer'; 'truck'; 'airplane']",truck
7176,1,"['bird'; 'deer'; 'dog']",bird
7177,1,"['dog'; 'bird'; 'deer']",bird
7178,2,"['frog'; 'automobile'; 'cat']",automobile
7179,0,"['frog'; 'automobile'; 'bird']",automobile
7180,3,"['truck'; 'automobile'; 'dog']",truck
7181,5,"['cat'; 'automobile'; 'truck']",truck
7182,7,"['cat'; 'frog'; 'automobile']",automobile
7183,0,"['frog'; 'automobile'; 'bird']",automobile
7184,2,"['cat'; 'automobile'; 'frog']",automobile
7185,7,"['cat'; 'automobile'; 'frog']",automobile
7186,7,"['automobile'; 'cat'; 'frog']",frog
7187,0,"['automobile'; 'frog'; 'bird']",frog
7188,4,"['airplane'; 'ship'; 'horse']",airplane
7189,5,"['automobile'; 'truck'; 'cat']",cat
7190,6,"['truck'; 'airplane'; 'deer']",truck
7191,7,"['cat'; 'frog'; 'automobile']",automobile
7192,5,"['automobile'; 'cat'; 'truck']",truck
7193,7,"['automobile'; 'frog'; 'cat']",frog
7194,2,"['cat'; 'frog'; 'automobile']",automobile
7195,5,"['cat'; 'truck'; 'automobile']",truck
7196,0,"['bird'; 'frog'; 'automobile']",frog
7197,7,"['automobile'; 'cat'; 'frog']",automobile
7198,1,"['dog'; 'deer'; 'bird']",bird
7199,9,"['airplane'; 'dog'; 'bird']",dog
7200,3,"['dog'; 'automobile'; 'truck']",automobile
7201,7,"['frog'; 'cat'; 'automobile']",automobile
7202,6,"['truck'; 'deer'; 'airplane']",truck
7203,0,"['bird'; 'frog'; 'automobile']",automobile
7204,7,"['cat'; 'frog'; 'automobile']",automobile
7205,3,"['dog'; 'truck'; 'automobile']",truck
7206,4,"['horse'; 'ship'; 'airplane']",ship
7207,4,"['airplane'; 'horse'; 'ship']",airplane
7208,5,"['automobile'; 'cat'; 'truck']",truck
7209,2,"['automobile'; 'frog'; 'cat']",automobile
7210,9,"['dog'; 'bird'; 'airplane']",dog
7211,2,"['frog'; 'cat'; 'automobile']",automobile
7212,0,"['automobile'; 'bird'; 'frog']",automobile
7213,3,"['dog'; 'truck'; 'automobile']",truck
7214,1,"['deer'; 'dog'; 'bird']",dog
7215,6,"['truck'; 'airplane'; 'deer']",truck
7216,2,"['frog'; 'cat'; 'automobile']",automobile
7217,2,"['automobile'; 'frog'; 'cat']",automobile
7218,4,"['horse'; 'ship'; 'airplane']",ship
7219,7,"['automobile'; 'cat'; 'frog']",automobile
7220,3,"['dog'; 'truck'; 'automobile']",truck
7221,1,"['bird'; 'dog'; 'deer']",bird
7222,8,"['horse'; 'deer'; 'frog']",horse
7223,7,"['frog'; 'automobile'; 'cat']",automobile
7224,3,"['automobile'; 'dog'; 'truck']",truck
7225,0,"['bird'; 'frog'; 'automobile']",bird
7226,6,"['airplane'; 'truck'; 'deer']",truck
7227,5,"['truck'; 'automobile'; 'cat']",truck
7228,3,"['truck'; 'dog'; 'automobile']",truck
7229,5,"['truck'; 'cat'; 'automobile']",truck
7230,3,"['truck'; 'dog'; 'automobile']",truck
7231,8,"['horse'; 'frog'; 'deer']",horse
7232,6,"['deer'; 'airplane'; 'truck']",airplane
7233,8,"['deer'; 'frog'; 'horse']",deer
7234,3,"['dog'; 'automobile'; 'truck']",truck
7235,3,"['truck'; 'automobile'; 'dog']",truck
7236,5,"['cat'; 'truck'; 'automobile']",truck
7237,8,"['frog'; 'deer'; 'horse']",frog
7238,1,"['dog'; 'deer'; 'bird']",bird
7239,6,"['deer'; 'truck'; 'airplane']",truck
7240,9,"['airplane'; 'dog'; 'bird']",dog
7241,5,"['automobile'; 'truck'; 'cat']",truck
7242,6,"['deer'; 'truck'; 'airplane']",truck
7243,0,"['automobile'; 'bird'; 'frog']",automobile
7244,9,"['airplane'; 'dog'; 'bird']",dog
7245,9,"['airplane'; 'dog'; 'bird']",dog
7246,5,"['cat'; 'truck'; 'automobile']",truck
7247,6,"['airplane'; 'deer'; 'truck']",deer
7248,8,"['horse'; 'deer'; 'frog']",horse
7249,9,"['airplane'; 'bird'; 'dog']",bird
7250,6,"['truck'; 'deer'; 'airplane']",deer
7251,0,"['automobile'; 'frog'; 'bird']",frog
7252,6,"['airplane'; 'truck'; 'deer']",deer
7253,3,"['truck'; 'automobile'; 'dog']",truck
7254,6,"['truck'; 'deer'; 'airplane']",truck
7255,1,"['bird'; 'dog'; 'deer']",bird
7256,0,"['automobile'; 'bird'; 'frog']",frog
7257,6,"['airplane'; 'deer'; 'truck']",airplane
7258,2,"['automobile'; 'cat'; 'frog']",automobile
7259,3,"['automobile'; 'dog'; 'truck']",truck
7260,5,"['truck'; 'automobile'; 'cat']",truck
7261,1,"['bird'; 'dog'; 'deer']",bird
7262,9,"['airplane'; 'bird'; 'dog']",bird
7263,0,"['automobile'; 'bird'; 'frog']",frog
7264,6,"['truck'; 'airplane'; 'deer']",truck
7265,6,"['airplane'; 'truck'; 'deer']",airplane
7266,5,"['cat'; 'automobile'; 'truck']",automobile
7267,6,"['airplane'; 'deer'; 'truck']",deer
7268,3,"['truck'; 'automobile'; 'dog']",truck
7269,4,"['airplane'; 'horse'; 'ship']",airplane
7270,5,"['cat'; 'truck'; 'automobile']",truck
7271,1,"['bird'; 'deer'; 'dog']",bird
7272,6,"['airplane'; 'deer'; 'truck']",deer
7273,7,"['automobile'; 'cat'; 'frog']",automobile
7274,4,"['horse'; 'airplane'; 'ship']",airplane
7275,2,"['cat'; 'automobile'; 'frog']",automobile
7276,9,"['dog'; 'airplane'; 'bird']",dog
7277,6,"['deer'; 'truck'; 'airplane']",truck
7278,6,"['airplane'; 'truck'; 'deer']",deer
7279,2,"['frog'; 'automobile'; 'cat']",automobile
7280,5,"['truck'; 'automobile'; 'cat']",truck
7281,8,"['frog'; 'deer'; 'horse']",frog
7282,8,"['horse'; 'frog'; 'deer']",horse
7283,4,"['ship'; 'airplane'; 'horse']",airplane
7284,1,"['deer'; 'dog'; 'bird']",dog
7285,7,"['automobile'; 'cat'; 'frog']",frog
7286,1,"['dog'; 'bird'; 'deer']",bird
7287,8,"['frog'; 'deer'; 'horse']",frog
7288,1,"['dog'; 'deer'; 'bird']",bird
7289,1,"['bird'; 'deer'; 'dog']",bird
7290,3,"['dog'; 'automobile'; 'truck']",truck
7291,7,"['frog'; 'cat'; 'automobile']",automobile
7292,9,"['bird'; 'dog'; 'airplane']",bird
7293,5,"['truck'; 'cat'; 'automobile']",truck
7294,8,"['horse'; 'deer'; 'frog']",horse
7295,4,"['horse'; 'ship'; 'airplane']",ship
7296,4,"['ship'; 'airplane'; 'horse']",airplane
7297,1,"['bird'; 'deer'; 'dog']",bird
7298,2,"['frog'; 'cat'; 'automobile']",automobile
7299,0,"['bird'; 'automobile'; 'frog']",automobile
7300,1,"['bird'; 'deer'; 'dog']",bird
7301,4,"['airplane'; 'horse'; 'ship']",airplane
7302,9,"['bird'; 'airplane'; 'dog']",bird
7303,2,"['cat'; 'automobile'; 'frog']",automobile
7304,7,"['cat'; 'frog'; 'automobile']",automobile
7305,5,"['automobile'; 'truck'; 'cat']",truck
7306,8,"['deer'; 'frog'; 'horse']",deer
7307,3,"['truck'; 'automobile'; 'dog']",truck
7308,2,"['automobile'; 'cat'; 'frog']",automobile
7309,3,"['dog'; 'automobile'; 'truck']",truck
7310,8,"['frog'; 'deer'; 'horse']",frog
7311,0,"['bird'; 'automobile'; 'frog']",automobile
7312,1,"['dog'; 'bird'; 'deer']",bird
7313,3,"['dog'; 'automobile'; 'truck']",truck
7314,7,"['frog'; 'cat'; 'automobile']",automobile
7315,6,"['airplane'; 'deer'; 'truck']",deer
7316,6,"['airplane'; 'deer'; 'truck']",deer
7317,4,"['horse'; 'ship'; 'airplane']",ship
7318,3,"['truck'; 'dog'; 'automobile']",truck
7319,5,"['automobile'; 'truck'; 'cat']",cat
7320,0,"['automobile'; 'bird'; 'frog']",frog
7321,6,"['airplane'; 'deer'; 'truck']",deer
7322,4,"['ship'; 'airplane'; 'horse']",airplane
7323,7,"['frog'; 'cat'; 'automobile']",automobile
7324,1,"['dog'; 'bird'; 'deer']",bird
7325,7,"['frog'; 'automobile'; 'cat']",automobile
7326,1,"['bird'; 'deer'; 'dog']",bird
7327,0,"['automobile'; 'bird'; 'frog']",frog
7328,0,"['automobile'; 'bird'; 'frog']",frog
7329,8,"['horse'; 'deer'; 'frog']",horse
7330,2,"['automobile'; 'cat'; 'frog']",automobile
7331,7,"['frog'; 'automobile'; 'cat']",automobile
7332,2,"['cat'; 'automobile'; 'frog']",automobile
7333,7,"['cat'; 'frog'; 'automobile']",automobile
7334,8,"['horse'; 'deer'; 'frog']",horse
7335,6,"['airplane'; 'truck'; 'deer']",deer
7336,2,"['automobile'; 'cat'; 'frog']",automobile
7337,9,"['dog'; 'bird'; 'airplane']",dog
7338,1,"['bird'; 'dog'; 'deer']",bird
7339,6,"['airplane'; 'deer'; 'truck']",airplane
7340,2,"['automobile'; 'frog'; 'cat']",automobile
7341,6,"['airplane'; 'truck'; 'deer']",truck
7342,1,"['bird'; 'dog'; 'deer']",bird
7343,3,"['dog'; 'truck'; 'automobile']",truck
7344,0,"['bird'; 'automobile'; 'frog']",automobile
7345,5,"['cat'; 'truck'; 'automobile']",truck
7346,3,"['automobile'; 'dog'; 'truck']",dog
7347,0,"['bird'; 'frog'; 'automobile']",automobile
7348,6,"['deer'; 'truck'; 'airplane']",truck
7349,1,"['bird'; 'dog'; 'deer']",bird
7350,1,"['dog'; 'bird'; 'deer']",bird
7351,5,"['truck'; 'cat'; 'automobile']",truck
7352,1,"['deer'; 'bird'; 'dog']",bird
7353,7,"['frog'; 'cat'; 'automobile']",frog
7354,5,"['cat'; 'truck'; 'automobile']",truck
7355,3,"['truck'; 'dog'; 'automobile']",truck
7356,4,"['ship'; 'airplane'; 'horse']",airplane
7357,1,"['dog'; 'bird'; 'deer']",bird
7358,1,"['bird'; 'deer'; 'dog']",bird
7359,4,"['airplane'; 'ship'; 'horse']",airplane
7360,0,"['frog'; 'automobile'; 'bird']",frog
7361,8,"['horse'; 'deer'; 'frog']",horse
7362,4,"['airplane'; 'horse'; 'ship']",ship
7363,2,"['cat'; 'frog'; 'automobile']",automobile
7364,5,"['truck'; 'automobile'; 'cat']",truck
7365,4,"['airplane'; 'ship'; 'horse']",ship
7366,8,"['deer'; 'frog'; 'horse']",deer
7367,3,"['automobile'; 'dog'; 'truck']",truck
7368,4,"['horse'; 'airplane'; 'ship']",airplane
7369,3,"['truck'; 'dog'; 'automobile']",truck
7370,1,"['dog'; 'bird'; 'deer']",bird
7371,1,"['bird'; 'dog'; 'deer']",bird
7372,7,"['cat'; 'frog'; 'automobile']",automobile
7373,9,"['bird'; 'dog'; 'airplane']",bird
7374,1,"['dog'; 'deer'; 'bird']",dog
7375,1,"['dog'; 'bird'; 'deer']",bird
7376,8,"['horse'; 'deer'; 'frog']",horse
7377,0,"['frog'; 'automobile'; 'bird']",frog
7378,1,"['bird'; 'dog'; 'deer']",bird
7379,1,"['dog'; 'deer'; 'bird']",bird
7380,2,"['frog'; 'automobile'; 'cat']",automobile
7381,1,"['bird'; 'deer'; 'dog']",bird
7382,4,"['ship'; 'horse'; 'airplane']",airplane
7383,4,"['ship'; 'airplane'; 'horse']",airplane
7384,8,"['frog'; 'deer'; 'horse']",frog
7385,7,"['automobile'; 'cat'; 'frog']",frog
7386,4,"['horse'; 'ship'; 'airplane']",ship
7387,8,"['horse'; 'deer'; 'frog']",horse
7388,6,"['deer'; 'airplane'; 'truck']",airplane
7389,3,"['truck'; 'automobile'; 'dog']",truck
7390,1,"['dog'; 'deer'; 'bird']",dog
7391,9,"['bird'; 'airplane'; 'dog']",bird
7392,6,"['truck'; 'airplane'; 'deer']",deer
7393,6,"['airplane'; 'deer'; 'truck']",deer
7394,4,"['horse'; 'airplane'; 'ship']",airplane
7395,4,"['airplane'; 'horse'; 'ship']",airplane
7396,0,"['bird'; 'frog'; 'automobile']",frog
7397,2,"['frog'; 'automobile'; 'cat']",automobile
7398,5,"['truck'; 'automobile'; 'cat']",cat
7399,9,"['bird'; 'dog'; 'airplane']",bird
7400,7,"['frog'; 'automobile'; 'cat']",automobile
7401,1,"['dog'; 'deer'; 'bird']",dog
7402,7,"['cat'; 'automobile'; 'frog']",automobile
7403,6,"['truck'; 'airplane'; 'deer']",truck
7404,4,"['ship'; 'horse'; 'airplane']",ship
7405,7,"['cat'; 'frog'; 'automobile']",automobile
7406,5,"['automobile'; 'truck'; 'cat']",cat
7407,4,"['airplane'; 'horse'; 'ship']",airplane
7408,1,"['dog'; 'bird'; 'deer']",bird
7409,0,"['bird'; 'automobile'; 'frog']",automobile
7410,2,"['cat'; 'automobile'; 'frog']",automobile
7411,3,"['truck'; 'automobile'; 'dog']",dog
7412,3,"['dog'; 'truck'; 'automobile']",truck
7413,8,"['deer'; 'frog'; 'horse']",deer
7414,9,"['dog'; 'bird'; 'airplane']",dog
7415,9,"['dog'; 'bird'; 'airplane']",dog
7416,7,"['automobile'; 'cat'; 'frog']",cat
7417,5,"['cat'; 'automobile'; 'truck']",truck
7418,9,"['airplane'; 'dog'; 'bird']",dog
7419,9,"['bird'; 'airplane'; 'dog']",bird
7420,7,"['cat'; 'frog'; 'automobile']",automobile
7421,9,"['dog'; 'bird'; 'airplane']",dog
7422,6,"['truck'; 'airplane'; 'deer']",deer
7423,0,"['bird'; 'frog'; 'automobile']",automobile
7424,4,"['airplane'; 'ship'; 'horse']",ship
7425,5,"['cat'; 'automobile'; 'truck']",automobile
7426,3,"['automobile'; 'truck'; 'dog']",truck
7427,3,"['dog'; 'truck'; 'automobile']",truck
7428,1,"['dog'; 'deer'; 'bird']",bird
7429,5,"['cat'; 'truck'; 'automobile']",truck
7430,1,"['dog'; 'bird'; 'deer']",bird
7431,8,"['horse'; 'frog'; 'deer']",horse
7432,3,"['truck'; 'dog'; 'automobile']",dog
7433,8,"['frog'; 'horse'; 'deer']",frog
7434,0,"['bird'; 'frog'; 'automobile']",frog
7435,5,"['automobile'; 'cat'; 'truck']",truck
7436,4,"['airplane'; 'ship'; 'horse']",ship
7437,8,"['frog'; 'deer'; 'horse']",frog
7438,1,"['bird'; 'deer'; 'dog']",bird
7439,3,"['dog'; 'truck'; 'automobile']",truck
7440,8,"['deer'; 'frog'; 'horse']",deer
7441,9,"['airplane'; 'dog'; 'bird']",dog
7442,1,"['bird'; 'dog'; 'deer']",bird
7443,8,"['deer'; 'horse'; 'frog']",deer
7444,0,"['automobile'; 'frog'; 'bird']",frog
7445,0,"['bird'; 'automobile'; 'frog']",bird
7446,5,"['automobile'; 'truck'; 'cat']",automobile
7447,8,"['frog'; 'deer'; 'horse']",frog
7448,1,"['deer'; 'bird'; 'dog']",bird
7449,2,"['frog'; 'automobile'; 'cat']",automobile
7450,7,"['frog'; 'cat'; 'automobile']",automobile
7451,8,"['frog'; 'deer'; 'horse']",frog
7452,2,"['automobile'; 'frog'; 'cat']",automobile
7453,9,"['airplane'; 'dog'; 'bird']",dog
7454,5,"['cat'; 'truck'; 'automobile']",truck
7455,8,"['deer'; 'horse'; 'frog']",deer
7456,9,"['bird'; 'dog'; 'airplane']",airplane
7457,9,"['dog'; 'bird'; 'airplane']",bird
7458,6,"['airplane'; 'deer'; 'truck']",deer
7459,4,"['horse'; 'airplane'; 'ship']",airplane
7460,3,"['truck'; 'dog'; 'automobile']",truck
7461,9,"['airplane'; 'bird'; 'dog']",bird
7462,0,"['automobile'; 'bird'; 'frog']",automobile
7463,7,"['automobile'; 'cat'; 'frog']",automobile
7464,0,"['frog'; 'automobile'; 'bird']",frog
7465,2,"['automobile'; 'frog'; 'cat']",frog
