index,true_label,candidate_labels,complementary_label
9322,0,"['zero'; 'four'; 'one'; 'nine'; 'six']",nine
9323,5,"['zero'; 'two'; 'four'; 'three'; 'five']",zero
9324,3,"['eight'; 'zero'; 'three'; 'five'; 'six']",zero
9325,6,"['seven'; 'one'; 'five'; 'two'; 'four']",one
9326,5,"['zero'; 'four'; 'two'; 'five'; 'three']",zero
9327,7,"['zero'; 'one'; 'two'; 'nine'; 'six']",zero
9328,5,"['three'; 'four'; 'zero'; 'five'; 'two']",zero
9329,0,"['six'; 'zero'; 'four'; 'nine'; 'one']",zero
9330,5,"['four'; 'zero'; 'three'; 'two'; 'five']",zero
9331,1,"['one'; 'three'; 'two'; 'four'; 'eight']",three
9332,1,"['eight'; 'three'; 'two'; 'one'; 'four']",three
9333,2,"['zero'; 'seven'; 'nine'; 'one'; 'six']",seven
9334,8,"['five'; 'three'; 'nine'; 'four'; 'zero']",zero
9335,3,"['three'; 'five'; 'zero'; 'six'; 'eight']",zero
9336,5,"['zero'; 'two'; 'five'; 'three'; 'four']",zero
9337,4,"['eight'; 'seven'; 'three'; 'four'; 'six']",seven
9338,6,"['two'; 'four'; 'five'; 'seven'; 'one']",four
9339,5,"['two'; 'three'; 'zero'; 'five'; 'four']",zero
9340,5,"['four'; 'three'; 'five'; 'zero'; 'two']",zero
9341,6,"['four'; 'two'; 'one'; 'seven'; 'five']",one
9342,0,"['zero'; 'one'; 'four'; 'six'; 'nine']",four
9343,7,"['two'; 'zero'; 'one'; 'six'; 'nine']",zero
9344,5,"['four'; 'three'; 'zero'; 'five'; 'two']",zero
9345,8,"['four'; 'zero'; 'three'; 'five'; 'nine']",zero
9346,9,"['four'; 'six'; 'zero'; 'one'; 'eight']",zero
9347,9,"['one'; 'zero'; 'four'; 'six'; 'eight']",zero
9348,4,"['eight'; 'six'; 'four'; 'seven'; 'three']",three
9349,8,"['four'; 'nine'; 'zero'; 'five'; 'three']",zero
9350,1,"['eight'; 'two'; 'three'; 'one'; 'four']",two
9351,7,"['six'; 'one'; 'two'; 'nine'; 'zero']",zero
9352,5,"['three'; 'two'; 'five'; 'zero'; 'four']",zero
9353,4,"['six'; 'four'; 'three'; 'eight'; 'seven']",three
9354,1,"['four'; 'one'; 'three'; 'two'; 'eight']",one
9355,3,"['three'; 'eight'; 'five'; 'six'; 'zero']",zero
9356,7,"['nine'; 'six'; 'two'; 'one'; 'zero']",zero
9357,9,"['four'; 'one'; 'zero'; 'six'; 'eight']",zero
9358,8,"['five'; 'nine'; 'zero'; 'four'; 'three']",zero
9359,8,"['zero'; 'four'; 'three'; 'nine'; 'five']",zero
9360,2,"['seven'; 'zero'; 'one'; 'six'; 'nine']",zero
9361,8,"['five'; 'zero'; 'nine'; 'three'; 'four']",zero
9362,4,"['eight'; 'four'; 'three'; 'six'; 'seven']",three
9363,3,"['three'; 'zero'; 'eight'; 'six'; 'five']",zero
9364,8,"['nine'; 'three'; 'zero'; 'four'; 'five']",zero
9365,1,"['one'; 'four'; 'two'; 'eight'; 'three']",four
9366,5,"['zero'; 'two'; 'three'; 'four'; 'five']",zero
9367,5,"['three'; 'zero'; 'two'; 'four'; 'five']",zero
9368,5,"['two'; 'zero'; 'five'; 'three'; 'four']",zero
9369,8,"['nine'; 'three'; 'four'; 'zero'; 'five']",zero
9370,4,"['eight'; 'four'; 'six'; 'three'; 'seven']",three
9371,2,"['six'; 'one'; 'nine'; 'seven'; 'zero']",zero
9372,9,"['one'; 'zero'; 'six'; 'eight'; 'four']",zero
9373,7,"['six'; 'zero'; 'one'; 'nine'; 'two']",zero
9374,2,"['zero'; 'seven'; 'six'; 'one'; 'nine']",seven
9375,4,"['six'; 'four'; 'three'; 'seven'; 'eight']",three
9376,5,"['four'; 'zero'; 'two'; 'three'; 'five']",zero
9377,2,"['seven'; 'nine'; 'one'; 'zero'; 'six']",zero
9378,1,"['one'; 'three'; 'four'; 'two'; 'eight']",three
9379,6,"['four'; 'two'; 'one'; 'seven'; 'five']",one
9380,3,"['five'; 'three'; 'six'; 'eight'; 'zero']",zero
9381,5,"['three'; 'five'; 'four'; 'two'; 'zero']",zero
9382,7,"['nine'; 'one'; 'zero'; 'two'; 'six']",zero
9383,2,"['six'; 'zero'; 'nine'; 'seven'; 'one']",zero
9384,5,"['two'; 'three'; 'five'; 'zero'; 'four']",zero
9385,4,"['three'; 'six'; 'seven'; 'four'; 'eight']",six
9386,3,"['zero'; 'eight'; 'six'; 'five'; 'three']",zero
9387,5,"['four'; 'three'; 'zero'; 'five'; 'two']",zero
9388,4,"['three'; 'six'; 'seven'; 'four'; 'eight']",six
9389,6,"['five'; 'four'; 'one'; 'seven'; 'two']",one
9390,9,"['six'; 'eight'; 'one'; 'four'; 'zero']",zero
9391,4,"['three'; 'seven'; 'four'; 'six'; 'eight']",seven
9392,4,"['seven'; 'eight'; 'six'; 'four'; 'three']",eight
9393,1,"['four'; 'one'; 'eight'; 'three'; 'two']",one
9394,9,"['one'; 'four'; 'eight'; 'zero'; 'six']",zero
9395,7,"['zero'; 'nine'; 'two'; 'six'; 'one']",nine
9396,2,"['zero'; 'six'; 'one'; 'seven'; 'nine']",seven
9397,5,"['three'; 'five'; 'two'; 'four'; 'zero']",zero
9398,2,"['six'; 'one'; 'zero'; 'nine'; 'seven']",zero
9399,1,"['four'; 'one'; 'two'; 'eight'; 'three']",one
9400,3,"['zero'; 'five'; 'six'; 'three'; 'eight']",zero
9401,3,"['five'; 'eight'; 'three'; 'six'; 'zero']",zero
9402,0,"['zero'; 'four'; 'one'; 'nine'; 'six']",nine
9403,3,"['three'; 'zero'; 'eight'; 'six'; 'five']",zero
9404,1,"['four'; 'two'; 'one'; 'three'; 'eight']",one
9405,6,"['one'; 'seven'; 'two'; 'five'; 'four']",seven
9406,0,"['four'; 'six'; 'one'; 'nine'; 'zero']",zero
9407,9,"['six'; 'four'; 'one'; 'zero'; 'eight']",zero
9408,8,"['nine'; 'four'; 'three'; 'zero'; 'five']",zero
9409,6,"['five'; 'seven'; 'two'; 'one'; 'four']",two
9410,4,"['eight'; 'three'; 'seven'; 'four'; 'six']",three
9411,3,"['five'; 'six'; 'eight'; 'three'; 'zero']",zero
9412,3,"['six'; 'three'; 'five'; 'eight'; 'zero']",zero
9413,3,"['eight'; 'five'; 'six'; 'zero'; 'three']",zero
9414,5,"['zero'; 'five'; 'three'; 'four'; 'two']",zero
9415,1,"['two'; 'four'; 'eight'; 'three'; 'one']",four
9416,7,"['zero'; 'six'; 'one'; 'nine'; 'two']",nine
9417,6,"['seven'; 'two'; 'five'; 'four'; 'one']",two
9418,3,"['six'; 'eight'; 'three'; 'five'; 'zero']",zero
9419,5,"['two'; 'five'; 'four'; 'three'; 'zero']",zero
9420,3,"['zero'; 'five'; 'three'; 'six'; 'eight']",zero
9421,6,"['five'; 'two'; 'seven'; 'one'; 'four']",two
9422,0,"['zero'; 'four'; 'nine'; 'one'; 'six']",four
9423,1,"['eight'; 'two'; 'one'; 'three'; 'four']",two
9424,3,"['six'; 'five'; 'three'; 'eight'; 'zero']",zero
9425,9,"['zero'; 'one'; 'eight'; 'four'; 'six']",zero
9426,7,"['six'; 'zero'; 'nine'; 'one'; 'two']",zero
9427,3,"['zero'; 'three'; 'eight'; 'six'; 'five']",zero
9428,9,"['zero'; 'four'; 'eight'; 'six'; 'one']",four
9429,7,"['zero'; 'one'; 'two'; 'nine'; 'six']",zero
9430,1,"['one'; 'four'; 'two'; 'three'; 'eight']",four
9431,4,"['seven'; 'eight'; 'six'; 'four'; 'three']",eight
9432,7,"['one'; 'nine'; 'zero'; 'six'; 'two']",zero
9433,7,"['nine'; 'zero'; 'one'; 'two'; 'six']",zero
9434,7,"['nine'; 'one'; 'two'; 'six'; 'zero']",zero
9435,0,"['six'; 'zero'; 'nine'; 'four'; 'one']",zero
9436,4,"['six'; 'eight'; 'four'; 'three'; 'seven']",eight
9437,9,"['one'; 'zero'; 'eight'; 'six'; 'four']",zero
9438,6,"['one'; 'seven'; 'five'; 'four'; 'two']",five
9439,0,"['one'; 'nine'; 'four'; 'zero'; 'six']",zero
9440,0,"['one'; 'zero'; 'six'; 'four'; 'nine']",zero
9441,0,"['one'; 'six'; 'zero'; 'four'; 'nine']",zero
9442,4,"['eight'; 'seven'; 'six'; 'four'; 'three']",seven
9443,3,"['five'; 'eight'; 'six'; 'zero'; 'three']",zero
9444,7,"['six'; 'one'; 'zero'; 'two'; 'nine']",zero
9445,7,"['one'; 'two'; 'six'; 'nine'; 'zero']",zero
9446,6,"['seven'; 'one'; 'two'; 'four'; 'five']",one
9447,9,"['eight'; 'four'; 'one'; 'zero'; 'six']",zero
9448,9,"['six'; 'zero'; 'eight'; 'four'; 'one']",zero
9449,2,"['zero'; 'one'; 'nine'; 'six'; 'seven']",seven
9450,5,"['five'; 'two'; 'four'; 'three'; 'zero']",zero
9451,0,"['zero'; 'six'; 'nine'; 'four'; 'one']",nine
9452,0,"['one'; 'nine'; 'six'; 'four'; 'zero']",zero
9453,1,"['three'; 'four'; 'one'; 'eight'; 'two']",four
9454,7,"['one'; 'six'; 'nine'; 'zero'; 'two']",zero
9455,0,"['nine'; 'one'; 'six'; 'four'; 'zero']",zero
9456,0,"['six'; 'nine'; 'four'; 'zero'; 'one']",zero
9457,1,"['eight'; 'three'; 'four'; 'one'; 'two']",three
9458,0,"['six'; 'one'; 'zero'; 'nine'; 'four']",zero
9459,0,"['six'; 'one'; 'four'; 'zero'; 'nine']",zero
9460,6,"['five'; 'seven'; 'four'; 'one'; 'two']",four
9461,4,"['six'; 'three'; 'four'; 'eight'; 'seven']",three
9462,5,"['two'; 'zero'; 'five'; 'three'; 'four']",zero
9463,0,"['six'; 'nine'; 'four'; 'one'; 'zero']",zero
9464,5,"['two'; 'three'; 'four'; 'five'; 'zero']",zero
9465,4,"['four'; 'three'; 'seven'; 'six'; 'eight']",three
9466,3,"['eight'; 'five'; 'zero'; 'three'; 'six']",zero
9467,7,"['one'; 'zero'; 'two'; 'six'; 'nine']",zero
9468,6,"['one'; 'two'; 'five'; 'four'; 'seven']",one
9469,9,"['eight'; 'four'; 'six'; 'zero'; 'one']",zero
9470,7,"['one'; 'six'; 'two'; 'zero'; 'nine']",zero
9471,2,"['seven'; 'six'; 'one'; 'zero'; 'nine']",zero
9472,2,"['nine'; 'six'; 'seven'; 'one'; 'zero']",zero
9473,0,"['nine'; 'one'; 'six'; 'zero'; 'four']",zero
9474,1,"['three'; 'one'; 'two'; 'four'; 'eight']",one
9475,6,"['one'; 'five'; 'seven'; 'four'; 'two']",five
9476,0,"['one'; 'nine'; 'six'; 'zero'; 'four']",zero
9477,2,"['zero'; 'one'; 'six'; 'seven'; 'nine']",seven
9478,0,"['one'; 'four'; 'nine'; 'zero'; 'six']",zero
9479,2,"['seven'; 'nine'; 'zero'; 'six'; 'one']",zero
9480,1,"['three'; 'two'; 'four'; 'eight'; 'one']",eight
9481,9,"['four'; 'six'; 'one'; 'eight'; 'zero']",zero
9482,3,"['zero'; 'three'; 'six'; 'eight'; 'five']",zero
9483,9,"['zero'; 'six'; 'one'; 'four'; 'eight']",four
9484,2,"['zero'; 'nine'; 'seven'; 'one'; 'six']",seven
9485,0,"['nine'; 'zero'; 'four'; 'one'; 'six']",zero
9486,6,"['one'; 'five'; 'four'; 'two'; 'seven']",five
9487,1,"['eight'; 'two'; 'one'; 'four'; 'three']",two
9488,2,"['zero'; 'nine'; 'six'; 'one'; 'seven']",nine
9489,2,"['six'; 'zero'; 'nine'; 'one'; 'seven']",zero
9490,8,"['nine'; 'three'; 'five'; 'zero'; 'four']",zero
9491,3,"['five'; 'six'; 'eight'; 'three'; 'zero']",zero
9492,1,"['four'; 'three'; 'two'; 'eight'; 'one']",four
9493,4,"['six'; 'four'; 'three'; 'eight'; 'seven']",four
9494,7,"['one'; 'zero'; 'six'; 'nine'; 'two']",zero
9495,5,"['two'; 'three'; 'four'; 'five'; 'zero']",zero
9496,4,"['seven'; 'three'; 'four'; 'eight'; 'six']",four
9497,6,"['five'; 'four'; 'one'; 'two'; 'seven']",one
9498,7,"['two'; 'one'; 'zero'; 'six'; 'nine']",zero
9499,7,"['six'; 'one'; 'nine'; 'two'; 'zero']",zero
9500,6,"['one'; 'five'; 'seven'; 'two'; 'four']",five
9501,8,"['three'; 'nine'; 'five'; 'four'; 'zero']",zero
9502,7,"['zero'; 'six'; 'one'; 'two'; 'nine']",zero
9503,9,"['six'; 'one'; 'zero'; 'four'; 'eight']",zero
9504,9,"['four'; 'eight'; 'one'; 'six'; 'zero']",zero
9505,0,"['zero'; 'four'; 'one'; 'nine'; 'six']",nine
9506,0,"['four'; 'nine'; 'zero'; 'one'; 'six']",zero
9507,1,"['four'; 'three'; 'one'; 'two'; 'eight']",four
9508,2,"['nine'; 'zero'; 'six'; 'one'; 'seven']",zero
9509,2,"['one'; 'six'; 'seven'; 'zero'; 'nine']",zero
9510,7,"['nine'; 'zero'; 'six'; 'two'; 'one']",zero
9511,3,"['eight'; 'five'; 'zero'; 'three'; 'six']",zero
9512,6,"['five'; 'two'; 'four'; 'one'; 'seven']",two
9513,4,"['six'; 'four'; 'three'; 'seven'; 'eight']",four
9514,5,"['two'; 'four'; 'three'; 'five'; 'zero']",zero
9515,5,"['zero'; 'two'; 'four'; 'five'; 'three']",zero
9516,3,"['five'; 'six'; 'eight'; 'zero'; 'three']",zero
9517,6,"['one'; 'seven'; 'five'; 'two'; 'four']",five
9518,2,"['zero'; 'six'; 'seven'; 'nine'; 'one']",seven
9519,7,"['six'; 'one'; 'zero'; 'two'; 'nine']",zero
9520,3,"['five'; 'eight'; 'zero'; 'six'; 'three']",zero
9521,8,"['four'; 'zero'; 'nine'; 'five'; 'three']",zero
9522,7,"['two'; 'one'; 'nine'; 'zero'; 'six']",zero
9523,0,"['nine'; 'one'; 'zero'; 'four'; 'six']",zero
9524,0,"['nine'; 'four'; 'one'; 'zero'; 'six']",zero
9525,1,"['four'; 'three'; 'eight'; 'two'; 'one']",three
9526,6,"['seven'; 'one'; 'four'; 'two'; 'five']",one
9527,2,"['nine'; 'six'; 'one'; 'seven'; 'zero']",zero
9528,8,"['three'; 'four'; 'five'; 'zero'; 'nine']",zero
9529,3,"['five'; 'eight'; 'three'; 'zero'; 'six']",zero
9530,0,"['four'; 'nine'; 'one'; 'six'; 'zero']",zero
9531,5,"['three'; 'five'; 'four'; 'two'; 'zero']",zero
9532,9,"['eight'; 'one'; 'six'; 'zero'; 'four']",zero
9533,6,"['four'; 'one'; 'seven'; 'five'; 'two']",one
9534,6,"['seven'; 'two'; 'five'; 'four'; 'one']",two
9535,7,"['two'; 'six'; 'zero'; 'nine'; 'one']",zero
9536,4,"['eight'; 'seven'; 'three'; 'four'; 'six']",seven
9537,8,"['five'; 'zero'; 'nine'; 'three'; 'four']",zero
9538,7,"['zero'; 'nine'; 'two'; 'six'; 'one']",zero
9539,5,"['zero'; 'five'; 'two'; 'three'; 'four']",zero
9540,1,"['two'; 'eight'; 'four'; 'one'; 'three']",eight
9541,4,"['six'; 'eight'; 'four'; 'three'; 'seven']",three
9542,2,"['nine'; 'one'; 'zero'; 'seven'; 'six']",zero
9543,8,"['four'; 'three'; 'five'; 'nine'; 'zero']",zero
9544,0,"['six'; 'nine'; 'one'; 'zero'; 'four']",zero
9545,7,"['one'; 'two'; 'six'; 'zero'; 'nine']",zero
9546,2,"['seven'; 'zero'; 'one'; 'six'; 'nine']",zero
9547,4,"['six'; 'four'; 'eight'; 'seven'; 'three']",eight
9548,7,"['one'; 'six'; 'two'; 'nine'; 'zero']",zero
9549,7,"['zero'; 'nine'; 'one'; 'six'; 'two']",zero
9550,1,"['two'; 'eight'; 'four'; 'one'; 'three']",eight
9551,7,"['one'; 'two'; 'nine'; 'zero'; 'six']",zero
9552,0,"['one'; 'zero'; 'six'; 'nine'; 'four']",zero
9553,3,"['five'; 'six'; 'eight'; 'three'; 'zero']",zero
9554,8,"['nine'; 'three'; 'five'; 'four'; 'zero']",zero
9555,9,"['six'; 'zero'; 'eight'; 'four'; 'one']",zero
9556,6,"['five'; 'one'; 'two'; 'seven'; 'four']",one
9557,8,"['nine'; 'three'; 'five'; 'zero'; 'four']",zero
9558,4,"['eight'; 'seven'; 'six'; 'four'; 'three']",seven
9559,8,"['zero'; 'nine'; 'three'; 'four'; 'five']",nine
9560,7,"['six'; 'nine'; 'two'; 'one'; 'zero']",zero
9561,3,"['eight'; 'three'; 'zero'; 'six'; 'five']",zero
9562,1,"['four'; 'eight'; 'two'; 'one'; 'three']",one
9563,1,"['four'; 'eight'; 'three'; 'two'; 'one']",two
9564,8,"['zero'; 'nine'; 'four'; 'five'; 'three']",zero
9565,5,"['three'; 'two'; 'four'; 'zero'; 'five']",zero
9566,4,"['seven'; 'six'; 'eight'; 'four'; 'three']",six
9567,8,"['nine'; 'three'; 'five'; 'four'; 'zero']",zero
9568,5,"['three'; 'four'; 'five'; 'zero'; 'two']",zero
9569,2,"['seven'; 'nine'; 'zero'; 'one'; 'six']",zero
9570,1,"['one'; 'eight'; 'three'; 'two'; 'four']",eight
9571,7,"['one'; 'two'; 'six'; 'zero'; 'nine']",zero
9572,2,"['one'; 'six'; 'zero'; 'seven'; 'nine']",zero
9573,4,"['six'; 'three'; 'seven'; 'eight'; 'four']",three
9574,6,"['two'; 'five'; 'four'; 'seven'; 'one']",five
9575,2,"['nine'; 'seven'; 'one'; 'six'; 'zero']",zero
9576,6,"['two'; 'one'; 'four'; 'five'; 'seven']",one
9577,6,"['five'; 'seven'; 'four'; 'one'; 'two']",four
9578,5,"['two'; 'zero'; 'four'; 'five'; 'three']",zero
9579,1,"['four'; 'eight'; 'three'; 'one'; 'two']",one
9580,6,"['two'; 'four'; 'seven'; 'one'; 'five']",four
9581,5,"['zero'; 'four'; 'three'; 'five'; 'two']",zero
9582,7,"['six'; 'nine'; 'two'; 'one'; 'zero']",zero
9583,2,"['zero'; 'six'; 'nine'; 'one'; 'seven']",nine
9584,1,"['three'; 'eight'; 'four'; 'two'; 'one']",eight
9585,4,"['four'; 'eight'; 'six'; 'seven'; 'three']",eight
9586,4,"['four'; 'eight'; 'three'; 'six'; 'seven']",eight
9587,5,"['zero'; 'three'; 'four'; 'five'; 'two']",zero
9588,7,"['nine'; 'one'; 'zero'; 'six'; 'two']",zero
9589,5,"['three'; 'zero'; 'five'; 'four'; 'two']",zero
9590,1,"['four'; 'one'; 'three'; 'two'; 'eight']",four
9591,8,"['zero'; 'four'; 'nine'; 'five'; 'three']",zero
9592,3,"['five'; 'six'; 'zero'; 'three'; 'eight']",zero
9593,6,"['two'; 'seven'; 'five'; 'one'; 'four']",seven
9594,8,"['four'; 'nine'; 'zero'; 'five'; 'three']",zero
9595,4,"['three'; 'seven'; 'six'; 'four'; 'eight']",seven
9596,6,"['two'; 'seven'; 'four'; 'one'; 'five']",four
9597,4,"['eight'; 'seven'; 'three'; 'four'; 'six']",seven
9598,7,"['zero'; 'nine'; 'one'; 'six'; 'two']",zero
9599,1,"['two'; 'one'; 'eight'; 'three'; 'four']",one
9600,2,"['six'; 'nine'; 'zero'; 'one'; 'seven']",zero
9601,8,"['zero'; 'three'; 'nine'; 'four'; 'five']",zero
9602,3,"['six'; 'eight'; 'zero'; 'three'; 'five']",zero
9603,7,"['one'; 'zero'; 'two'; 'nine'; 'six']",zero
9604,2,"['nine'; 'seven'; 'six'; 'zero'; 'one']",zero
9605,5,"['three'; 'zero'; 'four'; 'five'; 'two']",zero
9606,7,"['zero'; 'one'; 'two'; 'six'; 'nine']",zero
9607,5,"['five'; 'four'; 'three'; 'zero'; 'two']",zero
9608,8,"['five'; 'nine'; 'four'; 'three'; 'zero']",zero
9609,1,"['four'; 'eight'; 'one'; 'three'; 'two']",four
9610,3,"['six'; 'eight'; 'three'; 'zero'; 'five']",zero
9611,8,"['five'; 'nine'; 'zero'; 'four'; 'three']",zero
9612,3,"['zero'; 'three'; 'eight'; 'six'; 'five']",zero
9613,9,"['one'; 'zero'; 'eight'; 'six'; 'four']",zero
9614,9,"['one'; 'six'; 'zero'; 'four'; 'eight']",zero
9615,1,"['one'; 'two'; 'four'; 'three'; 'eight']",four
9616,1,"['four'; 'eight'; 'two'; 'three'; 'one']",four
9617,3,"['five'; 'eight'; 'three'; 'zero'; 'six']",zero
9618,1,"['one'; 'two'; 'four'; 'three'; 'eight']",eight
9619,6,"['one'; 'seven'; 'five'; 'four'; 'two']",five
9620,3,"['eight'; 'zero'; 'three'; 'five'; 'six']",zero
9621,3,"['five'; 'three'; 'six'; 'eight'; 'zero']",zero
9622,1,"['one'; 'eight'; 'three'; 'two'; 'four']",eight
9623,3,"['five'; 'six'; 'zero'; 'eight'; 'three']",zero
9624,3,"['eight'; 'zero'; 'three'; 'five'; 'six']",zero
9625,2,"['six'; 'one'; 'nine'; 'zero'; 'seven']",zero
9626,4,"['four'; 'six'; 'three'; 'seven'; 'eight']",six
9627,2,"['nine'; 'one'; 'zero'; 'six'; 'seven']",zero
9628,1,"['four'; 'two'; 'three'; 'one'; 'eight']",four
9629,6,"['seven'; 'four'; 'two'; 'five'; 'one']",four
9630,9,"['four'; 'zero'; 'eight'; 'six'; 'one']",zero
9631,9,"['six'; 'one'; 'four'; 'eight'; 'zero']",zero
9632,4,"['three'; 'six'; 'eight'; 'four'; 'seven']",six
9633,9,"['zero'; 'four'; 'six'; 'one'; 'eight']",four
9634,4,"['seven'; 'three'; 'four'; 'eight'; 'six']",three
9635,6,"['one'; 'seven'; 'two'; 'five'; 'four']",one
9636,3,"['eight'; 'zero'; 'six'; 'three'; 'five']",zero
9637,3,"['three'; 'five'; 'zero'; 'eight'; 'six']",zero
9638,3,"['five'; 'three'; 'zero'; 'six'; 'eight']",zero
9639,3,"['eight'; 'three'; 'six'; 'five'; 'zero']",zero
9640,8,"['nine'; 'three'; 'zero'; 'four'; 'five']",zero
9641,8,"['five'; 'three'; 'four'; 'zero'; 'nine']",zero
9642,9,"['zero'; 'four'; 'eight'; 'one'; 'six']",four
9643,1,"['one'; 'four'; 'eight'; 'three'; 'two']",four
9644,7,"['one'; 'zero'; 'two'; 'nine'; 'six']",zero
9645,6,"['seven'; 'two'; 'four'; 'five'; 'one']",two
9646,5,"['three'; 'five'; 'zero'; 'four'; 'two']",zero
9647,5,"['five'; 'four'; 'zero'; 'three'; 'two']",zero
9648,3,"['six'; 'five'; 'zero'; 'eight'; 'three']",zero
9649,6,"['five'; 'seven'; 'one'; 'four'; 'two']",one
9650,8,"['nine'; 'three'; 'four'; 'five'; 'zero']",zero
9651,8,"['five'; 'nine'; 'three'; 'four'; 'zero']",zero
9652,5,"['three'; 'zero'; 'two'; 'five'; 'four']",zero
9653,1,"['two'; 'three'; 'eight'; 'one'; 'four']",three
9654,9,"['four'; 'zero'; 'one'; 'six'; 'eight']",zero
9655,9,"['six'; 'one'; 'zero'; 'eight'; 'four']",zero
9656,7,"['one'; 'two'; 'nine'; 'zero'; 'six']",zero
9657,7,"['nine'; 'six'; 'zero'; 'one'; 'two']",zero
9658,2,"['six'; 'seven'; 'nine'; 'zero'; 'one']",zero
9659,6,"['five'; 'two'; 'seven'; 'one'; 'four']",two
9660,7,"['nine'; 'zero'; 'one'; 'two'; 'six']",zero
9661,8,"['five'; 'nine'; 'four'; 'zero'; 'three']",zero
9662,6,"['four'; 'five'; 'one'; 'seven'; 'two']",five
9663,3,"['five'; 'zero'; 'eight'; 'three'; 'six']",zero
9664,3,"['eight'; 'five'; 'six'; 'three'; 'zero']",zero
9665,7,"['zero'; 'one'; 'two'; 'nine'; 'six']",zero
9666,0,"['nine'; 'four'; 'six'; 'zero'; 'one']",nine
9667,4,"['eight'; 'seven'; 'six'; 'three'; 'four']",seven
9668,2,"['six'; 'one'; 'zero'; 'seven'; 'nine']",zero
9669,7,"['zero'; 'nine'; 'two'; 'one'; 'six']",zero
9670,3,"['eight'; 'zero'; 'three'; 'six'; 'five']",zero
9671,0,"['nine'; 'four'; 'one'; 'six'; 'zero']",zero
9672,2,"['six'; 'zero'; 'one'; 'seven'; 'nine']",zero
9673,9,"['eight'; 'zero'; 'four'; 'one'; 'six']",zero
9674,1,"['one'; 'two'; 'four'; 'three'; 'eight']",four
9675,0,"['one'; 'six'; 'four'; 'zero'; 'nine']",zero
9676,7,"['zero'; 'two'; 'one'; 'nine'; 'six']",nine
9677,0,"['one'; 'four'; 'zero'; 'nine'; 'six']",zero
9678,1,"['two'; 'four'; 'one'; 'eight'; 'three']",four
9679,3,"['five'; 'eight'; 'zero'; 'six'; 'three']",zero
9680,3,"['eight'; 'six'; 'three'; 'zero'; 'five']",zero
9681,7,"['two'; 'nine'; 'one'; 'zero'; 'six']",zero
9682,2,"['seven'; 'nine'; 'zero'; 'one'; 'six']",zero
9683,9,"['one'; 'six'; 'eight'; 'zero'; 'four']",zero
9684,5,"['five'; 'four'; 'two'; 'three'; 'zero']",zero
9685,3,"['six'; 'eight'; 'zero'; 'five'; 'three']",zero
9686,8,"['nine'; 'zero'; 'three'; 'five'; 'four']",zero
9687,0,"['one'; 'zero'; 'nine'; 'four'; 'six']",zero
9688,0,"['nine'; 'zero'; 'one'; 'four'; 'six']",zero
9689,2,"['nine'; 'one'; 'zero'; 'six'; 'seven']",zero
9690,5,"['zero'; 'three'; 'two'; 'five'; 'four']",zero
9691,0,"['nine'; 'one'; 'four'; 'zero'; 'six']",zero
9692,6,"['five'; 'one'; 'seven'; 'two'; 'four']",one
9693,1,"['two'; 'three'; 'one'; 'eight'; 'four']",eight
9694,8,"['nine'; 'four'; 'three'; 'zero'; 'five']",zero
9695,0,"['zero'; 'six'; 'one'; 'four'; 'nine']",zero
9696,3,"['five'; 'zero'; 'six'; 'eight'; 'three']",zero
9697,1,"['four'; 'eight'; 'three'; 'two'; 'one']",eight
9698,0,"['six'; 'nine'; 'one'; 'zero'; 'four']",zero
9699,0,"['nine'; 'four'; 'zero'; 'one'; 'six']",zero
9700,6,"['four'; 'two'; 'seven'; 'five'; 'one']",two
9701,4,"['six'; 'eight'; 'four'; 'seven'; 'three']",eight
9702,6,"['seven'; 'four'; 'five'; 'one'; 'two']",four
9703,0,"['nine'; 'six'; 'zero'; 'four'; 'one']",zero
9704,4,"['eight'; 'seven'; 'six'; 'three'; 'four']",seven
9705,1,"['four'; 'two'; 'three'; 'one'; 'eight']",two
9706,3,"['three'; 'eight'; 'six'; 'five'; 'zero']",zero
9707,0,"['six'; 'four'; 'nine'; 'one'; 'zero']",zero
9708,9,"['one'; 'four'; 'six'; 'eight'; 'zero']",zero
9709,4,"['four'; 'six'; 'three'; 'eight'; 'seven']",six
9710,0,"['four'; 'six'; 'one'; 'zero'; 'nine']",zero
9711,7,"['two'; 'one'; 'nine'; 'zero'; 'six']",zero
9712,2,"['seven'; 'zero'; 'nine'; 'one'; 'six']",zero
9713,9,"['six'; 'eight'; 'zero'; 'four'; 'one']",zero
9714,4,"['six'; 'four'; 'eight'; 'three'; 'seven']",eight
9715,2,"['zero'; 'one'; 'nine'; 'six'; 'seven']",seven
9716,7,"['zero'; 'one'; 'nine'; 'six'; 'two']",nine
9717,0,"['nine'; 'zero'; 'six'; 'one'; 'four']",zero
9718,4,"['three'; 'seven'; 'six'; 'eight'; 'four']",seven
9719,6,"['five'; 'one'; 'two'; 'seven'; 'four']",one
9720,0,"['four'; 'nine'; 'six'; 'zero'; 'one']",zero
9721,2,"['one'; 'nine'; 'seven'; 'six'; 'zero']",zero
9722,2,"['nine'; 'one'; 'zero'; 'six'; 'seven']",zero
9723,6,"['seven'; 'one'; 'five'; 'two'; 'four']",one
9724,7,"['nine'; 'one'; 'two'; 'zero'; 'six']",zero
9725,2,"['zero'; 'six'; 'seven'; 'one'; 'nine']",seven
