index,true_label,candidate_labels,complementary_label
12119,5,"['bird'; 'dog'; 'deer'; 'frog'; 'automobile'; 'truck'; 'horse']",bird
12120,8,"['automobile'; 'deer'; 'cat'; 'horse'; 'airplane'; 'frog'; 'bird']",deer
12121,0,"['deer'; 'airplane'; 'ship'; 'truck'; 'dog'; 'automobile'; 'frog']",deer
12122,6,"['truck'; 'deer'; 'cat'; 'airplane'; 'bird'; 'horse'; 'automobile']",truck
12123,1,"['truck'; 'dog'; 'ship'; 'horse'; 'automobile'; 'airplane'; 'frog']",dog
12124,4,"['airplane'; 'horse'; 'ship'; 'automobile'; 'dog'; 'deer'; 'bird']",airplane
12125,8,"['bird'; 'deer'; 'cat'; 'airplane'; 'horse'; 'automobile'; 'frog']",airplane
12126,8,"['cat'; 'bird'; 'automobile'; 'frog'; 'deer'; 'horse'; 'airplane']",cat
12127,1,"['frog'; 'ship'; 'truck'; 'automobile'; 'dog'; 'airplane'; 'horse']",frog
12128,8,"['frog'; 'deer'; 'cat'; 'airplane'; 'automobile'; 'bird'; 'horse']",frog
12129,0,"['truck'; 'ship'; 'deer'; 'frog'; 'automobile'; 'dog'; 'airplane']",deer
12130,0,"['truck'; 'automobile'; 'frog'; 'ship'; 'deer'; 'airplane'; 'dog']",frog
12131,0,"['dog'; 'truck'; 'frog'; 'deer'; 'automobile'; 'airplane'; 'ship']",truck
12132,4,"['dog'; 'horse'; 'airplane'; 'automobile'; 'bird'; 'deer'; 'ship']",airplane
12133,0,"['airplane'; 'deer'; 'dog'; 'ship'; 'automobile'; 'frog'; 'truck']",deer
12134,4,"['automobile'; 'bird'; 'dog'; 'airplane'; 'deer'; 'horse'; 'ship']",airplane
12135,5,"['truck'; 'horse'; 'automobile'; 'frog'; 'dog'; 'deer'; 'bird']",frog
12136,4,"['bird'; 'automobile'; 'deer'; 'airplane'; 'dog'; 'horse'; 'ship']",automobile
12137,2,"['cat'; 'airplane'; 'ship'; 'truck'; 'frog'; 'automobile'; 'deer']",airplane
12138,6,"['cat'; 'bird'; 'horse'; 'airplane'; 'automobile'; 'truck'; 'deer']",airplane
12139,0,"['airplane'; 'deer'; 'frog'; 'ship'; 'dog'; 'truck'; 'automobile']",deer
12140,2,"['airplane'; 'frog'; 'automobile'; 'truck'; 'ship'; 'cat'; 'deer']",truck
12141,2,"['truck'; 'automobile'; 'frog'; 'airplane'; 'cat'; 'deer'; 'ship']",truck
12142,7,"['dog'; 'airplane'; 'ship'; 'cat'; 'truck'; 'automobile'; 'frog']",airplane
12143,4,"['horse'; 'automobile'; 'dog'; 'ship'; 'deer'; 'airplane'; 'bird']",ship
12144,5,"['horse'; 'truck'; 'automobile'; 'frog'; 'dog'; 'deer'; 'bird']",truck
12145,3,"['horse'; 'cat'; 'deer'; 'automobile'; 'truck'; 'airplane'; 'frog']",automobile
12146,6,"['airplane'; 'cat'; 'automobile'; 'bird'; 'truck'; 'deer'; 'horse']",airplane
12147,3,"['truck'; 'airplane'; 'frog'; 'deer'; 'cat'; 'automobile'; 'horse']",truck
12148,2,"['frog'; 'automobile'; 'cat'; 'airplane'; 'deer'; 'ship'; 'truck']",truck
12149,0,"['airplane'; 'automobile'; 'truck'; 'dog'; 'frog'; 'deer'; 'ship']",dog
12150,1,"['ship'; 'horse'; 'dog'; 'airplane'; 'automobile'; 'truck'; 'frog']",frog
12151,6,"['cat'; 'bird'; 'automobile'; 'truck'; 'deer'; 'horse'; 'airplane']",truck
12152,9,"['automobile'; 'horse'; 'dog'; 'bird'; 'truck'; 'ship'; 'frog']",horse
12153,8,"['frog'; 'airplane'; 'cat'; 'bird'; 'horse'; 'automobile'; 'deer']",frog
12154,4,"['dog'; 'bird'; 'airplane'; 'horse'; 'ship'; 'automobile'; 'deer']",airplane
12155,3,"['deer'; 'horse'; 'truck'; 'airplane'; 'cat'; 'automobile'; 'frog']",deer
12156,2,"['automobile'; 'truck'; 'deer'; 'frog'; 'ship'; 'airplane'; 'cat']",truck
12157,7,"['ship'; 'frog'; 'cat'; 'truck'; 'dog'; 'automobile'; 'airplane']",frog
12158,1,"['truck'; 'ship'; 'automobile'; 'dog'; 'horse'; 'airplane'; 'frog']",dog
12159,9,"['automobile'; 'ship'; 'horse'; 'frog'; 'bird'; 'truck'; 'dog']",frog
12160,4,"['ship'; 'horse'; 'deer'; 'dog'; 'automobile'; 'airplane'; 'bird']",dog
12161,2,"['cat'; 'airplane'; 'automobile'; 'ship'; 'frog'; 'truck'; 'deer']",airplane
12162,9,"['dog'; 'truck'; 'bird'; 'ship'; 'frog'; 'horse'; 'automobile']",dog
12163,7,"['automobile'; 'cat'; 'dog'; 'frog'; 'truck'; 'ship'; 'airplane']",truck
12164,1,"['truck'; 'dog'; 'horse'; 'automobile'; 'airplane'; 'frog'; 'ship']",dog
12165,0,"['truck'; 'airplane'; 'frog'; 'ship'; 'deer'; 'automobile'; 'dog']",frog
12166,2,"['truck'; 'cat'; 'airplane'; 'deer'; 'frog'; 'automobile'; 'ship']",truck
12167,1,"['horse'; 'truck'; 'frog'; 'dog'; 'automobile'; 'airplane'; 'ship']",horse
12168,6,"['deer'; 'horse'; 'automobile'; 'bird'; 'cat'; 'airplane'; 'truck']",truck
12169,1,"['airplane'; 'automobile'; 'dog'; 'ship'; 'horse'; 'frog'; 'truck']",dog
12170,1,"['frog'; 'horse'; 'airplane'; 'ship'; 'dog'; 'automobile'; 'truck']",frog
12171,6,"['deer'; 'cat'; 'truck'; 'bird'; 'horse'; 'airplane'; 'automobile']",truck
12172,8,"['automobile'; 'deer'; 'horse'; 'cat'; 'frog'; 'airplane'; 'bird']",deer
12173,2,"['deer'; 'automobile'; 'ship'; 'cat'; 'airplane'; 'truck'; 'frog']",ship
12174,3,"['automobile'; 'airplane'; 'deer'; 'cat'; 'frog'; 'truck'; 'horse']",truck
12175,8,"['bird'; 'cat'; 'automobile'; 'frog'; 'horse'; 'deer'; 'airplane']",bird
12176,8,"['frog'; 'airplane'; 'bird'; 'cat'; 'deer'; 'horse'; 'automobile']",frog
12177,5,"['horse'; 'automobile'; 'bird'; 'dog'; 'frog'; 'truck'; 'deer']",truck
12178,0,"['ship'; 'airplane'; 'dog'; 'deer'; 'truck'; 'automobile'; 'frog']",dog
12179,4,"['bird'; 'ship'; 'automobile'; 'horse'; 'deer'; 'dog'; 'airplane']",ship
12180,2,"['truck'; 'frog'; 'airplane'; 'ship'; 'cat'; 'automobile'; 'deer']",truck
12181,0,"['truck'; 'deer'; 'dog'; 'ship'; 'frog'; 'airplane'; 'automobile']",deer
12182,9,"['ship'; 'dog'; 'frog'; 'truck'; 'bird'; 'automobile'; 'horse']",dog
12183,1,"['airplane'; 'ship'; 'automobile'; 'truck'; 'dog'; 'frog'; 'horse']",dog
12184,5,"['deer'; 'frog'; 'automobile'; 'bird'; 'horse'; 'dog'; 'truck']",frog
12185,1,"['frog'; 'dog'; 'horse'; 'truck'; 'ship'; 'airplane'; 'automobile']",frog
12186,9,"['bird'; 'frog'; 'dog'; 'truck'; 'ship'; 'horse'; 'automobile']",bird
12187,9,"['bird'; 'truck'; 'frog'; 'automobile'; 'dog'; 'horse'; 'ship']",bird
12188,2,"['automobile'; 'truck'; 'frog'; 'deer'; 'ship'; 'airplane'; 'cat']",frog
12189,8,"['airplane'; 'deer'; 'frog'; 'horse'; 'bird'; 'automobile'; 'cat']",deer
12190,3,"['airplane'; 'horse'; 'truck'; 'frog'; 'deer'; 'automobile'; 'cat']",truck
12191,2,"['ship'; 'airplane'; 'truck'; 'automobile'; 'frog'; 'deer'; 'cat']",truck
12192,0,"['ship'; 'frog'; 'automobile'; 'deer'; 'airplane'; 'dog'; 'truck']",frog
12193,6,"['cat'; 'bird'; 'automobile'; 'airplane'; 'deer'; 'truck'; 'horse']",truck
12194,8,"['frog'; 'automobile'; 'bird'; 'airplane'; 'deer'; 'horse'; 'cat']",frog
12195,3,"['airplane'; 'truck'; 'deer'; 'frog'; 'automobile'; 'cat'; 'horse']",airplane
12196,8,"['horse'; 'automobile'; 'deer'; 'airplane'; 'bird'; 'cat'; 'frog']",horse
12197,8,"['cat'; 'bird'; 'frog'; 'deer'; 'horse'; 'automobile'; 'airplane']",horse
12198,5,"['automobile'; 'truck'; 'deer'; 'dog'; 'frog'; 'horse'; 'bird']",deer
12199,6,"['cat'; 'automobile'; 'horse'; 'bird'; 'truck'; 'deer'; 'airplane']",truck
12200,2,"['deer'; 'cat'; 'airplane'; 'frog'; 'automobile'; 'ship'; 'truck']",deer
12201,8,"['cat'; 'bird'; 'horse'; 'airplane'; 'automobile'; 'deer'; 'frog']",airplane
12202,5,"['horse'; 'automobile'; 'bird'; 'dog'; 'truck'; 'frog'; 'deer']",horse
12203,6,"['deer'; 'cat'; 'truck'; 'automobile'; 'horse'; 'airplane'; 'bird']",truck
12204,4,"['airplane'; 'horse'; 'automobile'; 'ship'; 'dog'; 'deer'; 'bird']",airplane
12205,5,"['truck'; 'frog'; 'automobile'; 'bird'; 'dog'; 'horse'; 'deer']",frog
12206,8,"['cat'; 'frog'; 'deer'; 'bird'; 'automobile'; 'airplane'; 'horse']",automobile
12207,8,"['airplane'; 'automobile'; 'frog'; 'bird'; 'cat'; 'horse'; 'deer']",frog
12208,4,"['airplane'; 'bird'; 'deer'; 'horse'; 'ship'; 'automobile'; 'dog']",airplane
12209,0,"['airplane'; 'dog'; 'automobile'; 'ship'; 'deer'; 'frog'; 'truck']",dog
12210,1,"['dog'; 'automobile'; 'ship'; 'truck'; 'frog'; 'airplane'; 'horse']",dog
12211,3,"['deer'; 'truck'; 'cat'; 'automobile'; 'frog'; 'airplane'; 'horse']",truck
12212,2,"['ship'; 'truck'; 'airplane'; 'cat'; 'automobile'; 'frog'; 'deer']",truck
12213,4,"['bird'; 'dog'; 'automobile'; 'ship'; 'airplane'; 'horse'; 'deer']",automobile
12214,6,"['deer'; 'horse'; 'automobile'; 'bird'; 'airplane'; 'cat'; 'truck']",truck
12215,3,"['truck'; 'automobile'; 'horse'; 'cat'; 'deer'; 'frog'; 'airplane']",truck
12216,3,"['frog'; 'deer'; 'horse'; 'airplane'; 'cat'; 'automobile'; 'truck']",airplane
12217,4,"['horse'; 'bird'; 'dog'; 'deer'; 'automobile'; 'ship'; 'airplane']",automobile
12218,6,"['airplane'; 'automobile'; 'deer'; 'horse'; 'cat'; 'truck'; 'bird']",deer
12219,2,"['cat'; 'automobile'; 'ship'; 'frog'; 'deer'; 'airplane'; 'truck']",truck
12220,7,"['frog'; 'airplane'; 'cat'; 'ship'; 'dog'; 'truck'; 'automobile']",airplane
12221,6,"['airplane'; 'bird'; 'automobile'; 'deer'; 'truck'; 'cat'; 'horse']",airplane
12222,6,"['horse'; 'cat'; 'bird'; 'truck'; 'deer'; 'airplane'; 'automobile']",truck
12223,5,"['automobile'; 'horse'; 'bird'; 'deer'; 'frog'; 'dog'; 'truck']",automobile
12224,4,"['horse'; 'ship'; 'automobile'; 'bird'; 'airplane'; 'dog'; 'deer']",ship
12225,3,"['truck'; 'airplane'; 'horse'; 'automobile'; 'cat'; 'deer'; 'frog']",truck
12226,0,"['dog'; 'automobile'; 'frog'; 'ship'; 'truck'; 'deer'; 'airplane']",deer
12227,7,"['dog'; 'frog'; 'cat'; 'ship'; 'automobile'; 'airplane'; 'truck']",ship
12228,1,"['automobile'; 'horse'; 'ship'; 'airplane'; 'truck'; 'dog'; 'frog']",horse
12229,7,"['airplane'; 'frog'; 'automobile'; 'ship'; 'dog'; 'cat'; 'truck']",frog
12230,0,"['airplane'; 'automobile'; 'dog'; 'truck'; 'ship'; 'deer'; 'frog']",dog
12231,1,"['dog'; 'automobile'; 'airplane'; 'ship'; 'horse'; 'frog'; 'truck']",dog
12232,1,"['horse'; 'ship'; 'automobile'; 'airplane'; 'truck'; 'dog'; 'frog']",dog
12233,8,"['deer'; 'horse'; 'frog'; 'airplane'; 'bird'; 'cat'; 'automobile']",deer
12234,0,"['deer'; 'ship'; 'automobile'; 'airplane'; 'frog'; 'truck'; 'dog']",deer
12235,5,"['truck'; 'horse'; 'dog'; 'deer'; 'frog'; 'automobile'; 'bird']",truck
12236,8,"['horse'; 'bird'; 'deer'; 'frog'; 'cat'; 'airplane'; 'automobile']",horse
12237,3,"['frog'; 'truck'; 'cat'; 'airplane'; 'horse'; 'deer'; 'automobile']",truck
12238,6,"['bird'; 'deer'; 'truck'; 'airplane'; 'horse'; 'cat'; 'automobile']",truck
12239,5,"['truck'; 'horse'; 'bird'; 'automobile'; 'frog'; 'dog'; 'deer']",truck
12240,6,"['bird'; 'truck'; 'automobile'; 'deer'; 'airplane'; 'horse'; 'cat']",truck
12241,3,"['airplane'; 'frog'; 'automobile'; 'cat'; 'truck'; 'deer'; 'horse']",frog
12242,5,"['dog'; 'deer'; 'truck'; 'horse'; 'bird'; 'frog'; 'automobile']",truck
12243,7,"['cat'; 'frog'; 'ship'; 'automobile'; 'truck'; 'dog'; 'airplane']",ship
12244,7,"['cat'; 'ship'; 'airplane'; 'truck'; 'automobile'; 'frog'; 'dog']",ship
12245,9,"['truck'; 'dog'; 'horse'; 'bird'; 'automobile'; 'frog'; 'ship']",dog
12246,5,"['frog'; 'truck'; 'bird'; 'deer'; 'horse'; 'automobile'; 'dog']",truck
12247,1,"['automobile'; 'horse'; 'frog'; 'ship'; 'airplane'; 'dog'; 'truck']",horse
12248,9,"['horse'; 'frog'; 'ship'; 'truck'; 'bird'; 'automobile'; 'dog']",horse
12249,8,"['cat'; 'deer'; 'bird'; 'automobile'; 'frog'; 'airplane'; 'horse']",airplane
12250,2,"['ship'; 'frog'; 'automobile'; 'truck'; 'deer'; 'cat'; 'airplane']",truck
12251,8,"['airplane'; 'cat'; 'horse'; 'frog'; 'automobile'; 'deer'; 'bird']",cat
12252,0,"['dog'; 'ship'; 'deer'; 'airplane'; 'truck'; 'automobile'; 'frog']",dog
12253,4,"['deer'; 'ship'; 'automobile'; 'airplane'; 'bird'; 'horse'; 'dog']",ship
12254,6,"['bird'; 'horse'; 'cat'; 'truck'; 'automobile'; 'deer'; 'airplane']",truck
12255,3,"['airplane'; 'horse'; 'cat'; 'frog'; 'deer'; 'truck'; 'automobile']",airplane
12256,5,"['dog'; 'automobile'; 'horse'; 'deer'; 'frog'; 'bird'; 'truck']",truck
12257,0,"['deer'; 'dog'; 'truck'; 'automobile'; 'ship'; 'airplane'; 'frog']",deer
12258,8,"['airplane'; 'frog'; 'cat'; 'bird'; 'horse'; 'automobile'; 'deer']",frog
12259,9,"['ship'; 'dog'; 'horse'; 'frog'; 'truck'; 'automobile'; 'bird']",dog
12260,1,"['truck'; 'frog'; 'horse'; 'airplane'; 'dog'; 'automobile'; 'ship']",frog
12261,4,"['airplane'; 'deer'; 'dog'; 'bird'; 'horse'; 'automobile'; 'ship']",airplane
12262,9,"['dog'; 'bird'; 'horse'; 'truck'; 'automobile'; 'frog'; 'ship']",dog
12263,6,"['cat'; 'airplane'; 'deer'; 'automobile'; 'horse'; 'bird'; 'truck']",airplane
12264,1,"['dog'; 'airplane'; 'horse'; 'frog'; 'ship'; 'automobile'; 'truck']",dog
12265,0,"['frog'; 'automobile'; 'deer'; 'ship'; 'airplane'; 'dog'; 'truck']",frog
12266,8,"['cat'; 'horse'; 'airplane'; 'frog'; 'bird'; 'automobile'; 'deer']",cat
12267,2,"['cat'; 'airplane'; 'ship'; 'deer'; 'automobile'; 'frog'; 'truck']",airplane
12268,8,"['deer'; 'frog'; 'automobile'; 'horse'; 'cat'; 'bird'; 'airplane']",deer
12269,7,"['airplane'; 'dog'; 'truck'; 'automobile'; 'frog'; 'cat'; 'ship']",dog
12270,0,"['deer'; 'frog'; 'automobile'; 'ship'; 'dog'; 'truck'; 'airplane']",deer
12271,7,"['frog'; 'dog'; 'cat'; 'automobile'; 'truck'; 'ship'; 'airplane']",frog
12272,7,"['truck'; 'automobile'; 'cat'; 'ship'; 'airplane'; 'dog'; 'frog']",truck
12273,6,"['truck'; 'deer'; 'bird'; 'cat'; 'automobile'; 'horse'; 'airplane']",truck
12274,5,"['deer'; 'automobile'; 'bird'; 'frog'; 'horse'; 'dog'; 'truck']",deer
12275,1,"['airplane'; 'ship'; 'frog'; 'horse'; 'truck'; 'dog'; 'automobile']",frog
12276,1,"['frog'; 'truck'; 'ship'; 'horse'; 'automobile'; 'airplane'; 'dog']",frog
12277,8,"['cat'; 'frog'; 'deer'; 'horse'; 'automobile'; 'airplane'; 'bird']",deer
12278,3,"['horse'; 'frog'; 'airplane'; 'truck'; 'deer'; 'cat'; 'automobile']",horse
12279,9,"['bird'; 'frog'; 'ship'; 'automobile'; 'truck'; 'horse'; 'dog']",ship
12280,1,"['horse'; 'airplane'; 'truck'; 'ship'; 'dog'; 'frog'; 'automobile']",horse
12281,5,"['bird'; 'frog'; 'deer'; 'dog'; 'horse'; 'truck'; 'automobile']",truck
12282,4,"['ship'; 'airplane'; 'automobile'; 'deer'; 'dog'; 'bird'; 'horse']",airplane
12283,1,"['airplane'; 'automobile'; 'dog'; 'horse'; 'truck'; 'frog'; 'ship']",dog
12284,0,"['deer'; 'automobile'; 'airplane'; 'ship'; 'truck'; 'dog'; 'frog']",deer
12285,4,"['dog'; 'horse'; 'deer'; 'automobile'; 'bird'; 'ship'; 'airplane']",automobile
12286,8,"['horse'; 'deer'; 'bird'; 'frog'; 'cat'; 'automobile'; 'airplane']",horse
12287,2,"['truck'; 'cat'; 'ship'; 'deer'; 'automobile'; 'airplane'; 'frog']",ship
12288,9,"['horse'; 'dog'; 'frog'; 'bird'; 'truck'; 'ship'; 'automobile']",horse
12289,3,"['airplane'; 'horse'; 'automobile'; 'cat'; 'truck'; 'frog'; 'deer']",frog
12290,5,"['truck'; 'automobile'; 'dog'; 'deer'; 'bird'; 'frog'; 'horse']",truck
12291,1,"['truck'; 'horse'; 'airplane'; 'automobile'; 'dog'; 'ship'; 'frog']",horse
12292,1,"['ship'; 'truck'; 'horse'; 'automobile'; 'dog'; 'frog'; 'airplane']",horse
12293,6,"['deer'; 'automobile'; 'cat'; 'bird'; 'horse'; 'truck'; 'airplane']",truck
12294,0,"['truck'; 'ship'; 'automobile'; 'frog'; 'dog'; 'deer'; 'airplane']",frog
12295,1,"['automobile'; 'horse'; 'ship'; 'airplane'; 'frog'; 'truck'; 'dog']",horse
12296,0,"['frog'; 'automobile'; 'deer'; 'truck'; 'airplane'; 'ship'; 'dog']",frog
12297,0,"['ship'; 'dog'; 'frog'; 'automobile'; 'airplane'; 'truck'; 'deer']",dog
12298,9,"['automobile'; 'frog'; 'ship'; 'dog'; 'bird'; 'truck'; 'horse']",frog
12299,1,"['frog'; 'horse'; 'airplane'; 'truck'; 'dog'; 'ship'; 'automobile']",frog
12300,5,"['horse'; 'automobile'; 'frog'; 'truck'; 'bird'; 'dog'; 'deer']",truck
12301,4,"['deer'; 'horse'; 'airplane'; 'dog'; 'automobile'; 'bird'; 'ship']",airplane
12302,6,"['truck'; 'horse'; 'airplane'; 'cat'; 'bird'; 'deer'; 'automobile']",truck
12303,1,"['dog'; 'frog'; 'truck'; 'airplane'; 'automobile'; 'ship'; 'horse']",dog
12304,3,"['frog'; 'deer'; 'airplane'; 'truck'; 'horse'; 'automobile'; 'cat']",truck
12305,6,"['deer'; 'automobile'; 'cat'; 'bird'; 'truck'; 'airplane'; 'horse']",truck
12306,1,"['automobile'; 'ship'; 'horse'; 'dog'; 'truck'; 'frog'; 'airplane']",ship
12307,4,"['airplane'; 'ship'; 'deer'; 'bird'; 'horse'; 'automobile'; 'dog']",airplane
12308,1,"['dog'; 'truck'; 'horse'; 'automobile'; 'ship'; 'frog'; 'airplane']",dog
12309,4,"['horse'; 'airplane'; 'automobile'; 'dog'; 'bird'; 'deer'; 'ship']",airplane
12310,5,"['bird'; 'truck'; 'deer'; 'horse'; 'automobile'; 'frog'; 'dog']",truck
12311,1,"['horse'; 'frog'; 'dog'; 'ship'; 'automobile'; 'airplane'; 'truck']",horse
12312,9,"['horse'; 'truck'; 'bird'; 'frog'; 'ship'; 'automobile'; 'dog']",bird
12313,4,"['airplane'; 'dog'; 'ship'; 'automobile'; 'bird'; 'deer'; 'horse']",airplane
12314,9,"['frog'; 'horse'; 'truck'; 'ship'; 'dog'; 'bird'; 'automobile']",frog
12315,9,"['automobile'; 'ship'; 'truck'; 'dog'; 'horse'; 'frog'; 'bird']",dog
12316,3,"['truck'; 'airplane'; 'cat'; 'deer'; 'automobile'; 'frog'; 'horse']",truck
12317,2,"['automobile'; 'airplane'; 'ship'; 'frog'; 'deer'; 'cat'; 'truck']",frog
12318,8,"['cat'; 'airplane'; 'automobile'; 'bird'; 'deer'; 'horse'; 'frog']",airplane
12319,8,"['deer'; 'bird'; 'frog'; 'airplane'; 'cat'; 'horse'; 'automobile']",airplane
12320,7,"['truck'; 'frog'; 'dog'; 'ship'; 'cat'; 'automobile'; 'airplane']",frog
12321,6,"['cat'; 'horse'; 'deer'; 'automobile'; 'bird'; 'airplane'; 'truck']",truck
12322,5,"['frog'; 'dog'; 'bird'; 'automobile'; 'truck'; 'horse'; 'deer']",automobile
12323,2,"['cat'; 'truck'; 'frog'; 'airplane'; 'automobile'; 'deer'; 'ship']",truck
12324,4,"['airplane'; 'deer'; 'dog'; 'horse'; 'automobile'; 'ship'; 'bird']",airplane
12325,0,"['frog'; 'airplane'; 'truck'; 'ship'; 'dog'; 'automobile'; 'deer']",frog
12326,5,"['horse'; 'deer'; 'automobile'; 'dog'; 'frog'; 'truck'; 'bird']",truck
12327,7,"['airplane'; 'dog'; 'truck'; 'automobile'; 'frog'; 'ship'; 'cat']",dog
12328,0,"['airplane'; 'dog'; 'ship'; 'frog'; 'deer'; 'truck'; 'automobile']",dog
12329,3,"['cat'; 'airplane'; 'deer'; 'frog'; 'horse'; 'automobile'; 'truck']",airplane
12330,5,"['automobile'; 'truck'; 'horse'; 'dog'; 'deer'; 'bird'; 'frog']",automobile
12331,4,"['airplane'; 'ship'; 'automobile'; 'horse'; 'bird'; 'deer'; 'dog']",airplane
12332,3,"['airplane'; 'horse'; 'deer'; 'frog'; 'truck'; 'automobile'; 'cat']",horse
12333,4,"['automobile'; 'deer'; 'dog'; 'bird'; 'ship'; 'horse'; 'airplane']",automobile
12334,4,"['ship'; 'dog'; 'deer'; 'automobile'; 'horse'; 'bird'; 'airplane']",automobile
12335,1,"['airplane'; 'frog'; 'dog'; 'automobile'; 'horse'; 'ship'; 'truck']",frog
12336,1,"['automobile'; 'truck'; 'ship'; 'frog'; 'horse'; 'dog'; 'airplane']",frog
12337,6,"['bird'; 'cat'; 'automobile'; 'airplane'; 'horse'; 'deer'; 'truck']",truck
12338,2,"['cat'; 'airplane'; 'automobile'; 'ship'; 'frog'; 'truck'; 'deer']",airplane
12339,6,"['airplane'; 'horse'; 'bird'; 'cat'; 'deer'; 'truck'; 'automobile']",truck
12340,1,"['automobile'; 'horse'; 'dog'; 'airplane'; 'ship'; 'truck'; 'frog']",horse
12341,5,"['frog'; 'truck'; 'horse'; 'automobile'; 'bird'; 'dog'; 'deer']",truck
12342,3,"['deer'; 'airplane'; 'frog'; 'automobile'; 'horse'; 'cat'; 'truck']",airplane
12343,4,"['airplane'; 'ship'; 'bird'; 'dog'; 'deer'; 'horse'; 'automobile']",airplane
12344,0,"['airplane'; 'ship'; 'automobile'; 'truck'; 'dog'; 'deer'; 'frog']",dog
12345,0,"['truck'; 'airplane'; 'automobile'; 'frog'; 'dog'; 'ship'; 'deer']",frog
12346,2,"['frog'; 'airplane'; 'deer'; 'automobile'; 'cat'; 'ship'; 'truck']",airplane
12347,9,"['automobile'; 'horse'; 'bird'; 'ship'; 'dog'; 'truck'; 'frog']",horse
12348,1,"['automobile'; 'dog'; 'horse'; 'frog'; 'airplane'; 'ship'; 'truck']",dog
12349,5,"['deer'; 'truck'; 'bird'; 'dog'; 'horse'; 'automobile'; 'frog']",truck
12350,1,"['horse'; 'automobile'; 'airplane'; 'ship'; 'truck'; 'frog'; 'dog']",horse
12351,8,"['airplane'; 'deer'; 'frog'; 'automobile'; 'horse'; 'bird'; 'cat']",deer
12352,5,"['frog'; 'horse'; 'deer'; 'automobile'; 'truck'; 'bird'; 'dog']",frog
12353,8,"['deer'; 'automobile'; 'bird'; 'frog'; 'horse'; 'airplane'; 'cat']",deer
12354,6,"['airplane'; 'deer'; 'horse'; 'cat'; 'automobile'; 'bird'; 'truck']",horse
12355,0,"['deer'; 'frog'; 'airplane'; 'dog'; 'ship'; 'automobile'; 'truck']",deer
12356,6,"['cat'; 'truck'; 'airplane'; 'bird'; 'automobile'; 'deer'; 'horse']",truck
12357,5,"['bird'; 'deer'; 'frog'; 'automobile'; 'dog'; 'horse'; 'truck']",automobile
12358,9,"['automobile'; 'ship'; 'bird'; 'truck'; 'frog'; 'horse'; 'dog']",bird
12359,6,"['bird'; 'automobile'; 'truck'; 'deer'; 'airplane'; 'horse'; 'cat']",truck
12360,1,"['automobile'; 'frog'; 'dog'; 'truck'; 'horse'; 'ship'; 'airplane']",frog
12361,2,"['truck'; 'airplane'; 'automobile'; 'ship'; 'cat'; 'deer'; 'frog']",truck
12362,2,"['cat'; 'airplane'; 'ship'; 'truck'; 'deer'; 'frog'; 'automobile']",airplane
12363,0,"['automobile'; 'ship'; 'truck'; 'deer'; 'frog'; 'dog'; 'airplane']",deer
12364,7,"['airplane'; 'truck'; 'ship'; 'frog'; 'cat'; 'automobile'; 'dog']",frog
12365,7,"['truck'; 'cat'; 'dog'; 'airplane'; 'frog'; 'automobile'; 'ship']",truck
12366,3,"['cat'; 'truck'; 'automobile'; 'frog'; 'horse'; 'airplane'; 'deer']",truck
12367,6,"['airplane'; 'deer'; 'cat'; 'truck'; 'automobile'; 'bird'; 'horse']",truck
12368,4,"['airplane'; 'automobile'; 'horse'; 'dog'; 'deer'; 'bird'; 'ship']",airplane
12369,6,"['airplane'; 'automobile'; 'cat'; 'bird'; 'horse'; 'deer'; 'truck']",truck
12370,3,"['horse'; 'truck'; 'frog'; 'cat'; 'airplane'; 'automobile'; 'deer']",truck
12371,5,"['horse'; 'truck'; 'frog'; 'dog'; 'automobile'; 'bird'; 'deer']",truck
12372,8,"['cat'; 'automobile'; 'deer'; 'horse'; 'airplane'; 'bird'; 'frog']",deer
12373,1,"['automobile'; 'dog'; 'frog'; 'ship'; 'truck'; 'horse'; 'airplane']",dog
12374,6,"['automobile'; 'airplane'; 'truck'; 'cat'; 'deer'; 'horse'; 'bird']",truck
12375,0,"['automobile'; 'frog'; 'truck'; 'airplane'; 'deer'; 'dog'; 'ship']",frog
12376,2,"['airplane'; 'ship'; 'cat'; 'automobile'; 'frog'; 'deer'; 'truck']",ship
12377,3,"['cat'; 'airplane'; 'truck'; 'deer'; 'frog'; 'automobile'; 'horse']",airplane
12378,1,"['frog'; 'ship'; 'dog'; 'airplane'; 'horse'; 'truck'; 'automobile']",frog
12379,6,"['bird'; 'horse'; 'airplane'; 'automobile'; 'deer'; 'cat'; 'truck']",airplane
12380,2,"['airplane'; 'deer'; 'ship'; 'cat'; 'truck'; 'frog'; 'automobile']",deer
12381,7,"['airplane'; 'ship'; 'frog'; 'truck'; 'automobile'; 'cat'; 'dog']",frog
12382,3,"['airplane'; 'cat'; 'truck'; 'horse'; 'frog'; 'deer'; 'automobile']",airplane
12383,9,"['dog'; 'horse'; 'truck'; 'frog'; 'ship'; 'bird'; 'automobile']",dog
12384,1,"['automobile'; 'airplane'; 'dog'; 'frog'; 'truck'; 'horse'; 'ship']",dog
12385,9,"['automobile'; 'truck'; 'ship'; 'horse'; 'frog'; 'bird'; 'dog']",horse
12386,3,"['deer'; 'truck'; 'frog'; 'cat'; 'airplane'; 'automobile'; 'horse']",truck
