index,true_label,candidate_labels,complementary_label
4506,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
4507,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
4508,8,"['vehicles 1'; 'large carnivores'; 'aquatic mammals']",Vehicles
4509,18,"['flowers'; 'insects'; 'large man-made outdoor things']",flowers
4510,2,"['food containers'; 'flowers'; 'trees']",food containers
4511,3,"['vehicles 1'; 'fish'; 'non-insect invertebrates']",fish
4512,5,"['small mammals'; 'insects'; 'aquatic mammals']",aquatic mammals
4513,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
4514,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
4515,14,"['food containers'; 'people'; 'trees']",food containers
4516,1,"['insects'; 'vehicles 2'; 'fruit and vegetables']",Vehicles
4517,13,"['large omnivores and herbivores'; 'fish'; 'large carnivores']",fish
4518,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
4519,5,"['small mammals'; 'aquatic mammals'; 'insects']",aquatic mammals
4520,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
4521,4,"['household furniture'; 'aquatic mammals'; 'flowers']",aquatic mammals
4522,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
4523,17,"['insects'; 'fish'; 'flowers']",fish
4524,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
4525,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
4526,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
4527,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
4528,2,"['flowers'; 'trees'; 'food containers']",food containers
4529,17,"['insects'; 'flowers'; 'fish']",fish
4530,8,"['large carnivores'; 'vehicles 1'; 'aquatic mammals']",vehicles 1
4531,12,"['food containers'; 'large omnivores and herbivores'; 'medium-sized mammals']",food containers
4532,0,"['aquatic mammals'; 'food containers'; 'large carnivores']",food containers
4533,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
4534,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
4535,12,"['food containers'; 'large omnivores and herbivores'; 'medium-sized mammals']",food containers
4536,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
4537,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
4538,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
4539,4,"['flowers'; 'household furniture'; 'aquatic mammals']",household furniture
4540,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",insects
4541,1,"['insects'; 'vehicles 2'; 'fruit and vegetables']",Vehicles
4542,3,"['vehicles 1'; 'fish'; 'non-insect invertebrates']",fish
4543,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
4544,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
4545,2,"['trees'; 'food containers'; 'flowers']",food containers
4546,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
4547,2,"['trees'; 'food containers'; 'flowers']",food containers
4548,13,"['large omnivores and herbivores'; 'fish'; 'large carnivores']",fish
4549,11,"['large natural outdoor scenes'; 'flowers'; 'food containers']",flowers
4550,16,"['large man-made outdoor things'; 'large omnivores and herbivores'; 'household furniture']",large man-made outdoor things
4551,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
4552,17,"['insects'; 'fish'; 'flowers']",fish
4553,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
4554,17,"['flowers'; 'fish'; 'insects']",fish
4555,14,"['people'; 'trees'; 'food containers']",trees
4556,12,"['food containers'; 'large omnivores and herbivores'; 'medium-sized mammals']",food containers
4557,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
4558,14,"['people'; 'trees'; 'food containers']",trees
4559,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",Vehicles
4560,17,"['insects'; 'fish'; 'flowers']",fish
4561,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
4562,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
4563,3,"['vehicles 1'; 'fish'; 'non-insect invertebrates']",fish
4564,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",household furniture
4565,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
4566,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
4567,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
4568,14,"['people'; 'food containers'; 'trees']",food containers
4569,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
4570,6,"['vehicles 2'; 'trees'; 'household furniture']",trees
4571,1,"['fruit and vegetables'; 'vehicles 2'; 'insects']",fruit and vegetables
4572,7,"['people'; 'non-insect invertebrates'; 'insects']",people
4573,4,"['household furniture'; 'aquatic mammals'; 'flowers']",household furniture
4574,2,"['flowers'; 'food containers'; 'trees']",food containers
4575,8,"['large carnivores'; 'vehicles 1'; 'aquatic mammals']",vehicles 1
4576,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",fish
4577,12,"['large omnivores and herbivores'; 'medium-sized mammals'; 'food containers']",large omnivores and herbivores
4578,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
4579,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
4580,17,"['fish'; 'flowers'; 'insects']",fish
4581,18,"['flowers'; 'large man-made outdoor things'; 'insects']",flowers
4582,0,"['food containers'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
4583,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
4584,5,"['insects'; 'aquatic mammals'; 'small mammals']",aquatic mammals
4585,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
4586,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
4587,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
4588,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
4589,0,"['large carnivores'; 'aquatic mammals'; 'food containers']",large carnivores
4590,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
4591,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
4592,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
4593,2,"['flowers'; 'trees'; 'food containers']",food containers
4594,6,"['vehicles 2'; 'trees'; 'household furniture']",trees
4595,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
4596,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
4597,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
4598,2,"['flowers'; 'food containers'; 'trees']",food containers
4599,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",large carnivores
4600,18,"['large man-made outdoor things'; 'insects'; 'flowers']",flowers
4601,5,"['insects'; 'aquatic mammals'; 'small mammals']",aquatic mammals
4602,2,"['trees'; 'food containers'; 'flowers']",trees
4603,16,"['large man-made outdoor things'; 'large omnivores and herbivores'; 'household furniture']",large man-made outdoor things
4604,2,"['flowers'; 'trees'; 'food containers']",food containers
4605,7,"['non-insect invertebrates'; 'people'; 'insects']",people
4606,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
4607,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
4608,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",Large omnivores
4609,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",fruit and vegetables
4610,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
4611,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4612,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
4613,0,"['food containers'; 'aquatic mammals'; 'large carnivores']",food containers
4614,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
4615,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
4616,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
4617,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
4618,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
4619,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",fish
4620,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
4621,14,"['people'; 'trees'; 'food containers']",trees
4622,16,"['household furniture'; 'large man-made outdoor things'; 'large omnivores and herbivores']",household furniture
4623,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
4624,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
4625,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
4626,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
4627,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
4628,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
4629,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
4630,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
4631,12,"['large omnivores and herbivores'; 'medium-sized mammals'; 'food containers']",large omnivores and herbivores
4632,17,"['flowers'; 'insects'; 'fish']",insects
4633,19,"['large carnivores'; 'food containers'; 'medium-sized mammals']",food containers
4634,2,"['food containers'; 'trees'; 'flowers']",food containers
4635,19,"['large carnivores'; 'food containers'; 'medium-sized mammals']",food containers
4636,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",household furniture
4637,14,"['trees'; 'food containers'; 'people']",trees
4638,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
4639,11,"['food containers'; 'large natural outdoor scenes'; 'flowers']",flowers
4640,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
4641,15,"['medium-sized mammals'; 'flowers'; 'trees']",flowers
4642,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
4643,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",fruit and vegetables
4644,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
4645,17,"['fish'; 'flowers'; 'insects']",fish
4646,7,"['people'; 'non-insect invertebrates'; 'insects']",people
4647,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
4648,6,"['vehicles 2'; 'trees'; 'household furniture']",trees
4649,17,"['fish'; 'insects'; 'flowers']",fish
4650,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
4651,5,"['small mammals'; 'insects'; 'aquatic mammals']",aquatic mammals
4652,4,"['aquatic mammals'; 'flowers'; 'household furniture']",aquatic mammals
4653,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
4654,18,"['insects'; 'large man-made outdoor things'; 'flowers']",flowers
4655,15,"['medium-sized mammals'; 'flowers'; 'trees']",flowers
4656,17,"['flowers'; 'insects'; 'fish']",fish
4657,17,"['fish'; 'insects'; 'flowers']",fish
4658,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",household furniture
4659,3,"['non-insect invertebrates'; 'vehicles 1'; 'fish']",non-insect invertebrates
4660,1,"['fruit and vegetables'; 'insects'; 'vehicles 2']",fruit and vegetables
4661,17,"['insects'; 'fish'; 'flowers']",fish
4662,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
4663,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
4664,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
4665,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
4666,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
4667,16,"['large man-made outdoor things'; 'large omnivores and herbivores'; 'household furniture']",large man-made outdoor things
4668,7,"['non-insect invertebrates'; 'people'; 'insects']",people
4669,0,"['aquatic mammals'; 'food containers'; 'large carnivores']",food containers
4670,11,"['large natural outdoor scenes'; 'food containers'; 'flowers']",flowers
4671,15,"['medium-sized mammals'; 'flowers'; 'trees']",flowers
4672,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",food containers
4673,3,"['vehicles 1'; 'fish'; 'non-insect invertebrates']",fish
4674,6,"['vehicles 2'; 'household furniture'; 'trees']",trees
4675,18,"['flowers'; 'insects'; 'large man-made outdoor things']",flowers
4676,4,"['household furniture'; 'aquatic mammals'; 'flowers']",household furniture
4677,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
4678,2,"['trees'; 'flowers'; 'food containers']",food containers
4679,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",household furniture
4680,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",fruit and vegetables
4681,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
4682,16,"['household furniture'; 'large man-made outdoor things'; 'large omnivores and herbivores']",household furniture
4683,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",large omnivores and herbivores
4684,13,"['large omnivores and herbivores'; 'large carnivores'; 'fish']",fish
4685,14,"['people'; 'food containers'; 'trees']",food containers
4686,11,"['food containers'; 'large natural outdoor scenes'; 'flowers']",flowers
4687,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
4688,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
4689,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
4690,18,"['insects'; 'large man-made outdoor things'; 'flowers']",insects
4691,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
4692,0,"['large carnivores'; 'aquatic mammals'; 'food containers']",food containers
4693,18,"['flowers'; 'large man-made outdoor things'; 'insects']",flowers
4694,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
4695,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
4696,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
4697,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",Vehicles
4698,15,"['flowers'; 'trees'; 'medium-sized mammals']",flowers
4699,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
4700,17,"['insects'; 'flowers'; 'fish']",fish
4701,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
4702,4,"['household furniture'; 'aquatic mammals'; 'flowers']",household furniture
4703,12,"['food containers'; 'large omnivores and herbivores'; 'medium-sized mammals']",food containers
4704,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",aquatic mammals
4705,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
4706,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
4707,15,"['flowers'; 'medium-sized mammals'; 'trees']",flowers
4708,17,"['insects'; 'fish'; 'flowers']",fish
4709,2,"['food containers'; 'flowers'; 'trees']",food containers
4710,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
4711,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
4712,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
4713,0,"['aquatic mammals'; 'food containers'; 'large carnivores']",food containers
4714,15,"['medium-sized mammals'; 'trees'; 'flowers']",medium-sized mammals
4715,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
4716,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",food containers
4717,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
4718,4,"['household furniture'; 'aquatic mammals'; 'flowers']",aquatic mammals
4719,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
4720,8,"['vehicles 1'; 'large carnivores'; 'aquatic mammals']",aquatic mammals
4721,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",household furniture
4722,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
4723,17,"['flowers'; 'insects'; 'fish']",fish
4724,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4725,18,"['large man-made outdoor things'; 'insects'; 'flowers']",flowers
4726,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
4727,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
4728,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",food containers
4729,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
4730,4,"['household furniture'; 'aquatic mammals'; 'flowers']",aquatic mammals
4731,6,"['vehicles 2'; 'trees'; 'household furniture']",trees
4732,2,"['food containers'; 'flowers'; 'trees']",food containers
4733,0,"['aquatic mammals'; 'food containers'; 'large carnivores']",food containers
4734,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
4735,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
4736,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
4737,8,"['large carnivores'; 'vehicles 1'; 'aquatic mammals']",vehicles 1
4738,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
4739,7,"['insects'; 'non-insect invertebrates'; 'people']",people
4740,14,"['trees'; 'food containers'; 'people']",trees
4741,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
4742,17,"['insects'; 'flowers'; 'fish']",fish
4743,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
4744,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
4745,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
4746,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
4747,14,"['trees'; 'food containers'; 'people']",trees
4748,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",food containers
4749,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
4750,14,"['people'; 'trees'; 'food containers']",trees
4751,5,"['aquatic mammals'; 'insects'; 'small mammals']",aquatic mammals
4752,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",insects
4753,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",fruit and vegetables
4754,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
4755,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
4756,17,"['insects'; 'flowers'; 'fish']",fish
4757,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
4758,16,"['large man-made outdoor things'; 'household furniture'; 'large omnivores and herbivores']",large omnivores and herbivores
4759,7,"['insects'; 'people'; 'non-insect invertebrates']",people
4760,18,"['flowers'; 'insects'; 'large man-made outdoor things']",flowers
4761,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
4762,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",fish
4763,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
4764,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
4765,11,"['large natural outdoor scenes'; 'flowers'; 'food containers']",flowers
4766,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
4767,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
4768,6,"['vehicles 2'; 'household furniture'; 'trees']",trees
4769,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
4770,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
4771,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
4772,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
4773,14,"['food containers'; 'people'; 'trees']",food containers
4774,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
4775,2,"['flowers'; 'trees'; 'food containers']",food containers
4776,3,"['vehicles 1'; 'fish'; 'non-insect invertebrates']",fish
4777,16,"['household furniture'; 'large man-made outdoor things'; 'large omnivores and herbivores']",household furniture
4778,4,"['aquatic mammals'; 'household furniture'; 'flowers']",household furniture
4779,18,"['large man-made outdoor things'; 'flowers'; 'insects']",flowers
4780,2,"['food containers'; 'trees'; 'flowers']",food containers
4781,9,"['household electrical devices'; 'large natural outdoor scenes'; 'non-insect invertebrates']",household electrical devices
4782,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
4783,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
4784,2,"['trees'; 'food containers'; 'flowers']",food containers
4785,16,"['large man-made outdoor things'; 'household furniture'; 'large omnivores and herbivores']",household furniture
4786,7,"['people'; 'insects'; 'non-insect invertebrates']",people
4787,17,"['fish'; 'flowers'; 'insects']",fish
4788,17,"['flowers'; 'insects'; 'fish']",fish
4789,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
4790,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
4791,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
4792,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
4793,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
4794,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",fruit and vegetables
4795,3,"['non-insect invertebrates'; 'vehicles 1'; 'fish']",non-insect invertebrates
4796,17,"['flowers'; 'insects'; 'fish']",fish
4797,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
4798,7,"['non-insect invertebrates'; 'people'; 'insects']",people
4799,2,"['food containers'; 'flowers'; 'trees']",food containers
4800,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
4801,13,"['large omnivores and herbivores'; 'fish'; 'large carnivores']",fish
4802,4,"['aquatic mammals'; 'flowers'; 'household furniture']",aquatic mammals
4803,18,"['insects'; 'flowers'; 'large man-made outdoor things']",flowers
4804,8,"['aquatic mammals'; 'vehicles 1'; 'large carnivores']",vehicles 1
4805,1,"['fruit and vegetables'; 'insects'; 'vehicles 2']",fruit and vegetables
4806,5,"['small mammals'; 'aquatic mammals'; 'insects']",small mammals
4807,5,"['insects'; 'small mammals'; 'aquatic mammals']",aquatic mammals
4808,2,"['flowers'; 'food containers'; 'trees']",food containers
4809,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
4810,11,"['food containers'; 'large natural outdoor scenes'; 'flowers']",flowers
4811,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",Vehicles
4812,12,"['food containers'; 'large omnivores and herbivores'; 'medium-sized mammals']",food containers
4813,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
4814,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
4815,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
4816,3,"['vehicles 1'; 'fish'; 'non-insect invertebrates']",fish
4817,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
4818,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",vehicles 1
4819,12,"['food containers'; 'large omnivores and herbivores'; 'medium-sized mammals']",food containers
4820,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
4821,3,"['non-insect invertebrates'; 'vehicles 1'; 'fish']",non-insect invertebrates
4822,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
4823,7,"['people'; 'non-insect invertebrates'; 'insects']",people
4824,5,"['small mammals'; 'aquatic mammals'; 'insects']",aquatic mammals
4825,11,"['large natural outdoor scenes'; 'flowers'; 'food containers']",flowers
4826,7,"['people'; 'insects'; 'non-insect invertebrates']",people
4827,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
4828,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
4829,0,"['aquatic mammals'; 'food containers'; 'large carnivores']",food containers
4830,4,"['flowers'; 'aquatic mammals'; 'household furniture']",flowers
4831,6,"['vehicles 2'; 'household furniture'; 'trees']",trees
4832,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",Herbivores
4833,6,"['trees'; 'vehicles 2'; 'household furniture']",vehicles 2
4834,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
4835,4,"['flowers'; 'household furniture'; 'aquatic mammals']",household furniture
4836,6,"['trees'; 'vehicles 2'; 'household furniture']",Vehicles
4837,11,"['large natural outdoor scenes'; 'flowers'; 'food containers']",flowers
4838,18,"['flowers'; 'insects'; 'large man-made outdoor things']",flowers
4839,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
4840,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",large carnivores
4841,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",insects
4842,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
4843,18,"['large man-made outdoor things'; 'flowers'; 'insects']",flowers
4844,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
4845,17,"['fish'; 'flowers'; 'insects']",fish
4846,0,"['large carnivores'; 'aquatic mammals'; 'food containers']",food containers
4847,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
4848,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
4849,4,"['flowers'; 'aquatic mammals'; 'household furniture']",flowers
4850,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",Vehicles
4851,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",aquatic mammals
4852,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
4853,7,"['people'; 'non-insect invertebrates'; 'insects']",people
4854,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
4855,6,"['vehicles 2'; 'trees'; 'household furniture']",trees
4856,15,"['trees'; 'medium-sized mammals'; 'flowers']",trees
4857,17,"['insects'; 'flowers'; 'fish']",fish
4858,11,"['food containers'; 'large natural outdoor scenes'; 'flowers']",flowers
4859,14,"['food containers'; 'trees'; 'people']",trees
4860,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
4861,14,"['people'; 'trees'; 'food containers']",trees
4862,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
4863,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",Vehicles
4864,7,"['non-insect invertebrates'; 'people'; 'insects']",people
4865,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",aquatic mammals
4866,12,"['large omnivores and herbivores'; 'food containers'; 'medium-sized mammals']",food containers
4867,4,"['household furniture'; 'flowers'; 'aquatic mammals']",household furniture
4868,17,"['flowers'; 'fish'; 'insects']",fish
4869,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",household furniture
4870,17,"['fish'; 'flowers'; 'insects']",flowers
4871,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
4872,9,"['non-insect invertebrates'; 'large natural outdoor scenes'; 'household electrical devices']",non-insect invertebrates
4873,13,"['large omnivores and herbivores'; 'large carnivores'; 'fish']",fish
4874,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
4875,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
4876,11,"['food containers'; 'large natural outdoor scenes'; 'flowers']",flowers
4877,2,"['flowers'; 'trees'; 'food containers']",food containers
4878,0,"['food containers'; 'aquatic mammals'; 'large carnivores']",food containers
4879,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
4880,18,"['insects'; 'large man-made outdoor things'; 'flowers']",insects
4881,8,"['large carnivores'; 'vehicles 1'; 'aquatic mammals']",vehicles 1
4882,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
4883,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
4884,7,"['insects'; 'people'; 'non-insect invertebrates']",people
4885,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",large omnivores and herbivores
