index,true_label,predicted_label
24,8,ship
25,6,truck
26,2,bird
27,3,cat
28,5,dog
29,9,truck
30,1,automobile
31,0,airplane
32,8,ship
33,4,deer
34,9,truck
35,4,dog
36,7,horse
37,9,truck
38,3,cat
39,0,airplane
40,8,ship
41,3,cat
42,7,horse
43,9,truck
44,2,bird
45,4,deer
46,5,dog
47,5,dog
48,8,ship
49,4,deer
50,2,bird
51,0,airplane
52,1,automobile
53,3,cat
54,3,cat
55,7,horse
56,0,airplane
57,7,horse
58,7,horse
59,4,deer
60,8,ship
61,4,deer
62,5,dog
63,7,horse
0,5,dog
1,9,truck
2,1,automobile
3,3,cat
4,7,horse
5,2,bird
6,7,horse
7,7,horse
8,4,deer
9,6,frog
10,4,deer
11,7,horse
12,7,horse
13,0,airplane
14,9,truck
15,1,automobile
16,0,airplane
17,5,bird
18,2,bird
19,9,truck
20,4,deer
21,2,bird
22,1,automobile
23,8,ship
24,4,deer
25,7,horse
26,8,ship
27,5,dog
28,6,frog
29,6,frog
30,1,automobile
31,0,airplane
32,1,automobile
33,4,deer
34,5,dog
35,9,automobile
36,7,horse
37,8,ship
38,3,cat
39,8,ship
40,6,frog
41,5,dog
42,6,truck
43,8,ship
44,5,dog
45,4,deer
46,2,bird
47,7,horse
48,8,ship
49,3,cat
50,9,truck
51,3,cat
52,7,horse
53,2,bird
54,9,truck
55,2,bird
56,6,truck
57,3,cat
58,6,frog
59,6,bird
60,2,bird
61,9,truck
62,3,cat
63,9,automobile
0,2,bird
1,5,dog
2,6,bird
3,4,deer
4,3,cat
5,3,cat
6,4,truck
7,4,deer
8,0,airplane
9,1,truck
10,0,airplane
11,0,airplane
12,8,ship
13,7,horse
14,3,cat
15,2,bird
16,3,cat
17,6,cat
18,8,ship
19,1,automobile
20,1,automobile
21,8,ship
22,4,deer
23,3,cat
24,2,bird
25,1,automobile
26,4,horse
27,5,cat
28,9,truck
29,4,deer
30,8,ship
31,8,ship
32,2,bird
33,1,automobile
34,5,cat
35,4,horse
36,8,ship
37,3,cat
38,4,deer
39,9,truck
40,6,frog
41,6,bird
42,8,ship
43,0,airplane
44,7,horse
45,0,airplane
46,0,airplane
47,2,bird
48,1,automobile
49,3,cat
50,7,horse
51,5,dog
52,9,truck
53,8,ship
54,7,horse
55,3,cat
56,1,automobile
57,8,ship
58,0,ship
59,2,bird
60,5,dog
61,8,ship
62,2,bird
63,1,automobile
0,0,bird
1,6,bird
2,8,ship
3,3,cat
4,2,bird
5,8,ship
6,0,airplane
7,2,bird
8,5,dog
9,2,bird
10,0,ship
11,7,horse
12,4,deer
13,4,horse
14,0,airplane
15,0,airplane
16,5,dog
17,3,cat
18,3,cat
19,8,ship
20,3,cat
21,0,airplane
22,2,bird
23,0,airplane
24,5,dog
25,4,horse
26,5,dog
27,2,bird
28,4,deer
29,1,automobile
30,6,frog
31,7,horse
32,3,cat
33,6,frog
34,8,ship
35,5,dog
36,6,frog
37,4,deer
38,7,horse
39,3,cat
40,6,frog
41,8,ship
42,2,bird
43,7,horse
44,3,cat
45,7,horse
46,0,airplane
47,3,cat
48,0,airplane
49,7,horse
50,8,ship
51,7,horse
52,0,airplane
53,5,dog
54,5,dog
55,8,ship
56,4,deer
57,7,horse
58,6,frog
59,3,cat
60,7,horse
61,8,ship
62,6,bird
63,5,dog
0,5,dog
1,0,airplane
2,4,deer
3,1,automobile
4,0,truck
5,5,dog
6,0,airplane
7,3,cat
8,0,airplane
9,4,horse
10,1,automobile
11,5,dog
12,2,bird
13,9,truck
14,8,ship
15,2,truck
16,7,horse
17,2,bird
18,6,frog
19,8,ship
20,4,dog
21,6,frog
22,5,cat
23,8,ship
24,9,truck
25,5,dog
26,6,frog
27,2,bird
28,0,airplane
29,6,frog
30,7,horse
31,3,cat
32,9,truck
33,3,cat
34,2,bird
35,0,airplane
36,7,horse
37,1,automobile
38,6,frog
39,9,automobile
40,5,cat
41,6,bird
42,0,airplane
43,2,bird
44,4,deer
45,8,ship
46,4,deer
47,3,cat
48,3,cat
49,5,dog
50,0,airplane
51,2,bird
52,6,cat
53,4,deer
54,9,truck
55,9,truck
56,9,truck
57,4,deer
58,1,automobile
59,3,cat
60,1,automobile
61,1,automobile
62,1,automobile
63,6,frog
0,7,horse
1,2,bird
2,4,deer
3,9,truck
4,9,truck
5,8,ship
6,5,dog
7,5,dog
8,6,frog
9,5,dog
10,7,horse
11,6,truck
12,8,ship
13,8,ship
14,6,frog
15,0,airplane
16,9,automobile
17,5,dog
18,7,horse
19,5,dog
20,2,bird
21,9,truck
22,8,ship
23,8,ship
24,5,dog
25,4,horse
26,7,horse
27,1,automobile
28,5,dog
29,5,cat
30,5,dog
31,7,horse
32,2,bird
33,0,airplane
34,9,truck
35,2,bird
36,9,truck
37,9,truck
38,5,dog
39,2,bird
40,0,airplane
41,8,ship
42,0,airplane
43,1,automobile
44,8,ship
45,6,frog
46,6,frog
47,3,cat
48,9,truck
49,5,dog
50,5,dog
51,2,bird
52,3,cat
53,5,dog
54,4,bird
55,6,dog
56,3,cat
57,2,bird
58,2,bird
59,3,cat
60,1,automobile
61,2,bird
62,2,bird
63,3,cat
0,8,ship
1,5,dog
2,2,bird
3,7,horse
4,6,horse
5,3,cat
6,8,ship
7,8,ship
8,0,airplane
9,4,deer
10,9,truck
11,3,cat
12,6,frog
13,9,truck
14,7,horse
15,6,frog
16,0,airplane
17,5,dog
18,0,bird
19,6,frog
20,2,bird
21,2,bird
22,3,cat
23,1,automobile
24,0,airplane
25,9,truck
26,4,deer
27,9,truck
28,7,horse
29,0,airplane
30,9,truck
31,3,cat
32,9,truck
33,6,frog
34,3,bird
35,4,deer
36,3,cat
37,0,airplane
38,0,airplane
39,6,frog
40,0,airplane
41,2,bird
42,1,automobile
43,1,automobile
44,8,ship
45,5,dog
46,6,truck
47,5,dog
48,8,ship
49,4,deer
50,4,dog
51,0,airplane
52,2,bird
53,8,ship
54,4,deer
55,0,truck
56,2,bird
57,3,cat
58,9,truck
59,5,dog
60,7,dog
61,8,ship
62,5,dog
63,0,airplane
0,1,automobile
1,8,ship
2,8,ship
3,5,dog
4,3,cat
5,5,dog
6,2,bird
7,3,cat
8,8,ship
9,6,bird
10,5,dog
11,9,truck
12,0,airplane
13,8,ship
14,7,horse
15,4,horse
16,0,airplane
17,7,horse
18,4,deer
19,0,airplane
20,7,horse
21,5,dog
22,2,bird
23,6,frog
24,2,bird
25,7,horse
26,6,frog
27,3,bird
28,9,truck
29,3,cat
30,3,cat
31,2,bird
32,9,truck
33,0,airplane
34,5,dog
35,4,deer
36,7,horse
37,1,automobile
38,0,airplane
39,6,frog
40,0,airplane
41,0,airplane
42,8,ship
43,3,cat
44,1,automobile
45,8,ship
46,6,frog
47,9,truck
48,9,truck
49,2,bird
50,5,dog
51,4,deer
52,9,truck
53,5,dog
54,6,frog
55,6,frog
56,3,horse
57,7,horse
58,5,dog
59,7,horse
60,3,cat
61,0,airplane
62,2,bird
63,8,ship
0,5,dog
1,7,horse
2,5,ship
3,6,frog
4,9,truck
5,3,truck
6,7,horse
7,2,bird
8,1,automobile
9,3,cat
10,7,horse
11,3,cat
12,2,bird
13,5,dog
14,2,bird
15,8,ship
16,3,cat
17,8,ship
18,6,frog
19,5,dog
20,2,bird
21,2,bird
22,7,horse
23,5,dog
24,8,ship
25,3,cat
26,2,bird
27,7,horse
28,0,airplane
29,3,cat
30,6,cat
31,3,cat
32,9,truck
33,1,automobile
34,2,bird
35,6,frog
36,3,dog
37,5,dog
38,3,cat
39,1,automobile
40,8,ship
41,6,bird
42,3,cat
43,6,bird
44,0,airplane
45,9,truck
46,0,truck
47,5,dog
48,5,dog
49,7,horse
50,8,ship
51,3,cat
52,2,bird
53,6,dog
54,2,bird
55,9,truck
56,4,deer
57,2,bird
58,3,cat
59,3,dog
60,9,truck
61,3,cat
62,7,horse
63,7,horse
0,6,frog
1,7,horse
2,6,cat
3,1,automobile
4,5,dog
5,6,frog
6,4,deer
7,9,truck
8,0,airplane
9,4,deer
10,4,deer
11,1,automobile
12,6,frog
13,5,dog
14,6,frog
15,1,automobile
16,6,truck
17,3,cat
18,7,horse
19,7,horse
20,6,cat
21,8,ship
22,7,horse
23,2,bird
24,0,airplane
25,7,horse
26,1,automobile
27,3,cat
28,2,bird
29,1,automobile
30,9,truck
31,4,deer
32,0,ship
33,0,airplane
34,7,horse
35,1,automobile
36,7,horse
37,6,truck
38,9,truck
39,0,airplane
40,6,frog
41,2,bird
42,3,cat
43,4,deer
44,2,bird
45,5,dog
46,6,cat
47,6,frog
48,0,airplane
49,5,dog
50,5,dog
51,2,bird
52,1,automobile
53,6,bird
54,7,horse
55,3,cat
56,7,horse
57,3,cat
58,5,dog
59,0,airplane
60,2,bird
61,9,truck
62,2,bird
63,2,bird
0,2,bird
1,9,truck
2,3,cat
3,6,frog
4,7,horse
5,8,truck
6,5,dog
7,5,dog
8,1,automobile
9,5,dog
10,6,frog
11,2,bird
12,6,frog
13,7,horse
14,1,automobile
15,2,bird
16,9,truck
17,1,automobile
18,0,airplane
19,0,ship
20,3,cat
21,3,cat
22,2,bird
23,0,airplane
24,3,dog
25,4,horse
26,1,automobile
27,7,horse
28,7,horse
29,9,truck
30,2,bird
31,0,airplane
32,8,ship
33,6,frog
34,8,ship
35,5,dog
36,3,cat
37,5,dog
38,5,dog
39,5,cat
40,5,dog
41,1,automobile
42,3,cat
43,4,deer
44,2,bird
45,8,ship
46,7,horse
47,8,ship
48,9,truck
49,8,ship
50,4,deer
51,5,dog
52,6,bird
53,0,airplane
54,4,deer
55,2,dog
56,3,cat
57,5,dog
58,0,airplane
59,1,automobile
60,9,truck
61,9,truck
62,2,bird
63,5,dog
0,7,horse
1,4,horse
2,1,automobile
3,5,dog
4,8,ship
5,5,dog
6,4,horse
7,7,horse
8,2,bird
9,8,ship
10,5,dog
11,3,cat
12,1,automobile
13,9,truck
14,3,cat
15,0,airplane
16,5,dog
17,6,ship
18,2,bird
19,6,cat
20,3,cat
21,9,truck
22,4,deer
23,1,automobile
24,3,cat
25,2,bird
26,1,automobile
27,9,truck
28,2,bird
29,9,truck
30,4,horse
31,5,cat
32,9,truck
33,7,horse
34,0,airplane
35,9,truck
36,3,cat
37,9,truck
38,1,automobile
39,8,ship
40,5,dog
41,7,horse
42,4,deer
43,0,airplane
44,3,cat
45,4,deer
46,8,ship
47,4,deer
48,3,cat
49,8,ship
50,7,horse
51,1,automobile
52,0,airplane
53,4,deer
54,1,automobile
55,5,dog
56,8,ship
57,8,ship
58,3,cat
59,1,automobile
60,1,automobile
61,7,horse
62,4,deer
63,0,airplane
0,6,cat
1,1,automobile
2,4,deer
3,2,bird
4,6,cat
5,9,truck
6,4,horse
7,8,ship
8,9,truck
9,8,ship
10,9,truck
11,7,dog
12,3,cat
13,9,truck
14,8,ship
15,9,truck
16,5,cat
17,9,truck
18,6,frog
19,5,dog
20,9,truck
21,7,horse
22,2,bird
23,9,truck
24,7,horse
25,6,frog
26,5,dog
27,7,horse
28,0,airplane
29,8,ship
30,1,automobile
31,0,airplane
32,8,ship
33,3,cat
34,0,airplane
35,1,automobile
36,9,truck
37,7,horse
38,5,dog
39,3,cat
40,5,dog
41,3,cat
42,4,horse
43,8,ship
44,3,cat
45,2,bird
46,2,bird
47,1,automobile
48,3,cat
49,0,airplane
50,6,bird
51,4,deer
52,5,dog
53,5,cat
54,6,bird
55,3,cat
56,1,automobile
57,2,bird
58,0,airplane
59,0,airplane
60,6,frog
61,1,automobile
62,1,automobile
63,6,bird
0,7,horse
1,4,deer
2,2,bird
3,6,frog
4,8,ship
5,3,cat
6,6,bird
7,3,cat
8,7,horse
9,6,frog
10,9,truck
11,9,truck
12,9,truck
13,0,airplane
14,5,dog
15,1,automobile
16,1,automobile
17,8,ship
18,2,bird
19,8,ship
20,3,cat
21,7,horse
22,4,horse
23,0,bird
24,6,frog
25,8,ship
26,8,ship
27,6,bird
28,8,ship
29,9,truck
30,9,truck
31,1,automobile
32,3,cat
33,9,truck
34,0,airplane
35,1,automobile
36,2,bird
37,9,truck
38,1,automobile
39,6,frog
40,9,truck
41,0,airplane
42,6,frog
43,0,airplane
44,1,automobile
45,8,ship
46,5,dog
47,1,automobile
48,1,automobile
49,7,horse
50,1,automobile
51,6,bird
52,9,truck
53,5,dog
54,1,automobile
55,9,truck
56,7,horse
57,2,bird
58,8,ship
59,1,automobile
60,1,automobile
61,0,ship
62,2,bird
63,6,frog
0,5,dog
1,2,bird
2,3,cat
3,9,truck
4,1,automobile
5,9,truck
6,3,cat
7,6,frog
8,9,truck
9,0,airplane
10,5,dog
11,5,dog
12,3,cat
13,5,dog
14,6,bird
15,3,cat
16,6,frog
17,6,frog
18,2,bird
19,2,bird
20,0,airplane
21,6,bird
22,0,ship
23,5,dog
24,3,cat
25,5,dog
26,3,cat
27,3,cat
28,5,dog
29,7,horse
30,7,horse
31,3,cat
32,1,automobile
33,2,bird
34,2,bird
35,9,truck
36,6,bird
37,7,horse
38,1,automobile
39,6,frog
40,3,cat
41,5,dog
42,6,bird
43,9,truck
44,6,bird
45,4,deer
46,3,cat
47,4,deer
48,3,cat
49,7,horse
50,0,airplane
51,3,cat
52,3,cat
53,4,deer
54,2,bird
55,1,automobile
56,0,airplane
57,4,dog
58,5,dog
59,9,truck
60,0,ship
61,9,truck
62,9,truck
63,0,airplane
0,1,automobile
1,9,truck
2,7,horse
3,2,bird
4,6,cat
5,7,horse
6,1,automobile
7,0,airplane
8,6,bird
9,4,deer
10,9,truck
11,1,automobile
12,7,horse
13,2,bird
14,5,dog
15,1,automobile
16,6,frog
17,8,ship
18,4,deer
19,5,dog
20,7,horse
21,9,truck
22,8,ship
23,1,automobile
24,6,frog
25,9,truck
26,0,airplane
27,9,truck
28,1,automobile
29,3,cat
30,9,truck
31,4,deer
32,8,ship
33,3,cat
34,4,deer
35,2,horse
36,0,airplane
37,2,bird
38,9,truck
39,2,bird
40,2,bird
41,1,automobile
42,5,dog
43,5,dog
44,4,deer
45,6,bird
46,1,automobile
47,6,frog
48,1,automobile
49,2,dog
50,5,dog
51,6,truck
52,9,truck
53,1,automobile
54,8,ship
55,1,automobile
56,8,ship
57,6,frog
58,9,truck
59,0,airplane
60,3,cat
61,7,horse
62,0,airplane
63,4,deer
0,7,horse
1,7,horse
2,8,ship
3,2,bird
4,0,airplane
5,4,deer
6,7,horse
7,5,dog
8,7,horse
9,0,airplane
10,1,automobile
11,6,frog
12,5,dog
13,5,dog
14,5,dog
15,3,cat
16,9,truck
17,1,automobile
18,3,cat
19,4,deer
20,4,deer
21,5,dog
22,4,deer
23,8,ship
24,3,dog
25,9,truck
26,8,ship
27,7,horse
28,3,cat
29,4,bird
30,7,horse
31,4,deer
32,4,deer
33,2,automobile
34,3,cat
35,6,cat
36,9,truck
37,7,horse
38,4,deer
39,0,airplane
40,5,dog
41,7,horse
42,2,bird
43,9,truck
44,2,bird
45,2,bird
46,8,ship
47,0,airplane
48,4,deer
49,9,truck
50,1,automobile
51,2,bird
52,4,horse
53,5,dog
54,3,cat
55,1,automobile
56,1,automobile
57,0,airplane
58,8,ship
59,5,dog
60,8,ship
61,9,truck
62,3,cat
63,6,dog
0,6,bird
1,5,dog
2,8,ship
3,8,ship
4,0,airplane
5,7,horse
6,1,automobile
7,6,cat
8,0,airplane
9,0,airplane
10,4,horse
11,2,truck
12,1,automobile
13,6,bird
14,9,truck
15,0,ship
16,1,automobile
17,2,bird
18,5,dog
19,2,bird
20,5,dog
21,4,deer
22,7,horse
23,4,deer
24,5,dog
25,3,cat
26,4,deer
27,9,truck
28,6,frog
29,5,dog
30,2,bird
31,7,horse
32,2,bird
33,0,airplane
34,3,cat
35,0,airplane
36,9,truck
37,9,truck
38,8,ship
39,2,bird
40,0,airplane
41,4,truck
42,0,airplane
43,5,dog
44,8,ship
45,5,dog
46,7,horse
47,7,horse
48,4,deer
49,5,dog
50,1,automobile
51,1,automobile
52,4,deer
53,4,deer
54,0,airplane
55,2,bird
56,3,cat
57,2,bird
58,2,cat
59,0,airplane
60,6,truck
61,8,ship
62,1,automobile
63,4,deer
0,6,frog
1,3,cat
2,3,cat
3,1,automobile
4,1,automobile
5,2,bird
6,7,horse
7,0,airplane
8,3,cat
9,8,ship
10,8,ship
11,0,airplane
12,5,dog
13,6,cat
14,4,deer
15,4,deer
16,9,truck
17,2,bird
18,8,ship
19,6,bird
20,5,dog
21,0,airplane
22,7,horse
23,2,bird
24,2,bird
25,8,ship
26,4,horse
27,5,dog
28,7,horse
29,4,horse
30,3,dog
31,6,frog
32,6,frog
33,9,truck
34,9,truck
35,6,bird
36,6,bird
37,5,dog
38,4,deer
39,3,cat
40,9,truck
41,0,airplane
42,0,airplane
43,9,truck
44,5,dog
45,3,cat
46,6,bird
47,5,cat
48,3,cat
49,6,bird
50,7,horse
51,6,dog
52,8,ship
53,2,bird
54,4,deer
55,7,horse
56,8,ship
57,1,automobile
58,4,deer
59,1,automobile
60,0,airplane
61,0,airplane
62,0,airplane
63,6,frog
0,3,cat
1,3,cat
2,6,frog
3,9,truck
4,7,horse
5,0,airplane
6,1,automobile
7,3,cat
8,9,truck
9,8,ship
10,3,cat
11,2,dog
12,2,bird
13,3,cat
14,2,bird
15,1,automobile
16,6,frog
17,1,automobile
18,3,cat
19,5,dog
20,0,airplane
21,5,dog
22,1,automobile
23,6,frog
24,0,airplane
25,6,frog
26,2,bird
27,4,deer
28,2,bird
29,9,truck
30,0,airplane
31,9,truck
32,1,automobile
33,8,ship
34,6,frog
35,2,bird
36,5,dog
37,5,dog
38,2,bird
39,1,automobile
40,0,airplane
41,0,airplane
42,2,bird
43,4,deer
44,3,cat
45,6,bird
46,0,airplane
47,0,airplane
48,1,automobile
49,6,frog
50,5,dog
51,0,airplane
52,4,deer
53,9,truck
54,9,truck
55,8,ship
56,5,dog
57,5,dog
58,8,ship
59,3,cat
60,8,ship
61,8,ship
62,4,deer
63,0,airplane
0,3,cat
1,7,horse
2,5,dog
3,7,horse
4,1,automobile
5,6,truck
6,1,automobile
7,4,dog
8,9,truck
9,3,cat
10,4,deer
11,2,bird
12,4,horse
13,2,bird
14,4,deer
15,3,cat
16,9,truck
17,3,cat
18,1,automobile
19,8,ship
20,9,truck
21,4,deer
22,3,cat
23,5,dog
24,8,ship
25,0,airplane
26,6,frog
27,1,automobile
28,4,deer
29,8,ship
30,8,ship
31,1,automobile
32,8,ship
33,0,airplane
34,0,airplane
35,0,airplane
36,4,deer
37,0,bird
38,4,dog
39,5,dog
40,4,deer
41,2,bird
42,6,frog
43,0,airplane
44,2,bird
45,2,bird
46,7,horse
47,4,bird
48,5,dog
49,3,cat
50,6,frog
51,3,cat
52,2,bird
53,0,airplane
54,1,automobile
55,6,frog
56,9,truck
57,8,ship
58,4,deer
59,3,cat
60,2,bird
61,7,horse
62,1,automobile
63,9,truck
0,4,deer
1,2,bird
2,9,truck
3,7,horse
4,1,automobile
5,0,airplane
6,2,bird
7,1,automobile
8,6,frog
9,1,automobile
10,1,automobile
11,6,frog
12,8,ship
13,2,bird
14,3,cat
15,8,automobile
16,8,ship
17,5,dog
18,0,airplane
19,4,deer
20,2,bird
21,0,airplane
22,9,truck
23,1,automobile
24,5,dog
25,1,automobile
26,9,truck
27,9,truck
28,2,ship
29,8,ship
30,3,cat
31,2,bird
32,0,airplane
33,6,truck
34,8,ship
35,3,cat
36,8,ship
37,8,ship
38,5,dog
39,6,frog
40,2,bird
41,8,ship
42,5,dog
43,6,frog
44,4,deer
45,5,dog
46,8,ship
47,8,ship
48,4,horse
49,0,airplane
50,1,automobile
51,3,cat
52,2,bird
53,4,deer
54,6,truck
55,3,cat
56,3,cat
57,4,deer
58,6,frog
59,2,bird
60,7,horse
61,6,frog
62,6,frog
63,5,dog
0,4,deer
1,3,cat
2,0,airplane
3,7,horse
4,1,automobile
5,7,horse
6,0,airplane
7,1,automobile
8,1,automobile
9,8,ship
10,0,airplane
11,5,dog
12,8,ship
13,3,dog
14,6,bird
15,5,dog
16,6,bird
17,3,cat
18,5,dog
19,7,horse
20,7,horse
21,9,truck
22,5,dog
23,1,automobile
24,9,truck
25,8,ship
26,2,bird
27,8,truck
28,0,airplane
29,4,deer
30,6,bird
31,3,cat
32,5,dog
33,0,airplane
34,8,ship
35,9,truck
36,1,automobile
37,4,deer
38,9,truck
39,6,frog
40,1,automobile
41,0,airplane
42,8,automobile
43,2,bird
44,8,ship
45,7,horse
46,0,airplane
47,7,horse
48,7,horse
49,6,frog
50,5,dog
51,1,automobile
52,1,automobile
53,8,ship
54,3,cat
55,9,truck
56,1,automobile
57,5,dog
58,4,deer
59,1,automobile
60,0,ship
61,4,horse
62,8,ship
63,2,bird
0,9,truck
1,3,bird
2,5,dog
3,1,automobile
4,1,automobile
5,6,frog
6,0,airplane
7,1,automobile
8,0,airplane
9,0,ship
10,9,truck
11,1,automobile
12,5,dog
13,4,deer
14,6,dog
15,1,automobile
16,3,cat
17,6,frog
18,1,automobile
19,4,deer
20,1,automobile
21,4,deer
22,5,dog
23,1,automobile
24,9,truck
25,4,deer
26,9,truck
27,9,truck
28,3,bird
29,2,bird
30,8,ship
31,8,ship
32,7,horse
33,6,frog
34,5,dog
35,2,bird
36,4,dog
37,0,airplane
38,5,dog
39,7,horse
40,0,airplane
41,3,cat
42,5,dog
43,4,deer
44,3,cat
45,4,horse
46,4,deer
47,1,automobile
48,1,automobile
49,6,frog
50,2,bird
51,6,dog
52,1,automobile
53,5,dog
54,3,cat
55,4,deer
56,0,airplane
57,0,airplane
58,2,bird
59,9,truck
60,1,automobile
61,5,dog
62,1,automobile
63,8,ship
0,5,dog
1,8,ship
2,6,ship
3,0,bird
4,6,frog
5,5,dog
6,9,truck
7,6,frog
8,1,automobile
9,2,bird
10,2,bird
11,0,airplane
12,7,horse
13,7,dog
14,3,ship
15,6,frog
16,4,deer
17,6,frog
18,3,cat
19,5,dog
20,8,ship
21,1,automobile
22,6,frog
23,0,airplane
24,2,bird
25,3,dog
26,1,automobile
27,6,bird
28,2,bird
29,7,horse
30,3,cat
31,9,truck
32,1,automobile
33,9,truck
34,3,cat
35,2,bird
36,1,automobile
37,1,automobile
38,5,dog
39,3,cat
40,9,truck
41,0,airplane
42,7,horse
43,8,ship
44,6,bird
45,7,horse
46,2,bird
47,2,bird
48,8,ship
49,8,ship
50,7,horse
51,8,ship
52,9,truck
53,9,truck
54,4,deer
55,6,frog
56,4,horse
57,0,airplane
58,7,horse
59,6,frog
60,1,automobile
61,9,truck
62,0,airplane
63,7,horse
0,4,deer
1,4,deer
2,8,ship
3,0,ship
4,0,airplane
5,2,bird
6,8,ship
7,2,bird
8,1,automobile
9,3,cat
10,8,ship
11,9,truck
12,3,cat
13,0,airplane
14,0,airplane
15,5,dog
16,7,horse
17,6,frog
18,6,frog
19,0,airplane
20,3,cat
21,7,horse
22,8,ship
23,7,horse
24,3,cat
25,6,frog
26,8,ship
27,8,ship
28,4,horse
29,6,horse
30,7,horse
31,6,truck
32,2,bird
33,3,cat
34,3,cat
35,1,automobile
36,8,ship
37,4,deer
38,3,bird
39,2,bird
40,9,truck
41,8,ship
42,6,frog
43,6,frog
44,9,truck
45,0,airplane
46,2,bird
47,7,horse
48,7,horse
49,2,bird
50,7,horse
51,9,truck
52,5,dog
53,0,airplane
54,1,automobile
55,2,bird
56,2,bird
57,2,ship
58,7,horse
59,3,cat
60,7,horse
61,0,airplane
62,4,deer
63,7,horse
0,5,truck
1,8,ship
2,7,horse
3,9,truck
4,4,deer
5,5,dog
6,9,truck
7,8,ship
8,5,cat
9,4,deer
10,8,ship
11,6,frog
12,0,airplane
13,0,airplane
14,1,automobile
15,6,bird
16,5,dog
17,9,truck
18,8,ship
19,0,airplane
20,3,cat
21,2,bird
22,7,horse
23,8,ship
24,2,bird
25,4,deer
26,2,bird
27,0,airplane
28,6,bird
29,0,airplane
30,4,deer
31,4,deer
32,6,frog
33,8,ship
34,5,dog
35,5,dog
36,1,automobile
37,3,bird
38,5,dog
39,2,bird
40,8,ship
41,1,automobile
42,4,deer
43,1,automobile
44,6,frog
45,6,frog
46,6,frog
47,7,horse
48,3,cat
49,7,horse
50,4,deer
51,9,truck
52,5,dog
53,2,bird
54,0,airplane
55,7,horse
56,2,bird
57,1,automobile
58,1,automobile
59,4,deer
60,0,airplane
61,9,truck
62,0,bird
63,8,ship
0,8,ship
1,5,dog
2,3,cat
3,7,horse
4,1,automobile
5,2,bird
6,6,frog
7,1,automobile
8,3,cat
9,0,airplane
10,6,bird
11,9,truck
12,5,dog
13,8,ship
14,3,cat
15,5,dog
16,1,automobile
17,6,truck
18,9,truck
19,9,automobile
20,5,dog
21,7,horse
22,7,horse
23,5,dog
24,9,truck
25,5,dog
26,1,automobile
27,5,dog
28,7,horse
29,5,dog
30,2,bird
31,1,automobile
32,7,horse
33,4,bird
34,5,dog
35,7,horse
36,4,bird
37,5,dog
38,2,truck
39,2,bird
40,2,bird
41,8,ship
42,1,automobile
43,6,frog
44,9,truck
45,2,bird
46,4,deer
47,4,deer
48,1,automobile
49,5,dog
50,1,automobile
51,3,cat
52,6,frog
53,6,frog
54,3,cat
55,8,ship
56,8,ship
57,3,bird
58,2,bird
59,4,deer
60,6,bird
61,8,ship
62,8,ship
63,2,bird
0,9,truck
1,6,bird
2,8,ship
3,4,deer
4,3,cat
5,9,truck
6,8,ship
7,8,ship
8,2,dog
9,7,horse
10,3,cat
11,6,bird
12,1,automobile
13,5,dog
14,1,automobile
15,2,bird
16,6,frog
17,7,horse
18,8,ship
19,7,horse
20,1,automobile
21,1,automobile
22,5,dog
23,3,cat
24,6,bird
25,7,horse
26,0,airplane
27,6,ship
28,4,deer
29,9,truck
30,2,bird
31,3,cat
32,0,airplane
33,6,frog
34,3,cat
35,1,automobile
36,9,truck
37,4,deer
38,8,ship
39,3,cat
40,1,automobile
41,5,dog
42,8,ship
43,2,bird
44,5,dog
45,9,truck
46,9,automobile
47,5,dog
48,2,bird
49,6,truck
50,7,horse
51,0,airplane
52,0,airplane
53,5,dog
54,9,truck
55,4,deer
56,9,truck
57,4,deer
58,6,frog
59,2,truck
60,0,airplane
61,2,bird
62,9,truck
63,3,cat
0,4,dog
1,3,cat
2,0,airplane
3,2,bird
4,1,automobile
5,7,horse
6,2,bird
7,6,frog
8,9,truck
9,3,cat
10,5,dog
11,7,horse
12,6,bird
13,1,automobile
14,5,dog
15,5,dog
16,8,ship
17,6,bird
18,7,horse
19,4,horse
20,6,bird
21,2,bird
22,2,horse
23,7,horse
24,5,dog
25,2,bird
26,4,deer
27,8,ship
28,9,truck
29,5,dog
30,1,automobile
31,2,bird
32,0,airplane
33,7,horse
34,9,truck
35,3,cat
36,9,truck
37,9,truck
38,2,bird
39,2,bird
40,9,truck
41,7,horse
42,7,horse
43,9,truck
44,5,dog
45,4,deer
46,9,truck
47,1,automobile
48,2,bird
49,2,bird
50,7,horse
51,4,deer
52,2,bird
53,8,ship
54,5,dog
55,4,deer
56,5,dog
57,9,truck
58,0,airplane
59,8,ship
60,1,automobile
61,7,horse
62,5,dog
63,6,horse
0,6,frog
1,4,deer
2,7,horse
3,6,bird
4,0,airplane
5,1,automobile
6,2,bird
7,1,automobile
8,7,horse
9,9,truck
10,1,automobile
11,8,ship
12,2,bird
13,0,airplane
14,3,cat
15,7,horse
16,2,bird
17,2,bird
18,0,airplane
19,1,automobile
20,7,horse
21,0,truck
22,3,cat
23,7,horse
24,9,truck
25,0,airplane
26,8,ship
27,7,horse
28,0,airplane
29,6,frog
30,1,automobile
31,0,airplane
32,5,dog
33,5,dog
34,7,horse
35,8,ship
36,8,ship
37,1,automobile
38,1,automobile
39,9,truck
40,3,cat
41,0,airplane
42,7,horse
43,6,bird
44,3,cat
45,6,frog
46,2,bird
47,3,cat
