index,true_label,candidate_labels,complementary_label
4180,8,"['truck'; 'cat']",truck
4181,6,"['cat'; 'truck']",truck
4182,4,"['airplane'; 'horse']",airplane
4183,2,"['cat'; 'deer']",cat
4184,4,"['airplane'; 'horse']",airplane
4185,1,"['dog'; 'deer']",dog
4186,2,"['cat'; 'deer']",cat
4187,7,"['truck'; 'airplane']",truck
4188,5,"['automobile'; 'airplane']",automobile
4189,2,"['deer'; 'cat']",cat
4190,6,"['truck'; 'cat']",truck
4191,8,"['truck'; 'cat']",cat
4192,0,"['bird'; 'automobile']",automobile
4193,4,"['airplane'; 'horse']",airplane
4194,6,"['cat'; 'truck']",truck
4195,4,"['horse'; 'airplane']",horse
4196,2,"['deer'; 'cat']",deer
4197,3,"['automobile'; 'truck']",truck
4198,2,"['deer'; 'cat']",deer
4199,4,"['airplane'; 'horse']",airplane
4200,1,"['deer'; 'dog']",deer
4201,6,"['cat'; 'truck']",truck
4202,0,"['bird'; 'automobile']",bird
4203,5,"['airplane'; 'automobile']",airplane
4204,8,"['truck'; 'cat']",truck
4205,8,"['truck'; 'cat']",truck
4206,1,"['dog'; 'deer']",dog
4207,8,"['cat'; 'truck']",cat
4208,6,"['cat'; 'truck']",truck
4209,2,"['deer'; 'cat']",deer
4210,8,"['cat'; 'truck']",truck
4211,2,"['deer'; 'cat']",cat
4212,4,"['airplane'; 'horse']",airplane
4213,4,"['airplane'; 'horse']",airplane
4214,0,"['bird'; 'automobile']",bird
4215,9,"['ship'; 'frog']",frog
4216,7,"['airplane'; 'truck']",airplane
4217,6,"['cat'; 'truck']",truck
4218,7,"['airplane'; 'truck']",truck
4219,4,"['airplane'; 'horse']",airplane
4220,2,"['cat'; 'deer']",deer
4221,3,"['truck'; 'automobile']",truck
4222,8,"['truck'; 'cat']",cat
4223,9,"['frog'; 'ship']",frog
4224,4,"['horse'; 'airplane']",airplane
4225,8,"['cat'; 'truck']",truck
4226,8,"['truck'; 'cat']",truck
4227,4,"['horse'; 'airplane']",airplane
4228,2,"['cat'; 'deer']",deer
4229,0,"['bird'; 'automobile']",automobile
4230,1,"['deer'; 'dog']",deer
4231,4,"['horse'; 'airplane']",airplane
4232,4,"['horse'; 'airplane']",airplane
4233,8,"['truck'; 'cat']",truck
4234,6,"['truck'; 'cat']",truck
4235,6,"['cat'; 'truck']",truck
4236,7,"['airplane'; 'truck']",airplane
4237,2,"['cat'; 'deer']",deer
4238,7,"['airplane'; 'truck']",truck
4239,0,"['bird'; 'automobile']",bird
4240,0,"['bird'; 'automobile']",bird
4241,7,"['truck'; 'airplane']",airplane
4242,2,"['cat'; 'deer']",deer
4243,3,"['automobile'; 'truck']",truck
4244,1,"['dog'; 'deer']",dog
4245,8,"['cat'; 'truck']",cat
4246,9,"['frog'; 'ship']",frog
4247,7,"['truck'; 'airplane']",truck
4248,7,"['truck'; 'airplane']",truck
4249,0,"['bird'; 'automobile']",automobile
4250,1,"['dog'; 'deer']",dog
4251,7,"['truck'; 'airplane']",truck
4252,9,"['frog'; 'ship']",ship
4253,7,"['truck'; 'airplane']",truck
4254,7,"['airplane'; 'truck']",airplane
4255,5,"['airplane'; 'automobile']",airplane
4256,9,"['ship'; 'frog']",frog
4257,2,"['cat'; 'deer']",deer
4258,7,"['airplane'; 'truck']",truck
4259,5,"['airplane'; 'automobile']",airplane
4260,5,"['airplane'; 'automobile']",airplane
4261,1,"['dog'; 'deer']",dog
4262,4,"['horse'; 'airplane']",airplane
4263,4,"['airplane'; 'horse']",airplane
4264,7,"['truck'; 'airplane']",truck
4265,1,"['dog'; 'deer']",dog
4266,3,"['truck'; 'automobile']",truck
4267,6,"['truck'; 'cat']",truck
4268,3,"['automobile'; 'truck']",truck
4269,0,"['automobile'; 'bird']",automobile
4270,0,"['bird'; 'automobile']",automobile
4271,0,"['automobile'; 'bird']",automobile
4272,8,"['truck'; 'cat']",truck
4273,0,"['bird'; 'automobile']",bird
4274,8,"['cat'; 'truck']",truck
4275,5,"['automobile'; 'airplane']",automobile
4276,6,"['truck'; 'cat']",truck
4277,8,"['cat'; 'truck']",cat
4278,6,"['truck'; 'cat']",truck
4279,6,"['truck'; 'cat']",truck
4280,4,"['airplane'; 'horse']",horse
4281,0,"['bird'; 'automobile']",automobile
4282,0,"['automobile'; 'bird']",automobile
4283,8,"['truck'; 'cat']",truck
4284,6,"['cat'; 'truck']",truck
4285,7,"['airplane'; 'truck']",truck
4286,4,"['horse'; 'airplane']",airplane
4287,8,"['truck'; 'cat']",truck
4288,3,"['automobile'; 'truck']",truck
4289,9,"['frog'; 'ship']",frog
4290,4,"['airplane'; 'horse']",airplane
4291,9,"['ship'; 'frog']",frog
4292,8,"['truck'; 'cat']",truck
4293,2,"['deer'; 'cat']",deer
4294,3,"['truck'; 'automobile']",truck
4295,0,"['bird'; 'automobile']",automobile
4296,4,"['airplane'; 'horse']",airplane
4297,4,"['horse'; 'airplane']",airplane
4298,8,"['truck'; 'cat']",truck
4299,1,"['dog'; 'deer']",dog
4300,8,"['cat'; 'truck']",cat
4301,4,"['horse'; 'airplane']",airplane
4302,3,"['truck'; 'automobile']",truck
4303,8,"['truck'; 'cat']",truck
4304,8,"['truck'; 'cat']",cat
4305,4,"['horse'; 'airplane']",airplane
4306,2,"['cat'; 'deer']",deer
4307,4,"['airplane'; 'horse']",airplane
4308,3,"['truck'; 'automobile']",truck
4309,6,"['truck'; 'cat']",truck
4310,3,"['truck'; 'automobile']",truck
4311,0,"['automobile'; 'bird']",automobile
4312,5,"['automobile'; 'airplane']",automobile
4313,8,"['truck'; 'cat']",truck
4314,0,"['automobile'; 'bird']",automobile
4315,7,"['truck'; 'airplane']",truck
4316,5,"['automobile'; 'airplane']",automobile
4317,4,"['horse'; 'airplane']",airplane
4318,7,"['truck'; 'airplane']",truck
4319,5,"['automobile'; 'airplane']",automobile
4320,8,"['cat'; 'truck']",cat
4321,9,"['ship'; 'frog']",frog
4322,0,"['bird'; 'automobile']",automobile
4323,4,"['horse'; 'airplane']",airplane
4324,6,"['cat'; 'truck']",truck
4325,7,"['truck'; 'airplane']",truck
4326,1,"['dog'; 'deer']",dog
4327,1,"['dog'; 'deer']",dog
4328,4,"['horse'; 'airplane']",airplane
4329,3,"['truck'; 'automobile']",truck
4330,5,"['automobile'; 'airplane']",automobile
4331,7,"['truck'; 'airplane']",truck
4332,1,"['dog'; 'deer']",dog
4333,7,"['truck'; 'airplane']",truck
4334,1,"['dog'; 'deer']",dog
4335,9,"['ship'; 'frog']",frog
4336,3,"['truck'; 'automobile']",truck
4337,0,"['bird'; 'automobile']",automobile
4338,0,"['bird'; 'automobile']",automobile
4339,8,"['truck'; 'cat']",cat
4340,9,"['frog'; 'ship']",frog
4341,7,"['truck'; 'airplane']",truck
4342,2,"['cat'; 'deer']",cat
4343,8,"['truck'; 'cat']",cat
4344,9,"['ship'; 'frog']",frog
4345,9,"['ship'; 'frog']",frog
4346,3,"['truck'; 'automobile']",truck
4347,5,"['airplane'; 'automobile']",airplane
4348,0,"['automobile'; 'bird']",automobile
4349,3,"['automobile'; 'truck']",truck
4350,3,"['truck'; 'automobile']",truck
4351,2,"['cat'; 'deer']",deer
4352,1,"['dog'; 'deer']",dog
4353,0,"['bird'; 'automobile']",automobile
4354,1,"['dog'; 'deer']",dog
4355,5,"['automobile'; 'airplane']",automobile
4356,2,"['cat'; 'deer']",deer
4357,7,"['truck'; 'airplane']",truck
4358,1,"['deer'; 'dog']",deer
4359,4,"['horse'; 'airplane']",airplane
4360,1,"['dog'; 'deer']",dog
4361,3,"['truck'; 'automobile']",truck
4362,5,"['automobile'; 'airplane']",automobile
4363,1,"['deer'; 'dog']",deer
4364,9,"['frog'; 'ship']",frog
4365,8,"['cat'; 'truck']",cat
4366,5,"['airplane'; 'automobile']",airplane
4367,2,"['cat'; 'deer']",cat
4368,0,"['automobile'; 'bird']",automobile
4369,7,"['truck'; 'airplane']",truck
4370,2,"['cat'; 'deer']",deer
4371,9,"['ship'; 'frog']",frog
4372,2,"['cat'; 'deer']",deer
4373,0,"['automobile'; 'bird']",bird
4374,9,"['ship'; 'frog']",frog
4375,2,"['cat'; 'deer']",deer
4376,2,"['cat'; 'deer']",deer
4377,6,"['cat'; 'truck']",truck
4378,2,"['cat'; 'deer']",cat
4379,1,"['deer'; 'dog']",deer
4380,8,"['cat'; 'truck']",cat
4381,4,"['airplane'; 'horse']",airplane
4382,4,"['airplane'; 'horse']",airplane
4383,8,"['truck'; 'cat']",cat
4384,4,"['horse'; 'airplane']",airplane
4385,1,"['dog'; 'deer']",dog
4386,7,"['truck'; 'airplane']",truck
4387,0,"['automobile'; 'bird']",bird
4388,3,"['automobile'; 'truck']",truck
4389,6,"['truck'; 'cat']",truck
4390,1,"['deer'; 'dog']",deer
4391,6,"['cat'; 'truck']",truck
4392,3,"['truck'; 'automobile']",truck
4393,7,"['truck'; 'airplane']",truck
4394,4,"['airplane'; 'horse']",airplane
4395,4,"['airplane'; 'horse']",airplane
4396,7,"['truck'; 'airplane']",truck
4397,8,"['truck'; 'cat']",cat
4398,2,"['cat'; 'deer']",deer
4399,7,"['truck'; 'airplane']",truck
4400,4,"['horse'; 'airplane']",airplane
4401,7,"['truck'; 'airplane']",truck
4402,3,"['automobile'; 'truck']",truck
4403,6,"['cat'; 'truck']",truck
4404,6,"['cat'; 'truck']",truck
4405,3,"['truck'; 'automobile']",truck
4406,5,"['automobile'; 'airplane']",automobile
4407,9,"['ship'; 'frog']",frog
4408,8,"['cat'; 'truck']",truck
4409,6,"['cat'; 'truck']",cat
4410,0,"['bird'; 'automobile']",bird
4411,0,"['bird'; 'automobile']",bird
4412,8,"['truck'; 'cat']",truck
4413,4,"['airplane'; 'horse']",airplane
4414,3,"['automobile'; 'truck']",truck
4415,6,"['truck'; 'cat']",truck
4416,9,"['ship'; 'frog']",frog
4417,6,"['cat'; 'truck']",truck
4418,2,"['cat'; 'deer']",cat
4419,5,"['automobile'; 'airplane']",automobile
4420,0,"['bird'; 'automobile']",bird
4421,6,"['cat'; 'truck']",truck
4422,3,"['automobile'; 'truck']",truck
4423,1,"['deer'; 'dog']",deer
4424,5,"['automobile'; 'airplane']",automobile
4425,2,"['deer'; 'cat']",deer
4426,2,"['cat'; 'deer']",deer
4427,7,"['truck'; 'airplane']",truck
4428,3,"['truck'; 'automobile']",truck
4429,4,"['horse'; 'airplane']",airplane
4430,6,"['cat'; 'truck']",truck
4431,2,"['cat'; 'deer']",deer
4432,8,"['cat'; 'truck']",cat
4433,7,"['airplane'; 'truck']",truck
4434,6,"['cat'; 'truck']",truck
4435,3,"['automobile'; 'truck']",truck
4436,9,"['ship'; 'frog']",frog
4437,3,"['automobile'; 'truck']",truck
4438,4,"['horse'; 'airplane']",airplane
4439,3,"['truck'; 'automobile']",truck
4440,6,"['truck'; 'cat']",truck
4441,7,"['airplane'; 'truck']",airplane
4442,7,"['truck'; 'airplane']",truck
4443,1,"['dog'; 'deer']",dog
4444,1,"['deer'; 'dog']",deer
4445,7,"['truck'; 'airplane']",truck
4446,8,"['cat'; 'truck']",cat
4447,4,"['airplane'; 'horse']",airplane
4448,5,"['airplane'; 'automobile']",airplane
4449,3,"['automobile'; 'truck']",truck
4450,6,"['truck'; 'cat']",cat
4451,5,"['automobile'; 'airplane']",automobile
4452,6,"['cat'; 'truck']",truck
4453,2,"['deer'; 'cat']",cat
4454,9,"['frog'; 'ship']",frog
4455,2,"['cat'; 'deer']",deer
4456,5,"['airplane'; 'automobile']",airplane
4457,9,"['frog'; 'ship']",frog
4458,1,"['deer'; 'dog']",deer
4459,1,"['dog'; 'deer']",dog
4460,7,"['airplane'; 'truck']",truck
4461,8,"['cat'; 'truck']",cat
4462,3,"['automobile'; 'truck']",truck
4463,5,"['automobile'; 'airplane']",automobile
4464,1,"['deer'; 'dog']",deer
4465,3,"['automobile'; 'truck']",truck
4466,8,"['truck'; 'cat']",truck
4467,5,"['airplane'; 'automobile']",airplane
4468,0,"['automobile'; 'bird']",automobile
4469,8,"['truck'; 'cat']",truck
4470,0,"['bird'; 'automobile']",automobile
4471,2,"['deer'; 'cat']",deer
4472,3,"['automobile'; 'truck']",truck
4473,9,"['frog'; 'ship']",frog
4474,8,"['truck'; 'cat']",cat
4475,3,"['truck'; 'automobile']",truck
4476,0,"['bird'; 'automobile']",bird
4477,0,"['bird'; 'automobile']",bird
4478,7,"['truck'; 'airplane']",truck
4479,5,"['airplane'; 'automobile']",airplane
4480,7,"['airplane'; 'truck']",airplane
4481,3,"['automobile'; 'truck']",truck
4482,2,"['cat'; 'deer']",deer
4483,3,"['truck'; 'automobile']",truck
4484,3,"['truck'; 'automobile']",truck
4485,7,"['truck'; 'airplane']",truck
4486,5,"['airplane'; 'automobile']",airplane
4487,5,"['airplane'; 'automobile']",airplane
4488,6,"['cat'; 'truck']",truck
4489,9,"['frog'; 'ship']",frog
4490,0,"['automobile'; 'bird']",automobile
4491,2,"['deer'; 'cat']",cat
4492,1,"['deer'; 'dog']",deer
4493,2,"['cat'; 'deer']",cat
4494,5,"['automobile'; 'airplane']",automobile
4495,5,"['airplane'; 'automobile']",airplane
4496,1,"['dog'; 'deer']",dog
4497,4,"['airplane'; 'horse']",airplane
4498,0,"['automobile'; 'bird']",bird
4499,7,"['truck'; 'airplane']",truck
4500,1,"['deer'; 'dog']",deer
4501,8,"['truck'; 'cat']",truck
4502,8,"['cat'; 'truck']",cat
4503,4,"['airplane'; 'horse']",airplane
4504,0,"['automobile'; 'bird']",automobile
4505,1,"['deer'; 'dog']",deer
4506,7,"['airplane'; 'truck']",truck
4507,8,"['cat'; 'truck']",cat
4508,9,"['frog'; 'ship']",frog
4509,0,"['automobile'; 'bird']",automobile
4510,7,"['truck'; 'airplane']",truck
4511,2,"['deer'; 'cat']",deer
4512,5,"['airplane'; 'automobile']",airplane
4513,7,"['truck'; 'airplane']",truck
4514,8,"['cat'; 'truck']",cat
4515,3,"['automobile'; 'truck']",truck
4516,0,"['automobile'; 'bird']",automobile
4517,1,"['deer'; 'dog']",deer
4518,2,"['deer'; 'cat']",deer
4519,3,"['truck'; 'automobile']",truck
4520,9,"['ship'; 'frog']",frog
4521,2,"['cat'; 'deer']",cat
4522,7,"['airplane'; 'truck']",airplane
4523,0,"['automobile'; 'bird']",automobile
4524,0,"['automobile'; 'bird']",bird
4525,2,"['cat'; 'deer']",deer
4526,2,"['cat'; 'deer']",cat
4527,4,"['horse'; 'airplane']",airplane
4528,1,"['dog'; 'deer']",dog
4529,5,"['automobile'; 'airplane']",automobile
4530,3,"['truck'; 'automobile']",truck
4531,3,"['automobile'; 'truck']",truck
4532,5,"['automobile'; 'airplane']",automobile
4533,1,"['deer'; 'dog']",deer
4534,5,"['automobile'; 'airplane']",automobile
4535,5,"['automobile'; 'airplane']",automobile
4536,9,"['frog'; 'ship']",ship
4537,0,"['automobile'; 'bird']",automobile
4538,9,"['ship'; 'frog']",frog
4539,8,"['truck'; 'cat']",cat
4540,0,"['automobile'; 'bird']",automobile
4541,9,"['frog'; 'ship']",frog
4542,3,"['automobile'; 'truck']",truck
4543,0,"['bird'; 'automobile']",bird
4544,7,"['airplane'; 'truck']",truck
4545,9,"['frog'; 'ship']",frog
4546,6,"['truck'; 'cat']",truck
4547,5,"['automobile'; 'airplane']",automobile
4548,5,"['automobile'; 'airplane']",automobile
4549,2,"['cat'; 'deer']",deer
4550,6,"['truck'; 'cat']",truck
4551,8,"['cat'; 'truck']",cat
4552,0,"['bird'; 'automobile']",automobile
4553,1,"['deer'; 'dog']",deer
4554,7,"['truck'; 'airplane']",truck
4555,7,"['airplane'; 'truck']",airplane
4556,7,"['truck'; 'airplane']",truck
4557,1,"['deer'; 'dog']",deer
4558,3,"['truck'; 'automobile']",truck
4559,0,"['bird'; 'automobile']",bird
4560,1,"['dog'; 'deer']",dog
4561,4,"['airplane'; 'horse']",airplane
4562,1,"['dog'; 'deer']",dog
4563,0,"['bird'; 'automobile']",bird
4564,3,"['truck'; 'automobile']",truck
4565,1,"['deer'; 'dog']",deer
4566,9,"['ship'; 'frog']",frog
4567,0,"['automobile'; 'bird']",automobile
4568,6,"['truck'; 'cat']",truck
4569,3,"['automobile'; 'truck']",truck
4570,6,"['cat'; 'truck']",truck
4571,0,"['bird'; 'automobile']",bird
4572,5,"['automobile'; 'airplane']",automobile
4573,4,"['airplane'; 'horse']",airplane
4574,0,"['bird'; 'automobile']",automobile
4575,8,"['truck'; 'cat']",cat
4576,8,"['truck'; 'cat']",cat
4577,0,"['automobile'; 'bird']",automobile
4578,1,"['dog'; 'deer']",dog
4579,5,"['airplane'; 'automobile']",airplane
4580,8,"['truck'; 'cat']",cat
4581,3,"['automobile'; 'truck']",truck
4582,7,"['airplane'; 'truck']",truck
4583,2,"['deer'; 'cat']",deer
4584,9,"['ship'; 'frog']",frog
4585,1,"['deer'; 'dog']",deer
4586,9,"['frog'; 'ship']",frog
4587,9,"['frog'; 'ship']",ship
4588,2,"['cat'; 'deer']",deer
4589,7,"['truck'; 'airplane']",truck
4590,6,"['truck'; 'cat']",truck
4591,1,"['dog'; 'deer']",dog
4592,0,"['automobile'; 'bird']",bird
4593,9,"['frog'; 'ship']",frog
4594,8,"['truck'; 'cat']",cat
4595,8,"['cat'; 'truck']",cat
4596,6,"['cat'; 'truck']",truck
4597,0,"['bird'; 'automobile']",automobile
4598,2,"['cat'; 'deer']",cat
4599,0,"['automobile'; 'bird']",bird
4600,5,"['automobile'; 'airplane']",automobile
4601,0,"['automobile'; 'bird']",automobile
4602,8,"['truck'; 'cat']",cat
4603,9,"['frog'; 'ship']",frog
4604,2,"['cat'; 'deer']",deer
4605,6,"['cat'; 'truck']",cat
4606,6,"['truck'; 'cat']",truck
4607,1,"['dog'; 'deer']",dog
4608,2,"['deer'; 'cat']",deer
4609,1,"['deer'; 'dog']",deer
4610,5,"['airplane'; 'automobile']",airplane
4611,8,"['cat'; 'truck']",truck
4612,9,"['frog'; 'ship']",frog
4613,7,"['airplane'; 'truck']",airplane
4614,4,"['horse'; 'airplane']",airplane
4615,1,"['dog'; 'deer']",dog
4616,2,"['deer'; 'cat']",deer
4617,8,"['cat'; 'truck']",cat
4618,9,"['frog'; 'ship']",frog
4619,0,"['bird'; 'automobile']",bird
4620,2,"['cat'; 'deer']",deer
4621,0,"['automobile'; 'bird']",automobile
4622,9,"['frog'; 'ship']",frog
4623,9,"['frog'; 'ship']",frog
4624,1,"['deer'; 'dog']",deer
4625,1,"['deer'; 'dog']",deer
4626,5,"['airplane'; 'automobile']",airplane
4627,5,"['airplane'; 'automobile']",airplane
4628,3,"['automobile'; 'truck']",truck
4629,9,"['ship'; 'frog']",frog
4630,3,"['truck'; 'automobile']",truck
4631,1,"['dog'; 'deer']",dog
4632,5,"['airplane'; 'automobile']",airplane
4633,2,"['deer'; 'cat']",deer
4634,2,"['deer'; 'cat']",deer
4635,5,"['airplane'; 'automobile']",airplane
4636,1,"['deer'; 'dog']",deer
4637,6,"['cat'; 'truck']",truck
4638,9,"['frog'; 'ship']",frog
4639,5,"['airplane'; 'automobile']",airplane
4640,4,"['horse'; 'airplane']",airplane
4641,5,"['automobile'; 'airplane']",automobile
4642,4,"['airplane'; 'horse']",airplane
4643,9,"['ship'; 'frog']",frog
4644,6,"['cat'; 'truck']",truck
4645,0,"['bird'; 'automobile']",automobile
4646,8,"['cat'; 'truck']",cat
4647,2,"['deer'; 'cat']",deer
4648,1,"['dog'; 'deer']",dog
4649,9,"['frog'; 'ship']",frog
4650,7,"['truck'; 'airplane']",truck
4651,0,"['automobile'; 'bird']",automobile
4652,8,"['cat'; 'truck']",cat
4653,0,"['bird'; 'automobile']",bird
4654,1,"['dog'; 'deer']",dog
4655,0,"['automobile'; 'bird']",automobile
4656,2,"['cat'; 'deer']",cat
4657,3,"['truck'; 'automobile']",truck
4658,8,"['truck'; 'cat']",truck
4659,6,"['truck'; 'cat']",truck
4660,4,"['airplane'; 'horse']",airplane
4661,1,"['dog'; 'deer']",dog
4662,5,"['airplane'; 'automobile']",airplane
4663,6,"['cat'; 'truck']",truck
4664,1,"['dog'; 'deer']",dog
4665,9,"['ship'; 'frog']",frog
4666,4,"['airplane'; 'horse']",airplane
4667,9,"['ship'; 'frog']",frog
4668,6,"['truck'; 'cat']",truck
4669,3,"['truck'; 'automobile']",truck
4670,8,"['cat'; 'truck']",cat
4671,7,"['airplane'; 'truck']",truck
4672,3,"['automobile'; 'truck']",truck
4673,0,"['automobile'; 'bird']",automobile
4674,3,"['automobile'; 'truck']",automobile
4675,9,"['frog'; 'ship']",ship
4676,7,"['airplane'; 'truck']",airplane
4677,2,"['deer'; 'cat']",deer
4678,6,"['cat'; 'truck']",truck
4679,2,"['cat'; 'deer']",cat
4680,9,"['frog'; 'ship']",frog
4681,4,"['horse'; 'airplane']",airplane
4682,6,"['truck'; 'cat']",truck
4683,0,"['automobile'; 'bird']",automobile
4684,9,"['frog'; 'ship']",frog
4685,6,"['truck'; 'cat']",truck
4686,7,"['airplane'; 'truck']",truck
4687,4,"['airplane'; 'horse']",airplane
4688,7,"['airplane'; 'truck']",truck
4689,0,"['automobile'; 'bird']",automobile
4690,9,"['frog'; 'ship']",frog
4691,9,"['ship'; 'frog']",frog
4692,5,"['automobile'; 'airplane']",automobile
4693,6,"['truck'; 'cat']",truck
4694,5,"['airplane'; 'automobile']",airplane
4695,4,"['horse'; 'airplane']",airplane
4696,1,"['deer'; 'dog']",deer
4697,3,"['truck'; 'automobile']",truck
4698,5,"['airplane'; 'automobile']",airplane
4699,5,"['airplane'; 'automobile']",airplane
4700,2,"['cat'; 'deer']",cat
4701,9,"['frog'; 'ship']",frog
4702,5,"['automobile'; 'airplane']",automobile
4703,2,"['cat'; 'deer']",cat
4704,9,"['frog'; 'ship']",frog
4705,7,"['airplane'; 'truck']",truck
4706,7,"['airplane'; 'truck']",airplane
4707,4,"['horse'; 'airplane']",airplane
4708,9,"['frog'; 'ship']",frog
4709,4,"['airplane'; 'horse']",airplane
4710,4,"['airplane'; 'horse']",airplane
4711,8,"['cat'; 'truck']",truck
4712,7,"['airplane'; 'truck']",truck
4713,8,"['truck'; 'cat']",cat
4714,7,"['airplane'; 'truck']",airplane
4715,4,"['horse'; 'airplane']",airplane
4716,5,"['airplane'; 'automobile']",airplane
4717,0,"['bird'; 'automobile']",bird
4718,8,"['cat'; 'truck']",cat
4719,2,"['deer'; 'cat']",deer
4720,3,"['truck'; 'automobile']",truck
4721,0,"['automobile'; 'bird']",automobile
4722,0,"['automobile'; 'bird']",automobile
4723,8,"['truck'; 'cat']",cat
4724,8,"['cat'; 'truck']",cat
4725,4,"['airplane'; 'horse']",airplane
4726,0,"['automobile'; 'bird']",bird
4727,2,"['deer'; 'cat']",cat
4728,5,"['automobile'; 'airplane']",automobile
4729,7,"['truck'; 'airplane']",truck
4730,2,"['cat'; 'deer']",cat
4731,6,"['truck'; 'cat']",truck
4732,2,"['cat'; 'deer']",deer
4733,5,"['airplane'; 'automobile']",airplane
4734,6,"['cat'; 'truck']",truck
4735,9,"['ship'; 'frog']",frog
4736,7,"['airplane'; 'truck']",airplane
4737,3,"['truck'; 'automobile']",truck
4738,4,"['horse'; 'airplane']",airplane
4739,1,"['deer'; 'dog']",deer
4740,5,"['automobile'; 'airplane']",automobile
4741,4,"['airplane'; 'horse']",airplane
4742,8,"['cat'; 'truck']",cat
4743,8,"['truck'; 'cat']",cat
4744,4,"['airplane'; 'horse']",airplane
4745,3,"['automobile'; 'truck']",truck
4746,0,"['automobile'; 'bird']",automobile
4747,7,"['truck'; 'airplane']",truck
4748,2,"['deer'; 'cat']",deer
4749,9,"['frog'; 'ship']",frog
4750,4,"['horse'; 'airplane']",airplane
4751,6,"['cat'; 'truck']",truck
4752,6,"['truck'; 'cat']",truck
4753,4,"['horse'; 'airplane']",airplane
4754,9,"['ship'; 'frog']",frog
4755,2,"['deer'; 'cat']",deer
4756,4,"['horse'; 'airplane']",airplane
4757,8,"['cat'; 'truck']",cat
4758,8,"['truck'; 'cat']",truck
4759,0,"['automobile'; 'bird']",automobile
4760,3,"['truck'; 'automobile']",truck
4761,8,"['truck'; 'cat']",cat
4762,1,"['dog'; 'deer']",dog
4763,4,"['horse'; 'airplane']",airplane
4764,1,"['deer'; 'dog']",deer
4765,0,"['automobile'; 'bird']",automobile
4766,6,"['cat'; 'truck']",truck
4767,6,"['truck'; 'cat']",truck
4768,9,"['ship'; 'frog']",frog
4769,1,"['dog'; 'deer']",dog
4770,6,"['cat'; 'truck']",truck
4771,2,"['cat'; 'deer']",deer
4772,3,"['truck'; 'automobile']",truck
4773,4,"['horse'; 'airplane']",airplane
4774,0,"['bird'; 'automobile']",bird
4775,1,"['deer'; 'dog']",deer
4776,2,"['cat'; 'deer']",cat
4777,2,"['cat'; 'deer']",deer
4778,0,"['automobile'; 'bird']",automobile
4779,8,"['truck'; 'cat']",cat
4780,8,"['cat'; 'truck']",cat
4781,4,"['horse'; 'airplane']",airplane
4782,7,"['airplane'; 'truck']",airplane
4783,9,"['ship'; 'frog']",frog
4784,9,"['frog'; 'ship']",ship
4785,6,"['truck'; 'cat']",truck
4786,6,"['truck'; 'cat']",truck
4787,0,"['bird'; 'automobile']",automobile
4788,5,"['automobile'; 'airplane']",automobile
4789,6,"['truck'; 'cat']",truck
4790,7,"['airplane'; 'truck']",airplane
4791,3,"['truck'; 'automobile']",truck
4792,6,"['truck'; 'cat']",truck
4793,7,"['airplane'; 'truck']",airplane
4794,8,"['cat'; 'truck']",cat
4795,7,"['truck'; 'airplane']",truck
4796,3,"['truck'; 'automobile']",truck
4797,1,"['dog'; 'deer']",dog
4798,0,"['bird'; 'automobile']",automobile
4799,3,"['truck'; 'automobile']",truck
4800,8,"['cat'; 'truck']",truck
4801,4,"['airplane'; 'horse']",airplane
4802,5,"['airplane'; 'automobile']",airplane
4803,1,"['dog'; 'deer']",dog
4804,8,"['cat'; 'truck']",truck
4805,6,"['truck'; 'cat']",truck
4806,2,"['cat'; 'deer']",deer
4807,8,"['cat'; 'truck']",cat
4808,5,"['automobile'; 'airplane']",automobile
4809,7,"['truck'; 'airplane']",truck
4810,6,"['truck'; 'cat']",truck
4811,2,"['cat'; 'deer']",cat
4812,8,"['truck'; 'cat']",cat
4813,6,"['truck'; 'cat']",truck
4814,5,"['automobile'; 'airplane']",automobile
4815,8,"['cat'; 'truck']",cat
4816,0,"['bird'; 'automobile']",automobile
4817,5,"['automobile'; 'airplane']",airplane
4818,9,"['frog'; 'ship']",frog
4819,2,"['deer'; 'cat']",deer
4820,7,"['truck'; 'airplane']",truck
4821,0,"['automobile'; 'bird']",automobile
4822,5,"['airplane'; 'automobile']",airplane
4823,8,"['cat'; 'truck']",truck
4824,6,"['cat'; 'truck']",truck
4825,8,"['truck'; 'cat']",cat
4826,9,"['frog'; 'ship']",ship
4827,3,"['truck'; 'automobile']",truck
4828,8,"['cat'; 'truck']",cat
4829,3,"['automobile'; 'truck']",truck
4830,2,"['cat'; 'deer']",deer
4831,6,"['cat'; 'truck']",truck
4832,8,"['truck'; 'cat']",cat
4833,7,"['truck'; 'airplane']",truck
4834,8,"['cat'; 'truck']",cat
4835,3,"['automobile'; 'truck']",truck
4836,3,"['truck'; 'automobile']",truck
4837,8,"['truck'; 'cat']",truck
4838,5,"['airplane'; 'automobile']",airplane
4839,4,"['horse'; 'airplane']",airplane
4840,1,"['dog'; 'deer']",dog
4841,2,"['cat'; 'deer']",deer
4842,9,"['ship'; 'frog']",frog
4843,6,"['cat'; 'truck']",cat
4844,5,"['automobile'; 'airplane']",automobile
4845,9,"['ship'; 'frog']",frog
4846,4,"['horse'; 'airplane']",airplane
4847,3,"['truck'; 'automobile']",truck
4848,8,"['truck'; 'cat']",cat
