index,true_label,candidate_labels,complementary_label
4400,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
4401,4,"['flowers'; 'vehicles 1']",Vehicles
4402,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4403,11,"['insects'; 'people']",insects
4404,3,"['food containers'; 'trees']",trees
4405,3,"['trees'; 'food containers']",trees
4406,10,"['trees'; 'non-insect invertebrates']",trees
4407,12,"['large carnivores'; 'vehicles 1']",Vehicles
4408,4,"['vehicles 1'; 'flowers']",flowers
4409,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4410,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4411,1,"['insects'; 'large carnivores']",insects
4412,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
4413,5,"['fish'; 'non-insect invertebrates']",fish
4414,11,"['people'; 'insects']",insects
4415,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
4416,18,"['food containers'; 'medium-sized mammals']",food containers
4417,5,"['fish'; 'non-insect invertebrates']",fish
4418,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
4419,2,"['fruit and vegetables'; 'insects']",insects
4420,3,"['food containers'; 'trees']",trees
4421,17,"['food containers'; 'flowers']",flowers
4422,17,"['food containers'; 'flowers']",food containers
4423,9,"['household furniture'; 'trees']",household furniture
4424,9,"['household furniture'; 'trees']",household furniture
4425,3,"['food containers'; 'trees']",trees
4426,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4427,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4428,7,"['household furniture'; 'insects']",household furniture
4429,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
4430,17,"['food containers'; 'flowers']",food containers
4431,4,"['flowers'; 'vehicles 1']",Vehicles
4432,12,"['large carnivores'; 'vehicles 1']",Vehicles
4433,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
4434,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4435,0,"['aquatic mammals'; 'food containers']",food containers
4436,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4437,18,"['medium-sized mammals'; 'food containers']",food containers
4438,4,"['vehicles 1'; 'flowers']",flowers
4439,19,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
4440,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
4441,7,"['household furniture'; 'insects']",household furniture
4442,5,"['fish'; 'non-insect invertebrates']",fish
4443,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
4444,0,"['food containers'; 'aquatic mammals']",food containers
4445,4,"['vehicles 1'; 'flowers']",Vehicles
4446,12,"['vehicles 1'; 'large carnivores']",vehicles 1
4447,4,"['vehicles 1'; 'flowers']",vehicles 1
4448,18,"['medium-sized mammals'; 'food containers']",food containers
4449,0,"['food containers'; 'aquatic mammals']",aquatic mammals
4450,12,"['large carnivores'; 'vehicles 1']",vehicles 1
4451,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
4452,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4453,4,"['flowers'; 'vehicles 1']",Vehicles
4454,9,"['household furniture'; 'trees']",household furniture
4455,11,"['insects'; 'people']",insects
4456,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4457,5,"['fish'; 'non-insect invertebrates']",fish
4458,17,"['flowers'; 'food containers']",flowers
4459,7,"['household furniture'; 'insects']",household furniture
4460,0,"['food containers'; 'aquatic mammals']",food containers
4461,7,"['household furniture'; 'insects']",household furniture
4462,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
4463,7,"['household furniture'; 'insects']",household furniture
4464,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
4465,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4466,0,"['food containers'; 'aquatic mammals']",food containers
4467,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
4468,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4469,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4470,18,"['medium-sized mammals'; 'food containers']",food containers
4471,9,"['household furniture'; 'trees']",household furniture
4472,0,"['aquatic mammals'; 'food containers']",aquatic mammals
4473,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
4474,0,"['food containers'; 'aquatic mammals']",food containers
4475,10,"['non-insect invertebrates'; 'trees']",trees
4476,11,"['insects'; 'people']",insects
4477,3,"['trees'; 'food containers']",trees
4478,18,"['food containers'; 'medium-sized mammals']",food containers
4479,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
4480,4,"['vehicles 1'; 'flowers']",Vehicles
4481,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4482,6,"['flowers'; 'aquatic mammals']",flowers
4483,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
4484,4,"['flowers'; 'vehicles 1']",Vehicles
4485,0,"['food containers'; 'aquatic mammals']",food containers
4486,6,"['flowers'; 'aquatic mammals']",aquatic mammals
4487,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
4488,11,"['people'; 'insects']",insects
4489,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
4490,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4491,13,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
4492,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
4493,17,"['flowers'; 'food containers']",food containers
4494,5,"['fish'; 'non-insect invertebrates']",fish
4495,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4496,4,"['flowers'; 'vehicles 1']",flowers
4497,17,"['food containers'; 'flowers']",food containers
4498,7,"['household furniture'; 'insects']",household furniture
4499,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
4500,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
4501,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
4502,3,"['food containers'; 'trees']",trees
4503,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
4504,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4505,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4506,11,"['people'; 'insects']",insects
4507,4,"['flowers'; 'vehicles 1']",Vehicles
4508,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
4509,18,"['medium-sized mammals'; 'food containers']",food containers
4510,2,"['insects'; 'fruit and vegetables']",insects
4511,3,"['trees'; 'food containers']",trees
4512,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4513,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4514,11,"['people'; 'insects']",insects
4515,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4516,1,"['large carnivores'; 'insects']",insects
4517,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4518,4,"['flowers'; 'vehicles 1']",flowers
4519,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4520,1,"['insects'; 'large carnivores']",insects
4521,4,"['flowers'; 'vehicles 1']",Vehicles
4522,5,"['fish'; 'non-insect invertebrates']",fish
4523,17,"['food containers'; 'flowers']",flowers
4524,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4525,9,"['trees'; 'household furniture']",household furniture
4526,4,"['vehicles 1'; 'flowers']",flowers
4527,11,"['people'; 'insects']",people
4528,2,"['fruit and vegetables'; 'insects']",insects
4529,17,"['food containers'; 'flowers']",food containers
4530,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4531,12,"['vehicles 1'; 'large carnivores']",Vehicles
4532,0,"['aquatic mammals'; 'food containers']",aquatic mammals
4533,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4534,11,"['people'; 'insects']",insects
4535,12,"['vehicles 1'; 'large carnivores']",Vehicles
4536,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4537,3,"['food containers'; 'trees']",trees
4538,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4539,4,"['flowers'; 'vehicles 1']",Vehicles
4540,1,"['large carnivores'; 'insects']",insects
4541,1,"['large carnivores'; 'insects']",insects
4542,3,"['trees'; 'food containers']",trees
4543,12,"['large carnivores'; 'vehicles 1']",vehicles 1
4544,0,"['food containers'; 'aquatic mammals']",food containers
4545,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
4546,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4547,2,"['insects'; 'fruit and vegetables']",insects
4548,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
4549,11,"['insects'; 'people']",insects
4550,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4551,3,"['trees'; 'food containers']",trees
4552,17,"['flowers'; 'food containers']",flowers
4553,6,"['flowers'; 'aquatic mammals']",aquatic mammals
4554,17,"['food containers'; 'flowers']",flowers
4555,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4556,12,"['large carnivores'; 'vehicles 1']",Vehicles
4557,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4558,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4559,3,"['trees'; 'food containers']",trees
4560,17,"['flowers'; 'food containers']",food containers
4561,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4562,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
4563,3,"['food containers'; 'trees']",trees
4564,10,"['trees'; 'non-insect invertebrates']",trees
4565,6,"['flowers'; 'aquatic mammals']",aquatic mammals
4566,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
4567,3,"['trees'; 'food containers']",food containers
4568,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
4569,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
4570,6,"['flowers'; 'aquatic mammals']",flowers
4571,1,"['large carnivores'; 'insects']",insects
4572,7,"['insects'; 'household furniture']",household furniture
4573,4,"['vehicles 1'; 'flowers']",Vehicles
4574,2,"['fruit and vegetables'; 'insects']",insects
4575,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
4576,13,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
4577,12,"['vehicles 1'; 'large carnivores']",Vehicles
4578,12,"['large carnivores'; 'vehicles 1']",Vehicles
4579,4,"['flowers'; 'vehicles 1']",Vehicles
4580,17,"['flowers'; 'food containers']",food containers
4581,18,"['medium-sized mammals'; 'food containers']",food containers
4582,0,"['aquatic mammals'; 'food containers']",aquatic mammals
4583,11,"['insects'; 'people']",insects
4584,5,"['fish'; 'non-insect invertebrates']",fish
4585,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4586,6,"['flowers'; 'aquatic mammals']",aquatic mammals
4587,11,"['people'; 'insects']",insects
4588,0,"['food containers'; 'aquatic mammals']",food containers
4589,0,"['aquatic mammals'; 'food containers']",food containers
4590,9,"['trees'; 'household furniture']",household furniture
4591,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4592,11,"['insects'; 'people']",insects
4593,2,"['insects'; 'fruit and vegetables']",insects
4594,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4595,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4596,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
4597,9,"['trees'; 'household furniture']",trees
4598,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
4599,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
4600,18,"['medium-sized mammals'; 'food containers']",food containers
4601,5,"['fish'; 'non-insect invertebrates']",fish
4602,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
4603,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4604,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
4605,7,"['household furniture'; 'insects']",household furniture
4606,10,"['non-insect invertebrates'; 'trees']",trees
4607,9,"['trees'; 'household furniture']",trees
4608,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
4609,1,"['insects'; 'large carnivores']",insects
4610,11,"['people'; 'insects']",insects
4611,9,"['trees'; 'household furniture']",household furniture
4612,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
4613,0,"['food containers'; 'aquatic mammals']",food containers
4614,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4615,5,"['fish'; 'non-insect invertebrates']",fish
4616,9,"['household furniture'; 'trees']",household furniture
4617,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
4618,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4619,3,"['trees'; 'food containers']",trees
4620,3,"['food containers'; 'trees']",trees
4621,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4622,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
4623,6,"['flowers'; 'aquatic mammals']",flowers
4624,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4625,4,"['flowers'; 'vehicles 1']",Vehicles
4626,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
4627,4,"['vehicles 1'; 'flowers']",Vehicles
4628,3,"['food containers'; 'trees']",trees
4629,9,"['household furniture'; 'trees']",trees
4630,11,"['people'; 'insects']",insects
4631,12,"['vehicles 1'; 'large carnivores']",Vehicles
4632,17,"['flowers'; 'food containers']",food containers
4633,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4634,2,"['fruit and vegetables'; 'insects']",insects
4635,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4636,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4637,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
4638,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4639,11,"['people'; 'insects']",insects
4640,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
4641,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4642,3,"['trees'; 'food containers']",trees
4643,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4644,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4645,17,"['food containers'; 'flowers']",food containers
4646,7,"['household furniture'; 'insects']",household furniture
4647,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4648,6,"['flowers'; 'aquatic mammals']",flowers
4649,17,"['food containers'; 'flowers']",food containers
4650,4,"['vehicles 1'; 'flowers']",vehicles 1
4651,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4652,4,"['vehicles 1'; 'flowers']",Vehicles
4653,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4654,18,"['food containers'; 'medium-sized mammals']",food containers
4655,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4656,17,"['flowers'; 'food containers']",food containers
4657,17,"['flowers'; 'food containers']",flowers
4658,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
4659,3,"['food containers'; 'trees']",trees
4660,1,"['large carnivores'; 'insects']",insects
4661,17,"['food containers'; 'flowers']",flowers
4662,6,"['flowers'; 'aquatic mammals']",aquatic mammals
4663,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4664,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
4665,12,"['large carnivores'; 'vehicles 1']",vehicles 1
4666,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4667,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4668,7,"['insects'; 'household furniture']",Furniture
4669,0,"['food containers'; 'aquatic mammals']",food containers
4670,11,"['insects'; 'people']",insects
4671,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
4672,0,"['aquatic mammals'; 'food containers']",aquatic mammals
4673,3,"['food containers'; 'trees']",trees
4674,6,"['aquatic mammals'; 'flowers']",flowers
4675,18,"['food containers'; 'medium-sized mammals']",food containers
4676,4,"['vehicles 1'; 'flowers']",flowers
4677,1,"['large carnivores'; 'insects']",insects
4678,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
4679,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4680,1,"['insects'; 'large carnivores']",insects
4681,12,"['vehicles 1'; 'large carnivores']",Vehicles
4682,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
4683,12,"['vehicles 1'; 'large carnivores']",vehicles 1
4684,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4685,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
4686,11,"['insects'; 'people']",insects
4687,3,"['food containers'; 'trees']",trees
4688,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4689,10,"['trees'; 'non-insect invertebrates']",trees
4690,18,"['medium-sized mammals'; 'food containers']",food containers
4691,4,"['flowers'; 'vehicles 1']",Vehicles
4692,0,"['food containers'; 'aquatic mammals']",food containers
4693,18,"['food containers'; 'medium-sized mammals']",food containers
4694,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4695,10,"['trees'; 'non-insect invertebrates']",trees
4696,11,"['people'; 'insects']",insects
4697,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4698,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
4699,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4700,17,"['flowers'; 'food containers']",flowers
4701,9,"['trees'; 'household furniture']",trees
4702,4,"['flowers'; 'vehicles 1']",flowers
4703,12,"['large carnivores'; 'vehicles 1']",Vehicles
4704,0,"['food containers'; 'aquatic mammals']",aquatic mammals
4705,4,"['vehicles 1'; 'flowers']",Vehicles
4706,12,"['vehicles 1'; 'large carnivores']",Vehicles
4707,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4708,17,"['flowers'; 'food containers']",food containers
4709,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
4710,11,"['insects'; 'people']",insects
4711,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4712,10,"['non-insect invertebrates'; 'trees']",trees
4713,0,"['aquatic mammals'; 'food containers']",aquatic mammals
4714,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
4715,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
4716,0,"['food containers'; 'aquatic mammals']",food containers
4717,5,"['fish'; 'non-insect invertebrates']",fish
4718,4,"['vehicles 1'; 'flowers']",vehicles 1
4719,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4720,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4721,10,"['non-insect invertebrates'; 'trees']",trees
4722,6,"['flowers'; 'aquatic mammals']",aquatic mammals
4723,17,"['flowers'; 'food containers']",flowers
4724,9,"['trees'; 'household furniture']",trees
4725,18,"['medium-sized mammals'; 'food containers']",food containers
4726,4,"['vehicles 1'; 'flowers']",flowers
4727,4,"['vehicles 1'; 'flowers']",Vehicles
4728,0,"['aquatic mammals'; 'food containers']",food containers
4729,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4730,4,"['vehicles 1'; 'flowers']",flowers
4731,6,"['flowers'; 'aquatic mammals']",flowers
4732,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
4733,0,"['aquatic mammals'; 'food containers']",food containers
4734,6,"['flowers'; 'aquatic mammals']",aquatic mammals
4735,12,"['large carnivores'; 'vehicles 1']",Vehicles
4736,0,"['aquatic mammals'; 'food containers']",food containers
4737,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
4738,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4739,7,"['household furniture'; 'insects']",household furniture
4740,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
4741,9,"['household furniture'; 'trees']",household furniture
4742,17,"['flowers'; 'food containers']",flowers
4743,9,"['trees'; 'household furniture']",trees
4744,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4745,12,"['large carnivores'; 'vehicles 1']",vehicles 1
4746,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
4747,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4748,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4749,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
4750,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4751,5,"['fish'; 'non-insect invertebrates']",fish
4752,1,"['insects'; 'large carnivores']",insects
4753,1,"['insects'; 'large carnivores']",insects
4754,10,"['trees'; 'non-insect invertebrates']",trees
4755,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4756,17,"['food containers'; 'flowers']",food containers
4757,4,"['flowers'; 'vehicles 1']",Vehicles
4758,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4759,7,"['household furniture'; 'insects']",household furniture
4760,18,"['food containers'; 'medium-sized mammals']",food containers
4761,0,"['food containers'; 'aquatic mammals']",food containers
4762,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
4763,4,"['flowers'; 'vehicles 1']",Vehicles
4764,7,"['insects'; 'household furniture']",household furniture
4765,11,"['people'; 'insects']",insects
4766,0,"['aquatic mammals'; 'food containers']",food containers
4767,4,"['flowers'; 'vehicles 1']",Vehicles
4768,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4769,12,"['large carnivores'; 'vehicles 1']",vehicles 1
4770,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4771,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4772,19,"['large omnivores and herbivores'; 'vehicles 2']",vehicles 2
4773,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4774,6,"['flowers'; 'aquatic mammals']",aquatic mammals
4775,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
4776,3,"['trees'; 'food containers']",trees
4777,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
4778,4,"['flowers'; 'vehicles 1']",Vehicles
4779,18,"['medium-sized mammals'; 'food containers']",food containers
4780,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
4781,9,"['trees'; 'household furniture']",trees
4782,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4783,3,"['food containers'; 'trees']",trees
4784,2,"['insects'; 'fruit and vegetables']",insects
4785,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4786,7,"['insects'; 'household furniture']",household furniture
4787,17,"['flowers'; 'food containers']",flowers
4788,17,"['flowers'; 'food containers']",flowers
4789,6,"['aquatic mammals'; 'flowers']",flowers
4790,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
4791,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
4792,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4793,9,"['trees'; 'household furniture']",household furniture
4794,1,"['large carnivores'; 'insects']",insects
4795,3,"['trees'; 'food containers']",trees
4796,17,"['flowers'; 'food containers']",flowers
4797,3,"['food containers'; 'trees']",trees
4798,7,"['insects'; 'household furniture']",household furniture
4799,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
4800,5,"['fish'; 'non-insect invertebrates']",fish
4801,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4802,4,"['vehicles 1'; 'flowers']",Vehicles
4803,18,"['food containers'; 'medium-sized mammals']",food containers
4804,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4805,1,"['large carnivores'; 'insects']",insects
4806,5,"['fish'; 'non-insect invertebrates']",fish
4807,5,"['fish'; 'non-insect invertebrates']",fish
4808,2,"['insects'; 'fruit and vegetables']",insects
4809,3,"['food containers'; 'trees']",food containers
4810,11,"['insects'; 'people']",insects
4811,1,"['large carnivores'; 'insects']",insects
4812,12,"['large carnivores'; 'vehicles 1']",Vehicles
4813,0,"['food containers'; 'aquatic mammals']",food containers
4814,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
4815,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4816,3,"['food containers'; 'trees']",trees
4817,4,"['vehicles 1'; 'flowers']",flowers
4818,3,"['trees'; 'food containers']",trees
4819,12,"['vehicles 1'; 'large carnivores']",Vehicles
4820,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4821,3,"['food containers'; 'trees']",trees
4822,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4823,7,"['insects'; 'household furniture']",household furniture
4824,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4825,11,"['people'; 'insects']",insects
4826,7,"['insects'; 'household furniture']",household furniture
4827,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4828,4,"['flowers'; 'vehicles 1']",Vehicles
4829,0,"['aquatic mammals'; 'food containers']",food containers
4830,4,"['vehicles 1'; 'flowers']",Vehicles
4831,6,"['flowers'; 'aquatic mammals']",flowers
4832,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
4833,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4834,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4835,4,"['vehicles 1'; 'flowers']",Vehicles
4836,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4837,11,"['insects'; 'people']",insects
4838,18,"['medium-sized mammals'; 'food containers']",food containers
4839,4,"['flowers'; 'vehicles 1']",flowers
4840,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
4841,1,"['insects'; 'large carnivores']",insects
4842,3,"['food containers'; 'trees']",trees
4843,18,"['food containers'; 'medium-sized mammals']",food containers
4844,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4845,17,"['food containers'; 'flowers']",food containers
4846,0,"['food containers'; 'aquatic mammals']",food containers
4847,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4848,12,"['vehicles 1'; 'large carnivores']",Vehicles
4849,4,"['vehicles 1'; 'flowers']",flowers
4850,3,"['food containers'; 'trees']",trees
4851,0,"['food containers'; 'aquatic mammals']",food containers
4852,4,"['vehicles 1'; 'flowers']",flowers
4853,7,"['household furniture'; 'insects']",household furniture
4854,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4855,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4856,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4857,17,"['flowers'; 'food containers']",flowers
4858,11,"['insects'; 'people']",insects
4859,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
4860,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4861,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4862,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4863,1,"['insects'; 'large carnivores']",insects
4864,7,"['household furniture'; 'insects']",household furniture
4865,0,"['aquatic mammals'; 'food containers']",aquatic mammals
4866,12,"['vehicles 1'; 'large carnivores']",vehicles 1
4867,4,"['flowers'; 'vehicles 1']",Vehicles
4868,17,"['food containers'; 'flowers']",food containers
4869,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
4870,17,"['flowers'; 'food containers']",flowers
4871,7,"['household furniture'; 'insects']",household furniture
4872,9,"['trees'; 'household furniture']",trees
4873,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
4874,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
4875,12,"['vehicles 1'; 'large carnivores']",Vehicles
4876,11,"['people'; 'insects']",insects
4877,2,"['insects'; 'fruit and vegetables']",insects
4878,0,"['aquatic mammals'; 'food containers']",aquatic mammals
4879,4,"['flowers'; 'vehicles 1']",Vehicles
4880,18,"['medium-sized mammals'; 'food containers']",food containers
4881,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
4882,4,"['vehicles 1'; 'flowers']",vehicles 1
4883,0,"['aquatic mammals'; 'food containers']",food containers
4884,7,"['household furniture'; 'insects']",household furniture
4885,16,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
