index,true_label,candidate_labels,complementary_label
12710,5,"['aquatic mammals'; 'fish']",fish
12711,17,"['food containers'; 'medium-sized mammals']",food containers
12712,9,"['household furniture'; 'vehicles 1']",vehicles 1
12713,10,"['people'; 'insects']",people
12714,19,"['large carnivores'; 'fish']",fish
12715,0,"['fish'; 'fruit and vegetables']",fish
12716,4,"['people'; 'flowers']",flowers
12717,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
12718,19,"['fish'; 'large carnivores']",large carnivores
12719,6,"['insects'; 'flowers']",flowers
12720,5,"['aquatic mammals'; 'fish']",fish
12721,17,"['medium-sized mammals'; 'food containers']",food containers
12722,10,"['insects'; 'people']",people
12723,0,"['fruit and vegetables'; 'fish']",fish
12724,16,"['food containers'; 'flowers']",flowers
12725,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
12726,5,"['aquatic mammals'; 'fish']",aquatic mammals
12727,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
12728,4,"['flowers'; 'people']",flowers
12729,17,"['food containers'; 'medium-sized mammals']",food containers
12730,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
12731,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
12732,16,"['food containers'; 'flowers']",flowers
12733,17,"['medium-sized mammals'; 'food containers']",food containers
12734,6,"['insects'; 'flowers']",flowers
12735,2,"['household electrical devices'; 'large carnivores']",household electrical devices
12736,16,"['food containers'; 'flowers']",flowers
12737,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
12738,4,"['people'; 'flowers']",flowers
12739,4,"['people'; 'flowers']",flowers
12740,10,"['insects'; 'people']",people
12741,16,"['flowers'; 'food containers']",flowers
12742,5,"['aquatic mammals'; 'fish']",fish
12743,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
12744,0,"['fish'; 'fruit and vegetables']",fish
12745,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
12746,19,"['fish'; 'large carnivores']",large carnivores
12747,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
12748,19,"['fish'; 'large carnivores']",large carnivores
12749,13,"['people'; 'large natural outdoor scenes']",people
12750,15,"['household furniture'; 'large natural outdoor scenes']",household furniture
12751,19,"['fish'; 'large carnivores']",large carnivores
12752,7,"['large carnivores'; 'trees']",trees
12753,19,"['fish'; 'large carnivores']",fish
12754,10,"['insects'; 'people']",people
12755,5,"['aquatic mammals'; 'fish']",fish
12756,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
12757,4,"['people'; 'flowers']",flowers
12758,17,"['medium-sized mammals'; 'food containers']",food containers
12759,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
12760,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
12761,9,"['household furniture'; 'vehicles 1']",Vehicles
12762,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
12763,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
12764,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
12765,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
12766,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
12767,18,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
12768,0,"['fruit and vegetables'; 'fish']",fish
12769,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
12770,7,"['trees'; 'large carnivores']",trees
12771,17,"['medium-sized mammals'; 'food containers']",food containers
12772,10,"['people'; 'insects']",insects
12773,7,"['large carnivores'; 'trees']",trees
12774,5,"['fish'; 'aquatic mammals']",aquatic mammals
12775,4,"['people'; 'flowers']",flowers
12776,15,"['large natural outdoor scenes'; 'household furniture']",household furniture
12777,9,"['household furniture'; 'vehicles 1']",Vehicles
12778,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
12779,9,"['household furniture'; 'vehicles 1']",household furniture
12780,7,"['large carnivores'; 'trees']",large carnivores
12781,19,"['fish'; 'large carnivores']",fish
12782,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
12783,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
12784,11,"['reptiles'; 'large carnivores']",large carnivores
12785,6,"['flowers'; 'insects']",flowers
12786,5,"['fish'; 'aquatic mammals']",aquatic mammals
12787,9,"['vehicles 1'; 'household furniture']",household furniture
12788,6,"['flowers'; 'insects']",flowers
12789,17,"['medium-sized mammals'; 'food containers']",food containers
12790,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
12791,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
12792,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
12793,14,"['fruit and vegetables'; 'large carnivores']",large carnivores
12794,10,"['insects'; 'people']",people
12795,5,"['fish'; 'aquatic mammals']",aquatic mammals
12796,1,"['large man-made outdoor things'; 'large carnivores']",large carnivores
12797,0,"['fruit and vegetables'; 'fish']",fish
12798,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
12799,9,"['household furniture'; 'vehicles 1']",vehicles 1
12800,11,"['reptiles'; 'large carnivores']",large carnivores
12801,2,"['household electrical devices'; 'large carnivores']",household electrical devices
12802,0,"['fruit and vegetables'; 'fish']",fish
12803,6,"['insects'; 'flowers']",flowers
12804,1,"['large man-made outdoor things'; 'large carnivores']",large carnivores
12805,17,"['medium-sized mammals'; 'food containers']",food containers
12806,16,"['flowers'; 'food containers']",flowers
12807,11,"['reptiles'; 'large carnivores']",large carnivores
12808,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
12809,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
12810,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
12811,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
12812,11,"['reptiles'; 'large carnivores']",reptiles
12813,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
12814,6,"['insects'; 'flowers']",flowers
12815,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
12816,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
12817,6,"['flowers'; 'insects']",flowers
12818,5,"['fish'; 'aquatic mammals']",aquatic mammals
12819,17,"['medium-sized mammals'; 'food containers']",food containers
12820,6,"['flowers'; 'insects']",flowers
12821,9,"['household furniture'; 'vehicles 1']",household furniture
12822,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
12823,16,"['food containers'; 'flowers']",flowers
12824,17,"['medium-sized mammals'; 'food containers']",food containers
12825,7,"['large carnivores'; 'trees']",trees
12826,9,"['vehicles 1'; 'household furniture']",vehicles 1
12827,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
12828,9,"['household furniture'; 'vehicles 1']",household furniture
12829,19,"['fish'; 'large carnivores']",large carnivores
12830,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
12831,6,"['insects'; 'flowers']",flowers
12832,17,"['food containers'; 'medium-sized mammals']",food containers
12833,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
12834,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
12835,16,"['flowers'; 'food containers']",flowers
12836,19,"['fish'; 'large carnivores']",fish
12837,10,"['people'; 'insects']",insects
12838,10,"['insects'; 'people']",insects
12839,2,"['household electrical devices'; 'large carnivores']",household electrical devices
12840,11,"['reptiles'; 'large carnivores']",large carnivores
12841,16,"['flowers'; 'food containers']",flowers
12842,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
12843,19,"['large carnivores'; 'fish']",fish
12844,19,"['fish'; 'large carnivores']",large carnivores
12845,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
12846,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
12847,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
12848,11,"['reptiles'; 'large carnivores']",large carnivores
12849,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
12850,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
12851,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
12852,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
12853,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
12854,4,"['flowers'; 'people']",flowers
12855,2,"['large carnivores'; 'household electrical devices']",household electrical devices
12856,10,"['people'; 'insects']",people
12857,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
12858,16,"['flowers'; 'food containers']",food containers
12859,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
12860,10,"['insects'; 'people']",people
12861,19,"['fish'; 'large carnivores']",fish
12862,6,"['flowers'; 'insects']",flowers
12863,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
12864,19,"['fish'; 'large carnivores']",large carnivores
12865,19,"['large carnivores'; 'fish']",fish
12866,2,"['large carnivores'; 'household electrical devices']",household electrical devices
12867,16,"['flowers'; 'food containers']",food containers
12868,10,"['people'; 'insects']",people
12869,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
12870,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
12871,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
12872,5,"['aquatic mammals'; 'fish']",aquatic mammals
12873,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
12874,5,"['fish'; 'aquatic mammals']",aquatic mammals
12875,2,"['large carnivores'; 'household electrical devices']",household electrical devices
12876,11,"['reptiles'; 'large carnivores']",large carnivores
12877,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
12878,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
12879,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
12880,5,"['fish'; 'aquatic mammals']",aquatic mammals
12881,3,"['fruit and vegetables'; 'vehicles 1']",vehicles 1
12882,2,"['large carnivores'; 'household electrical devices']",household electrical devices
12883,2,"['household electrical devices'; 'large carnivores']",household electrical devices
12884,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
12885,7,"['large carnivores'; 'trees']",trees
12886,7,"['trees'; 'large carnivores']",trees
12887,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
12888,2,"['household electrical devices'; 'large carnivores']",household electrical devices
12889,9,"['household furniture'; 'vehicles 1']",household furniture
12890,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
12891,4,"['people'; 'flowers']",flowers
12892,7,"['trees'; 'large carnivores']",trees
12893,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
12894,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
12895,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
12896,2,"['large carnivores'; 'household electrical devices']",household electrical devices
12897,0,"['fruit and vegetables'; 'fish']",fish
12898,10,"['people'; 'insects']",people
12899,7,"['trees'; 'large carnivores']",trees
12900,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
12901,16,"['flowers'; 'food containers']",flowers
12902,10,"['people'; 'insects']",people
12903,6,"['flowers'; 'insects']",flowers
12904,6,"['insects'; 'flowers']",flowers
12905,16,"['food containers'; 'flowers']",flowers
12906,16,"['food containers'; 'flowers']",flowers
12907,17,"['medium-sized mammals'; 'food containers']",food containers
12908,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
12909,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
12910,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
12911,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
12912,1,"['large man-made outdoor things'; 'large carnivores']",large man-made outdoor things
12913,17,"['food containers'; 'medium-sized mammals']",food containers
12914,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
12915,13,"['large natural outdoor scenes'; 'people']",people
12916,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
12917,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
12918,13,"['people'; 'large natural outdoor scenes']",people
12919,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
12920,9,"['household furniture'; 'vehicles 1']",Vehicles
12921,17,"['food containers'; 'medium-sized mammals']",food containers
12922,6,"['insects'; 'flowers']",flowers
12923,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
12924,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
12925,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
12926,2,"['household electrical devices'; 'large carnivores']",household electrical devices
12927,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
12928,0,"['fish'; 'fruit and vegetables']",fruit and vegetables
12929,0,"['fish'; 'fruit and vegetables']",fish
12930,7,"['large carnivores'; 'trees']",large carnivores
12931,5,"['aquatic mammals'; 'fish']",fish
12932,4,"['people'; 'flowers']",flowers
12933,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
12934,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
12935,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
12936,2,"['household electrical devices'; 'large carnivores']",household electrical devices
12937,18,"['vehicles 2'; 'large omnivores and herbivores']",vehicles 2
12938,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
12939,2,"['large carnivores'; 'household electrical devices']",household electrical devices
12940,10,"['insects'; 'people']",people
12941,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
12942,6,"['flowers'; 'insects']",flowers
12943,16,"['food containers'; 'flowers']",flowers
12944,11,"['reptiles'; 'large carnivores']",reptiles
12945,19,"['fish'; 'large carnivores']",fish
12946,4,"['people'; 'flowers']",flowers
12947,0,"['fruit and vegetables'; 'fish']",fish
12948,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
12949,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
12950,2,"['large carnivores'; 'household electrical devices']",household electrical devices
12951,2,"['large carnivores'; 'household electrical devices']",household electrical devices
12952,9,"['household furniture'; 'vehicles 1']",household furniture
12953,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
12954,19,"['fish'; 'large carnivores']",fish
12955,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
12956,14,"['large carnivores'; 'fruit and vegetables']",large carnivores
12957,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
12958,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
12959,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
12960,10,"['people'; 'insects']",people
12961,4,"['flowers'; 'people']",flowers
12962,11,"['reptiles'; 'large carnivores']",large carnivores
12963,0,"['fruit and vegetables'; 'fish']",fish
12964,18,"['vehicles 2'; 'large omnivores and herbivores']",vehicles 2
12965,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
12966,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
12967,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
12968,7,"['trees'; 'large carnivores']",trees
12969,16,"['food containers'; 'flowers']",flowers
12970,4,"['people'; 'flowers']",flowers
12971,17,"['food containers'; 'medium-sized mammals']",food containers
12972,17,"['medium-sized mammals'; 'food containers']",food containers
12973,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
12974,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
12975,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
12976,19,"['large carnivores'; 'fish']",fish
12977,16,"['flowers'; 'food containers']",flowers
12978,2,"['large carnivores'; 'household electrical devices']",household electrical devices
12979,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
12980,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
12981,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
12982,7,"['large carnivores'; 'trees']",trees
12983,2,"['large carnivores'; 'household electrical devices']",household electrical devices
12984,10,"['insects'; 'people']",people
12985,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
12986,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
12987,16,"['food containers'; 'flowers']",flowers
12988,7,"['large carnivores'; 'trees']",large carnivores
12989,11,"['large carnivores'; 'reptiles']",large carnivores
12990,19,"['fish'; 'large carnivores']",large carnivores
12991,4,"['people'; 'flowers']",flowers
12992,11,"['reptiles'; 'large carnivores']",large carnivores
12993,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
12994,5,"['aquatic mammals'; 'fish']",fish
12995,1,"['large carnivores'; 'large man-made outdoor things']",large man-made outdoor things
12996,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
12997,6,"['flowers'; 'insects']",flowers
12998,11,"['large carnivores'; 'reptiles']",large carnivores
12999,10,"['insects'; 'people']",people
13000,9,"['vehicles 1'; 'household furniture']",household furniture
13001,9,"['vehicles 1'; 'household furniture']",household furniture
13002,11,"['large carnivores'; 'reptiles']",large carnivores
13003,9,"['vehicles 1'; 'household furniture']",household furniture
13004,17,"['food containers'; 'medium-sized mammals']",food containers
13005,17,"['medium-sized mammals'; 'food containers']",food containers
13006,11,"['reptiles'; 'large carnivores']",large carnivores
13007,2,"['household electrical devices'; 'large carnivores']",household electrical devices
13008,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
13009,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
13010,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
13011,16,"['flowers'; 'food containers']",food containers
13012,4,"['flowers'; 'people']",flowers
13013,16,"['food containers'; 'flowers']",flowers
13014,19,"['large carnivores'; 'fish']",fish
13015,19,"['large carnivores'; 'fish']",fish
13016,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
13017,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
13018,9,"['household furniture'; 'vehicles 1']",Vehicles
13019,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
13020,14,"['fruit and vegetables'; 'large carnivores']",large carnivores
13021,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
13022,16,"['food containers'; 'flowers']",flowers
13023,4,"['flowers'; 'people']",flowers
13024,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
13025,17,"['medium-sized mammals'; 'food containers']",food containers
13026,19,"['fish'; 'large carnivores']",large carnivores
13027,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
13028,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
13029,0,"['fish'; 'fruit and vegetables']",fruit and vegetables
13030,7,"['large carnivores'; 'trees']",trees
13031,10,"['insects'; 'people']",people
13032,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
13033,9,"['vehicles 1'; 'household furniture']",household furniture
13034,0,"['fruit and vegetables'; 'fish']",fish
13035,2,"['large carnivores'; 'household electrical devices']",household electrical devices
13036,11,"['large carnivores'; 'reptiles']",reptiles
13037,7,"['large carnivores'; 'trees']",trees
13038,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
13039,10,"['people'; 'insects']",insects
13040,6,"['flowers'; 'insects']",flowers
13041,13,"['large natural outdoor scenes'; 'people']",people
13042,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
13043,2,"['large carnivores'; 'household electrical devices']",household electrical devices
13044,9,"['household furniture'; 'vehicles 1']",Vehicles
13045,17,"['food containers'; 'medium-sized mammals']",food containers
13046,6,"['insects'; 'flowers']",flowers
13047,11,"['large carnivores'; 'reptiles']",large carnivores
13048,11,"['reptiles'; 'large carnivores']",reptiles
13049,0,"['fish'; 'fruit and vegetables']",fish
13050,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
13051,5,"['aquatic mammals'; 'fish']",aquatic mammals
13052,18,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
13053,5,"['aquatic mammals'; 'fish']",fish
13054,19,"['fish'; 'large carnivores']",large carnivores
13055,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
13056,5,"['aquatic mammals'; 'fish']",fish
13057,17,"['food containers'; 'medium-sized mammals']",food containers
13058,16,"['food containers'; 'flowers']",flowers
13059,9,"['household furniture'; 'vehicles 1']",household furniture
13060,19,"['large carnivores'; 'fish']",fish
13061,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
13062,10,"['insects'; 'people']",people
13063,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
13064,1,"['large man-made outdoor things'; 'large carnivores']",large carnivores
13065,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
13066,2,"['large carnivores'; 'household electrical devices']",household electrical devices
13067,10,"['people'; 'insects']",insects
13068,4,"['people'; 'flowers']",flowers
13069,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
13070,2,"['household electrical devices'; 'large carnivores']",household electrical devices
13071,2,"['household electrical devices'; 'large carnivores']",household electrical devices
13072,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
13073,1,"['large man-made outdoor things'; 'large carnivores']",large carnivores
13074,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
13075,19,"['fish'; 'large carnivores']",fish
13076,1,"['large man-made outdoor things'; 'large carnivores']",large carnivores
13077,5,"['aquatic mammals'; 'fish']",fish
13078,10,"['people'; 'insects']",people
13079,6,"['flowers'; 'insects']",flowers
13080,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
13081,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
13082,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
13083,16,"['food containers'; 'flowers']",flowers
13084,5,"['fish'; 'aquatic mammals']",aquatic mammals
13085,4,"['people'; 'flowers']",flowers
13086,2,"['large carnivores'; 'household electrical devices']",household electrical devices
13087,9,"['vehicles 1'; 'household furniture']",household furniture
13088,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
13089,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
13090,1,"['large carnivores'; 'large man-made outdoor things']",large carnivores
13091,19,"['fish'; 'large carnivores']",fish
13092,11,"['reptiles'; 'large carnivores']",large carnivores
13093,17,"['food containers'; 'medium-sized mammals']",food containers
13094,6,"['insects'; 'flowers']",flowers
13095,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
13096,11,"['reptiles'; 'large carnivores']",large carnivores
13097,7,"['trees'; 'large carnivores']",trees
13098,0,"['fruit and vegetables'; 'fish']",fish
13099,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
13100,7,"['large carnivores'; 'trees']",trees
13101,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
13102,0,"['fish'; 'fruit and vegetables']",fruit and vegetables
13103,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
13104,15,"['household furniture'; 'large natural outdoor scenes']",large natural outdoor scenes
13105,17,"['medium-sized mammals'; 'food containers']",food containers
13106,10,"['people'; 'insects']",insects
13107,14,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
13108,19,"['fish'; 'large carnivores']",fish
13109,19,"['fish'; 'large carnivores']",large carnivores
13110,3,"['fruit and vegetables'; 'vehicles 1']",fruit and vegetables
13111,15,"['household furniture'; 'large natural outdoor scenes']",household furniture
13112,4,"['flowers'; 'people']",flowers
13113,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
13114,11,"['reptiles'; 'large carnivores']",large carnivores
13115,13,"['people'; 'large natural outdoor scenes']",people
13116,11,"['reptiles'; 'large carnivores']",reptiles
13117,6,"['flowers'; 'insects']",flowers
13118,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
13119,4,"['flowers'; 'people']",flowers
13120,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
13121,5,"['aquatic mammals'; 'fish']",fish
13122,15,"['large natural outdoor scenes'; 'household furniture']",household furniture
13123,12,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
13124,13,"['people'; 'large natural outdoor scenes']",large natural outdoor scenes
13125,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
13126,15,"['large natural outdoor scenes'; 'household furniture']",large natural outdoor scenes
13127,6,"['flowers'; 'insects']",flowers
13128,6,"['insects'; 'flowers']",flowers
13129,17,"['medium-sized mammals'; 'food containers']",food containers
13130,12,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
13131,0,"['fruit and vegetables'; 'fish']",fish
13132,9,"['vehicles 1'; 'household furniture']",vehicles 1
13133,14,"['fruit and vegetables'; 'large carnivores']",large carnivores
13134,5,"['aquatic mammals'; 'fish']",fish
13135,10,"['people'; 'insects']",people
13136,9,"['household furniture'; 'vehicles 1']",household furniture
13137,0,"['fish'; 'fruit and vegetables']",fish
13138,6,"['flowers'; 'insects']",flowers
13139,4,"['people'; 'flowers']",flowers
13140,2,"['large carnivores'; 'household electrical devices']",household electrical devices
13141,17,"['medium-sized mammals'; 'food containers']",food containers
13142,7,"['large carnivores'; 'trees']",trees
13143,15,"['household furniture'; 'large natural outdoor scenes']",household furniture
13144,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
13145,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
13146,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
13147,15,"['large natural outdoor scenes'; 'household furniture']",household furniture
13148,7,"['large carnivores'; 'trees']",trees
13149,1,"['large man-made outdoor things'; 'large carnivores']",large carnivores
13150,5,"['aquatic mammals'; 'fish']",aquatic mammals
13151,11,"['reptiles'; 'large carnivores']",large carnivores
13152,16,"['food containers'; 'flowers']",flowers
13153,16,"['flowers'; 'food containers']",food containers
13154,9,"['household furniture'; 'vehicles 1']",Vehicles
13155,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
13156,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
13157,0,"['fish'; 'fruit and vegetables']",fruit and vegetables
13158,19,"['fish'; 'large carnivores']",large carnivores
13159,19,"['large carnivores'; 'fish']",fish
13160,2,"['large carnivores'; 'household electrical devices']",household electrical devices
13161,13,"['large natural outdoor scenes'; 'people']",large natural outdoor scenes
13162,7,"['trees'; 'large carnivores']",trees
13163,0,"['fish'; 'fruit and vegetables']",fruit and vegetables
13164,9,"['household furniture'; 'vehicles 1']",household furniture
13165,15,"['large natural outdoor scenes'; 'household furniture']",household furniture
13166,7,"['trees'; 'large carnivores']",trees
13167,19,"['large carnivores'; 'fish']",fish
13168,16,"['flowers'; 'food containers']",flowers
13169,9,"['household furniture'; 'vehicles 1']",Vehicles
13170,0,"['fish'; 'fruit and vegetables']",fish
13171,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
13172,7,"['trees'; 'large carnivores']",trees
13173,14,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
13174,16,"['flowers'; 'food containers']",food containers
13175,6,"['insects'; 'flowers']",flowers
13176,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
13177,7,"['trees'; 'large carnivores']",trees
13178,17,"['food containers'; 'medium-sized mammals']",food containers
13179,8,"['vehicles 1'; 'aquatic mammals']",aquatic mammals
13180,17,"['food containers'; 'medium-sized mammals']",food containers
13181,4,"['people'; 'flowers']",flowers
13182,9,"['household furniture'; 'vehicles 1']",household furniture
13183,10,"['people'; 'insects']",insects
13184,16,"['food containers'; 'flowers']",flowers
13185,18,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
13186,17,"['medium-sized mammals'; 'food containers']",food containers
13187,16,"['food containers'; 'flowers']",flowers
13188,4,"['flowers'; 'people']",flowers
13189,17,"['medium-sized mammals'; 'food containers']",food containers
13190,13,"['large natural outdoor scenes'; 'people']",people
13191,11,"['reptiles'; 'large carnivores']",large carnivores
13192,3,"['vehicles 1'; 'fruit and vegetables']",fruit and vegetables
13193,8,"['aquatic mammals'; 'vehicles 1']",aquatic mammals
