index,true_label,candidate_labels,complementary_label
11528,2,"['re'; 'wo'; 'ma'; 'tsu'; 'na'; 'ha'; 'ki'; 'o'; 'su']",na
11529,9,"['ki'; 'o'; 'ha'; 'wo'; 're'; 'su'; 'ya'; 'tsu'; 'ma']",su
11530,4,"['ma'; 'ya'; 'o'; 'su'; 're'; 'ha'; 'ki'; 'tsu'; 'na']",su
11531,0,"['su'; 'na'; 'ha'; 'tsu'; 're'; 'o'; 'ki'; 'wo'; 'ma']",na
11532,2,"['ma'; 'wo'; 'na'; 'o'; 're'; 'tsu'; 'ki'; 'su'; 'ha']",tsu
11533,9,"['ma'; 'ki'; 'su'; 'wo'; 'ha'; 'ya'; 'tsu'; 're'; 'o']",ki
11534,1,"['re'; 'su'; 'o'; 'ma'; 'ya'; 'ki'; 'wo'; 'ha'; 'na']",na
11535,9,"['ha'; 're'; 'ya'; 'wo'; 'o'; 'tsu'; 'su'; 'ma'; 'ki']",tsu
11536,3,"['su'; 'ki'; 'ha'; 'tsu'; 'ma'; 'wo'; 'na'; 'o'; 're']",na
11537,2,"['tsu'; 're'; 'wo'; 'su'; 'ma'; 'ha'; 'ki'; 'o'; 'na']",na
11538,4,"['ya'; 'su'; 'ha'; 're'; 'na'; 'tsu'; 'ki'; 'ma'; 'o']",su
11539,4,"['su'; 'ya'; 'na'; 'ha'; 'ma'; 'tsu'; 'ki'; 'o'; 're']",na
11540,3,"['ma'; 'na'; 'su'; 'tsu'; 'ha'; 're'; 'o'; 'wo'; 'ki']",na
11541,5,"['su'; 'ya'; 'wo'; 'ma'; 'o'; 'ha'; 'na'; 'ki'; 'tsu']",su
11542,6,"['re'; 'tsu'; 'ki'; 'su'; 'o'; 'na'; 'ya'; 'ma'; 'wo']",tsu
11543,2,"['ha'; 'ma'; 'su'; 'na'; 're'; 'ki'; 'o'; 'tsu'; 'wo']",su
11544,6,"['ya'; 'ma'; 'su'; 'o'; 're'; 'tsu'; 'na'; 'ki'; 'wo']",su
11545,3,"['tsu'; 'su'; 'na'; 're'; 'ki'; 'ma'; 'wo'; 'ha'; 'o']",na
11546,7,"['ha'; 're'; 'ki'; 'ya'; 'tsu'; 'su'; 'na'; 'wo'; 'ma']",tsu
11547,1,"['o'; 'su'; 'ha'; 'na'; 'ma'; 'ya'; 'wo'; 're'; 'ki']",na
11548,1,"['ma'; 'ya'; 'na'; 'o'; 'wo'; 're'; 'ki'; 'ha'; 'su']",na
11549,7,"['tsu'; 'ha'; 're'; 'na'; 'ki'; 'ma'; 'ya'; 'su'; 'wo']",na
11550,8,"['su'; 'ki'; 're'; 'wo'; 'na'; 'ha'; 'o'; 'ya'; 'tsu']",su
11551,8,"['tsu'; 'wo'; 'o'; 'su'; 'ya'; 'na'; 're'; 'ki'; 'ha']",na
11552,1,"['wo'; 'su'; 'ha'; 'o'; 'ya'; 'ma'; 're'; 'ki'; 'na']",na
11553,5,"['ki'; 'wo'; 'na'; 'su'; 'ya'; 'tsu'; 'ma'; 'o'; 'ha']",su
11554,6,"['ya'; 'o'; 'na'; 'wo'; 'tsu'; 'ma'; 're'; 'ki'; 'su']",tsu
11555,6,"['su'; 'na'; 'ma'; 're'; 'tsu'; 'ki'; 'o'; 'wo'; 'ya']",na
11556,2,"['tsu'; 'ma'; 'na'; 'ha'; 'o'; 'su'; 'wo'; 're'; 'ki']",na
11557,6,"['ma'; 'ki'; 'wo'; 'ya'; 'tsu'; 're'; 'su'; 'o'; 'na']",tsu
11558,9,"['ya'; 'ha'; 'su'; 'tsu'; 'ki'; 'o'; 're'; 'wo'; 'ma']",su
11559,9,"['su'; 'ya'; 'ki'; 'wo'; 'o'; 're'; 'tsu'; 'ha'; 'ma']",su
11560,4,"['re'; 'ya'; 'o'; 'ha'; 'ki'; 'su'; 'tsu'; 'ma'; 'na']",na
11561,9,"['wo'; 'tsu'; 're'; 'su'; 'ha'; 'ki'; 'o'; 'ma'; 'ya']",tsu
11562,7,"['ki'; 'ya'; 'ma'; 'tsu'; 'ha'; 'na'; 'wo'; 're'; 'su']",tsu
11563,6,"['re'; 'na'; 'o'; 'su'; 'tsu'; 'ma'; 'ki'; 'wo'; 'ya']",na
11564,4,"['ha'; 'ya'; 'na'; 'su'; 'ma'; 'tsu'; 're'; 'o'; 'ki']",na
11565,3,"['o'; 'su'; 'ki'; 'tsu'; 'na'; 'wo'; 're'; 'ha'; 'ma']",na
11566,2,"['ma'; 'na'; 'o'; 'ha'; 'su'; 'tsu'; 're'; 'wo'; 'ki']",na
11567,8,"['o'; 'tsu'; 'ha'; 'na'; 'ya'; 'ki'; 'su'; 'wo'; 're']",tsu
11568,3,"['ki'; 'ma'; 'ha'; 'su'; 'tsu'; 'o'; 'na'; 're'; 'wo']",su
11569,4,"['o'; 'ya'; 'ki'; 'su'; 'ma'; 'ha'; 'na'; 'tsu'; 're']",su
11570,5,"['ki'; 'ha'; 'o'; 'tsu'; 'wo'; 'su'; 'na'; 'ma'; 'ya']",tsu
11571,2,"['ma'; 'tsu'; 'ki'; 're'; 'wo'; 'ha'; 'o'; 'na'; 'su']",na
11572,3,"['ki'; 'na'; 'tsu'; 'ma'; 'su'; 'ha'; 'wo'; 're'; 'o']",na
11573,2,"['o'; 'ki'; 'wo'; 'ha'; 'su'; 'na'; 're'; 'tsu'; 'ma']",su
11574,9,"['re'; 'ya'; 'tsu'; 'o'; 'ha'; 'ki'; 'su'; 'ma'; 'wo']",tsu
11575,7,"['na'; 'ya'; 'wo'; 'tsu'; 'ha'; 'ki'; 'su'; 'ma'; 're']",na
11576,6,"['wo'; 're'; 'ya'; 'ma'; 'ki'; 'su'; 'na'; 'o'; 'tsu']",su
11577,4,"['re'; 'ki'; 'ya'; 'ma'; 'na'; 'ha'; 'o'; 'tsu'; 'su']",tsu
11578,0,"['re'; 'ki'; 'su'; 'o'; 'ma'; 'ha'; 'wo'; 'na'; 'tsu']",su
11579,2,"['wo'; 'o'; 'ma'; 'ki'; 'na'; 'tsu'; 'ha'; 're'; 'su']",tsu
11580,0,"['re'; 'o'; 'na'; 'tsu'; 'ki'; 'ma'; 'ha'; 'su'; 'wo']",re
11581,7,"['na'; 'ki'; 'ha'; 'wo'; 'tsu'; 're'; 'ya'; 'su'; 'ma']",tsu
11582,9,"['ki'; 'wo'; 'tsu'; 'o'; 're'; 'su'; 'ya'; 'ma'; 'ha']",tsu
11583,2,"['na'; 'wo'; 'tsu'; 'su'; 'ha'; 're'; 'o'; 'ma'; 'ki']",na
11584,6,"['ma'; 'tsu'; 'wo'; 're'; 'o'; 'na'; 'su'; 'ki'; 'ya']",na
11585,9,"['o'; 're'; 'wo'; 'ha'; 'ya'; 'ma'; 'su'; 'ki'; 'tsu']",su
11586,6,"['wo'; 'ki'; 're'; 'na'; 'ya'; 'tsu'; 'su'; 'ma'; 'o']",tsu
11587,3,"['wo'; 'ma'; 'ki'; 'na'; 'tsu'; 'o'; 'ha'; 'su'; 're']",tsu
11588,5,"['o'; 'na'; 'tsu'; 'su'; 'ha'; 'ma'; 'wo'; 'ya'; 'ki']",na
11589,3,"['o'; 'ki'; 'na'; 'su'; 're'; 'tsu'; 'wo'; 'ma'; 'ha']",ki
11590,3,"['ki'; 'tsu'; 'su'; 're'; 'na'; 'ha'; 'ma'; 'o'; 'wo']",na
11591,0,"['su'; 'ki'; 'ha'; 'o'; 'tsu'; 'ma'; 're'; 'na'; 'wo']",su
11592,1,"['wo'; 'o'; 'su'; 'ma'; 're'; 'ha'; 'na'; 'ya'; 'ki']",na
11593,7,"['ma'; 'tsu'; 'ha'; 'na'; 'ki'; 're'; 'ya'; 'su'; 'wo']",na
11594,4,"['ya'; 're'; 'ki'; 'ma'; 'tsu'; 'o'; 'su'; 'na'; 'ha']",tsu
11595,2,"['ma'; 're'; 'tsu'; 'o'; 'na'; 'ki'; 'wo'; 'su'; 'ha']",na
11596,9,"['re'; 'ki'; 'su'; 'ya'; 'ha'; 'tsu'; 'wo'; 'ma'; 'o']",ki
11597,8,"['ki'; 'na'; 'ya'; 're'; 'ha'; 'tsu'; 'su'; 'wo'; 'o']",na
11598,6,"['re'; 'wo'; 'o'; 'tsu'; 'ki'; 'na'; 'ma'; 'su'; 'ya']",tsu
11599,0,"['tsu'; 'ha'; 'ki'; 're'; 'na'; 'ma'; 'su'; 'o'; 'wo']",tsu
11600,2,"['ki'; 'na'; 'wo'; 'ma'; 'o'; 'su'; 're'; 'ha'; 'tsu']",na
11601,6,"['re'; 'ma'; 'su'; 'ya'; 'wo'; 'na'; 'o'; 'ki'; 'tsu']",su
11602,3,"['tsu'; 'na'; 'wo'; 'ma'; 're'; 'ha'; 'o'; 'su'; 'ki']",na
11603,0,"['na'; 'ki'; 'ma'; 'o'; 'su'; 're'; 'tsu'; 'wo'; 'ha']",na
11604,5,"['su'; 'o'; 'ha'; 'na'; 'ya'; 'ma'; 'wo'; 'ki'; 'tsu']",su
11605,1,"['su'; 'ya'; 'o'; 're'; 'ha'; 'na'; 'wo'; 'ki'; 'ma']",na
11606,0,"['re'; 'su'; 'ki'; 'ma'; 'tsu'; 'ha'; 'wo'; 'na'; 'o']",na
11607,5,"['ha'; 'ma'; 'tsu'; 'ki'; 'na'; 'su'; 'wo'; 'ya'; 'o']",tsu
11608,3,"['tsu'; 'ma'; 'o'; 'ha'; 'ki'; 'wo'; 'na'; 're'; 'su']",na
11609,0,"['ha'; 'su'; 'ma'; 're'; 'o'; 'na'; 'ki'; 'tsu'; 'wo']",su
11610,8,"['na'; 'o'; 'wo'; 're'; 'ki'; 'tsu'; 'su'; 'ha'; 'ya']",na
11611,4,"['ki'; 'na'; 're'; 'ha'; 'ya'; 'tsu'; 'ma'; 'o'; 'su']",tsu
11612,4,"['ma'; 'ya'; 'tsu'; 'su'; 'ha'; 'ki'; 're'; 'na'; 'o']",na
11613,2,"['ma'; 'tsu'; 'ha'; 'ki'; 'o'; 'wo'; 'su'; 're'; 'na']",na
11614,8,"['wo'; 'ya'; 'na'; 're'; 'su'; 'o'; 'ki'; 'tsu'; 'ha']",ha
11615,7,"['ki'; 'wo'; 'tsu'; 'ma'; 'ha'; 're'; 'su'; 'ya'; 'na']",na
11616,2,"['su'; 'na'; 're'; 'tsu'; 'o'; 'wo'; 'ma'; 'ki'; 'ha']",na
11617,5,"['wo'; 'ki'; 'ma'; 'ha'; 'ya'; 'o'; 'tsu'; 'na'; 'su']",tsu
11618,2,"['o'; 'ha'; 'wo'; 'na'; 'ki'; 'su'; 'tsu'; 'ma'; 're']",re
11619,8,"['ki'; 'ha'; 'su'; 'tsu'; 'o'; 'na'; 're'; 'wo'; 'ya']",su
11620,9,"['ki'; 'ma'; 're'; 'su'; 'ha'; 'o'; 'ya'; 'tsu'; 'wo']",su
11621,9,"['su'; 'tsu'; 'ha'; 're'; 'ya'; 'o'; 'ma'; 'ki'; 'wo']",o
11622,4,"['su'; 'ha'; 'o'; 'na'; 'ya'; 'ma'; 'tsu'; 'ki'; 're']",su
11623,6,"['re'; 'ki'; 'wo'; 'su'; 'na'; 'tsu'; 'o'; 'ma'; 'ya']",ki
11624,3,"['ma'; 'ki'; 'wo'; 'na'; 'o'; 'su'; 'ha'; 're'; 'tsu']",ki
11625,2,"['ki'; 're'; 'ma'; 'na'; 'ha'; 'tsu'; 'su'; 'wo'; 'o']",tsu
11626,6,"['ki'; 're'; 'su'; 'tsu'; 'ma'; 'wo'; 'na'; 'o'; 'ya']",na
11627,5,"['wo'; 'o'; 'ha'; 'tsu'; 'na'; 'ma'; 'ki'; 'ya'; 'su']",tsu
11628,3,"['ki'; 'wo'; 'na'; 'ha'; 'o'; 're'; 'su'; 'tsu'; 'ma']",su
11629,8,"['na'; 'o'; 'wo'; 'ha'; 'ya'; 're'; 'su'; 'ki'; 'tsu']",na
11630,4,"['tsu'; 'ma'; 'ya'; 'o'; 're'; 'su'; 'ki'; 'na'; 'ha']",na
11631,8,"['ki'; 'na'; 'tsu'; 'su'; 're'; 'ha'; 'wo'; 'o'; 'ya']",na
11632,3,"['na'; 'tsu'; 'wo'; 'ha'; 'o'; 'ki'; 're'; 'ma'; 'su']",na
11633,9,"['ma'; 'tsu'; 'ki'; 'ha'; 'su'; 'ya'; 'wo'; 'o'; 're']",tsu
11634,2,"['su'; 'wo'; 're'; 'o'; 'na'; 'ha'; 'tsu'; 'ma'; 'ki']",su
11635,9,"['ma'; 'o'; 'su'; 'ki'; 'wo'; 'tsu'; 'ha'; 're'; 'ya']",su
11636,4,"['re'; 'ha'; 'ki'; 'o'; 'ya'; 'tsu'; 'na'; 'su'; 'ma']",tsu
11637,8,"['ki'; 'tsu'; 'wo'; 're'; 'ya'; 'su'; 'na'; 'ha'; 'o']",tsu
11638,4,"['su'; 'tsu'; 'na'; 'ha'; 'ki'; 'ya'; 're'; 'o'; 'ma']",na
11639,0,"['su'; 'ha'; 'tsu'; 'ma'; 'na'; 'ki'; 'o'; 're'; 'wo']",na
11640,0,"['su'; 'na'; 'o'; 'ma'; 'tsu'; 'ki'; 're'; 'ha'; 'wo']",na
11641,9,"['ha'; 'tsu'; 'su'; 'wo'; 'o'; 'ma'; 'ki'; 'ya'; 're']",re
11642,5,"['ya'; 'ma'; 'tsu'; 'ha'; 'ki'; 'o'; 'su'; 'na'; 'wo']",na
11643,7,"['ma'; 'ki'; 'ya'; 'wo'; 'su'; 'ha'; 'tsu'; 'na'; 're']",ki
11644,6,"['wo'; 'ya'; 'na'; 'ki'; 'tsu'; 'su'; 'o'; 're'; 'ma']",tsu
11645,6,"['su'; 're'; 'ki'; 'o'; 'ma'; 'ya'; 'wo'; 'tsu'; 'na']",su
11646,4,"['tsu'; 're'; 'o'; 'ma'; 'ya'; 'su'; 'ha'; 'na'; 'ki']",re
11647,0,"['ma'; 're'; 'tsu'; 'wo'; 'ha'; 'ki'; 'su'; 'na'; 'o']",na
11648,7,"['wo'; 'ma'; 'ki'; 'ha'; 're'; 'tsu'; 'na'; 'ya'; 'su']",tsu
11649,6,"['o'; 'na'; 'ma'; 're'; 'su'; 'ki'; 'ya'; 'wo'; 'tsu']",na
11650,5,"['o'; 'ki'; 'ya'; 'ma'; 'su'; 'tsu'; 'ha'; 'wo'; 'na']",ki
11651,3,"['re'; 'su'; 'na'; 'tsu'; 'ma'; 'o'; 'ha'; 'wo'; 'ki']",re
11652,1,"['ki'; 'su'; 'ma'; 'ya'; 're'; 'na'; 'o'; 'ha'; 'wo']",na
11653,7,"['su'; 'ki'; 'ha'; 're'; 'ya'; 'tsu'; 'wo'; 'na'; 'ma']",su
11654,1,"['ya'; 'wo'; 'ha'; 'ma'; 're'; 'o'; 'na'; 'su'; 'ki']",na
11655,6,"['su'; 'wo'; 'ma'; 'tsu'; 'ki'; 'o'; 're'; 'na'; 'ya']",na
11656,2,"['o'; 're'; 'ha'; 'na'; 'wo'; 'ki'; 'tsu'; 'su'; 'ma']",tsu
11657,7,"['ha'; 'su'; 'ki'; 'tsu'; 'wo'; 're'; 'na'; 'ya'; 'ma']",su
11658,3,"['tsu'; 'su'; 'ma'; 'wo'; 'ha'; 'na'; 're'; 'o'; 'ki']",na
11659,0,"['na'; 'su'; 'wo'; 'tsu'; 'ki'; 're'; 'ha'; 'o'; 'ma']",na
11660,3,"['su'; 'o'; 'na'; 'ki'; 're'; 'ma'; 'tsu'; 'wo'; 'ha']",ha
11661,6,"['o'; 'na'; 'ya'; 'ma'; 'tsu'; 'wo'; 'su'; 'ki'; 're']",tsu
11662,4,"['ma'; 'o'; 'ya'; 'na'; 'su'; 're'; 'tsu'; 'ha'; 'ki']",na
11663,8,"['tsu'; 'ha'; 'na'; 'ya'; 'wo'; 'ki'; 're'; 'o'; 'su']",na
11664,9,"['ma'; 'ha'; 'tsu'; 'ki'; 'ya'; 'o'; 'wo'; 're'; 'su']",tsu
11665,8,"['ha'; 'ki'; 'wo'; 'na'; 're'; 'ya'; 'tsu'; 'su'; 'o']",tsu
11666,2,"['na'; 'tsu'; 'wo'; 'su'; 're'; 'ha'; 'ki'; 'ma'; 'o']",na
11667,6,"['ma'; 'ya'; 'tsu'; 're'; 'su'; 'wo'; 'o'; 'ki'; 'na']",na
11668,5,"['wo'; 'tsu'; 'ya'; 'ki'; 'ma'; 'o'; 'ha'; 'na'; 'su']",na
11669,1,"['ma'; 'o'; 'wo'; 're'; 'ha'; 'ki'; 'ya'; 'su'; 'na']",na
11670,5,"['ma'; 'ha'; 'wo'; 'ya'; 'na'; 'o'; 'ki'; 'tsu'; 'su']",na
11671,2,"['na'; 'su'; 'o'; 'ha'; 're'; 'ma'; 'tsu'; 'wo'; 'ki']",na
11672,5,"['wo'; 'ma'; 'tsu'; 'ya'; 'o'; 'ha'; 'ki'; 'na'; 'su']",na
11673,6,"['ki'; 'ma'; 'o'; 'su'; 're'; 'tsu'; 'na'; 'wo'; 'ya']",su
11674,5,"['o'; 'na'; 'wo'; 'su'; 'ya'; 'ma'; 'ha'; 'tsu'; 'ki']",na
11675,9,"['re'; 'ha'; 'ki'; 'ma'; 'o'; 'su'; 'ya'; 'wo'; 'tsu']",su
11676,1,"['su'; 'o'; 'wo'; 'na'; 're'; 'ya'; 'ki'; 'ma'; 'ha']",na
11677,3,"['ma'; 're'; 'tsu'; 'ki'; 'ha'; 'wo'; 'o'; 'na'; 'su']",na
11678,9,"['ha'; 'ma'; 'ya'; 'tsu'; 'wo'; 'ki'; 're'; 'su'; 'o']",tsu
11679,3,"['ha'; 'su'; 'na'; 'ki'; 're'; 'o'; 'ma'; 'tsu'; 'wo']",su
11680,3,"['re'; 'na'; 'tsu'; 'su'; 'wo'; 'ma'; 'ha'; 'o'; 'ki']",na
11681,1,"['na'; 'wo'; 'ya'; 'o'; 're'; 'su'; 'ki'; 'ha'; 'ma']",na
11682,7,"['ya'; 're'; 'tsu'; 'ha'; 'su'; 'na'; 'wo'; 'ki'; 'ma']",tsu
11683,2,"['wo'; 'ki'; 'tsu'; 'o'; 'ha'; 'na'; 're'; 'ma'; 'su']",ki
11684,6,"['na'; 'tsu'; 'wo'; 'o'; 're'; 'ma'; 'su'; 'ya'; 'ki']",na
11685,3,"['wo'; 'su'; 'tsu'; 'ki'; 're'; 'ha'; 'o'; 'ma'; 'na']",na
11686,5,"['o'; 'su'; 'ha'; 'na'; 'ma'; 'ya'; 'ki'; 'tsu'; 'wo']",na
11687,0,"['wo'; 'o'; 'ki'; 'tsu'; 'ma'; 're'; 'ha'; 'na'; 'su']",tsu
11688,1,"['ya'; 'ki'; 're'; 'o'; 'ma'; 'su'; 'ha'; 'wo'; 'na']",ki
11689,4,"['ha'; 'ma'; 'o'; 'su'; 'ki'; 're'; 'na'; 'ya'; 'tsu']",su
11690,8,"['na'; 'o'; 'tsu'; 'ki'; 'ya'; 'su'; 'wo'; 'ha'; 're']",tsu
11691,5,"['ki'; 'ma'; 'tsu'; 'o'; 'ya'; 'na'; 'su'; 'ha'; 'wo']",na
11692,3,"['re'; 'na'; 'wo'; 'ki'; 'tsu'; 'ha'; 'ma'; 'o'; 'su']",na
11693,3,"['wo'; 'tsu'; 'ma'; 'ha'; 'su'; 'ki'; 're'; 'na'; 'o']",na
11694,7,"['re'; 'ma'; 'wo'; 'su'; 'na'; 'ki'; 'ha'; 'ya'; 'tsu']",su
11695,9,"['ki'; 'ha'; 'o'; 'tsu'; 'wo'; 'su'; 're'; 'ma'; 'ya']",tsu
11696,0,"['su'; 'o'; 'tsu'; 'na'; 'ma'; 'ha'; 're'; 'ki'; 'wo']",na
11697,5,"['su'; 'na'; 'ya'; 'wo'; 'ma'; 'ki'; 'tsu'; 'o'; 'ha']",na
11698,8,"['re'; 'su'; 'ya'; 'wo'; 'na'; 'tsu'; 'ki'; 'o'; 'ha']",ha
11699,0,"['ma'; 'tsu'; 'su'; 'ha'; 'na'; 'ki'; 'o'; 'wo'; 're']",na
11700,8,"['wo'; 'na'; 'ya'; 're'; 'su'; 'tsu'; 'ki'; 'ha'; 'o']",na
11701,5,"['na'; 'ma'; 'su'; 'wo'; 'o'; 'ya'; 'ha'; 'ki'; 'tsu']",na
11702,2,"['tsu'; 'wo'; 'su'; 'ki'; 'na'; 'o'; 'ma'; 'ha'; 're']",wo
11703,1,"['wo'; 'su'; 'ya'; 'ma'; 'ha'; 'ki'; 're'; 'na'; 'o']",na
11704,8,"['re'; 'ya'; 'na'; 'tsu'; 'su'; 'ha'; 'wo'; 'o'; 'ki']",na
11705,1,"['ki'; 'su'; 'ya'; 're'; 'na'; 'o'; 'ma'; 'ha'; 'wo']",na
11706,9,"['tsu'; 'su'; 'wo'; 'ki'; 'o'; 're'; 'ya'; 'ha'; 'ma']",ha
11707,0,"['su'; 'ha'; 'ki'; 'o'; 'wo'; 'na'; 'tsu'; 'ma'; 're']",su
11708,4,"['na'; 'ki'; 'tsu'; 'ya'; 'o'; 'su'; 'ha'; 're'; 'ma']",ki
11709,7,"['ha'; 'tsu'; 'su'; 're'; 'ki'; 'ya'; 'ma'; 'wo'; 'na']",tsu
11710,2,"['ki'; 're'; 'su'; 'ha'; 'o'; 'wo'; 'tsu'; 'ma'; 'na']",su
11711,1,"['ha'; 're'; 'su'; 'wo'; 'o'; 'ma'; 'ya'; 'ki'; 'na']",na
11712,8,"['ya'; 'tsu'; 'na'; 'wo'; 'ki'; 're'; 'su'; 'ha'; 'o']",na
11713,9,"['wo'; 'ya'; 're'; 'su'; 'ha'; 'ki'; 'o'; 'tsu'; 'ma']",su
11714,0,"['ki'; 'o'; 're'; 'su'; 'na'; 'wo'; 'ha'; 'tsu'; 'ma']",su
11715,2,"['ha'; 'tsu'; 'ma'; 'ki'; 'wo'; 're'; 'su'; 'o'; 'na']",na
11716,5,"['ha'; 'su'; 'wo'; 'tsu'; 'ma'; 'ya'; 'na'; 'ki'; 'o']",su
11717,5,"['wo'; 'tsu'; 'ya'; 'su'; 'ki'; 'ma'; 'ha'; 'na'; 'o']",na
11718,7,"['re'; 'tsu'; 'na'; 'ki'; 'su'; 'ya'; 'ha'; 'wo'; 'ma']",na
11719,2,"['wo'; 'ki'; 'ha'; 'na'; 'o'; 'su'; 'tsu'; 'ma'; 're']",ki
11720,2,"['ki'; 'wo'; 'ma'; 'su'; 'o'; 're'; 'na'; 'tsu'; 'ha']",su
11721,7,"['tsu'; 'ma'; 're'; 'na'; 'ki'; 'wo'; 'ya'; 'ha'; 'su']",na
11722,5,"['su'; 'ki'; 'ha'; 'o'; 'tsu'; 'wo'; 'ya'; 'na'; 'ma']",na
11723,0,"['ha'; 're'; 'su'; 'ki'; 'tsu'; 'ma'; 'o'; 'wo'; 'na']",na
11724,7,"['na'; 'ha'; 'wo'; 'ma'; 'su'; 'tsu'; 'ya'; 'ki'; 're']",na
11725,7,"['wo'; 'tsu'; 'ha'; 're'; 'na'; 'su'; 'ki'; 'ma'; 'ya']",tsu
11726,2,"['na'; 'ki'; 'wo'; 'ma'; 'tsu'; 'ha'; 'o'; 're'; 'su']",ha
11727,9,"['o'; 'su'; 'ha'; 'tsu'; 'ya'; 'wo'; 're'; 'ki'; 'ma']",o
11728,8,"['su'; 'ha'; 'na'; 're'; 'wo'; 'ya'; 'ki'; 'o'; 'tsu']",su
11729,1,"['wo'; 'ki'; 'su'; 'ha'; 'ya'; 'ma'; 'o'; 're'; 'na']",ki
11730,8,"['re'; 'ha'; 'ya'; 'o'; 'wo'; 'tsu'; 'su'; 'na'; 'ki']",tsu
11731,2,"['ma'; 'su'; 'o'; 'na'; 're'; 'ha'; 'wo'; 'ki'; 'tsu']",su
11732,4,"['su'; 'o'; 'ha'; 'ya'; 'tsu'; 'ki'; 'ma'; 're'; 'na']",su
11733,7,"['wo'; 'ha'; 'tsu'; 'ki'; 'ma'; 'ya'; 're'; 'su'; 'na']",tsu
11734,6,"['na'; 're'; 'wo'; 'ma'; 'o'; 'ya'; 'su'; 'ki'; 'tsu']",na
11735,6,"['wo'; 'ma'; 'tsu'; 'ya'; 'su'; 'o'; 'na'; 're'; 'ki']",tsu
11736,2,"['tsu'; 'ma'; 'ki'; 'o'; 'wo'; 'su'; 'na'; 'ha'; 're']",re
11737,1,"['re'; 'ki'; 'o'; 'su'; 'na'; 'ma'; 'ha'; 'wo'; 'ya']",ki
11738,7,"['su'; 'ya'; 're'; 'ma'; 'ki'; 'ha'; 'wo'; 'na'; 'tsu']",su
11739,9,"['ya'; 're'; 'wo'; 'ha'; 'ki'; 'o'; 'su'; 'tsu'; 'ma']",re
11740,6,"['wo'; 'tsu'; 'o'; 'ma'; 're'; 'na'; 'ki'; 'su'; 'ya']",na
11741,7,"['re'; 'tsu'; 'ki'; 'ya'; 'ha'; 'su'; 'ma'; 'na'; 'wo']",tsu
11742,9,"['tsu'; 'ma'; 'ha'; 're'; 'wo'; 'ki'; 'o'; 'su'; 'ya']",o
11743,3,"['na'; 'o'; 'ma'; 'su'; 're'; 'tsu'; 'ha'; 'ki'; 'wo']",na
11744,2,"['ma'; 'tsu'; 'o'; 're'; 'wo'; 'ha'; 'ki'; 'na'; 'su']",na
11745,8,"['o'; 'tsu'; 'ha'; 'ya'; 're'; 'su'; 'na'; 'ki'; 'wo']",tsu
11746,3,"['ki'; 'su'; 'ha'; 'na'; 'tsu'; 'o'; 'ma'; 'wo'; 're']",su
11747,6,"['ki'; 'ma'; 're'; 'o'; 'na'; 'wo'; 'su'; 'tsu'; 'ya']",na
11748,7,"['ha'; 'tsu'; 'wo'; 'ya'; 're'; 'ki'; 'na'; 'ma'; 'su']",na
11749,2,"['wo'; 're'; 'o'; 'ha'; 'ki'; 'na'; 'ma'; 'su'; 'tsu']",na
11750,7,"['ki'; 're'; 'ma'; 'wo'; 'tsu'; 'ya'; 'ha'; 'su'; 'na']",tsu
11751,0,"['ki'; 'o'; 'ma'; 'tsu'; 'ha'; 'wo'; 're'; 'su'; 'na']",tsu
11752,4,"['na'; 'ha'; 'ki'; 'su'; 'o'; 'tsu'; 'ma'; 'ya'; 're']",su
11753,7,"['tsu'; 're'; 'ha'; 'wo'; 'ma'; 'ki'; 'ya'; 'su'; 'na']",na
11754,9,"['wo'; 'su'; 'ki'; 'tsu'; 'ha'; 'ya'; 'o'; 're'; 'ma']",su
11755,0,"['su'; 'tsu'; 'o'; 'ha'; 'ma'; 'na'; 'wo'; 're'; 'ki']",na
11756,0,"['su'; 'wo'; 'ma'; 'na'; 'ki'; 'tsu'; 'ha'; 'o'; 're']",na
11757,8,"['wo'; 'na'; 're'; 'su'; 'ki'; 'ya'; 'o'; 'ha'; 'tsu']",na
11758,7,"['ki'; 'tsu'; 'wo'; 'ya'; 'ha'; 'na'; 'su'; 'ma'; 're']",tsu
11759,9,"['wo'; 'ha'; 'o'; 'ki'; 'su'; 're'; 'ma'; 'ya'; 'tsu']",su
11760,7,"['ma'; 'wo'; 'na'; 're'; 'ha'; 'su'; 'ya'; 'tsu'; 'ki']",su
11761,0,"['na'; 'su'; 'ma'; 'ki'; 'o'; 'ha'; 'wo'; 're'; 'tsu']",na
11762,2,"['re'; 'tsu'; 'na'; 'o'; 'su'; 'wo'; 'ki'; 'ma'; 'ha']",na
11763,2,"['o'; 're'; 'wo'; 'su'; 'tsu'; 'ma'; 'na'; 'ha'; 'ki']",na
11764,1,"['su'; 'ya'; 'na'; 're'; 'o'; 'ma'; 'ha'; 'ki'; 'wo']",na
11765,3,"['ma'; 'ki'; 'tsu'; 'wo'; 'su'; 'na'; 're'; 'ha'; 'o']",ki
11766,7,"['wo'; 'ya'; 'ki'; 'su'; 'ma'; 'tsu'; 'ha'; 'na'; 're']",su
11767,3,"['su'; 'na'; 'ma'; 'ki'; 'tsu'; 'o'; 'ha'; 'wo'; 're']",na
11768,7,"['ki'; 'ha'; 'na'; 're'; 'tsu'; 'ma'; 'su'; 'ya'; 'wo']",tsu
