index,true_label,candidate_labels,complementary_label
237,5,"['trees'; 'fish'; 'insects'; 'large_omnivores_and_herbivores'; 'aquatic_mammals'; 'medium_mammals'; 'food_containers'; 'fruit_and_vegetables'; 'large_natural_outdoor_scenes'; 'vehicles_1']",fish
238,15,"['large_carnivores'; 'small_mammals'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'flowers'; 'food_containers'; 'non-insect_invertebrates'; 'trees'; 'large_natural_outdoor_scenes'; 'vehicles_1']",household_electrical_devices
239,5,"['vehicles_1'; 'medium_mammals'; 'large_natural_outdoor_scenes'; 'food_containers'; 'aquatic_mammals'; 'large_omnivores_and_herbivores'; 'trees'; 'fish'; 'fruit_and_vegetables'; 'insects']",fish
240,18,"['fruit_and_vegetables'; 'small_mammals'; 'trees'; 'household_furniture'; 'reptiles'; 'flowers'; 'large_man-made_outdoor_things'; 'vehicles_2'; 'large_carnivores'; 'people']",fruit_and_vegetables
241,6,"['large_carnivores'; 'non-insect_invertebrates'; 'vehicles_2'; 'household_electrical_devices'; 'medium_mammals'; 'food_containers'; 'vehicles_1'; 'large_omnivores_and_herbivores'; 'fruit_and_vegetables'; 'flowers']",large_carnivores
242,14,"['fruit_and_vegetables'; 'aquatic_mammals'; 'large_carnivores'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'food_containers'; 'large_omnivores_and_herbivores'; 'insects'; 'large_man-made_outdoor_things'; 'medium_mammals']",aquatic_mammals
243,11,"['people'; 'vehicles_2'; 'fish'; 'medium_mammals'; 'aquatic_mammals'; 'large_carnivores'; 'insects'; 'food_containers'; 'flowers'; 'non-insect_invertebrates']",fish
244,3,"['large_man-made_outdoor_things'; 'medium_mammals'; 'household_furniture'; 'large_omnivores_and_herbivores'; 'fish'; 'insects'; 'non-insect_invertebrates'; 'small_mammals'; 'reptiles'; 'household_electrical_devices']",fish
245,17,"['insects'; 'vehicles_1'; 'reptiles'; 'fish'; 'vehicles_2'; 'small_mammals'; 'large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'medium_mammals'; 'people']",vehicles_1
246,2,"['household_electrical_devices'; 'insects'; 'vehicles_1'; 'vehicles_2'; 'food_containers'; 'large_carnivores'; 'small_mammals'; 'aquatic_mammals'; 'people'; 'large_natural_outdoor_scenes']",insects
247,16,"['large_omnivores_and_herbivores'; 'insects'; 'vehicles_1'; 'reptiles'; 'aquatic_mammals'; 'large_man-made_outdoor_things'; 'fish'; 'household_electrical_devices'; 'trees'; 'non-insect_invertebrates']",vehicles_1
248,5,"['food_containers'; 'fish'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'vehicles_1'; 'trees'; 'aquatic_mammals'; 'insects'; 'fruit_and_vegetables'; 'large_natural_outdoor_scenes']",fish
249,5,"['insects'; 'fish'; 'aquatic_mammals'; 'trees'; 'medium_mammals'; 'vehicles_1'; 'large_omnivores_and_herbivores'; 'food_containers'; 'fruit_and_vegetables'; 'large_natural_outdoor_scenes']",insects
250,8,"['non-insect_invertebrates'; 'medium_mammals'; 'food_containers'; 'household_electrical_devices'; 'reptiles'; 'insects'; 'aquatic_mammals'; 'large_omnivores_and_herbivores'; 'vehicles_1'; 'large_man-made_outdoor_things']",food_containers
251,18,"['small_mammals'; 'flowers'; 'reptiles'; 'people'; 'large_carnivores'; 'fruit_and_vegetables'; 'household_furniture'; 'large_man-made_outdoor_things'; 'trees'; 'vehicles_2']",flowers
252,18,"['large_man-made_outdoor_things'; 'vehicles_2'; 'small_mammals'; 'large_carnivores'; 'fruit_and_vegetables'; 'flowers'; 'reptiles'; 'household_furniture'; 'trees'; 'people']",Small mammals
253,4,"['vehicles_1'; 'large_man-made_outdoor_things'; 'small_mammals'; 'reptiles'; 'trees'; 'insects'; 'large_carnivores'; 'vehicles_2'; 'medium_mammals'; 'fish']",vehicles_1
254,14,"['large_carnivores'; 'food_containers'; 'non-insect_invertebrates'; 'medium_mammals'; 'large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'aquatic_mammals'; 'insects']",large_carnivores
255,10,"['food_containers'; 'large_carnivores'; 'vehicles_2'; 'flowers'; 'trees'; 'non-insect_invertebrates'; 'reptiles'; 'fruit_and_vegetables'; 'medium_mammals'; 'small_mammals']",fruit_and_vegetables
256,10,"['fruit_and_vegetables'; 'non-insect_invertebrates'; 'trees'; 'food_containers'; 'vehicles_2'; 'reptiles'; 'flowers'; 'small_mammals'; 'large_carnivores'; 'medium_mammals']",trees
257,19,"['large_carnivores'; 'trees'; 'insects'; 'large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'small_mammals'; 'non-insect_invertebrates'; 'household_furniture'; 'household_electrical_devices']",household_furniture
258,17,"['medium_mammals'; 'insects'; 'fish'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'small_mammals'; 'large_omnivores_and_herbivores'; 'reptiles'; 'vehicles_2'; 'people']",vehicles_1
259,14,"['food_containers'; 'insects'; 'aquatic_mammals'; 'household_electrical_devices'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'large_carnivores'; 'medium_mammals'; 'fruit_and_vegetables'; 'non-insect_invertebrates']",aquatic_mammals
260,14,"['insects'; 'medium_mammals'; 'aquatic_mammals'; 'large_omnivores_and_herbivores'; 'household_electrical_devices'; 'non-insect_invertebrates'; 'food_containers'; 'large_carnivores'; 'fruit_and_vegetables'; 'large_man-made_outdoor_things']",household_electrical_devices
261,0,"['trees'; 'vehicles_2'; 'fruit_and_vegetables'; 'large_man-made_outdoor_things'; 'large_carnivores'; 'food_containers'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'flowers'; 'fish']",fruit_and_vegetables
262,8,"['non-insect_invertebrates'; 'vehicles_1'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'insects'; 'food_containers'; 'aquatic_mammals'; 'reptiles'; 'medium_mammals'; 'large_omnivores_and_herbivores']",vehicles_1
263,5,"['fish'; 'fruit_and_vegetables'; 'aquatic_mammals'; 'food_containers'; 'vehicles_1'; 'large_natural_outdoor_scenes'; 'medium_mammals'; 'trees'; 'large_omnivores_and_herbivores'; 'insects']",fish
264,12,"['large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'reptiles'; 'fruit_and_vegetables'; 'fish'; 'household_electrical_devices'; 'insects'; 'food_containers'; 'household_furniture'; 'people']",large_man-made_outdoor_things
265,12,"['fruit_and_vegetables'; 'insects'; 'people'; 'reptiles'; 'non-insect_invertebrates'; 'fish'; 'food_containers'; 'household_furniture'; 'household_electrical_devices'; 'large_man-made_outdoor_things']",fruit_and_vegetables
266,7,"['food_containers'; 'non-insect_invertebrates'; 'household_furniture'; 'flowers'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'large_natural_outdoor_scenes'; 'trees'; 'medium_mammals'; 'small_mammals']",household_furniture
267,14,"['large_carnivores'; 'aquatic_mammals'; 'food_containers'; 'medium_mammals'; 'household_electrical_devices'; 'insects'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates']",large_carnivores
268,12,"['non-insect_invertebrates'; 'household_electrical_devices'; 'people'; 'fish'; 'reptiles'; 'household_furniture'; 'food_containers'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'insects']",household_electrical_devices
269,17,"['fish'; 'large_omnivores_and_herbivores'; 'small_mammals'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'people'; 'vehicles_2'; 'insects'; 'reptiles'; 'vehicles_1']",fish
270,4,"['medium_mammals'; 'vehicles_1'; 'vehicles_2'; 'reptiles'; 'insects'; 'large_man-made_outdoor_things'; 'trees'; 'fish'; 'small_mammals'; 'large_carnivores']",vehicles_1
271,1,"['flowers'; 'trees'; 'large_man-made_outdoor_things'; 'food_containers'; 'large_natural_outdoor_scenes'; 'people'; 'vehicles_1'; 'fruit_and_vegetables'; 'small_mammals'; 'aquatic_mammals']",flowers
272,15,"['large_carnivores'; 'vehicles_1'; 'food_containers'; 'flowers'; 'trees'; 'large_man-made_outdoor_things'; 'small_mammals'; 'non-insect_invertebrates'; 'large_natural_outdoor_scenes'; 'household_electrical_devices']",large_carnivores
273,14,"['medium_mammals'; 'food_containers'; 'aquatic_mammals'; 'fruit_and_vegetables'; 'insects'; 'household_electrical_devices'; 'non-insect_invertebrates'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'large_carnivores']",aquatic_mammals
274,2,"['people'; 'large_carnivores'; 'food_containers'; 'insects'; 'vehicles_1'; 'small_mammals'; 'vehicles_2'; 'household_electrical_devices'; 'aquatic_mammals'; 'large_natural_outdoor_scenes']",people
275,10,"['small_mammals'; 'reptiles'; 'vehicles_2'; 'medium_mammals'; 'food_containers'; 'non-insect_invertebrates'; 'large_carnivores'; 'trees'; 'fruit_and_vegetables'; 'flowers']",vehicles_2
276,18,"['reptiles'; 'vehicles_2'; 'flowers'; 'trees'; 'people'; 'large_carnivores'; 'fruit_and_vegetables'; 'large_man-made_outdoor_things'; 'household_furniture'; 'small_mammals']",reptiles
277,17,"['vehicles_2'; 'vehicles_1'; 'small_mammals'; 'people'; 'reptiles'; 'large_omnivores_and_herbivores'; 'fish'; 'insects'; 'large_man-made_outdoor_things'; 'medium_mammals']",people
278,11,"['non-insect_invertebrates'; 'people'; 'fish'; 'aquatic_mammals'; 'medium_mammals'; 'large_carnivores'; 'flowers'; 'food_containers'; 'insects'; 'vehicles_2']",people
279,9,"['non-insect_invertebrates'; 'reptiles'; 'flowers'; 'household_electrical_devices'; 'large_omnivores_and_herbivores'; 'medium_mammals'; 'large_carnivores'; 'insects'; 'large_natural_outdoor_scenes'; 'food_containers']",household_electrical_devices
280,12,"['household_furniture'; 'fish'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'food_containers'; 'insects'; 'non-insect_invertebrates'; 'fruit_and_vegetables'; 'people'; 'reptiles']",fish
281,3,"['small_mammals'; 'fish'; 'household_furniture'; 'non-insect_invertebrates'; 'insects'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'reptiles'; 'household_electrical_devices']",household_furniture
282,1,"['large_natural_outdoor_scenes'; 'flowers'; 'vehicles_1'; 'small_mammals'; 'fruit_and_vegetables'; 'aquatic_mammals'; 'large_man-made_outdoor_things'; 'trees'; 'food_containers'; 'people']",flowers
283,4,"['vehicles_1'; 'insects'; 'large_man-made_outdoor_things'; 'fish'; 'reptiles'; 'medium_mammals'; 'trees'; 'large_carnivores'; 'small_mammals'; 'vehicles_2']",insects
284,1,"['large_natural_outdoor_scenes'; 'fruit_and_vegetables'; 'food_containers'; 'large_man-made_outdoor_things'; 'small_mammals'; 'trees'; 'people'; 'vehicles_1'; 'aquatic_mammals'; 'flowers']",fruit_and_vegetables
285,6,"['large_omnivores_and_herbivores'; 'household_electrical_devices'; 'flowers'; 'large_carnivores'; 'medium_mammals'; 'fruit_and_vegetables'; 'food_containers'; 'vehicles_2'; 'vehicles_1'; 'non-insect_invertebrates']",large_omnivores_and_herbivores
286,18,"['trees'; 'large_carnivores'; 'vehicles_2'; 'household_furniture'; 'fruit_and_vegetables'; 'small_mammals'; 'flowers'; 'reptiles'; 'people'; 'large_man-made_outdoor_things']",large_carnivores
287,15,"['trees'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'small_mammals'; 'food_containers'; 'vehicles_1'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'flowers'; 'household_electrical_devices']",large_carnivores
288,7,"['large_omnivores_and_herbivores'; 'medium_mammals'; 'small_mammals'; 'household_furniture'; 'trees'; 'large_natural_outdoor_scenes'; 'flowers'; 'large_man-made_outdoor_things'; 'food_containers'; 'non-insect_invertebrates']",household_furniture
289,6,"['large_omnivores_and_herbivores'; 'medium_mammals'; 'large_carnivores'; 'flowers'; 'household_electrical_devices'; 'vehicles_1'; 'food_containers'; 'fruit_and_vegetables'; 'non-insect_invertebrates'; 'vehicles_2']",large_omnivores_and_herbivores
290,7,"['medium_mammals'; 'non-insect_invertebrates'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'trees'; 'large_omnivores_and_herbivores'; 'food_containers'; 'household_furniture'; 'flowers']",large_man-made_outdoor_things
291,19,"['large_natural_outdoor_scenes'; 'non-insect_invertebrates'; 'trees'; 'small_mammals'; 'large_man-made_outdoor_things'; 'insects'; 'household_electrical_devices'; 'household_furniture'; 'large_carnivores'; 'vehicles_1']",household_furniture
292,16,"['large_omnivores_and_herbivores'; 'vehicles_1'; 'aquatic_mammals'; 'insects'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'reptiles'; 'non-insect_invertebrates'; 'fish'; 'trees']",household_electrical_devices
293,16,"['reptiles'; 'vehicles_1'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'aquatic_mammals'; 'insects'; 'fish'; 'large_man-made_outdoor_things'; 'trees']",vehicles_1
294,9,"['food_containers'; 'household_electrical_devices'; 'large_natural_outdoor_scenes'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates'; 'large_carnivores'; 'insects'; 'flowers'; 'medium_mammals'; 'reptiles']",household_electrical_devices
295,16,"['vehicles_1'; 'fish'; 'large_omnivores_and_herbivores'; 'household_electrical_devices'; 'reptiles'; 'large_man-made_outdoor_things'; 'aquatic_mammals'; 'non-insect_invertebrates'; 'insects'; 'trees']",fish
296,12,"['household_electrical_devices'; 'people'; 'food_containers'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'non-insect_invertebrates'; 'fish'; 'reptiles'; 'household_furniture'; 'insects']",household_electrical_devices
297,13,"['large_natural_outdoor_scenes'; 'reptiles'; 'fruit_and_vegetables'; 'large_carnivores'; 'medium_mammals'; 'aquatic_mammals'; 'household_electrical_devices'; 'food_containers'; 'vehicles_1'; 'trees']",large_natural_outdoor_scenes
298,18,"['vehicles_2'; 'reptiles'; 'small_mammals'; 'household_furniture'; 'large_carnivores'; 'flowers'; 'trees'; 'people'; 'fruit_and_vegetables'; 'large_man-made_outdoor_things']",reptiles
299,4,"['vehicles_1'; 'insects'; 'fish'; 'small_mammals'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'vehicles_2'; 'medium_mammals'; 'trees'; 'reptiles']",insects
300,10,"['fruit_and_vegetables'; 'medium_mammals'; 'trees'; 'small_mammals'; 'non-insect_invertebrates'; 'food_containers'; 'flowers'; 'large_carnivores'; 'reptiles'; 'vehicles_2']",vehicles_2
301,13,"['reptiles'; 'fruit_and_vegetables'; 'food_containers'; 'aquatic_mammals'; 'vehicles_1'; 'medium_mammals'; 'trees'; 'household_electrical_devices'; 'large_carnivores'; 'large_natural_outdoor_scenes']",reptiles
302,8,"['aquatic_mammals'; 'medium_mammals'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'insects'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates'; 'food_containers'; 'reptiles'; 'household_electrical_devices']",vehicles_1
303,19,"['large_natural_outdoor_scenes'; 'household_furniture'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'insects'; 'large_carnivores'; 'vehicles_1'; 'trees'; 'small_mammals'; 'large_man-made_outdoor_things']",household_furniture
304,4,"['medium_mammals'; 'reptiles'; 'vehicles_1'; 'fish'; 'small_mammals'; 'vehicles_2'; 'trees'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'insects']",fish
305,15,"['household_electrical_devices'; 'vehicles_1'; 'trees'; 'large_carnivores'; 'large_natural_outdoor_scenes'; 'flowers'; 'large_man-made_outdoor_things'; 'food_containers'; 'non-insect_invertebrates'; 'small_mammals']",household_electrical_devices
306,11,"['large_carnivores'; 'medium_mammals'; 'non-insect_invertebrates'; 'flowers'; 'insects'; 'aquatic_mammals'; 'people'; 'vehicles_2'; 'food_containers'; 'fish']",people
307,3,"['household_electrical_devices'; 'large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates'; 'small_mammals'; 'reptiles'; 'fish'; 'insects'; 'household_furniture'; 'medium_mammals']",household_electrical_devices
308,14,"['medium_mammals'; 'large_carnivores'; 'fruit_and_vegetables'; 'non-insect_invertebrates'; 'aquatic_mammals'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'insects'; 'large_omnivores_and_herbivores'; 'food_containers']",large_carnivores
309,7,"['trees'; 'large_man-made_outdoor_things'; 'food_containers'; 'large_natural_outdoor_scenes'; 'large_omnivores_and_herbivores'; 'small_mammals'; 'flowers'; 'household_furniture'; 'medium_mammals'; 'non-insect_invertebrates']",trees
310,8,"['large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'insects'; 'food_containers'; 'large_omnivores_and_herbivores'; 'vehicles_1'; 'aquatic_mammals'; 'reptiles'; 'medium_mammals']",large_man-made_outdoor_things
311,4,"['large_man-made_outdoor_things'; 'fish'; 'large_carnivores'; 'medium_mammals'; 'reptiles'; 'small_mammals'; 'vehicles_1'; 'insects'; 'vehicles_2'; 'trees']",fish
312,8,"['household_electrical_devices'; 'reptiles'; 'insects'; 'large_man-made_outdoor_things'; 'food_containers'; 'non-insect_invertebrates'; 'medium_mammals'; 'aquatic_mammals'; 'large_omnivores_and_herbivores'; 'vehicles_1']",household_electrical_devices
313,1,"['large_man-made_outdoor_things'; 'people'; 'vehicles_1'; 'trees'; 'aquatic_mammals'; 'large_natural_outdoor_scenes'; 'flowers'; 'food_containers'; 'small_mammals'; 'fruit_and_vegetables']",people
314,2,"['household_electrical_devices'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'aquatic_mammals'; 'people'; 'insects'; 'small_mammals'; 'vehicles_1'; 'vehicles_2'; 'food_containers']",household_electrical_devices
315,3,"['large_man-made_outdoor_things'; 'household_furniture'; 'reptiles'; 'non-insect_invertebrates'; 'fish'; 'insects'; 'medium_mammals'; 'small_mammals'; 'household_electrical_devices'; 'large_omnivores_and_herbivores']",reptiles
316,8,"['non-insect_invertebrates'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'reptiles'; 'food_containers'; 'large_omnivores_and_herbivores'; 'insects'; 'aquatic_mammals'; 'medium_mammals'; 'vehicles_1']",household_electrical_devices
317,4,"['large_man-made_outdoor_things'; 'vehicles_2'; 'fish'; 'trees'; 'large_carnivores'; 'small_mammals'; 'medium_mammals'; 'insects'; 'reptiles'; 'vehicles_1']",fish
318,2,"['insects'; 'vehicles_1'; 'aquatic_mammals'; 'food_containers'; 'people'; 'household_electrical_devices'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'vehicles_2'; 'small_mammals']",insects
319,6,"['large_carnivores'; 'vehicles_2'; 'flowers'; 'food_containers'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'fruit_and_vegetables'; 'vehicles_1'; 'medium_mammals'; 'large_omnivores_and_herbivores']",large_carnivores
320,9,"['flowers'; 'reptiles'; 'large_omnivores_and_herbivores'; 'household_electrical_devices'; 'large_carnivores'; 'non-insect_invertebrates'; 'medium_mammals'; 'large_natural_outdoor_scenes'; 'food_containers'; 'insects']",household_electrical_devices
321,10,"['medium_mammals'; 'food_containers'; 'small_mammals'; 'large_carnivores'; 'reptiles'; 'trees'; 'flowers'; 'fruit_and_vegetables'; 'non-insect_invertebrates'; 'vehicles_2']",vehicles_2
322,0,"['large_omnivores_and_herbivores'; 'vehicles_2'; 'large_man-made_outdoor_things'; 'fish'; 'fruit_and_vegetables'; 'trees'; 'flowers'; 'food_containers'; 'large_carnivores'; 'medium_mammals']",large_omnivores_and_herbivores
323,14,"['household_electrical_devices'; 'fruit_and_vegetables'; 'large_man-made_outdoor_things'; 'large_carnivores'; 'large_omnivores_and_herbivores'; 'insects'; 'medium_mammals'; 'non-insect_invertebrates'; 'aquatic_mammals'; 'food_containers']",fruit_and_vegetables
324,2,"['large_natural_outdoor_scenes'; 'household_electrical_devices'; 'aquatic_mammals'; 'insects'; 'food_containers'; 'small_mammals'; 'people'; 'large_carnivores'; 'vehicles_2'; 'vehicles_1']",aquatic_mammals
325,6,"['fruit_and_vegetables'; 'food_containers'; 'vehicles_2'; 'household_electrical_devices'; 'large_carnivores'; 'medium_mammals'; 'vehicles_1'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates'; 'flowers']",large_carnivores
326,12,"['fish'; 'people'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'insects'; 'household_furniture'; 'food_containers'; 'reptiles'; 'non-insect_invertebrates']",household_electrical_devices
327,12,"['fruit_and_vegetables'; 'household_furniture'; 'household_electrical_devices'; 'reptiles'; 'insects'; 'food_containers'; 'fish'; 'non-insect_invertebrates'; 'people'; 'large_man-made_outdoor_things']",household_furniture
328,3,"['non-insect_invertebrates'; 'small_mammals'; 'fish'; 'reptiles'; 'large_omnivores_and_herbivores'; 'household_electrical_devices'; 'medium_mammals'; 'large_man-made_outdoor_things'; 'insects'; 'household_furniture']",household_electrical_devices
329,12,"['fish'; 'people'; 'reptiles'; 'food_containers'; 'insects'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'household_furniture'; 'household_electrical_devices']",fish
330,2,"['vehicles_2'; 'food_containers'; 'large_natural_outdoor_scenes'; 'household_electrical_devices'; 'large_carnivores'; 'people'; 'vehicles_1'; 'small_mammals'; 'aquatic_mammals'; 'insects']",large_carnivores
331,4,"['fish'; 'vehicles_2'; 'insects'; 'large_carnivores'; 'small_mammals'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'trees'; 'vehicles_1'; 'reptiles']",fish
332,5,"['aquatic_mammals'; 'trees'; 'fish'; 'fruit_and_vegetables'; 'food_containers'; 'vehicles_1'; 'insects'; 'large_natural_outdoor_scenes'; 'medium_mammals'; 'large_omnivores_and_herbivores']",trees
333,12,"['food_containers'; 'fish'; 'reptiles'; 'people'; 'household_electrical_devices'; 'insects'; 'large_man-made_outdoor_things'; 'household_furniture'; 'fruit_and_vegetables'; 'non-insect_invertebrates']",fish
334,12,"['household_electrical_devices'; 'large_man-made_outdoor_things'; 'people'; 'reptiles'; 'food_containers'; 'household_furniture'; 'insects'; 'non-insect_invertebrates'; 'fish'; 'fruit_and_vegetables']",household_electrical_devices
335,1,"['aquatic_mammals'; 'trees'; 'food_containers'; 'large_man-made_outdoor_things'; 'people'; 'flowers'; 'fruit_and_vegetables'; 'large_natural_outdoor_scenes'; 'small_mammals'; 'vehicles_1']",trees
336,2,"['large_carnivores'; 'household_electrical_devices'; 'people'; 'small_mammals'; 'vehicles_2'; 'food_containers'; 'insects'; 'large_natural_outdoor_scenes'; 'aquatic_mammals'; 'vehicles_1']",household_electrical_devices
337,8,"['medium_mammals'; 'insects'; 'large_omnivores_and_herbivores'; 'household_electrical_devices'; 'food_containers'; 'large_man-made_outdoor_things'; 'aquatic_mammals'; 'non-insect_invertebrates'; 'vehicles_1'; 'reptiles']",household_electrical_devices
338,8,"['medium_mammals'; 'household_electrical_devices'; 'large_omnivores_and_herbivores'; 'insects'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'food_containers'; 'reptiles'; 'aquatic_mammals']",household_electrical_devices
339,9,"['non-insect_invertebrates'; 'insects'; 'medium_mammals'; 'reptiles'; 'large_omnivores_and_herbivores'; 'food_containers'; 'flowers'; 'large_carnivores'; 'household_electrical_devices'; 'large_natural_outdoor_scenes']",household_electrical_devices
340,16,"['reptiles'; 'non-insect_invertebrates'; 'fish'; 'household_electrical_devices'; 'large_omnivores_and_herbivores'; 'aquatic_mammals'; 'insects'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'trees']",household_electrical_devices
341,5,"['large_natural_outdoor_scenes'; 'medium_mammals'; 'trees'; 'vehicles_1'; 'food_containers'; 'fruit_and_vegetables'; 'insects'; 'aquatic_mammals'; 'fish'; 'large_omnivores_and_herbivores']",large_natural_outdoor_scenes
342,8,"['large_omnivores_and_herbivores'; 'food_containers'; 'reptiles'; 'large_man-made_outdoor_things'; 'household_electrical_devices'; 'aquatic_mammals'; 'non-insect_invertebrates'; 'medium_mammals'; 'insects'; 'vehicles_1']",food_containers
343,15,"['household_electrical_devices'; 'large_carnivores'; 'flowers'; 'small_mammals'; 'trees'; 'food_containers'; 'large_natural_outdoor_scenes'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'vehicles_1']",household_electrical_devices
344,8,"['household_electrical_devices'; 'large_man-made_outdoor_things'; 'reptiles'; 'medium_mammals'; 'vehicles_1'; 'insects'; 'aquatic_mammals'; 'food_containers'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates']",household_electrical_devices
345,9,"['non-insect_invertebrates'; 'large_natural_outdoor_scenes'; 'insects'; 'large_omnivores_and_herbivores'; 'large_carnivores'; 'food_containers'; 'flowers'; 'medium_mammals'; 'reptiles'; 'household_electrical_devices']",household_electrical_devices
346,1,"['food_containers'; 'large_natural_outdoor_scenes'; 'fruit_and_vegetables'; 'flowers'; 'trees'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'small_mammals'; 'people'; 'aquatic_mammals']",fruit_and_vegetables
347,17,"['vehicles_1'; 'small_mammals'; 'fish'; 'vehicles_2'; 'people'; 'insects'; 'medium_mammals'; 'large_man-made_outdoor_things'; 'reptiles'; 'large_omnivores_and_herbivores']",people
348,10,"['small_mammals'; 'vehicles_2'; 'reptiles'; 'flowers'; 'medium_mammals'; 'non-insect_invertebrates'; 'trees'; 'fruit_and_vegetables'; 'large_carnivores'; 'food_containers']",vehicles_2
349,17,"['large_man-made_outdoor_things'; 'vehicles_2'; 'vehicles_1'; 'fish'; 'large_omnivores_and_herbivores'; 'small_mammals'; 'medium_mammals'; 'people'; 'insects'; 'reptiles']",fish
350,6,"['food_containers'; 'household_electrical_devices'; 'vehicles_1'; 'flowers'; 'fruit_and_vegetables'; 'large_omnivores_and_herbivores'; 'medium_mammals'; 'vehicles_2'; 'large_carnivores'; 'non-insect_invertebrates']",large_carnivores
351,11,"['non-insect_invertebrates'; 'large_carnivores'; 'medium_mammals'; 'people'; 'insects'; 'vehicles_2'; 'aquatic_mammals'; 'fish'; 'food_containers'; 'flowers']",non-insect_invertebrates
352,2,"['household_electrical_devices'; 'vehicles_2'; 'people'; 'insects'; 'small_mammals'; 'food_containers'; 'large_carnivores'; 'aquatic_mammals'; 'vehicles_1'; 'large_natural_outdoor_scenes']",household_electrical_devices
353,4,"['vehicles_2'; 'insects'; 'reptiles'; 'vehicles_1'; 'medium_mammals'; 'small_mammals'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'fish'; 'trees']",insects
354,11,"['large_carnivores'; 'flowers'; 'fish'; 'food_containers'; 'vehicles_2'; 'insects'; 'people'; 'non-insect_invertebrates'; 'medium_mammals'; 'aquatic_mammals']",flowers
355,14,"['aquatic_mammals'; 'insects'; 'large_carnivores'; 'large_omnivores_and_herbivores'; 'fruit_and_vegetables'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'food_containers']",aquatic_mammals
356,16,"['fish'; 'large_man-made_outdoor_things'; 'trees'; 'non-insect_invertebrates'; 'vehicles_1'; 'household_electrical_devices'; 'insects'; 'large_omnivores_and_herbivores'; 'aquatic_mammals'; 'reptiles']",fish
357,12,"['food_containers'; 'household_furniture'; 'fish'; 'people'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'insects'; 'non-insect_invertebrates'; 'reptiles'; 'large_man-made_outdoor_things']",fish
